Regex,Attempt Regex,Positive Strings,Negative Strings
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)((a*b)|(a*ba)))*)?,"[bbabaab, abaab, abbab, aaabbb, abbb, bbaaab, bbabbbab, ababbbab, bbbb, bbbab, bbaab, bbaba, abaaab, ababa, ababaab, baabbb]","[a, b, abaaa, aaabb, abbbb, ababbbabaa, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(0*10*10*)*|0*,(0*|1*0*1*)+,"[00, 0, 11, 1]",[]
(a|(b*bb))*,((a|b)*bb(a|b)*)|a*,"[babb, a, aababb, baaababb, bbaa, bbbb]","[baaaba, b, bab, aabab]"
0(0|1)*0,0+(0|1)*,"[000, 0, 011]","[, 111, 1, 10010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1((0|1)*1)*|0((0|1)*0)*)*,"[00, 0, 11, 1]",[]
(a|b)*baa(a|b)*b,(a|b)*(baa)+(a|b)*,"[aababaaaa, aababaabb, bbaa]","[bb, a, b, aababa]"
(a|(b*bb))*,(a*(b*b)*a*)*,"[aa, bb, a, b]",[]
(a|b)(a|b)+aaa+,(a|b)*a{3},"[abaaaaabaaa, aabaaa, aabbaaa, aaabaaa, abbaaa, aaabbbaaa]","[abb, a, aaba, b, abaaaaaba, aaabbb, aaab, aabb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(ba))*(((a|b)(a*))(b|ba))*,"[bbaaaba, abaaaba, abaab, abbaba, aaabbba, ababaaba, abbb, baabbba, bbabbbab, ababbbab, bbabaaba, bbbb, bbaab, bbaba, bbbaba, ababa]","[a, b, abaaa, aaabb, abbbb, ababbbabaa, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(a|b)(a|b)+aaa+,((a+|b+)+)+aaa+,"[aaaabbbaaa, aabaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, baabaaa, babaaaaabaaa, bbaaa, aabbaaa, baabbaaa, baaabbbaaa, babbaaa]","[bb, ab, a, aabaaaaaba, b, aaaba, aaaabbb, aaabb, aaaab, aabb, baaabbb, baabb, baaab, babb, baaba, babaaaaaba]"
(a|(b*bb))*,(a|b(b*))*,"[aa, bb, a, b]",[]
(a|b)(a|b)+aaa+,(aa*|bb*)+aaa+,"[aaaabbbaaa, aabaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, baabaaa, babaaaaabaaa, bbaaa, aabbaaa, baabbaaa, baaabbbaaa, babbaaa]","[bb, ab, a, aabaaaaaba, b, aaaba, aaaabbb, aaabb, aaaab, aabb, baaabbb, baabb, baaab, babb, baaba, babaaaaaba]"
(ab|ba)*,(aa|bb|ab|ba)*(aa|bb|ab|ba)*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
(a|(b*bb))*,(a|(bb*))*,"[aa, bb, a, b]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(1*0*)*0+,"[11, 0, 1, 00010, 101000111, 0100, 0111010]","[011101, 110, 000101, 1010001110, 01001]"
(a|baa)*,[ab]*(baa)*,"[aa, bb, a, b]",[]
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*)*,"[b, aabaa, aabbb]","[aa, a]"
(a|b)(a|b)+aaa+,(a|b)|(b|a)(a|b)*(a)(a)(a)(a*),"[baaabaabbbaaa, a, b, abaaa, baaabaaa, aaaabaaa, baaaaababaabaaa, aaaaaababaabaaa, bbaaa, bbbaaa, aaaabbaaa, aabbaaa, baaabbaaa, abbaaa, babbaaa, aaaabaabbbaaa]","[abb, baaabb, bba, aba, bbb, aaaab, baaabaabbb, aaaabb, baaaaababaaba, aabb, aaaaaababaaba, aaaabaabbb, baaab, babb]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*,"[aaa, a, b, bbb]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,"[00, 0, 11, 1]",[]
0+1*,0*1*,"[0, 1, 00111]","[00100010, 1011, 1110]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[11, 0, 1, 00010, 101000111, 0100, 0111010]","[011101, 110, 000101, 1010001110, 01001]"
(ab|ba)*,(ab|ba|aa|bb)*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
(a|baa)*,((b+a+a)*a*)*,"[a, aabaaa, baabbbaa]","[b, aabaaab, baababbb, baabbbabaaba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[000, 0, 111, 1]",[]
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,"[aaaabbbaaa, aabaaaaabaaa, abaaa, baaabaaa, aaaabaaa, aaabaaa, aaabbaaa, baabaaa, babaaaaabaaa, bbaaa, aabbaaa, baabbaaa, baaabbbaaa, babbaaa]","[bb, ab, a, aabaaaaaba, b, aaaba, aaaabbb, aaabb, aaaab, aabb, baaabbb, baabb, baaab, babb, baaba, babaaaaaba]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,"[ab, aabbbaabaabbbaab, abaabbbaab, abbaaabbbaab, aabbbbbaab, aaaabbbaaaabaaabbbaab, baaabbbaab, aabbbaab, babaaabbbaab, ba]","[aabbbaba, bab, aabbbabb, aabbbbba, aab, baa, aabbab, aabbaa, aabbbaaaabaaa, aabbbaabaab, aaaabaaaba, aababb, aabbbaabbb, bba, abb, aba, a, b, bbb, aabbbaabba, abaa, aabbbaababa, aabbbaababb, baaa, aabbbaabaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[11, 0, 1, 10100111, 00010, 0100, 0111010]","[011101, 110, 000101, 101001110, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,"[00, 0, 11, 1]",[]
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
b*a*,((a+)|(b*a*))*,"[aa, bb, a, b]",[]
(a|baa)*,(a|(b*a(a)*))*,"[a, aaba, bbbaba, baa]","[bbbab, b, aabab, baab]"
(a|baa)*,((a)*(b+aa+))+|[a]*,"[a, aabaaa, baabbbaa]","[b, aabaaaba, baababbb, baabbbabaaba]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[11, 01, 1, 000100, 000111, 10]","[000, 0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,"[bbaaaba, abaaaba, abaab, abbaba, aaabbba, ababaaba, abbb, baabbba, bbabbbab, ababbbab, bbabaaba, bbbb, bbaab, bbaba, bbbaba, ababa]","[a, b, abaaa, aaabb, abbbb, ababbbabaa, bbabaa, abba, bbaabb, baabb, bbbbb, bbba, bbaaa, bbabbbabaa, abaabb, ababaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,"[bba, aba, aabaaabbba, babaaabbba]","[bb, ab, a, b, babaaabbb, aabaaabbb]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),"[bbaaaaa, aaaaaabaaa, aaaaaaa, aaabbaaa, aaaaabbaaa, bbaaaabbaa, aaaaaa, aaaaababaa, aaabaa, bbabaa, aaaabaaabaaa, bbbbaa, bbaaaa, bbabbbaa, bbaabbaabbaa, aabaaa, bbaaababaa, bbaaabbbaa, aaaabaaaa, bbaabbaaa]","[bbaaaab, a, bbaaabbb, bbaaabab, b, aab, bbb, aaaba, aaaaaab, aaaaaaaab, aaabb, bbaabbaaaab, aaaabaaaaab, bbaaaaaab, bbabb, bbaba, aaaabaaab, aaaaabba, bbaabbaab, aaaaabab]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,"[aa, bb, a, b]",[]
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[bbaab, abaab, aaabab, abbbab, bbbbab, baabab]","[bbbbaba, a, b, baaba, aaaba, abbbaba, abaa, bbaa]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),"[a, aabaaa, baabbbaa]","[b, aabaaaba, baababbb, baabbbabaaba]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
a+b,[ab]*(ab)[ab]*,"[bbaaabaa, ab, bbaaabbb]","[a, bbaaa, b]"
(a|(b*bb))*,(a|(b)*)*,"[aa, bb, a, b]",[]
a+b,(a|b)*(b),"[bbbab, b, aabab, baab]","[a, aaba, bbbaba, baa]"
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[bb, ab, b, aaabaa, aaabbb, ba]","[aaa, a]"
(a|b)(a|b)+aaa+,(a|b)*,"[aa, bb, a, b]",[]
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[bb, ab, b, aaabaa, aaabbb, ba]","[aaa, a]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[11, 0, 1, 00010, 101000111, 0100, 0111010]","[011101, 110, 000101, 1010001110, 01001]"
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[babaabbb, babba, aabaaabb, b, bbaa, bbbb]","[, a, babaabb, aabaaabbb, babbab]"
0(0|1)*0,0*(0|1)*0*,"[00, 0, 11, 1]",[]
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
(a|(b*bb))*,(a*|(bb*))*,"[aa, bb, a, b]",[]
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,"[abaaaaabaaa, aabaaa, aabbaaa, aaabaaa, abbaaa, aaabbbaaa]","[abb, a, aaba, b, abaaaaaba, aaabbb, aaab, aabb]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"[aabbbbaaaabbbbaaabbbbaaaaabba, aabbbbaaaabbbbaaabaabbbbaaaabbbbba, aabbbbaaaabbbaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbbaaabaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbbaaabbbbbaaabba, aabbbbaaaaabbaaabbbbaaabba, aabbbbaaaabbbbaaabbbbba, aabbbbaaaabbbbaaabbbaaabbabaaabbbbaaaabbbbba, aabbbaaabbbbaaaabbbbba, aabbbbaaba, aabbaabbbbaaaabbbbba, aabbbbaaaabbaaabbbbaaabba, aabbbbaaaabbbbaabbaaaabbbbaaaabbbbba, aabbabaabbbbaaaabbbbba, aabbbbaaaabbbbbba, ab, aabbbbaaaabbbabaaabbbbaaaabbbbba, aabbbbaaaabbaabb, aabbbbaaaaabba, aabbbbaaaabbbbaaabbbbaaabbbbbba, aabbbbaaaabbbbaaabbbaaabbbaa, aabbbbbaaabba, aabbbbaaaabbbbaaabbbbaaabbaaabbbbaaabba, aabbbbaaaabbabbaaabbbbaaaabbbbba, aabbbbaaaabbbbba, ba, aabbbbaaaabbbbaaabbbaaabab, aabbbbaaaaaaabbaaabbbbaaaabba, aabbbbaaaaabbaaabbbbbbaaabba, aabbbabbaaaabbbbaaaabbbbba, aabbbbaaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbabaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbbaabbaaaabbbbaaaabbbbba, aabbbbaaabbaaabbbbaaaabbbbba, aabbbbbbaaabba, aabbbbaaabaabbbbaaaabbbbba, aabbbbaaabbbba, aabbbbaaabbabaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbbbaaaabba, aabbbbaaaabbbbaaababbaaabbbbaaaabbbbba, aabbbabbaabaaabbbbaaaabbbbba, aabbbbaaabab, aabbbbaaabbbbba, aabbbbaaaabbbbaaabbbaaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbbaababaaabbbbaaaabbbbba, aabbbbaaaabbbbaaabbaaabbbbaaaabbbbba, aabbbbaaaaabbbba, aabbbbaaaabbbbaaabbbbaaabbbba, aabbbbaaaabbabaabbbbaaaabbbbba, aabbbbaaaabbbbaabaaabbbbaaaabbbbba, aabbbbaaabbbaa, aabbbbaaaabbbbaaabbbbaaabbbaaabbbbaaabba, aabbbbaaaabbbbaaabbbaaabbbbaaabba, aabbbbaaaabbbbaaabbbaaabbaaabbbbaaaabbbbba, aabbbbaabbaaaabbbbaaaabbbbba, aabbbbaaaabbbbaaaaabba]","[aabbbbaaaabbbbaaabbbaaabbbba, aabbbbaaaabbbbaaabbbaaabbbbb, aabbbabbb, aabbbbaaaaabbaabb, aabbbbaaaaabbaaba, aabbbbaaaaabbaaabbbbaabb, baaabbbbbaaabbaaa, aabbbbaaaabbbbaaabbbaaabbbab, aabbbbaaaabbaabbbbbaaabbaaa, aabbbbaaaaabbabb, aabbbbaaababaabbbbbaaabbaaa, aabbbbaaaaabbaaaaa, aabbbbaaaaabbaaaab, aabbbbaaaaabbaaabbab, aabbbbaaaaabbaaabbaa, aabbbbaaaabbaaab, aabbbbaaaabbaaaa, aabbbbaaaaabbaba, aabbaba, aabbbbaaaabbbbaaabbbbaaabbbbbbaaabbaaa, aabbbbaaaaabbaaabbbaa, aabbbbaaaaabbaaabbbab, aabbbbaaaabbaaba, aabbbbaaaabbbbaba, aabbbbaaaabbbbabb, aabbbbaaaaaaabaa, a, b, aabaa, aabbbbaaabaa, aaaaaba, aabab, aabbbbaaaabbbbaaabbbbaabb, aabbbbaaaabbbbaaabbbbaaba, aabbbbaaaabbbbaaabbbaaabbbaaaabbbbbaaabbaaa, aabbbbaaaabbbbaaabaa, aabbbbaaaabbbbaaabbab, aabbbbaaaabbbbaaabbaa, aabbbbaaaabbbbaaabbbbaaabbbbab, aabbbbaaaabbbab, aabbbbaaaabbbaa, aabbbbaaaabbbbaaabbbaabab, aabbbbaaaabbbbaaabbbaabb, aabbbbba, aabbbbaaaabbbbbb, aabbaa, aabbbbaaaabbbbaaababb, aabbbbaaaaabbaaabbbbbba, aabbbbaaaabbbbaaaaa, aabbbbaaaabbbbaaaab, aabbbbaaaabbbbaaabbbbaaaab, aabbbbaaaabbbbaaabbbbaaaaa, aabbbbaaabbbaaabbbbaaabbaaa, aabbbbaaaabbbbaaabbbbaaabbaa, aabbbbaaaabbbbaaabbbbaaabbab, aabbbbaaaaabbbbaaa, aabbbbaaaabbbbaabb, aabbbbaaaaab, aabbbbaaaaba, aabbbbaaaaabbaaabaa, aabbbbaaaabbbbaaabbbaaaaa, aabbbbaaaaabbaaabab, aabbbbaaaabbbbaaabbbaaaab, aabbbbbb, aabbbbaaaabbbbaaabbbaaabaa, aabbbbaaaabbbbaaabbbbaaabab, aabbbbaaaabbbbaaabbbbaaabaa, aaabb, aabbbbaaaaabab, aabbbbaaabbab, aabbbbaaabbaa, aabbbbaaaabbbbaaabbbbaaabbbaa, aabbbbaaaabbbbaaabbbbaaabbbab, aabbbbaaaaabbaaabbbbabb, aabbbbaaaaabbaaabbbbaba, aabbbbaaaabbbbaabaa, aabbbbaabaaabbbbbaaabbaaa, aabbbbaaaabbabb, aabbbbaaaabbaba, aabbbbaaaabbbbaaabbbabb, aabbbabbaab, aabbbabbaaa, aabbbbaaaaabbaaabbbbaaba, aabbbbaaaabbbbaaabbbaaababaabbbbbaaabbaaa, aabbbbaaaabbbbbaaabbaaa, aabbbbaabb, aabbbbaaaabbbbaaabbbaba, aabbbbaaabbbb, aabbbbaaaabbbbaaabbbbb, abaabbbbbaaabbaaa, aabbbbaba, aabbbbaaabbbab, aabbbbabb, aabbbaa, aabbbbaaaaabbaaabbbbaaab, aabbbbaaaaabbaaabbbbaaaa, aabbbabbaba, aabbbbaaaabbbbaaabbbaaabbaa, aabbbbaaaabbbbaaabbbaaabbab, aabbbabbabb]"
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"[aa, bb, a, b]",[]
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
(ab|ba)*,(ab)*((a|b)(a|b))*,"[aa, bb, aaaa, bbbb]","[aaa, a, b, bbb]"
(a|(b*bb))*,(a*(b+a*b+)*a*)*,"[babba, bababbaa, a, bababbbb, babbb, bab, aabaaabaa]","[b, aabaaabaab, babab, ba]"
