Regex,Attempt Regex,Positive Strings,Negative Strings
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,[],[]
0+1*,0*1*,"[, 1]",[10]
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[, 0, 1]","[01, 10]"
(ab|ba)*,(ab|ba|aa|bb)*,[],"[a, b]"
(a|baa)*,((b+a+a)*a*)*,[],"[b, bab, ba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[0, 1]",[]
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,"[, aabbbaab]","[aa, a, aabbbaaba, aaba, b, aab, aabbba, aabbb, aabbbaa, aabb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[, 0, 1]","[01, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,[],[]
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,[],"[a, b]"
b*a*,((a+)|(b*a*))*,[],[]
(a|baa)*,(a|(b*a(a)*))*,[],[b]
(a|baa)*,((a)*(b+aa+))+|[a]*,[],"[b, bab, ba]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[, 01]",[0]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,"[, bb, bba, ab, aba, abab, bbab]","[a, b]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,"[aa, ba]","[, a, b]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),"[bbaaa, aaaaa, aaaa, bbaa]","[, aa, aaa, bb, bba, a, b]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,[],[]
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[bb, ab]","[, a, b]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),[],"[b, bab, ba]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,[],"[a, b]"
a+b,[ab]*(ab)[ab]*,[ab],"[, a]"
(a|(b*bb))*,(a|(b)*)*,[],[]
a+b,(a|b)*(b),[b],[]
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[, ab]",[a]
(a|b)(a|b)+aaa+,(a|b)*,[],[]
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[, ab]",[a]
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[, 0, 1]","[01, 10]"
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[bb, b, ba]","[, bab]"
0(0|1)*0,0*(0|1)*0*,[],[]
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),[],"[a, b]"
(a|(b*bb))*,(a*|(bb*))*,[],[]
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,[aaa],"[, aa, a]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"[, aabbbbaaaabbbbaa, aabbbbaaaabbbbaaab, aabbbbaaab, aabbbbaaaaabba, aabbbbaaaabb, aabbbbaaaabba, aabbbbaaaabbbbaaabbbba, aabbbbaaaabbbbaaabbbaa, aabb, aabbbbaaaabbbbaaabbba, aabbbbaaaabbbba, aabbbbaa, aabbbbaaaabbbbaaabbbaaab]","[aaa, aabbbbaaaab, aabbbbaaaaa, aab, aabbbbaaaa, aabbbbaaaabbbb, aabbb, aabbbbaaabbb, aabbbbaaaaabbaaabbbbaa, aabbbbaaaabbb, aabbbbaaaaabb, aabbbbaaaabbbbaaabbbbaaab, aabbbbaaaabbbbaaabbb, aabbbbaaaabbbbaaabbbb, aabbbbaaaaabbaaa, aabbbbaaa, aabbbba, aabbbbaaaaabbaaabb, aabbbbaaaaabbaaabbb, aabbbbaaaabbbbaaabbbaaabb, aabbbbaaaaabbaaabbbb, aa, aabbbbaaaabbbbaaabbbaaabbb, a, aabbbbaaabb, aabbbbaaaabbbbaaabbbaaabbba, aabbbbaaaabbbbaaabbbbaaabbb, aabbbbaaaabbaa, aabbbbaaaaab, aabbbbaaaaabbaa, aabbbb, aabbbbaaaabbbbaaabb, aabbbbaaaaabbaaab, aabbbbaaaabbbbaaabbbaab, aabbbbaaaabbbbaaabbbbaa, aabbbbaaaabbbbaaabbbaaa, aabbbbaaaabbbbaaabbbbaaabb, aabbbbaaaaabbaaabbbba, aabbbbaaaabbbbaaabbbaabb, aabbbbaaaabbbbaaabbbbaaa, aabbbbaaaabbbbaaa]"
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,[],[]
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,[],"[a, b]"
(ab|ba)*,(ab)*((a|b)(a|b))*,[],"[a, b]"
(a|(b*bb))*,(a*(b+a*b+)*a*)*,"[, babb, bab]","[b, ba]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)*aaa*,"[aaaa, bbaa]","[, aa, aaa, bb, bba, a, b]"
(a|b)*baa(a|b)*b,(a|b|baa+)*b,[b],[]
(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,"[, b]",[a]
(a|b)(a|b)+aaa+,(a|b)|(a|b)+(a|b)*aaa,"[a, baaa, b, aaaa]","[, aa, aaa, baaab, baa, aaaab, ba]"
a+b,[a]*[b]*,"[, b]",[ba]
(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*,"[, aaa, a, b, aab]",[aa]
(ab|ba)*,(ab(a|b)*)*((a|b)(a|b))*,"[, aa, ab]","[aaa, a, aab]"
(a|b)(a|b)+aaa+,[ab]|[ab]+a{3},"[a, baaa, b, aaaa]","[, aa, aaa, baaab, baa, aaaab, ba]"
(a|(b*bb))*,((a|b)*b?)*,[],[]
(a|b)(a|b)+aaa+,((a|b)+)aaa,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)*(a*b*)b,[b],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"[, 0, 00, 1, 101, 0101, 1010, 010]","[01, 10]"
(a|b)(a|b)+aaa+,((a|b)+(aaa+)),"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
a+b,(a|a*)b,[b],"[, ba]"
(a|b)(a|b)+aaa+,(((a)|(b))+)+(aaa)+,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa(a|b)*,"[bbaaa, aaaaa]","[, aa, aaa, bb, bba, a, b, aaaa, bbaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
(a|(b*bb))*,(a*|(b*b)*)*,[],[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?,"[, bb, bba, ab, aba, abab, bbab]","[a, b]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)*(aaa)a*,"[aaa, a, b]","[, aa, aaaba, aaab]"
(0|1)(0|1)*,[01]*,[],[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)*,"[, bb, bba, ab, aba, ababb, bbabbb, bbabbbab, ababbbab, abab, bbab, bbabb, ababbb]","[a, b, bbabbba, ababbba]"
(a|b)(a|b)+aaa+,(a|b)*aaa(a)*,[aaa],"[, aa, a]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa*,"[aaa, baa]","[, aa, a, b, ba]"
a+b,[a]*[b],[b],"[, ba]"
(ab|ba)*,(ab|ba)*(aa|bb)*(ab|ba)*,"[, aa, aaab]","[aaa, a, b, aab, aaaba, aaabb, aaabaa]"
a+b,(a*b),[b],"[, ba]"
(a|b)*baa(a|b)*b,a*b*baa*b*(a*bb*)*,"[bab, ba]","[, baba, b]"
(ab|ba)*,((ab)*(ba)*)*(a|b)?,"[, a, b]",[aa]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*,"[, bb, ab]","[a, b]"
1*(01*01*01*01*)*,(0|1)*,[],[]
(a|b)*baa(a|b)*b,[ab]*[b][aa][ab]*[b],[bab],"[, b, ba]"
(a|b)(a|b)+aaa+,"(a|b)(a|b)(a|b)*(a{3,})*","[aa, bb]","[, a, b]"
(a|b)(a|b)+aaa+,"(a|b|aa|bb|ab|ba)*a{3,}",[aaa],"[, aa, a]"
0*10*(10*10*)*,((0|1)*),[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,[],[]
(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*,"[, aabbbbaaabba]","[aa, aaa, a, aabbbbaaabb, b, aab, aabbbbaaab, aabbb, aabbbbaaabbaa, aabbbb, aabb, aabbbbaaa, aabbbba, aabbbbaa]"
a+b,(a*(b))*,[],[a]
a+b,(a)+(b)*,"[a, ab]","[, aba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*,[],[]
0*10*(10*10*)*,(0*10*)*,"[, 01]",[0]
(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"[, 0, 1]","[01, 10]"
(a|b)(a|b)+aaa+,(a*b*)+a+a+a,[aaa],"[, aa, a]"
(a|b)(a|b)+aaa+,(a|b)*aaa,[aaa],"[, aa, a]"
(a|(b*bb))*,a*|((a|b)*bb(a*b*)),"[, bb, bba, bbab]","[b, ba]"
(0|1)(0|1)*,(0*1+)*(1*0+)*,[],[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*,[],[]
(a|(b*bb))*,(a*(bb)*b*a*)*,[],[]
(0*10*10*)*|0*,0*(0*1*)*0*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,[],[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*,"[, bb, bba, ab, aba, abab, bbab]","[a, b]"
(ab|ba)*,((aa|bb|ab|ba)?)*,[],"[a, b]"
a+b,a*b,[b],"[, ba]"
(a*ba*b)*a*ba*,a*b(ba*b+|a*)*,"[b, bbb, bbbb]","[, bb]"
(a|b)*(bab)(a|b)*,(a|b)*|(a|bab)*(b|aba)*,[],[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*,"[, 0, 1]","[01, 10]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa+,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa*,"[aaa, baa]","[, aa, a, b, ba]"
(a*ba*b)*a*ba*,((a|(bb))*b[a]*)*,"[, ab]",[a]
(ab|ba)*,(a|b)*(ab|ba|aa|ab)*,[],[]
0(0|1)*0,0|(0|1)*|0,[],[]
(ab|ba)*,(ab|ba)*(aa|bb)?,"[, aa]","[aaa, a, b]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))+(a*),"[bb, b, ba]","[, bab]"
(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*,"[, bb, b, ba]",[bab]
(0(0*|1+0)*)|(1(1*|0+1)*),0*(1+0+)*|1*(0+1+)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*,[],[]
b*a*,(a+|b*a*)+,[],[]
(ab|ba)*,(aa|ab|ba|bb)*,[],"[a, b]"
(a*ba*b)*a*ba*,(a|(ba*b))*b+a*,"[bb, b, ba]",[]
(a*ba*b)*a*ba*,a*b+(bb*|a*)*,[b],[]
(a|b)(a|b)+aaa+,(a*|b*)*(a)(a)(a)(a*),[aaa],"[, aa, a]"
(a|(b*bb))*,((b(b*))|a)*,[],[]
a+b,(a|b)*a*b,[b],[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba*)*,"[, bb, bba, ab, aba]","[a, b]"
(a|(b*bb))*,((bb*)*a*)*,[],[]
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa)*,"[aa, bb]","[, a, b]"
b*a*,a+b*a*|b*a*,"[, b, ba]",[bab]
(a*ba*b)*a*ba*,(a|b(bb)*)*,[],[]
(a*ba*b)*a*ba*,(a*ba*b*)*,"[, ab]",[a]
(ab|ba)*,(ab|ba)*(aa|bb)*,"[, aa]","[aaa, a, b, aab, aaab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"[00, 11, 001, 0010, 10]","[, 0, 1, 00101, 00100]"
(a|(b*bb))*,(b(b*)|a)*,[],[]
(a|(b*bb))*,(a*|(b*bb*)*)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)+(0*1*0*),[],[]
(a|baa)*,(a)*(b|aa|a*)*,[],[]
a+b,(a|b)*,[],[]
(ab|ba)*,((a|b)(a|b))*,[],"[a, b]"
a+b,[ab]*[a][b][ab]*,[ab],"[, a]"
(a*ba*b)*a*ba*,(a|b|bb)+,"[a, b]",[]
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*,[],[]
a(a|b)a(a|b)*,a(a|b)+a(a|b)*,"[aaa, aba]","[, aa, a, ab, b]"
(a|b)*(bab)(a|b)*,(bab)*(a|b)*(bab)*,[],[]
(a|(b*bb))*,(((b*bb*)|a)?)*,[],[]
(a|baa)*,(a)*((b|aa)*a*)*,[],[]
a+b,a+b+,[ab],"[, a, aba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*aaa*,"[aaaa, bbaa]","[, aa, aaa, bb, bba, a, b]"
(a|b)(a|b)+aaa+,"(a|b)*(a|b)*a{3,}",[aaa],"[, aa, a]"
(a*ba*b)*a*ba*,b*((a|b)*(a|b)*)*,[],[]
(0|1)(0|1)*,(1|0)*|(0|1)*,[],[]
(a*ba*b)*a*ba*,(a|ab)*(a|ba)*(b|a)*,[],[]
a+b,a*b+,[b],"[, ba]"
(a|baa)*,(a|b(aa*))*,[],"[bb, b]"
a+b,a*b*,"[, b]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*1*,[],[]
(ab|ba)*,((ab)|(ba))*|(a|b)(a|b)*,[],[]
(a|(b*bb))*,(a|(b*bb*))*,[],[]
(a|(b*bb))*,(ab|ba|b|a)*,[],[]
0*10*(10*10*)*,((0|1))*,[],[]
(a|b)(a|b)+aaa+,(a|b)*(aaa),[aaa],"[, aa, a]"
(a|(b*bb))*,(bb)*(a|b)*(bb)*,[],[]
(ab|ba)*,(a+b|b+a)*,[],"[a, b]"
a+b,(a|b)*(ab),[ab],"[, a]"
(ab|ba)*,(aa|ab|ba|ba)*,[],"[bb, a, b]"
a+b,(aa*b)*,[],"[a, b]"
(a|(b*bb))*,(a|((b|bb)+))*|a*,[],[]
0(0|1)*0,0*(0*1*)*0*,[],[]
a+b,(a*)+b,[b],"[, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*1*0)*|(1*(10)*0*1)*,[],[]
(0*10*10*)*|0*,0*(0*1+)*0*,[],[]
(a|b)(a|b)+aaa+,(a|b)*(aaa)+,[aaa],"[, aa, a]"
(a|b)(a|b)+aaa+,(a|b)*(aaa)*,[],[]
(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*,[],"[a, b]"
(ab|ba)*,(ab)*(ab|ba|aa|ab)*,[],"[bb, a, b]"
(a|b)*baa(a|b)*b,([ab]*(baa)*[ab]*)*b,[b],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*|1*(0+1+)*,[],[]
b*a*,(a|b)*,[],[]
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa*,"[aaaa, bbaa]","[, aa, aaa, bb, bba, a, b]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,[],[]
(a*ba*b)*a*ba*,b|(b|bbb|bbab|babb|a)*,[],[]
001|1010|110,1*0*01*0*,"[0, 01, 010]","[, 0101]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0)*|1((00*1)|1)*,"[, 0, 1]","[01, 10]"
0*10*(10*10*)*,((0*)1(0*))+,[1],[]
b*a*,a+|(a|b)*,[],[]
(a|b)(a|b)+aaa+,b|(a*b*)*aaa,"[aaa, b]","[, aa, a, aaab]"
(a*ba*b)*a*ba*,(a*ba*a*)*,"[, ab]",[a]
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,"[, aa, ab]","[aaa, abb, a, aba, b, aab, aaab]"
a(a|b)a(a|b)*,(a)(a|b)*,[a],"[, b]"
a+b,(a|b)*b,[b],[]
(a|b)*baa(a|b)*b,[ab]*[baa][ab]*b,"[bb, ab]","[, a, b]"
(a|b)*baa(a|b)*b,(a|ba*)+b,"[bb, ab]","[, a, b]"
(ab|ba)*,((ab)|(ba))*((a|b)(a|b))*,[],"[a, b]"
(ab|ba)*,(ab|aa|bb|ba)*(a+b)*,"[, aa, aab]","[a, b]"
a+b,a+b*,"[a, ab]","[, aba]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b))|((a|b)a*ba))*,"[, bb, bba, ab, aba, abab, bbab]","[a, b]"
0*10*(10*10*)*,0*1(11)*(0|1)*,[1],[]
((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?))*,"[, a, aaba, aab, aabab]",[aa]
b*a*,a(a)*|(ab)*b*a*,"[, aa, a, b]",[aab]
(a|baa)*,a*(b+aaa*)*,[],"[b, bab, ba]"
(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,[],"[a, b]"
(a|b)(a|b)+aaa+,(((a|b)+)+)aaa,"[baaa, aaaa]","[, aa, aaa, a, b, baa, ba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*(b|ba))*,"[, bb, bba, ab, aba, abab, bbab]","[a, b]"
(a|(b*bb))*,(a|b|bb)*,[],[]
(0*10*10*)*|0*,(0*(1+0*1+)*0*)*,"[, 101, 1011]","[1, 10]"
1?(01)*0?,((1)?(0)?)*,[],[]
(ab|ba)*,((ab)*(ba)*)*|abb*a*b*ba,"[, ab, abbba, abaaba, ababa, ababab, abba, abab]","[aa, abb, a, aba, abababa, abababb, ababb, abaab, abaa, abbb]"
a+b,a|b*a*b,"[a, b, aab]","[, aa, aaba]"
b*a*,(a|b)*a(a|b)*|b*a*,[],[]
(a|(b*bb))*,(a|bb*)*,[],[]
(a*ba*b)*a*ba*,(a*)b((a*)|(b+(a*)+b))+(a*),"[b, bbb]","[, bb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1+)*|(0*1+0+)*,[],[]
(ab|ba)*,(ab(ab)*)*((a|b)(a|b))*,[],"[a, b]"
(a|b)(a|b)+aaa+,aaa(a)*|(a|b)*baaa(a)*,[aaa],"[, aa, a]"
(a|baa)*,(a|(a*b*(aa)a*)*)*,[],"[b, bab, ba]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*aaa,[aaa],"[, aa, a]"
(a|baa)*,a*|(a|b)*aa,[],"[b, ba]"
a+b,a|a*b,"[a, aab]","[, aa, aaba]"
(ab|ba)*,(ab|ba?)*(aa|ab|bb|ba)*,"[, aa, b]","[aaa, a, aab]"
001|1010|110,001|110|10101|1010,"[001, 1010]","[, 0, 00, 000, 11, 1, 101, 10]"
