Regex,Attempt Regex,Positive Strings,Negative Strings
(a|baa)*,(a|b)(a|b)+(aaa)+,"[bbaaa, aaaaa]","[, aa, aaa, bb, bba, a, b, aaaa, bbaa]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[, a, ab, b, ba]",[aba]
(ab|ba)*,(ab)*(ba)*|abbba,"[, ab, abbba, ababba, abab]","[aa, abb, a, aba, ababb, abbb]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[ab, b]","[, bb, a]"
(a|(b*bb))*,(a|b)(a|bb)*,"[a, b]","[, bb, bba, ab, aba]"
(a|(b*bb))*,(bb*)*,[],[a]
(a|(b*bb))*,b*|(a*b*),"[, b]",[ba]
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[b, ba]","[, bb]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[baa, bbb]","[, bb, baaa, bbba, b, ba]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,[bab],"[, b, ba]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[, abb, a, ab, abab]","[aba, ababb, abbb]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[b, ba]","[, bb, bba]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[a, baaa, ba]","[, aa, ab, b, baa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[, 0, 00, 11, 1, 010]","[001, 01, 0101, 01010, 0100]"
b*a*,a*|b*|(ba)*,"[, bb, a, b, ba]","[ab, bab]"
(a|baa)*,((b)(a)(a)*(a*))*,"[, ba]","[a, b]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[a, ab, aba]","[, b, abab]"
(a|baa)*,(a|b)*baaa*,[baa],"[, b, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,[],"[0, 01, 1, 10]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,[],"[bb, b]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[, ab, ababb]","[a, aba, ababbb, ababa, abab]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,[a],"[, aa, bb, bba, b, bbaa]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[a, bbb, ba]","[, aa, bb, bba, b, baa, baab]"
0(0|1)*0,0*0*|1*0*,"[, 0]",[01]
0*10*(10*10*)*,(0*10*10*10*)*,"[, 0111]","[0, 011, 01]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[, b, ba]",[bab]
0(0|1)*0,0*,[],[1]
(a|(b*bb))*,(bb|a)*b*,"[, b]",[ba]
(a|baa)*,a|(b|aa*),"[a, b]","[, ab]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[, bb, bbab]","[bba, a, b, ba]"
0*10*(10*10*)*,0*1+0*1*0*,"[1, 101, 1010, 10]","[, 10101]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[, aab]","[aa, a, aaba, aabb]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,[],"[a, b, ba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[, baa]","[baaa, b, bab, ba]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[, b, ba]",[bab]
(a*ba*b)*a*ba*,b(b)*|(b)*b,[b],"[, a]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[bb, bbbab, bbba, b, bbb]","[, bba]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaabbabba, abba]","[, aa, abb, abbaaabbab, a, ab, abbaa, abbaaabbabbaa, abbaaab, abbaaabba, abbaaabb, abbaaa, abbaaabbabb]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[a, ab, aab]","[, aa, aabb]"
(a|(b*bb))*,a*b*a*,"[, b, ba]",[bab]
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[, a, aaba, aab]","[aa, aababb, aabaa, aababbb, aabaabb, aabab, aabaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[, 0, 1, 101, 010]","[01, 0101, 10]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,[aba],"[, a, ab]"
(a|baa)*,((a)*|(b))(a)(a)*,[a],"[, ab, b]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[, baabb, baabba, b, baa, ba]","[baaba, baab]"
(a|(b*bb))*,b*b,[b],"[, a]"
(a|(b*bb))*,b*bb*,[b],"[, a]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[, a, b, baa]","[ab, ba]"
a(a|b)a(a|b)*,aa+ba,[aaba],"[, aa, a, aab, aabaa, aabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,[1],[]
(a|baa)*,(a*(baa*)),[ba],"[, b, bab]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,[],"[a, ab, b]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[, 1, 10]",[101]
(a|baa)*,a*b*aaa*,"[aa, aabaa]","[, a, aaba, aab, aabaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01)0*(10))*|(0*1*0*)),"[, 0, 00, 011, 001, 01, 01010, 0110, 0010, 01100, 010]","[010100, 0101, 00101, 0101001]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)*,"[, abb, ab, aba, ababb, abbba, abbbb, ababba, abbb]","[a, ababa, abbbab, abab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*)b)*|((a|b)(a*)ba*),"[, bb, bba, ab, aba, abab, bbab]","[a, b, bbabb, ababa]"
(a|baa)*,(a)*|(b)(a)(a)*,"[, a]","[ab, b]"
(a|(b*bb))*,(b*b)|(a*),"[, a, b]",[ab]
(0*10*10*)*|0*,0*1(0*1+0*)*,"[1, 101]","[, 10]"
(a|(b*bb))*,a*(b+a)*(bb+bbb)*(b+a)*,"[, bbbbb, ba]","[bb, b, baa, bbb, bbbb]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*),[ab],"[, aa, abb, a, aba, b]"
(a|(b*bb))*,(a|b)*b*b|bb*(a|b)*,"[ab, b]","[, a]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*,"[, 0, 11]","[011, 01, 1]"
(a|(b*bb))*,(a+b|b)*,[],[a]
(0*10*10*)*|0*,(0|1)*1,[1],[]
(a|(b*bb))*,b*(ba+ab)*b*(a)*,"[, baabb, a, b, baa, baab, ba, baabbb]",[ab]
b*a*,(b*a+)*,[],[b]
(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,[a],[]
(a|baa)*,a*|a*b*aa,"[, baa]","[baaa, b, ba]"
(a*ba*b)*a*ba*,a*b(ab*b|a)*,"[b, ba]","[, bb]"
0*10*(10*10*)*,((1?|11?)|111?)|0*,"[, 0, 11, 1, 111]",[01]
(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,[aaaa],"[, aa, aaa, a, aaaaba, aaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"[, 0, 010010, 1, 0100101, 010101, 0100100, 0100, 010010101, 010]","[01, 01001010, 0101, 01010, 01001, 0101010]"
(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"[a, baaa, b, baa]","[, aa, ab, baab, ba]"
(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"[bababb, b, babab]","[, baba, bab, bababba, ba]"
(a|baa)*,(b|a)*baaa*,[baa],"[, b, ba]"
(0*10*10*)*|0*,0*11*,[1],"[, 10]"
(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,"[baaaa, a, bbaaa]","[, aa, bb, bba, baaa, ab, b, baa, bbaa, ba]"
a(a|b)a(a|b)*,a(a|b)(a+b)*,"[aa, ab]","[, aaa, abb, a, aba, aab]"
(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"[, b]","[a, ba]"
(a|baa)*,(a*b*aa+),"[aa, aabaa]","[, a, aaba, aab, aabaab]"
(a|b)(a|b)+aaa+,(a+b)*aaa|(b+a)*aaa,"[aaa, baaaa]","[, aa, a, baaa, b, baa, aaaab, aaaabb, aaaa, ba]"
(a|baa)*,(a*)|(a*baa*)|(baa*)*,"[, a, aba, ba]","[ab, b, abab]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*,[],"[a, ab, b]"
(a|baa)*,a*|(?:a*|(b[a]{2}))*,"[, a, baa, baa?:]","[ab, b, baa?, ba]"
(0*10*10*)*|0*,(0+1)*(1+1)*,"[, 11]","[0, 1, 10]"
(a*ba*b)*a*ba*,a|b*(b(bb)*)a*,"[a, b, ba]","[, aa]"
(a*ba*b)*a*ba*,b*(ab*a)*b*,"[, aa, aab]","[a, aaba]"
(a|(b*bb))*,b*|a*|b*,"[, a, b]",[ab]
(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*,"[, baba, b, bab, ba]",[babab]
b*a*,(a*)|(b+a+)*,"[, a, ba]","[ab, b]"
b*a*,((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"[a, b]","[, ab, b?]"
a(a|b)a(a|b)*,(a(a|b)a(a+b)*)*,"[, aaa, aba, aaaaba, abaab, aaaab, aaaabaaa, abaaba, abaaaa, aaaaaa, abaabaaa]","[aa, a, ab, abaaa, aaaaa, aaaabaa, abaabb, aaaabb, abaabaa, abaa, aaaa]"
0*10*(10*10*)*,(0)*(111)*(1)*,"[, 1]",[10]
(a|baa)*,(a*)b*aa(a*),"[aa, aabaa]","[, a, aaba, aab, aabaab]"
(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*,"[, abb, a, b]","[ab, aba, abba]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*,"[, 0, 1]",[01]
b*a*,aa*|a*b*,"[, b]",[ba]
(a*ba*b)*a*ba*,(a|bb)*(b)+(a|bb)*,"[bb, b, ba]","[, baba, bab]"
0*10*(10*10*)*,1(11)*|0*,"[, 0, 1]","[11, 01]"
(a|baa)*,(a|b)*baa+,[baa],"[, b, ba]"
(a|baa)*,(a*baa*),[ba],"[, b, bab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aa+,"[aaaa, bbaa]","[, aa, aaa, bb, bba, a, bbaab, b, aaaab]"
(a|baa)*,(a)(b)(aa*),[aba],"[, aa, a, ab]"
(0*10*10*)*|0*,0*0*|110*1,"[, 0, 111]","[11, 01, 1]"
(a*ba*b)*a*ba*,a*(b*|bbb*)a*,"[, b, ba]",[bab]
(a*ba*b)*a*ba*,(a|b)(bb)*,"[a, b]","[, aa, bb, ab, ba]"
0*10*(10*10*)*,0*1(11)*0*1*,"[11, 1, 101, 10]","[, 1010]"
(a|baa)*,(a)*b*(a)(a),"[aa, aabaa]","[, a, aaba, aab, aabaaa]"
(a|(b*bb))*,(a)*bb*(a)*,"[b, ba]","[, bab]"
(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*),"[, 11, 1]",[110]
(a|baa)*,"(a*(ab{2,})*)*","[, abb, a]","[ab, aba]"
(a|(b*bb))*,(a|ab|ba)*,"[, a]","[bb, b]"
(a*ba*b)*a*ba*,a*(b*|bb)a*(b|bb*)a*,"[baba, b, bab, ba]","[, babab]"
(a|b)*baa(a|b)*b,(a*b*)*bba(a*b*)*b,[bbab],"[, bb, bba, b]"
a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*,"[, aaa, ab, aba, aaab]","[aa, a, aaaba, aaabb, abaa]"
(a|(b*bb))*,(a|b)*bb(a|b)*,[bb],"[, b]"
(ab|ba)*,(ab+ba)*(ba+ab)*,"[, baab]","[aa, abb, a, ab, b, baa, ba]"
(a*ba*b)*a*ba*,b*a(b|ab*a)*,[a],[]
(0*10*10*)*|0*,((10*)1*)0*,"[11, 110, 1]","[, 0]"
a(a|b)a(a|b)*,a(a+b)*a(a+b)*,"[aa, aaaba, aaab]","[, aaa, a, aaabb]"
(a*ba*b)*a*ba*,a*(baaa*)*,[],"[b, bab, ba]"
(a*ba*b)*a*ba*,(a*b)+,[b],[]
(a|b)(a|b)+aaa+,aa|ab|ba|bbaaa+,"[aa, ab, bbaaa]","[, aaa, bb, bba, abb, a, b, bbaa]"
(a|baa)*,a*b*aa+,"[aa, aabaa]","[, a, aaba, aab, aabaab]"
(a|(b*bb))*,((a|b)*(bb)(a|b)*)*,"[, abb]","[a, ab]"
(a*ba*b)*a*ba*,a(ba|bb)*,[a],"[, aa, ab]"
(0*10*10*)*|0*,0*1(0*10*110*)*,"[1, 10111]","[, 101, 1011, 10110, 10]"
(ab|ba)*,(aa)*(bb)*,"[, bb]","[a, ab, b]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*b,"[bb, ab]","[, a, b]"
(0*10*10*)*|0*,0*1+(0*1+0*)*,"[1, 101]","[, 10]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*|1,"[, 0, 1]","[011, 01, 10]"
(a|(b*bb))*,(a*|(bb)*)b*,"[, b]",[ba]
(0*10*10*)*|0*,0*10*1*1*0,"[1010, 10]","[, 1, 101, 10100]"
(a*ba*b)*a*ba*,((a|bb)(a|b)(a|bb))+,"[aaa, aba]","[, aa, abb, a, ab, aab, aaaba, ababa, aaab, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"[, 01001]","[0, 01, 1, 0101, 0100, 010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"[, 00, 11, 00101, 0010, 0, 001, 1, 100, 1001, 10010, 100101, 001010]","[01, 0010101, 10]"
(a|b)(a|b)+aaa+,a|ba|ba|b*aaaa*,"[aaa, a]","[, aa, bb, bba, b, aaab]"
(a*ba*b)*a*ba*,(a|ab+|b)+ab+,"[bab, aab]","[, aa, a, b, ba]"
0*10*(10*10*)*,0*(1)*,"[, 1]",[10]
(a*ba*b)*a*ba*,(b|(ab|ba)+),"[ab, b]","[, aa, abb, a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"[, 01001100, 01001101, 010011, 010010, 1011001, 0100101, 0100100, 01011, 01010, 0100110011001, 101101, 0100110011011, 101001, 01001, 0100110, 0, 1, 1011011, 1011010, 10110011, 10101, 010011001, 10100, 01001001010, 01001001001, 101100110, 10110011010, 01001001, 010, 010110, 01001010, 1010010, 1011001101, 0101, 0100, 10110, 10100101, 010010010, 010010010010, 101100, 01001100110, 1011, 0100110011, 1010, 01001100110110, 101, 10110110, 0100100101, 0100100100, 0100100100101, 010011001101, 010011001100]","[01, 010101, 01001001001010, 101010, 101001010, 010010101, 10]"
0*10*(10*10*)*,10*(10*)*,[1],"[, 0]"
001|1010|110,(110|10|0*)*,[],"[11, 1, 111]"
(a|(b*bb))*,(a+b)*(b+bb)*(a+b)*,"[, bbbab, bbb]","[bb, a, bbba, b, ba]"
(a|(b*bb))*,b*b(a|b)*|(a|b)*bb*,"[ab, b]","[, a]"
0*10*(10*10*)*,((1+)+)*|0*,"[, 0, 1]",[01]
(a|baa)*,([b]*aa),[aa],"[, aaa, a]"
(a|(b*bb))*,b*(ab+ba+b)*b*a*,"[, aa, a, abbab, abbabb]","[abb, ab, aab, abba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"[00, 11, 001, 0010]","[, 0, 1, 0011, 00101, 00100]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)?a*b(a?),"[ab, aba, b, ba]","[, a, abaa, abab]"
0*10*(10*10*)*,(0)*(1*)(0)*,"[, 1, 10]",[101]
1?(01)*0?,0?|0|1|(010)*(101)*|(01)*|(10)*,"[, 01, 1010, 010, 0, 010010, 1, 010101, 101, 0101, 010010101, 01010101, 10]","[00, 0100101, 01001010, 01010, 0100, 10101, 01001, 0101010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*)(010)*|(10)*(101)*,"[, 0, 101, 101101, 0010, 10]","[00, 000, 001, 1, 1011, 10110]"
(a|baa)*,a*|(b*aa)*a*,"[, a]","[ab, b, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+))*|(0+(1*0*)0*)*,"[, 0, 101, 1011]","[1, 1010, 10]"
(a|(b*bb))*,(a|b)*b+bb+(a|b)*,[bbb],"[, bb, b]"
(a|b)(a|b)+aaa+,a*(b(aa+))*,[],"[b, bab, ba]"
(a|baa)*,b*aa,[aa],"[, aaa, a]"
(a|(b*bb))*,a*bb*a*bb*a*,"[baba, bb, bba, bab]","[, b, babab, ba]"
(a*ba*b)*a*ba*,(a*ba*ba*b)+|b,"[b, abbb]","[, abb, a, ab]"
0*10*(10*10*)*,((1?|11?)|111?)*|0*,"[, 0, 1]",[01]
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)(0|1)((0|1)?),"[000, 111, 0000, 1111]","[, 0, 00, 11, 1, 11111, 00000]"
(a|(b*bb))*,b*(a+b)*b*,"[, abb, ab]","[a, abba]"
(ab|ba)*,((a+b)(a+b))*(a+b)*,[],"[a, b]"
(a|baa)*,(a*)|(a*baa*),"[, ba]","[b, bab]"
(a*ba*b)*a*ba*,a*b(bb+|a*)*,"[b, bbb]","[, bb, bba]"
(a|(b*bb))*,a*b*(bb)*b*a*,"[, b, ba]",[bab]
(a*ba*b)*a*ba*,(a*)b((a*)(b(a*b)b))+a*,[bbbb],"[, bb, bbba, b, bbb]"
(a|baa)*,"[ab]b+a{2,}","[abaa, bbaa]","[, aa, bb, bba, a, ab, aba, b, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"[, 0, 1, 010]","[01, 0101, 10]"
(a*ba*b)*a*ba*,(ba*ba*ba*)*a*ba,"[aba, ba]","[, baabb, a, ab, b, baa, abaa, baab]"
(a*ba*b)*a*ba*,b*ab*(ab*ab*)*,[a],[]
(ab|ba)*,(a|b)b?,"[bb, a, ab, b]","[, aa, ba]"
(a|b)(a|b)+aaa+,ab|ab+(a|b)*aaa,"[ab, abaaa]","[, aa, a, aba, abaaab, abaa]"
(a|baa)*,(a)*baa(a|b),"[baaa, baab]","[, baaaa, b, baa, baaba, ba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1*),"[, 0, 1]","[00, 01]"
(a|baa)*,[a-b]*[b]+a{2}[a-b]*,[baa],"[, b, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*,"[, 01001, 01001001, 010, 0, 010011, 010110, 010010, 1, 0100101, 0100100, 0101, 01011, 01010, 0100]","[01, 01001010, 10]"
(ab|ba)*,(ab+ba)*,[],"[aa, abb, a, ab]"
(ab|ba)*,(ab+aa|bb+ba)*(a+b)*,"[, ab, aab, abaab, abaa]","[aa, abb, a, aba, b, abaabb, abaabbb, aabb, abba]"
(ab|ba)*,((ab|ba)(ab|ba)*(aa|ab|bb|ba)*)+(ab?),"[aba, abab]","[, aa, a, ab, b, ababb]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+a*,"[baaaa, ab]","[, a, aba, baaa, b, baa, ba]"
(0*10*10*)*|0*,0*(0+1+)*0*,"[, 0]",[1]
(a|(b*bb))*,(a+ab+b)*(ba+a)*,"[, aabbb, aabbbaa, aabbbaabaa, aabb]","[aa, a, aabbbaaba, aaba, aab, aabbba, aabbbaab, aabbbaabaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|1*|0*,"[, 0, 1, 0101, 0100, 01001, 010]","[01, 01010, 10]"
(0*10*10*)*|0*,0*1(0*1)*,[1],[]
(a|b)(a|b)+aaa+,(b+)*(a+)*(b+)*(aaa+),"[aaa, aaabaaa]","[, aa, a, aaaba, aaabaaab, aaabaa, aaab]"
(a|b)*(bab)(a|b)*,(bab)*,[],"[a, b, ba]"
(0*10*10*)*|0*,(0*1+0*1+0*)*,"[, 0101, 01011, 01010]","[0, 01, 010]"
(ab|ba)*,(ab)*(ba)*(ab?)|(ba)*(ab)*(ba?),"[abb, a, ab, b, baa, abbaa, abbaab, baababb, abba, baab, ba]","[, aa, baaba, abbab, abbaba, baabab]"
(a|b)(a|b)+aaa+,a*b*aaa,"[aaa, aaabaaa]","[, aa, a, aaaba, aaabaaab, aaabaaaa, aaabaa, aaab]"
(a|baa)*,((a|b)|[b]*aa),"[aa, a, b]","[, aaa, bb, ba]"
(ab|ba)*,(aabb)*,[],"[aa, aaa, a, aab]"
0*10*(10*10*)*,(1(11)*)*0*1(11)*0*(1(11)*)*,"[011, 01, 1, 0101, 010, 10]","[, 0, 01010]"
(a*ba*b)*a*ba*,a*ba*(ba*b)(a*b*)*,[bbb],"[, bb, b]"
(0*10*10*)*|0*,0*1+0*(1+)*0*,"[1, 101, 1010, 10]","[, 10101]"
(0(0*|1+0)*)|(1(1*|0+1)*),(10*1)*|(01*0)*|0*|1*,"[, 0, 00, 11, 1, 101, 010]","[001, 01, 10]"
(a|(b*bb))*,(a+b(b*))*,"[, ab]","[a, b]"
(a|baa)*,b*ab*ab*,[aa],"[, aaa, a]"
(ab|ba)*,(ab+ba)*(a+b+b?)+(a+b)?,[ab],"[, a, b]"
(a*ba*b)*a*ba*,(a|bb)b*(a|bb)b*,"[aa, abb]","[, aaa, a, ab, b]"
(a|b)(a|b)+aaa+,a|ba*b*aaa,"[a, baaa]","[, aa, baaab, baaaba, ab, b, baa, baaabaa, ba]"
(a*ba*b)*a*ba*,((a+ab+ba+bb)*b)*,[],"[aa, a, aaba, aab, aabbabb, aabba, aabbab, aabb]"
(a|(b*bb))*,a|b*,"[, a, b]",[aa]
(a*ba*b)*a*ba*,a*b+a*(bb)*,"[babb, b, ba]","[, baba, bab]"
(a*ba*b)*a*ba*,a*ab*(ab*ab*)*,"[aa, a, ab]","[, aba, b]"
0*10*(10*10*)*,1+,[1],"[, 0]"
(a|b)*baa(a|b)*b,[ab]*(baa)[a]*b*,"[baa, baab]","[, b, ba]"
(a|b)(a|b)+aaa+,a|b+a|b+a|b*a+a+a+a*,"[aaa, a]","[, aa, aaab]"
(ab|ba)*,(ab+ba)*(a+b)*,"[, ab, aab]","[aa, abb, a, aabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*(0+1+)*,"[, 01, 100, 10]","[0, 1]"
(a*ba*b)*a*ba*,(a*ba*)(a*ba*ba*ba*)*,[b],"[, bb]"
(a|b)(a|b)+aaa+,((b)+(aaa+)),[baaa],"[, a, b, baa, ba]"
