Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,(ab|ba)*(aa|bb)*(ab|ba)*,[],"[aaaba, aaabb, aaabaa]"
a+b,(a*b),[b],[ba]
(a|b)*baa(a|b)*b,a*b*baa*b*(a*bb*)*,[],[baba]
(ab|ba)*,((ab)*(ba)*)*(a|b)?,"[, a, b]",[aa]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*,"[bb, ab]",[]
1*(01*01*01*01*)*,(0|1)*,[],[]
(a|b)*baa(a|b)*b,[ab]*[b][aa][ab]*[b],[bab],[]
(a|b)(a|b)+aaa+,"(a|b)(a|b)(a|b)*(a{3,})*","[aa, bb]",[]
(a|b)(a|b)+aaa+,"(a|b|aa|bb|ab|ba)*a{3,}",[aaa],[]
0*10*(10*10*)*,((0|1)*),[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,[],[]
(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*,[],"[aaa, aabbbbaaabbab, aabbbbaaabbaa]"
a+b,(a*(b))*,[],[a]
a+b,(a)+(b)*,"[ab, a]",[aba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*,[],[]
0*10*(10*10*)*,(0*10*)*,[01],[]
(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+,[],"[01, 010]"
(a|b)(a|b)+aaa+,(a*b*)+a+a+a,[aaa],[]
(a|b)(a|b)+aaa+,(a|b)*aaa,[aaa],[]
(a|(b*bb))*,a*|((a|b)*bb(a*b*)),"[baba, bab, babab]",[ba]
(0|1)(0|1)*,(0*1+)*(1*0+)*,[],[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*,[],[]
(a|(b*bb))*,(a*(bb)*b*a*)*,[],[]
(0*10*10*)*|0*,0*(0*1*)*0*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,[],[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*,"[bba, bb, aba, ab, abab, bbab]",[]
(ab|ba)*,((aa|bb|ab|ba)?)*,[],"[a, b]"
a+b,a*b,[b],[ba]
(a*ba*b)*a*ba*,a*b(ba*b+|a*)*,"[bbb, bbbb]",[]
(a|b)*(bab)(a|b)*,(a|b)*|(a|bab)*(b|aba)*,[],[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*,[],"[01, 010]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa+,"[baaa, aaaa]",[]
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa*,"[aaa, baa]",[]
(a*ba*b)*a*ba*,((a|(bb))*b[a]*)*,[ab],[]
(ab|ba)*,(a|b)*(ab|ba|aa|ab)*,[],[]
0(0|1)*0,0|(0|1)*|0,[],[]
(ab|ba)*,(ab|ba)*(aa|bb)?,[aa],"[aaa, aab]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))+(a*),[babb],[bab]
(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*,[babb],[bab]
(0(0*|1+0)*)|(1(1*|0+1)*),0*(1+0+)*|1*(0+1+)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*,[],[]
b*a*,(a+|b*a*)+,[],[]
(ab|ba)*,(aa|ab|ba|bb)*,[],"[a, b]"
(a*ba*b)*a*ba*,(a|(ba*b))*b+a*,"[bb, b, ba]",[]
(a*ba*b)*a*ba*,a*b+(bb*|a*)*,[b],[]
(a|b)(a|b)+aaa+,(a*|b*)*(a)(a)(a)(a*),[aaa],[]
(a|(b*bb))*,((b(b*))|a)*,[],[]
a+b,(a|b)*a*b,[b],[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba*)*,"[bba, bb, aba, ab]",[]
(a|(b*bb))*,((bb*)*a*)*,[],[]
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa)*,"[aa, bb]",[]
b*a*,a+b*a*|b*a*,"[, b, ba]",[bab]
(a*ba*b)*a*ba*,(a|b(bb)*)*,[],[]
(a*ba*b)*a*ba*,(a*ba*b*)*,[ab],[]
(ab|ba)*,(ab|ba)*(aa|bb)*,[],"[aaa, aab, aaab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"[00, 011, 001, 0010, 010]","[00101, 00100]"
(a|(b*bb))*,(b(b*)|a)*,[],[]
(a|(b*bb))*,(a*|(b*bb*)*)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*,[],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)+(0*1*0*),[],[]
(a|baa)*,(a)*(b|aa|a*)*,[],[]
a+b,(a|b)*,[],[]
(ab|ba)*,((a|b)(a|b))*,[],"[a, b]"
a+b,[ab]*[a][b][ab]*,[ab],[]
(a*ba*b)*a*ba*,(a|b|bb)+,"[a, b]",[]
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*,[],[]
a(a|b)a(a|b)*,a(a|b)+a(a|b)*,"[aaa, aba]","[aaab, abab]"
(a|b)*(bab)(a|b)*,(bab)*(a|b)*(bab)*,[],[]
(a|(b*bb))*,(((b*bb*)|a)?)*,[],[]
(a|baa)*,(a)*((b|aa)*a*)*,[],[]
a+b,a+b+,[ab],[aba]
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*aaa*,"[aaaa, bbaa]",[]
(a|b)(a|b)+aaa+,"(a|b)*(a|b)*a{3,}",[aaa],[]
(a*ba*b)*a*ba*,b*((a|b)*(a|b)*)*,[],[]
(0|1)(0|1)*,(1|0)*|(0|1)*,[],[]
(a*ba*b)*a*ba*,(a|ab)*(a|ba)*(b|a)*,[],[]
a+b,a*b+,[b],[ba]
(a|baa)*,(a|b(aa*))*,[],"[bb, b]"
a+b,a*b*,"[, b]",[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*1*,[],[]
(ab|ba)*,((ab)|(ba))*|(a|b)(a|b)*,[],[]
(a|(b*bb))*,(a|(b*bb*))*,[],[]
(a|(b*bb))*,(ab|ba|b|a)*,[],[]
0*10*(10*10*)*,((0|1))*,[],[]
(a|b)(a|b)+aaa+,(a|b)*(aaa),[aaa],[]
(a|(b*bb))*,(bb)*(a|b)*(bb)*,[],[]
(ab|ba)*,(a+b|b+a)*,[],"[a, b]"
a+b,(a|b)*(ab),[ab],[]
(ab|ba)*,(aa|ab|ba|ba)*,[],"[bb, a, b]"
a+b,(aa*b)*,[],"[a, b]"
(a|(b*bb))*,(a|((b|bb)+))*|a*,[],[]
0(0|1)*0,0*(0*1*)*0*,[],[]
a+b,(a*)+b,[b],[ba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*1*0)*|(1*(10)*0*1)*,[],[]
(0*10*10*)*|0*,0*(0*1+)*0*,[],[]
(a|b)(a|b)+aaa+,(a|b)*(aaa)+,[aaa],[]
(a|b)(a|b)+aaa+,(a|b)*(aaa)*,[],[]
(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)*|(bb)*|(ab)*|(ba)*)*,[],"[a, b]"
(ab|ba)*,(ab)*(ab|ba|aa|ab)*,[],"[bb, a, b]"
(a|b)*baa(a|b)*b,([ab]*(baa)*[ab]*)*b,[b],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*|1*(0+1+)*,[],[]
b*a*,(a|b)*,[],[]
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa*,"[aaaa, bbaa]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1*(0*1*)*1+|0*(1*0*)*0+,[],[]
(a*ba*b)*a*ba*,b|(b|bbb|bbab|babb|a)*,[],[]
001|1010|110,1*0*01*0*,"[0, 01, 010]",[0101]
(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0)*|1((00*1)|1)*,[],"[01, 010]"
0*10*(10*10*)*,((0*)1(0*))+,[1],[]
b*a*,a+|(a|b)*,[],[]
(a|b)(a|b)+aaa+,b|(a*b*)*aaa,[aaabb],[aaab]
(a*ba*b)*a*ba*,(a*ba*a*)*,[ab],[]
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*,[],"[aaa, aaba, aab, aaab, aabb]"
a(a|b)a(a|b)*,(a)(a|b)*,[a],[ab]
a+b,(a|b)*b,[b],[]
(a|b)*baa(a|b)*b,[ab]*[baa][ab]*b,"[bb, ab]",[]
(a|b)*baa(a|b)*b,(a|ba*)+b,"[bb, ab]",[]
(ab|ba)*,((ab)|(ba))*((a|b)(a|b))*,[],"[a, b]"
(ab|ba)*,(ab|aa|bb|ba)*(a+b)*,"[aa, aab]",[aabb]
a+b,a+b*,"[ab, a]",[aba]
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*b))|((a|b)a*ba))*,"[bba, bb, aba, ab, abab, bbab]",[]
0*10*(10*10*)*,0*1(11)*(0|1)*,[1],[]
((a|b)a*ba)*(((a|b)a*b)?),(a?)|((a|b)a*b(a?))*,"[aaba, aab, aabab]",[]
b*a*,a(a)*|(ab)*b*a*,"[aa, , a, b]",[aab]
(a|baa)*,a*(b+aaa*)*,[],"[bab, b, ba]"
(ab|ba)*,(bb|aa|aabb|abab|abba|baba|bbaa|baab)*(aa|bb|ab|ba)*,[],"[a, b]"
(a|b)(a|b)+aaa+,(((a|b)+)+)aaa,"[baaa, aaaa]",[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*(b|ba))*,"[bba, bb, aba, ab, abab, bbab]",[]
(a|(b*bb))*,(a|b|bb)*,[],[]
(0*10*10*)*|0*,(0*(1+0*1+)*0*)*,"[101, 1011]",[]
1?(01)*0?,((1)?(0)?)*,[],[]
(ab|ba)*,((ab)*(ba)*)*|abb*a*b*ba,"[abaabbababbbba, abaaba, abaabbababbba]","[aa, abaabababa, abaabababb]"
a+b,a|b*a*b,[aab],[aaba]
b*a*,(a|b)*a(a|b)*|b*a*,[],[]
(a|(b*bb))*,(a|bb*)*,[],[]
(a*ba*b)*a*ba*,(a*)b((a*)|(b+(a*)+b))+(a*),[bbb],[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1+)*|(0*1+0+)*,[],[]
(ab|ba)*,(ab(ab)*)*((a|b)(a|b))*,[],"[a, b]"
(a|b)(a|b)+aaa+,aaa(a)*|(a|b)*baaa(a)*,[aaa],[]
(a|baa)*,(a|(a*b*(aa)a*)*)*,[],"[bab, b, ba]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)*(a|b)*aaa,[aaa],[]
(a|baa)*,a*|(a|b)*aa,[],"[b, ba]"
a+b,a|a*b,[aab],[aaba]
(ab|ba)*,(ab|ba?)*(aa|ab|bb|ba)*,"[aaab, aabb]","[aaa, aab]"
001|1010|110,001|110|10101|1010,"[001, 001010]","[000, 00110101]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*ba)|((a|b)a*b))*,"[bba, bb, aba, ab, abab, bbab]",[]
(a*ba*b)*a*ba*,(a*b+a*)*,[ab],[]
(a*ba*b)*a*ba*,([ab](a)*(bb)*)*,[],[]
/#(/|a|b|##*(a|b))*##*/,/#*(a|b|/|(#*(a|b)))*#*/,[//],[]
(a|b)(a|b)+aaa+,(a|b)+aaa,"[baaa, aaaa]",[]
(ab|ba)*,((aa)*|(bb)*)(aa|bb|ab|ba)*,[],"[a, b]"
(a*ba*b)*a*ba*,(a*|b?)+,[],[]
(a|b)(a|b)+aaa+,(a|b)+(aaa)+,"[baaa, aaaa]",[]
(ab|ba)*,(aa|bb|ab|ba)*,[],"[a, b]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*)|(0|1)*,[],[]
(a*ba*b)*a*ba*,a*b+(a|ba*b)*,[babb],[bab]
0(0|1)*0,(0*)(0*1*)*(0*),[],[]
(a|baa)*,[a]*[baa]*,[],[]
(a*ba*b)*a*ba*,(((a*)*(b*))*(b*))+b+(((a*)*(b*))*(b*)),[b],[]
(a|(b*bb))*,(a|(b*b)*)*,[],[]
(ab|ba)*,(((aa)|(bb)|(ab)|(ba))?)*,[],"[a, b]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+(1*0)*)*|(1+(0*1)*)*,[],"[01, 010]"
(a|b)*baa(a|b)*b,(a|b)*|(baa)+b,[],[]
(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b|a)*(aaa)a*,[aaa],[]
0(0|1)*0,(0)*(0*1*)*(0)*,[],[]
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba)|((a|b)a*b))*)?,"[bba, bb, aba, ab, abab, bbab]",[]
(a|b)(a|b)+aaa+,(ab|aa|bb|ba)*aaa*,[aaa],[aaab]
(a|baa)*,(a*)+(a*|(b+a+a))+(a*),[],"[bab, b, ba]"
(0*10*10*)*|0*,((0*|1)*(0*|1)*)*,[],[]
(a|b)*baa(a|b)*b,(b*a*|a*b*)*(baa)+(b*a*|a*b*)*,[baa],[]
(a|b)*baa(a|b)*b,(baa)*(a|b)*(baa)*b,[b],[]
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?(0|1)?(0|1)?,"[000, 00, 0, , 11, 111, 1]","[0000, 1111]"
(a|b)*(bab)(a|b)*,(a*b*(bab)*a*b*)*,[],[]
(a|(b*bb))*,(a*(bb*)*a*)*,[],[]
(0(0*|1+0)*)|(1(1*|0+1)*),0|1|(0(1*0*)*0)*|(1(0*1*)*1)*,[],"[01, 010]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa(a)*,"[baaa, aaaa]",[]
(a|(b*bb))*,(a*|(b*bb*)+)*,[],[]
a+b,(a|b)+b,"[bb, ab]",[]
(a*ba*b)*a*ba*,(a|b)*(b)(a|b)*,[b],[]
001|1010|110,(001|1010|110)+,[],"[000, 001101, 0011, 00110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*0*)|(1*0*1*))*,[],[]
(0|10*1)*,(0*1?0*1?0*)*,[],[]
(a*ba*b)*a*ba*,a*b(a*|ba*|b)*a*,[b],[]
001|1010|110,(001|1010|110)*,[],"[000, 00, 0, 1, 101, 10]"
