Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,aabb(a|b)*,"[aabba, aabbb, aabb]","[aaa, aa, , ab, a, aaba, b, aab, aaaab, aaaa]"
(a|b)*baa(a|b)*b,(a*)(b*|aa*)b,"[abb, ab]","[, aba, a, abaab, abaa]"
a+b,(a|b),"[a, b]","[aaa, aa, , bb, ab, baa, aaab, baab, ba]"
a+b,a|b,"[a, b]","[aaa, aa, , bb, ab, baa, aaab, baab, ba]"
(a|b)*baa(a|b)*b,(a*|b*|aa*)b,"[bb, b, aab]","[aa, , a, aaba, aabaa, aabaab, aabb, ba]"
0*10*(10*10*)*,0*|1(111)0*,"[00, 0, , 1111]","[110, 11, 001, 111, 1, 00101, 1110, 0010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*1)|(1(0*1*)*0),"[001, 100, 0011, 10]","[00, 0, , 1, 1001, 10011, 0010]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?,"[0, , 1]","[000, 00, 11, 111]"
b*a*,(b|a)*(baa)+(a|b)*b,"[abaaab, abaaabb]","[, aba, ab, a, abaaaba, abaaa, ababb, abaa, abab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)|(0|1)|(0|1),"[0, 1]","[000, 00, , 11, 111]"
b*a*,(a)(a)*(bb)(b)*(a)(a*),"[aabba, aabbaa]","[aa, , a, aaba, b, aab, aabaa, aabbb, aabbaab, aabaab, aabb]"
(a*ba*b)*a*ba*,([a]*[b][a]*[b][a]*)+,"[ababa, abab]","[, aba, ab, a, ababab]"
001|1010|110,1+0+11+0+,"[1001100, 100110]","[00, 11, , 0, 001, 100, 1, 10011001, 1001, 100111, 10011, 10010, 10]"
(a*ba*b)*a*ba*,b(a*ba*ba*)*a*ba,[baba],"[aa, , a, babaaa, babaa, babb, bab, b, aab, babab, babaaab, ba]"
(a|b)(a|b)+aaa+,aa||bbaaa+,"[aa, |bbaaaa, |bbaaa]","[aaa, , ab, a, b, aab, |a, |b, aaaa, |bbaab, aabb, |bbaaaab, |ba, |bbab, |bba, |, |bbaa, |bb, |bbb]"
a+b,b+a,[ba],"[aa, bb, , a, bab, b, aab, baa]"
a(a|b)a(a|b)*,((a|b)aba(a|b)*),"[baba, aaba, aabaa, babab]","[aaa, aa, , bb, ab, a, bab, b, aab, baa, aaaa, aabb, baab, babb, ba]"
(a*ba*b)*a*ba*,(a*ba*ba*)*,"[, aababa, aabab]","[aa, aababab, a, aaba, b, aab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1)+(0|1)(0|1)(0|1),"[000000, 111111, 11111, 00000]","[000, 00, 0, , 11, 111, 1, 0000, 1111]"
(a|(b*bb))*,b(ab+ba+b)*,"[b, babbaab]","[aa, babbaa, , a, babbaabb, bab, aab, baa, baba, babba, babbb, babb, ba]"
(0*10*10*)*|0*,0*1(0*10*10*)+,"[010101, 0101010]","[0, , 01, 0101, 01010, 01010101, 010]"
001|1010|110,1+0+011+0+,"[1000110, 10001100]","[00, 11, , 100010, 1000111, 100011, 1000, 0, 001, 100, 1, 101, 10001, 100011001, 10]"
b*a*,(a)(a)*(b)(b)*(a)(a*),"[aaba, aabaa]","[aa, , a, b, aab, aabaaba, aabaab, aabaabab, aabb]"
b*a*,[ab]*baa[ab]*b,"[abaaab, abaaabb]","[, aba, ab, a, abaaaba, abaaa, ababb, abaa, abab]"
(ab|ba)*,aaa*bbb*(a|b)*,"[aaabb, aaabba, aaabbb]","[aaa, aa, , ab, a, b, aaaba, aaabaab, aaabaa, aaab]"
(a|b)(a|b)+aaa+,(a|b(aaa)),"[a, baaa]","[aaa, aa, bb, , abb, ab, bab, b, baa, baab, ba]"
a+b,a*|b,"[aa, , a, b]","[bb, aaba, aab, aabab, ba]"
(a|b)(a|b)+aaa+,(ab|aaa),"[aaa, ab]","[aa, , a, b, aab, aaaaa, aaabb, aaab, aaaa]"
a+b,a*,"[, a]","[aba, ab, abab]"
001|1010|110,(0+1)*01(0+1)*,"[01, 01001]","[000, 00, 010011, 0, , 000110, 0001, 0100, 00011, 0001101, 010]"
(0*10*10*)*|0*,0*1(0|11)*,"[01, 01011, 010]","[0, , 010100, 0101, 01010, 0101001]"
(a*ba*b)*a*ba*,(a|bb)*(a|bb)*,"[abb, , a]","[aba, ab, abaab, abaa]"
001|1010|110,(0|01),"[0, 01]","[000, 00, 011, , 1, 0001, 010]"
(ab|ba)*,(aa)*b,[aab],"[aa, , ab, a, aaba, aabaa, aabaab, aabb]"
001|1010|110,0|0|1,"[0, 1]","[000, 00, , 11, 01, 100, 0001, 1001, 10]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+bbb+,"[bbabbbb, aaabbbb, aaabbb, bbabbb]","[aaa, aa, , bba, bb, a, bbabbba, b, aaaba, aaabb, aaabbba, aaabba, aaab, bbabba, bbab, bbabb, bbaba]"
a(a|b)a(a|b)*,(a(a|b)b)(a|b)*,"[abb, aaba, aab, abbb]","[aaa, aa, , a, aba, ab, b, aaaa, abab]"
(a*ba*b)*a*ba*,[a]{1}([a]{2})*,[a],"[aa, , ab, aaba, aab, aabab]"
a(a|b)a(a|b)*,a(a|b)b(a|b)*,"[abb, aaba, aab, abbb]","[aaa, aa, , a, aba, ab, b, aaaa, abab]"
(ab|ba)*,a,[a],"[aaa, aa, , ab, b, aaab]"
(a|(b*bb))*,(a+b)b(a+b),[aabbaab],"[aa, , a, b, aab, aabbaaba, aabba, aabaa, aabbb, aabaab, aabbaa, aabb, aaba, aabbaabb]"
001|1010|110,0,[0],"[000, 00, , 01, 1, 0001]"
001|1010|110,1,[1],"[00, 0, 11, , 001, 10]"
a(a|b)a(a|b)*,a(a|b)b(a+b)*,"[abb, aab, abbaab, aabaab]","[aaa, aa, , a, aba, ab, b, abbaa, aabaa, abbaabb, aaaa, abba, abab, aaba, aabaabb]"
001|1010|110,(1|0)(001|10101|110)*,"[0001110, 0, 1, 1001110, 0001, 1001]","[00, , 000111, 000110, 1001111, 1000, 00000, 00011011, 0000, 100111, 10011, 0001101, 0001100, 10, 000001, 1001100, 1001101, 100110, 10011011, 00011, 000, 100, 100001, 10000, 0001111]"
001|1010|110,(0|1)*0101(0|1)*,"[00101, 001010, 001011]","[00, 0, , 001, 0011, 0010, 00100, 00111]"
a+b,(a*)ba,[aba],"[abb, , ab, a, abaaa, abaaab, abaa, abab]"
(a*ba*b)*a*ba*,(a)*b(a)*b,[abab],"[, aba, ab, a, ababb, ababaa, ababa, ababaab]"
0+1*,1,[1],"[00, 0, 11, , 001, 10]"
(0*10*10*)*|0*,0*10*11,[01011],"[010110, 0, , 01, 010100, 010111, 0101, 01010, 0101001, 010]"
(0|1)(0|1)|(0|1)(0|1)(0|1),-1,[-1],"[0, , 1, -0, -10, -00, -, -11, -01]"
001|1010|110,[001]|[10101]|[110],"[0, 1]","[000, 00, , 11, 01, 100, 0001, 1001, 10]"
001|1010|110,11010110,[11010110],"[00, 11, , 1101010, 110101, 1101011, 110101101, 11010, 110100, 0, 110, 001, 111, 1, 1101, 1100, 110101100, 11011, 11010111, 10]"
0*10*(10*10*)*,0*(10*1),[0101],"[0, , 01, 010100, 01011, 01010, 0101001, 010]"
a+b,ba+,"[baa, ba]","[aa, bb, , a, b, aab, baab]"
(a|b)*baa(a|b)*b,a(a*)b,[aab],"[aa, , a, aaba, b, aabaa, aabaab, aabb]"
a(a|b)a(a|b)*,abba,[abba],"[aaa, aa, abb, , aba, ab, a, b, aab, abbaa, abbab, abbb]"
001|1010|110,(0|1)*0101(0|1),"[00101011, 001010]","[00, , 001010110, 001010111, 00101, 0010101111, 0010, 00100, 0010100, 0010101, 0, 001, 0011]"
(a*ba*b)*a*ba*,(bb)+,[bb],"[aa, bba, , a, b, aab, bbb, ba]"
0*10*(10*10*)*,0*|1(1)0*,"[00, 0, 11, ]","[001, 1, 00101, 0010, 10]"
b*a*,a(a*)b,[aab],"[aa, , a, aaba, b, aabaa, aabaab, aabb]"
(ab|ba)*,(a+a(b+aa)*b)*a(b+aa)*a,"[aa, aaaababaaa]","[aaa, , aab, aaaabab, aaaababaaaaab, aaaabb, aaaababaab, aaaabbaaa, aaaababaabb, aaaababaaaaa, aaaabbaab, a, b, aaaabbb, aaaabba, aaaab, aaaababa, aaaa, aaaababab, aaaababaaab, aaaababaaaa, aaaaba, aaaababaa, aaaabbab, aaaabbaa]"
b*a*,(b|a)*(baa)+(a|b)*b+,"[abaaab, abaaabb]","[, aba, ab, a, abaaaba, abaaa, ababb, abaa, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*1)|(1(1|0)*0),"[001, 100, 0011, 10]","[00, 0, , 1, 1001, 10011, 0010]"
(a|baa)*,a*b(a*ba*b)*a,[aba],"[abb, , ab, a, abaaa, abaaab, abaa, abab]"
0*10*(10*10*)*,0*,"[0, ]","[01, 0101, 010]"
a+b,(a*b)*a,[a],"[aaa, aa, , ab, aaabb, aaab]"
001|1010|110,((0|01)(1|10)),"[011, 01, 0110, 010]","[000, 00, 0, , 1, 0101, 0001, 0100, 0111]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1))+((0|1)(0|1)(0|1)),"[11111, 00000]","[000, 00, 0, , 11, 111, 1, 000000, 0000, 111111, 1111]"
0*10*(10*10*)*,(0*10*10*10*10*)*,"[, 001010101, 0010101010]","[00, 0, 00101010, 001, 1, 00101, 0010, 001010, 00101010101, 0010101]"
001|1010|110,(1|0)(001|1010|110)*,"[0, 1, 0001, 1001, 10011010, 00011010]","[00, , 000111, 000110, 1000, 00000, 00011011, 0000, 100111, 10011, 0001101, 0001100, 10, 000001, 1001100, 1001101, 100110, 10011011, 00011, 000, 001, 100, 101, 100001, 10000]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*b,[abb],"[, aba, ab, a, abaab, abaa, abbb, abba]"
(a|baa)*,abb*,"[abb, ab]","[aaa, aa, , aba, a, b, aaab]"
(a*ba*b)*a*ba*,a*b(a|(ba*b))b,[abab],"[abb, , aba, ab, a, abaaa, ababb, abbab, abaaab, ababa, abaa, abba]"
(a|b)*baa(a|b)*b,(a)*(baa)*((a)*(baa)*)*,"[, a, abaa]","[abb, aba, ab, ababab, ababa, abab]"
(a|b)*baa(a|b)*b,a+|b*a*,"[aa, , a, b]","[aaba, aab, aabab]"
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*1),"[010100101, 0101001010011, 0101]","[, 01, 010100101001001, 01010010100, 0101001010, 0101001, 010, 0, 010100101001, 010100, 01011, 01010, 01010010100100, 01010010100111, 01010010, 0101001010010]"
