Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(a+|b+)*aaa,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0|1|0(0|1)*0|1(0|1)*1)*,"[0, , 1]",[]
b*a*,(a)*a*b*a*,"[abb, , aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,(a*ba*)*,"[, aaba, b, aab, aabb]","[aa, a]"
(a|b)(a|b)+aaa+,(a|b)*aaaa*,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(a*ba*b)*a*ba*,(a*ba*)+,"[abb, aba, ab]","[, a]"
0*10*(10*10*)*,(0*10*1*)*,"[, 001, 1, 0011, 0010]","[00, 0]"
((a|b)a*ba)*(((a|b)a*b)?),((((a|b)a*ba))|((a|b)a*b))*,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
a(a|b)a(a|b)*,(a(a|b)a(a|b)*)*,"[aaa, , aba, aaaa, abab]","[aa, abb, a, ab, aaba, b, aab, abbb]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*|(ba|ab)(ab|ba)*|aa|bb,"[aa, bb, , ab, ababba, aaaabb, aaaa, abab, ba]","[aaa, aba, a, b, ababb, aaaabaa, aaaaba, aaaab, aaaabaab, ababbb, aaab, abaa]"
(ab|ba)*,(a*b*)(ab|ba|aa|ab)*,"[abb, , aba, ab, a, abaab, abaabbaaa, abaabbaab, abaaba, abaabba, abaa]","[abaabbaaab, abaabbaabb, abaabbaabbb, abaabbaaabb, abaabb, abaabbaaabbab, abaabbaa, abaabbaabbba, abaabbaaabba, abaabbaabbbab]"
(a|b)*baa(a|b)*b,(a|b)*(baa*)(a|b)*b,"[abaab, abaabb]","[abb, , aba, ab, a, abaaba, abaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(0(101)*0|1(010)*1|(1001)*|(0110)*)(0|1)*)*,"[0, , 1]",[]
(a|b)(a|b)+aaa+,(a|b)+a+a+a+,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(a|b)*baa(a|b)*b,(a*(b+a+)+b+),"[abaab, abaabb]","[abb, , aba, ab, a, abaaba, abaa]"
(a|b)*baa(a|b)*b,((a|b)*|(baa+))b,"[abb, ab]","[, aba, a]"
(a*ba*b)*a*ba*,"(a*(b|bb{2,})*a*)+","[, a, b]",[]
(0*10*10*)*|0*,0*(0|1)*,"[0, , 1]",[]
0*10*(10*10*)*,1*|((0|1)*1(0|1)*)*,"[, 001, 1, 0011, 0010]","[00, 0]"
(0|1)(0|1)*,(0|1)|(0|1)*(0|1)*,"[0, , 1]",[]
0(0|1)*0,0+(0*1*0*)*,"[00, 0, 01]","[, 1, 101, 10]"
a(a|b)a(a|b)*,a(a|b)*a(a|b)*,"[aaa, aa, aab]","[, bb, ab, a, b, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1*0*)*1+)|(0*1*0*)*,"[0, , 1]",[]
(ab|ba)*,(a|b)*,"[, a, b]",[]
(ab|ba)*,(ab|ba)*|(ab|bb)*,"[, ab, abbaabba, abbaab, abbbbb, abbbab, abbb, abba]","[aaa, aa, abb, a, abbba, abbaa, abbbb, abbaabb, aaab, abbaabbb, abbbaa, abbaaa, abbbba]"
(a|(b*bb))*,a*|(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"[, a, abaabb, abaabbb, abaabba]","[aba, ab, abaab, abaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaaa*,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)((a*b)|(a*ba)))*)?,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
(0*10*10*)*|0*,(0*|1*0*1*)+,"[0, , 1]",[]
(a|(b*bb))*,((a|b)*bb(a|b)*)|a*,"[, a, abaabb, abaabbb, abaabba]","[aba, ab, abaab, abaa]"
0(0|1)*0,0+(0|1)*,"[00, 0, 01]","[, 1, 101, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1((0|1)*1)*|0((0|1)*0)*)*,"[0, , 1]",[]
(a|b)*baa(a|b)*b,(a|b)*(baa)+(a|b)*,"[abaaa, abaab, abaa]","[, aba, ab, a, ababb, abab]"
(a|(b*bb))*,(a*(b*b)*a*)*,"[, a, b]",[]
(a|b)(a|b)+aaa+,(a|b)*a{3},"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(ba))*(((a|b)(a*))(b|ba))*,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
(a|b)(a|b)+aaa+,((a+|b+)+)+aaa+,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(a|(b*bb))*,(a|b(b*))*,"[, a, b]",[]
(a|b)(a|b)+aaa+,(aa*|bb*)+aaa+,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(ab|ba)*,(aa|bb|ab|ba)*(aa|bb|ab|ba)*,"[aa, , bb]","[a, b]"
(a|(b*bb))*,(a|(bb*))*,"[, a, b]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(1*0*)*0+,"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
(a|baa)*,[ab]*(baa)*,"[, a, b]",[]
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*)*,"[abb, aba, ab]","[, a]"
(a|b)(a|b)+aaa+,(a|b)|(b|a)(a|b)*(a)(a)(a)(a*),"[baaaa, a, baaa, b, aaaaa, aaaa]","[aaa, aa, , bb, ab, baa, aaaaababb, aaaaaba, baaaababb, aaaaab, aaab, baaaaba, baab, aaaaabab, baaaabab, baaaab, ba]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*,"[aa, bb, a, b]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,"[0, , 1]",[]
0+1*,0*1*,"[011, 0, , 01]","[0100, 01001, 010]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
(ab|ba)*,(ab|ba|aa|bb)*,"[aa, , bb]","[a, b]"
(a|baa)*,((b+a+a)*a*)*,"[, a, abaa]","[abb, aba, ab, ababab, ababa, abab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[00, 0, 11, 1]",[]
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,"[, ab, aaabbbaaab, abba]","[aaa, aa, abb, aaabbbaaaba, a, aaaba, aaabbbab, aaabb, aaabaab, aaabbbaa, aaabbbb, aaabbba, aaabba, aaabbbaaa, aaabaa, aaabbb, aaab, abbb, aaabbbaaabaa, aaabbbaaabab, aaabbbaaabb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,"[0, , 1]",[]
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, , bb]","[a, b]"
b*a*,((a+)|(b*a*))*,"[, a, b]",[]
(a|baa)*,(a|(b*a(a)*))*,"[, aba, a]","[abb, ab]"
(a|baa)*,((a)*(b+aa+))+|[a]*,"[, a, abaa]","[abb, aba, ab, ababab, ababa, abab]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[, 001, 1, 0011, 0010]","[00, 0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,"[aaa, aa, baa, ba]","[, baabb, a, b, aaabb, aaab, baab]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),"[bbaaa, aaaaa, aaaaaa, aaaa, bbaaaa, bbaa]","[aaa, aa, , bbaaaab, bba, bb, a, b, bbaaabb, aaaaaab, aaaaabb, aaaaab, aaab, bbaaab, bbab]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,"[, a, b]",[]
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[babb, bab, aab, aabb]","[aa, , baba, a, aaba, b, ba]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),"[, a, abaa]","[abb, aba, ab, ababab, ababa, abab]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,"[aa, , bb]","[a, b]"
a+b,[ab]*(ab)[ab]*,"[aaba, aab, aabb]","[aa, , a, b]"
(a|(b*bb))*,(a|(b)*)*,"[, a, b]",[]
a+b,(a|b)*(b),"[abb, ab]","[, aba, a]"
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[, aaba, b, aab, aabb]","[aa, a]"
(a|b)(a|b)+aaa+,(a|b)*,"[, a, b]",[]
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[, aaba, b, aab, aabb]","[aa, a]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[abb, aba, ab, abaabab, abaa, abbb, abba]","[, a, abaab, abaaba]"
0(0|1)*0,0*(0|1)*0*,"[0, , 1]",[]
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),"[aa, , bb]","[a, b]"
(a|(b*bb))*,(a*|(bb*))*,"[, a, b]",[]
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"[, aabbbbaaaabbbbaaabbbbaaabbba, aabbbbaaaabbbbaaab, aabbbbaaab, aabbbbaaaabb, aabbbbaaabba, aabbab, aabbbbaaaabba, aabbbbaaaabbbbaaabbbaa, aabbbbaaaabbbbaaabba, aabb, aabbbbaaaabbbbaaabbba, aabbabbbaa, aabbba, aabbbbaaaabbbba, aabbabba, aabbbbaa, aabbbbaaaabbbbaaabbbaaab, aabbbbaaaabbbbaaabbbbaaabba, aabbbbaaaabbbbaaabbbaaabba, aabbbbaaaabbab, aabbbbaaaabbbbaa, aabbbbaaaaaabba, aabbbbaaaabbbbaaabbbba, aabbbbaaabbba, aabbbbaaaabbba]","[aabbbbaaaaaabbaaabbbb, aabbbbaaaaaabbab, aabbbbaaaaaabbaaabbba, aabbbbaaaaaabbaa, aabba, aabbbbaaaa, aabbb, aabbbbaaaabbbbaaabbbbaaaa, aabbbbaaaabbbbaaabbbbaaaba, aabbbbaaaabbb, aabbbbaaaabbbbaaabbbbaaab, aabbbbaaa, aabbbbaab, aabbbba, aabbbbaaaabbbbb, aabbbbb, aabbbbaaaaaaba, aabbbbaaaabbbbaaabbbaaabbbb, aabbbbaaaabbbbaaabbbaaaa, aabbbbab, aabbbbaaaaaabbaaaa, aabbbbaaaaaabbaaab, aabbbbaaaaaabbaaabbbbab, aa, aabbabbba, aabbabbbb, aabbbbaaaaaabbaaabbbbaa, aabbbbaaaaaabbb, aabbbbaaaabbbbaaabbbaaaba, aabbbbaaaabbbbab, aaaab, aabbbbaaaaaa, aabbbbaaaaaab, aabbbb, aabbbbaaaaaabbaaaba, aabbbbaaaaaabbaaabb, aabbbbaaaabbbbaaabb, aabbbbaaaabbbbaaaba, aabbbbaaaaaabbaaabbbbb, aabbbbaaaaaabbaaabbbba, aabbbbaaaabbaaa, aabbbbaaaabbbbaaabbbbab, aabbbbaaaabbbbaaabbbbaa, aabbbbaaaabbaab, aabbbbaaaaba, aabbbbaaaaaabbaaabbbbaaa, aabbbbaaaabbbbaaabbbbaab, aabbbbaaaabbbbaab, aabbbbaaaaaabbaaabbbbaab, aabbbbaaaabbbbaaabbbbaaa, aabbbbaaaabbbbaaa, aaa, aabbbbaaaaaabbaab, aabbbbaaaab, aabbbbaaaaaabbaaa, aabbbbaaaaa, aab, aabbbbaaaabbbbaaaa, aabbbbaaaabbbb, aabbbbaaabbb, aabbbbaaaabbbbaaabbbab, aabbbbaaaabbbbaaabbb, aabbbbaaaabbbbaaabbbb, aabbabbbab, aabbabb, aabbabbb, aabbbbaaaabbbbaaabbbaaabb, aabbbbaaaaaabbaaabbb, aabbbbaaaaaabbaaabba, aabbbbaaaabbbbaaabbbaaabbb, a, aabbbbaaabb, aabbbbaaaabbbbaaabbbaaabbba, aabbbbaaaabbbbaaabbbbaaabbb, aabbbbaaaba, aabbbbaaaaaabb, aabbbbaaaabbaa, aabbbbaaabbbb, aabbbbaaaabbbbaaabbbbaaabbbbb, aaaa, aaba, aabbbbaaaabbbbaaabbbaab, aabbbbaaaabbbbaaabbbaaa, aabbbbaaaabbbbaaabbbbaaabb, aabbbbaaaabbbbaaabbbbaaabbbb]"
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"[, a, b]",[]
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, , bb]","[a, b]"
(ab|ba)*,(ab)*((a|b)(a|b))*,"[aa, , bb]","[a, b]"
(a|(b*bb))*,(a*(b+a*b+)*a*)*,"[abb, , a, abaab, abaaba, abaabb, abaabbb, abaabba]","[aba, ab, abaa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)*aaa*,"[bbaaa, aaaaa, aaaa, bbaa]","[aaa, aa, , bba, bb, a, b, bbaaabb, aaaaabb, aaaaab, aaab, bbaaab, bbab]"
(a|b)*baa(a|b)*b,(a|b|baa+)*b,"[abb, ab]","[, aba, a]"
(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,"[aa, , abb, ab, aaba, aab, abbb]",[a]
(a|b)(a|b)+aaa+,(a|b)|(a|b)+(a|b)*aaa,"[baaaa, a, baaa, b, aaaaa, aaaa]","[aaa, aa, , bb, ab, baa, aaaaababb, aaaaaba, baaaababb, aaaaab, aaab, baaaaba, baab, aaaaabab, baaaabab, baaaab, ba]"
a+b,[a]*[b]*,"[abb, , ab, a]","[aba, abaab, abaa]"
(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*,"[aaa, abb, , ab, a, aab, abba]","[aa, abbb, aaaa, aabb]"
(ab|ba)*,(ab(a|b)*)*((a|b)(a|b))*,"[aa, , abb, aba, ab, aaaa, aabb]","[aaa, a, b, aab]"
(a|b)(a|b)+aaa+,[ab]|[ab]+a{3},"[baaaa, a, baaa, b, aaaaa, aaaa]","[aaa, aa, , bb, ab, baa, aaaaababb, aaaaaba, baaaababb, aaaaab, aaab, baaaaba, baab, aaaaabab, baaaabab, baaaab, ba]"
(a|(b*bb))*,((a|b)*b?)*,"[, a, b]",[]
(a|b)(a|b)+aaa+,((a|b)+)aaa,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)*(a*b*)b,"[abb, ab]","[, aba, a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"[00, , 101011, 1011, 1010, 010, 000, 011, 0, 100, 1, 001, 101, 01011, 0101, 01010, 0100, 10101, 10100]","[01, 10]"
(a|b)(a|b)+aaa+,((a|b)+(aaa+)),"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
a+b,(a|a*)b,[ab],"[abb, , aba, a, abaab, abaa]"
(a|b)(a|b)+aaa+,(((a)|(b))+)+(aaa)+,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa(a|b)*,"[bbaaa, aaaaa, aaaaaa, bbaaab]","[aaa, aa, , bba, bb, a, b, aaaab, aaaabb, aaab, aaaa, bbaabb, bbaa, bbab, bbaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa,"[baaaa, baaa, aaaaa, aaaa]","[aaa, aa, , a, bab, b, aab, baa, aaaaabb, aaaaab, aaab, baab, baaaabb, baaaab, ba]"
(a|(b*bb))*,(a*|(b*b)*)*,"[, a, b]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)*(aaa)a*,"[aaa, a, b, aaaa]","[aa, bb, , ab, aaaabab, aaaabaa, aaaaba, aaaab, aaaabaabb, aaaabaab, ba]"
(0|1)(0|1)*,[01]*,"[0, , 1]",[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)*,"[aababbbaab, , bababb, bab, aab, aabab, baba, aababbbb, bababbbb, aaba, aababb, aababbb, bababbbaab, babab, aababba, bababba, bababbb]","[aa, a, bababa, b, bababbbaa, aabaa, aabb, aababbba, bababbbaabb, babaa, babb, aababbbaaba, bababbba, aababa, aababbbaa, ba]"
(a|b)(a|b)+aaa+,(a|b)*aaa(a)*,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa*,"[aaa, baaa, baa, aaaa]","[aa, , baaabb, a, baaab, bab, b, aab, aaaab, aaaabb, ba]"
a+b,[a]*[b],[ab],"[abb, , aba, a, abaab, abaa]"
(ab|ba)*,(ab|ba)*(aa|bb)*(ab|ba)*,"[aaaabaabba, aa, , ab, aaaaba, aaaabaab, aaaabb, aaab, abbb, aaaa, abba]","[aaa, abb, a, aaaabaa, aaaabaaa, aaaab, aaaabaaaa, aaaabaabb, aaaabaaaab, aaaabaabbb]"
a+b,(a*b),[ab],"[abb, , aba, a, abaab, abaa]"
(a|b)*baa(a|b)*b,a*b*baa*b*(a*bb*)*,"[aba, abaab, abaabaabb, abaa, abaabaab]","[abb, , ab, a, abaaba, abaabaa]"
(ab|ba)*,((ab)*(ba)*)*(a|b)?,"[abb, , ab, a, abba]","[aaa, aa, aaab, abbb]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*,"[, babb, aaba, bab, aab]","[aa, a, b, ba]"
1*(01*01*01*01*)*,(0|1)*,"[0, , 1]",[]
(a|b)*baa(a|b)*b,[ab]*[b][aa][ab]*[b],"[abaab, abaabb]","[abb, , aba, ab, a, abaaba, abaa]"
(a|b)(a|b)+aaa+,"(a|b)(a|b)(a|b)*(a{3,})*","[aaa, aa, bb, bbb]","[, a, b]"
(a|b)(a|b)+aaa+,"(a|b|aa|bb|ab|ba)*a{3,}","[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
0*10*(10*10*)*,((0|1)*),"[0, , 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,"[0, , 1]",[]
(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*,"[, ab, aabbbbaaaabba, abba]","[aaa, aabbbbaaaab, aab, aabba, aabbbbaaaa, aabbb, aabbbbaaaabb, aabbbbaaaabbb, abbb, aabb, aabbbbaaa, aabbbbaab, aabbba, aabbbba, aabbbbb, aabbbbaa, aabbbbab, aa, abb, a, aabbbbaaaabbab, aabbbbaaaabbaa, aaaab, aabbbb, aaaa, aaba, aabbbbaaaabbaaa, aabbbbaaaabbaab, aabbbbaaaaba]"
a+b,(a*(b))*,"[, aab, aabb]","[aa, a]"
a+b,(a)+(b)*,"[aa, a, aab, aabb]","[, aaba, b, aabaa, aabaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*,"[0, , 1]",[]
0*10*(10*10*)*,(0*10*)*,"[, 001, 1, 0011, 0010]","[00, 0]"
(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
(a|b)(a|b)+aaa+,(a*b*)+a+a+a,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(a|b)(a|b)+aaa+,(a|b)*aaa,"[aaa, aaaa]","[aa, , ab, a, aab, aaaab, aaaabb]"
(a|(b*bb))*,a*|((a|b)*bb(a*b*)),"[, a, abaabbaabb, abaabbaabbb, abaabbaab, abaabb, abaabba, abaabbaa]","[aba, ab, abaabbaaba, abaab, abaa]"
(0|1)(0|1)*,(0*1+)*(1*0+)*,"[0, , 1]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*,"[0, , 1]",[]
(a|(b*bb))*,(a*(bb)*b*a*)*,"[, a, b]",[]
(0*10*10*)*|0*,0*(0*1*)*0*,"[0, , 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,"[0, , 1]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*,"[, baba, bababb, aaba, bababa, bab, aab, aababb, aababa, babab, aabab]","[aa, a, babaa, babb, b, aabaa, aabb, ba]"
(ab|ba)*,((aa|bb|ab|ba)?)*,"[aa, , bb]","[a, b]"
a+b,a*b,[ab],"[abb, , aba, a, abaab, abaa]"
(a*ba*b)*a*ba*,a*b(ba*b+|a*)*,"[aba, ab, abababa, abababb, ababab, abababbb, abababba]","[, a, ababa, abab]"
(a|b)*(bab)(a|b)*,(a|b)*|(a|bab)*(b|aba)*,"[, a, b]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*,"[00, 0, , 1, 1001, 10011, 0010]","[001, 100, 0011, 10]"
