Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)*baa(a|b)*b,a*b*(baa+)b+,"[abaaab, abaaabb]","[abb, , aba, ab, a, abaaaba, abaaa, abaaabaab, abaa, abaaabaa, abab]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)b*(b*|aa+b*|a+ab*)b*(b*|aa+b*|a+ab*)b*,"[aaa, aa, , b, aaabaaabaa, aaabaaab, aaabb, aaabaaabaaab, aaabaaa, aaabaaabaaabb, aaabaa, aaab, aaabaaabaaa, aaabaaabb]","[ab, a, aaabaaabab, aaabaaaba, aaaba, aaabaaabaaabaab, aaabaaabaaaba, aaabab, aaabaaabaaabaa]"
(0|10*1)*,(0*|101)+,"[0, , 0101]","[011, 01, 010001, 01000, 0100, 010]"
(0*10*10*)*|0*,(0*10*10*)11(0*10*10*),"[01010110101, 010101101010]","[, 01, 0101011010101, 0101011, 0101010, 010, 0, 010101, 0101, 01010, 01010100, 01010110, 0101011010, 010101001, 010101101]"
(a|baa)*,(b?aaa*)*,"[aaa, aa, ]","[a, b, aaababab, aaaba, aaabb, aaababa, aaabab, aaab]"
(a*ba*b)*a*ba*,(a)*b((a)|(bb))*,"[aba, ab, ababb]","[, a, ababaa, ababa, ababaab, abab]"
(a*ba*b)*a*ba*,(a)*(b)(a|bb)*,"[aba, ab, ababb]","[, a, ababaa, ababa, ababaab, abab]"
a(a|b)a(a|b)*,a(a|b)a(a*|b*),"[aaa, aba, abaaa, ababb, aaaaa, aaabb, aaab, abaa, aaaa, abab]","[aa, , abb, a, ab, b, aab, aaaba, aaaaaba, aaaaab, abaaab, abaaabb, ababa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"[00, 11, , 00100010, 0010, 00100, 0, 1, 1001, 100111, 10011, 100101, 001000, 1001011001, 0010001010]","[100101100, 1001011, 00100010001, 00100010110, 100110, 00101, 0010001, 001000101101, 001000100, 001000100011, 001000101, 001, 100, 0011, 10010110, 10010111, 100100, 10010, 1001010, 0010001000, 0010001011, 10]"
(0|10*1)*,0*|(10*1)*|0*,"[00, 0, , 101]","[001, 1, 00101, 1011, 0010, 1010, 10]"
(a*ba*b)*a*ba*,a*(a|bb)*ba*(a|bb)*,"[aba, ab, abaabb, abaa]","[abb, , a, abaab, abaaba, abaabaa, abaabaab]"
(a|(b*bb))*,(bb|a)*,"[abb, , a]","[aba, ab, abaab, abaa]"
(a*ba*b)*a*ba*,[b]{1}([b]{2})*,[b],"[aa, bb, , a, aab, ba]"
(b|(a*aa))*,(aa+)*b*,"[aaa, aa, , b, aaabb, aaab]","[ab, a, aaaba, aaabaab, aaabaa]"
(0*10*10*)*|0*,(0*10*10*)(0*10*10*),"[010101010, 01010101]","[0, , 01, 010101, 0101, 01010, 010101010101, 01010101010, 0101010101, 0101010, 010]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*b)a)*((a|b)(a*b)),"[bab, aab]","[aa, , baba, a, babbb, babb, aaba, b, aabba, aabb, ba]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"[bbaaaaa, aaaaaaa, aaaaaa, bbaaaa]","[aaa, aa, , bba, bb, a, bbaaaaab, b, aab, bbb, aaaaa, aaaaaaabb, aaaab, aaaaab, bbaaab, aaaa, bbaaaaabb, bbaa, bbaab, bbaaa, aaaaaaab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[01, 000001, 1011, 0010, 00001, 010, 001, 100, 1, 00010, 0001, 10101, 000010, 10]","[00, 11, , 0000010, 000000, 000011, 00000001, 1010, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 10100, 0000000, 0000011]"
(a*ba*b)*a*ba*,(a|bb)*a*b,[ab],"[abb, , aba, a, abaab, abaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[01, 000001, 1000, 0010, 00001, 010, 001, 100, 1, 00010, 0001, 000010, 10]","[00, 11, , 0000010, 000000, 000011, 00000001, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 1001, 0000000, 0000011]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"[aa, , a, aabb]","[aaba, aab, aabaa, aabbb, aabaab]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"[bbaaa, aaaaa]","[aaa, aa, , bbaaaab, bba, bb, a, b, bbaaabb, aaaaaab, aaaaabb, aaaaaa, aaaaab, aaab, bbaaab, aaaa, bbaaaa, bbaa, bbab]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[00, 0, 110, 11, , 0011, 1001, 1100]","[001001, 0010, 00110, 00100, 00111, 001, 100, 111, 1, 10011, 11001, 10010, 10]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[bbaaaaaa, bbaaa, bbaaaaa, aaaaa, aaaaaaaaa, aaaaaaa, aaaaaaaa, bbaaaaaaa]","[aaa, , bbaaaab, bb, aaaaaab, bbaaab, bbaaaa, bbaa, bbab, bbaab, aa, bba, a, b, aaaaaaaaabb, aaaaaaaab, aaaab, bbaaaaaaab, aaaaaa, aaaaab, aaab, aaaa, bbaaaaaab, bbaaaaaaabb, aaaaaaaaab]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[abb, , a, abbaabbb, abbaa, abbaabb, abbb, abba]","[aba, ab, abbaabba, abaab, abbaab, abbaaba, abaa]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,"[011, 0, ]","[01, 0100, 01001, 010]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),[baab],"[aa, baabb, bb, , a, baaa, b, aab, baaba, baa, baabab, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[001, 01, 1, 00010, 0001, 0010, 00001, 010, 10]","[00, 11, , 000000, 000011, 00000, 00011, 000, 011, 0, 0000, 0011, 000010, 0000001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[00, 0, , 1, 1101, 1001, 10011, 0010, 11011, 00100]","[110, 11, 001, 100, 001001, 0011, 11010, 10010, 00100101, 0010010, 10]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[abbabbbbbaaabb, abb, , a, abbabbbbbb, abbbb, abbabbbbbaaabbbaa, abbabbb, abbabbbbbaaa, abbabbbb, abbabbbbbaaabbbb, abbabbbbbaa, abbabb, abbabbbbb]","[abbabbbbbaaaba, abaab, abbaa, abbaba, abbab, abbabba, abbb, abbabbbbbaaabbbab, abba, abbabbbbbaaabbba, abbabbbbbab, abbabbbba, abbabbbbba, abbabbbbbaaab, aba, ab, abbba, abbabbbbbaaabbbbb, abbabbba, abbabbbbbaaabbbba, abaa, abbbbb, abbbba, abbabbbbbaaabbb, abbabbbbbaaabba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11]","[000, 0, , 111, 1, 0000, 1111]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[aaa, aa, , aaabb, aaab]","[bb, a, b, aaababab, aaaba, aaababa, aaabab, ba]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[, ab, abba, baab, ba]","[aaa, aa, abb, aba, a, bab, b, baa, abbaa, abbab, aaab, baabb, baaa, babb, baaba, abbabb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[001, 01, 100, 1, 00010, 0001, 10000, 1000, 0010, 00001, 010, 10]","[00, 11, , 000000, 000011, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 1001, 10001, 000010, 0000001]"
(a|baa)*,"a?ba{2,}","[abaaa, abaa]","[aaa, aa, abb, , aba, ab, a, b, abaaab, aaab, abab]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[abaaab, abaaabb]","[abb, , aba, ab, a, abaaaba, abaaa, ababab, ababa, abaa, abab]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[bbbaaaa, bbbaaa, aaaaaaa, aaaaaa]","[aaa, aa, , bb, a, b, bbb, aaaaa, aaaaaaabb, aaaab, aaaaab, aaaa, bbbaab, bbbaaaabb, bbbab, bbbaa, bbba, bbbaaaab, aaaaaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[000, 00, 101, 1011]","[0, , 1, 0001, 1010, 00011, 10]"
(0|10*1)*,(0*10*1)*|0*,"[0, , 0101]","[01, 010100, 01011, 01010, 0101001, 010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[00, 0, 1, 1001, 10011, 0010]","[, 001, 100, 0011, 10]"
(a|baa)*,(b(aa)+a*)*,"[, baaa, baa]","[aa, baaabb, a, baaab, bab, b, aab, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[001, 01, 100, 111, 1, 0001, 1110, 0010, 10]","[00, 11, , 000001, 00000, 00011, 000, 0, 110, 101, 00010, 0000, 0011, 1111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[001, 01, 100, 1, 00010, 0001, 1011, 0010, 10101, 00001, 010, 10]","[00, 11, , 000000, 000011, 1010, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 10100, 000010, 0000001]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[bbaab, abaab]","[aaa, , bb, bbaabab, baa, abaaa, baab, bbaa, bbaaa, bbaaba, abaaba, abaabab, abaabb, aa, abb, bba, aba, ab, a, b, bbb, aaab, abaa, bbaabb, ba]"
0(0|1)*0,0(0|0)*0,"[000, 00]","[0, , 000101, 01, 1, 00010, 0001]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[abaaa, aaaaa, abaaaa, aaaaaa]","[aaa, aa, bb, , abb, a, aba, ab, b, aab, aaaaaab, abaab, aaaaaaba, aaaab, aaab, abaa, aaaa, abab, abaaaab, abaaaabb, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,[0],"[000, 00, 011, , 01, 0001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 01, 100, 111, 1, 010, 10]","[000, 00, 011, 0, 110, 11, , 101, 0000, 0011, 0010, 00001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),"[000, 00, 101, 1011]","[0, , 1, 0001, 1010, 00011, 10]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,"[ab, abaabaabbba, abaabaabbb]","[abb, , aba, a, abaabaabbbab, abaab, abaa, abaabaabaab, abaabaabaa, abaabaaba, abaabaabb, abaaba, abaabaa, abaabaab]"
0*(10*1)*0*,0*(10*1)*,"[0, , 0101]","[01, 010100, 01011, 01010, 0101001, 010]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[00, 0, 11, , 0011, 1001]","[001, 100, 1, 001001, 10011, 0010, 10010, 00100, 10]"
(a|baa)*,a*|a*baa+,"[, a, abaaa, abaa]","[abb, aba, ab, abaaaba, abaaab, abaaabab, abab]"
(a|baa)*,(baaa*)*,"[, baaa, baa]","[aa, baaabb, a, baaab, bab, b, aab, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"[000, 00, , 101, 1011]","[0, 1, 0001, 1010, 00011, 10]"
0*10*(10*10*)*,0*(11)*0*1(11)*0*(11)*0*|0*1(11)*0*(11)*0*(11)*0*|0*(11)*0*(11)*0*1(11)*0*|0*1(11)*0*1(11)*0*1(11)*0*,"[010011, 01, 011001, 010010010, 0100, 0111, 0100100100, 0100100111, 01001001, 01001100, 0100110, 010]","[, 01001001001, 010010010010, 01001, 01100, 011, 0, 010010, 0100100, 0100111, 0110, 0100100110, 010010011, 010011001, 0100100100101]"
0*10*(10*10*)*,10*(10*10*)*,"[1, 10101, 10]","[00, 0, , 001, 101, 1010]"
(a|b)(a|b)+aaa+,(ab){2}(ab)*aaaa*,"[ababaaa, ababaaaa]","[aaa, aa, abb, , aba, ab, a, b, abababb, aab, abaa, abab, ababaa, ababab, ababa, ababaab, ababaaaab]"
(a*ba*b)*a*ba*,(a*)(bb)*(b),"[ab, abbb]","[abb, , aba, a, abaab, abaa, abba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*a)?,"[, baba, aaba]","[aa, a, babbb, babb, bab, b, aab, aabba, aabb, ba]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b,"[bab, aab]","[aa, , a, babbb, babb, aaba, b, aabaa, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100),"[01, 100, 111, 1, 1110, 10]","[000, 00, 011, 0, 110, 11, , 101, 0001, 1111, 010]"
(0|1)(0|1)*,(0|1)(0|1),"[00, 11]","[000, 0, , 111, 1, 0000, 1111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011),"[01, 000001, 0010, 00001, 010, 001, 100, 1, 01000, 00010, 0001, 0100, 000010, 10]","[00, 11, , 0000010, 000000, 000011, 00000001, 00000, 00011, 01001, 000, 011, 0, 101, 0101, 0000, 0011, 0000000, 0000011]"
(a|baa)*,a*((b)(aa))*,"[, a, abaa]","[aba, ab, abaaa, abaab, abaaaa, abaabb, abaaaab, abab]"
0*10*(10*10*)*,(0*1(11)*0*),"[01, 0100, 0111, 010]","[011, 0, , 010010, 0100101, 0110, 01001]"
(a|b)*baa(a|b)*b,(b|a)*baab*(b|a)b,"[abaabab, abaabb, abaaab, abaabbb]","[, aba, ab, a, abaaaba, abaaa, abaab, abaa, abaaababb, abaaba, abaaaa, abaabaa, abaaabb, abaabba, abaaabab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(10*1)*,"[00, , 101]","[000, 0, 001, 1, 0001, 00101, 1011, 0010, 1010, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"[00, 0, 1, 1001, 10011, 0010]","[, 001, 100, 0011, 10]"
(a*ba*b)*a*ba*,a*(bb)*b,"[ab, abbb]","[abb, , aba, a, abaab, abaa, abba]"
(0*10*10*)*|0*,0*|(0*(11)*)*|(10*1)*|(0*(11)*)*,"[00, 0, 11, , 0011, 1001]","[001, 100, 1, 001001, 10011, 0010, 10010, 00100, 10]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"[00, 0, 110, 11, , 10101010, 101, 0011, 1100, 1111, 1010, 10001]","[10101011, 001001, 101010, 100010, 101011, 100011, 1000, 1011, 1110, 0010, 00110, 00100, 00111, 1010100, 001, 100, 111, 1, 1010101, 11001, 10101, 10100, 10]"
(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"[bbaaa, aaaaa]","[aaa, aa, , bba, bb, a, b, aab, bbaaabb, bbb, aaaaaaa, aaaab, aaaaaa, aaab, bbaaab, aaaa, bbaa, bbab, bbaab]"
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"[abb, , abbbaabbbaa, a, abbbaabbb, abbbaabba, abbbaabb, abbba, abbbb, abbbaabbbb, abbbaabbba, abbb, abba, abbbaa]","[aba, ab, abbbaaba, abaab, abbbaabbbaab, abbbaab, abaa]"
(a|(b*bb))*,(a*((bb)*|(bbb)*)*a*)a*,"[abb, , a, abbaa, abbb, abba]","[aba, ab, abaab, abbaab, abaa]"
(a|b)*(bab)(a|b)*,a+b(a+b)*bab(a+b)*,"[aabbabaab, aabbab]","[aa, , a, b, aab, aabba, aabbb, aabbaa, aabb, aabbabaabb, aaba, aabbaaa, aabbaba, aabbaab, aabbabaa]"
(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,"[, a, abbbbb, abbbbba, abbbbbb]","[abb, aba, ab, abbba, abaab, abbbb, abbbba, abaa, abbb, abba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+)(0*1*)(0+)|(1+)(0*1*)(1+)|0|1)?,"[00, 0, 11, , 1, 1001, 10011, 0010, 00100]","[001, 100, 001001, 0011, 10010, 00100101, 0010010, 10]"
(a|(b*bb))*,(a*bb*ba*)*,"[, aabba, aabbb, aabbaa, aabb]","[aa, a, aaba, b, aab, aabaa, aabbaab, aabaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)|(1(0|1)*1))?,"[000, 00, , 101, 1011]","[0, 1, 0001, 1010, 00011, 10]"
(a|(b*bb))*,(a?bba?),"[abb, abba]","[aaa, aa, , aba, ab, a, b, abbaa, abbab, aaab, abbb]"
(a|baa)*,(b(aa+))*,"[, baaa, baa]","[aa, baaabb, a, baaab, bab, b, aab, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"[0, , 1, 000100, 00010, 1001, 10011]","[000, 00, 110, 11, 01, 100, 111, 00010011, 0001, 10010, 0001001, 10]"
(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaa,"[bbaaa, aaaaaabaaa, aaaaa, bbaaaabaaa, aaaaaa, bbaaaa]","[aaa, , bbaaaab, bb, bbaaaabaaabb, aab, aaaaaab, aaaaaaba, bbaaaabaab, bbaa, bbab, bbaab, aaaaaabaaaa, aaaaaabaaaaa, aaaaaabaab, bbaaaabaaab, bbaaaaba, aa, bbaaaabb, bba, a, b, bbb, aaaaaabab, aaaaaabaa, aaaab, aaab, aaaa, bbaaaabaa, bbaaaabab, aaaaaabb]"
(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,"[abaaab, abaaabb]","[, aba, ab, a, abaaaba, abaaa, abaaababb, abaaabab, abaa]"
(b|(a*aa))*,(b*aa+|aa+b*|b*),"[aaa, aa, bb, , baaa, b, baa, aaabb, aaab]","[ab, a, baaab, bab, aaaba, aaabaab, aaabaa, ba]"
(a|baa)*,"(a)*ba{2,}(a)*ba{2,}|a*","[, a, abaaabaaa, abaaabaa]","[abb, aba, ab, abaaaba, abaaa, abaa, abaaabaaab, abab, abaaabaaabab, abaaab, abaaabb, abaaabab, abaaabaaaba]"
(1|01)*(0?),(0?)((1+)(0|01))*,"[0, , 0101, 01010, 010]","[000, 00, 01, 1, 010111, 01011, 0001, 0100]"
(a|b)(a|b)+aaa+,[ab][ab]aaa,"[bbaaa, aaaaa]","[aaa, aa, , bba, bb, a, b, aab, bbaaabb, bbb, aaaaaaa, aaaab, aaaaaa, aaab, bbaaab, aaaa, bbaa, bbab, bbaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01*)*(010)(1*0)*)|((10*)*(101)(0*1)*)|0+|1+)?,"[00, 0, 11, , 1000101001, 1, 1000101, 10001010011, 0010, 00100, 0010010]","[001001, 001100, 100010, 100011, 1000, 00110, 00111, 0011001, 0010011, 001, 100, 10001010, 0011, 10001, 100010100, 10]"
a(a|b)a(a|b)*,(aaa+aba)(a+b)*,"[aaaaaba, aaaaabaaab]","[aaa, aa, , ab, a, b, aab, aaaaa, aaaaabb, aaaaabaaa, aaaaab, aaab, aaaa, aaaaabaaabb, aaaaabaa, aaaaabaaabba, aaaaabaaabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"[000, 00, 11, , 000100, 00010, 1001, 100111, 10011]","[0, 0001010, 000101, 01, 100, 1, 00010101, 0001, 100110, 10010, 00011, 10]"
(ab|ba)*,(ba)*(ab)*(ba)*(ab)*,"[, ab, abbaab, abba, ba]","[aaa, aa, abb, bb, aba, a, b, abbaa, abbab, abbaabb, abbaaba, aaab, abbaaa, abbabb]"
(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,"[abaaaab, abaaaabb]","[abb, , aba, ab, a, abaaa, abaab, abaa, abab, abaaba, abaaaa, abaabab, abaaaaba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1(0|1)*1)|(0(0|1)*0))?,"[000, 00, , 101, 1011]","[0, 1, 0001, 1010, 00011, 10]"
(0|1)(0|1)*,(0|1)|(01*),"[0, 01, 1]","[000, 00, , 11, 001, 10]"
(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"[baaaaa, baaaa, aaaaa, aaaaaa]","[aaa, , bb, bab, aab, baa, aaaaaab, baaaaabb, aaaaaaba, baab, aa, abb, bba, aba, ab, a, b, bbb, aaaab, aaab, aaaa, baaaaab, baaab, baaa, ba]"
0(0|1)*0,(0+1+)(0|1)*(1+0+),"[001010, 0010100]","[00, 0, , 001, 1, 001010011, 101, 00101001, 00101, 0010, 10]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"[001, 01, 100, 1, 00010, 0001, 0010, 00001, 010, 10]","[00, 11, , 000000, 000011, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 000010, 0000001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"[001, 01, 100, 1, 00010, 0001, 10110, 1011, 0010, 00001, 010, 10]","[00, 11, , 000000, 000011, 1010, 00000, 00011, 000, 011, 0, 101, 0000, 0011, 10111, 000010, 0000001]"
(a|(b*bb))*,(a+(bb))*,"[, aabb]","[aa, a, aaba, aab, aabaa, aabbb, aabaab]"
(a|(b*bb))*,a*(bb)*a*,"[abb, , a, abbaa, abba]","[aba, ab, abaab, abbaab, abaa, abbb]"
(a|b)*(bab)(a|b)*,(bab)(a|b)*,"[baba, babb, bab]","[aa, bb, , a, ab, b, baa, ba]"
