Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[baaaaa, baaaa, aab, aabb]","[aa, bb, , a, bab, b, baa, aabaa, aabab, baaaaab, baab, baaab, baaa, aaba, ba]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[abbaabbaba, , ab, abbaabba, abbaabab, abbaba, abbaab, abba]","[aaa, aa, abb, aba, a, b, abbaabbababb, abbaa, abbab, abbaabb, abbaaba, aaab, abbaabbab, abbb, abbaababb, abbaabbaa, abbaabbabab, abbaababa, abbaabbabaa, abbaabaa, abbaabbb, abbaaa, abbabb]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[aaa, aaaa]","[aa, abb, , ab, a, aab, abbaa, aaaab, abbab, abbabba, aaaabb, abbabbb, abba, abbabbaa, aaaaba, abbabbab, abbabb]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[abb, abaab, abbaa, abaaba, abbaab, abaabb, abaabaa, abbb, abba]","[, aba, ab, a, abaabaabab, abaabaaba, abaa, abaabaab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aa, , a, babb, bab, b, ba]","[baba, aaba, aab, aabab]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aa, bb, a, b]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 0, 11, 111]","[000, 110, , 001, 01, 1, 0000, 00001, 10]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[bbaaa, aaaaa, aaaaaa, bbaaaa]","[aaa, aa, , bbaaaabb, bbaaaab, bba, bb, a, b, aaaaaab, aaaab, aaab, aaaa, bbaa, bbab, bbaab, aaaaaabb]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[aa, bb, , a, b, aab, baa, aabb, ba]","[aaba, aabaa, aabaab, baab]"
(ab|ba)*,(ab)*(ba)*|abbba,"[, ab, abbba, ababba, abba, abab]","[aaa, aa, abb, aba, a, b, ababb, abbbb, aaab, abaa, ababbabb, abbb, abbbaa, ababa, abbbab, ababbaa, ababbab]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[aaba, b, aab, aabb, ba]","[aa, baba, , a, bab, babab]"
(a|(b*bb))*,(a|b)(a|bb)*,"[aa, a, babb, b, aabb, ba]","[, babaab, baba, babaa, aaba, bab, aab, aabaa, aabaab]"
(a|(b*bb))*,(bb*)*,"[, b]","[aa, a, aab]"
(a|(b*bb))*,b*|(a*b*),"[abb, , ab, a]","[aba, abaab, abaa]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[aba, ab, abaa, abab]","[abb, , a, abbab, abba]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[abaa, abbb]","[, abb, aba, ab, a, abaaa, abbba, abaab, abbbb, abbbaab, abbbaa, abaaaa, abaaaab]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,[abaab],"[, aba, ab, a, abaaba, abaabb, abaabbb, abaa]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[aa, , a, aab, aabaab, aabbbb, aabb]","[aabaabba, aaba, b, aabaaba, aabbba, aabba, aabaa, aabbb, aabaabb, aabaabbab]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[aba, ab, abaab, abaabbb, abaa]","[, a, abaabbaab, abaabb, abaabba, abaabbaa]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaa, a, baaa, ba]","[aaa, aa, bb, , abb, ab, bab, b, baa, baab, baaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[000, 00, 0, 11, , 111, 1, 0101001, 010]","[000101, 01, 01001, 010011, 110, 010100, 01000, 01011, 0101, 00010, 01010, 0001, 0100, 10]"
b*a*,a*|b*|(ba)*,"[aa, baba, bb, , a, b, bbb, ba]","[bba, babb, aaba, bab, aab, baa, aabab]"
(a|baa)*,((b)(a)(a)*(a*))*,"[, baa, ba]","[aa, baabb, a, b, aab, baab]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[aa, a, aaba, aab, aabaa, aabb, ba]","[bb, , b, aabaaba, aabaab, aabaabab]"
(a|baa)*,(a|b)*baaa*,"[abaaa, abaa]","[, aba, ab, a, abaaab, abaaabb, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[, 00101001, 0010]","[00, 0, 001, 0011, 00101, 001010, 001011, 0010100]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,"[, a, ababa]","[aba, ab, ababb, abab]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[, aab, aabbb, aabaabb, aabaabbbab, aabb]","[aa, a, aabaabba, aaba, aabaaba, aabaa, aabaab, aabaabbba, aabaabaa, aabaabbb, aabaabaab]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[babaab, a]","[aaa, aa, , ab, babaaa, bab, b, aaab, baba, babaa, babb, babab, ba]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[a, baaabbbb, baaabbbaab, baaabbbba, ba]","[aaa, aa, baaabb, , ab, baaaba, b, baa, baaabbba, baaabbbbab, aaab, baaabbb, baaab, baaa, baaabbbaa, baaabbbbb]"
0(0|1)*0,0*0*|1*0*,"[00, 0, , 1]","[001, 00101, 0010]"
0*10*(10*10*)*,(0*10*10*10*)*,"[, 00101010, 0010101]","[00, 0, 001, 1, 001010101, 00101, 0010, 001010]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[abb, , aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
0(0|1)*0,0*,"[0, ]","[01, 0101, 010]"
(a|(b*bb))*,(bb|a)*b*,"[abb, , ab, a]","[aba, abaab, abaa]"
(a|baa)*,a|(b|aa*),"[aa, a, b]","[bb, , aaba, aab, aabab, ba]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[, aab, aabbb, aabbbaab]","[aa, aabbbaaba, a, aabbbaabb, aabbba, aabba, aabbaab, aabbbaa, aabbaa, aabbbb, aabb]"
0*10*(10*10*)*,0*1+0*1*0*,"[010011, 011, 010010, 01, 0100100, 0100, 01001, 010]","[0, , 010010010, 0100100101, 01001001]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[, b, aab, aabbb]","[aaa, aa, a, aaba, aaaba, aabba, aaabab, aaab, aabb]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[aa, , ab, abbb, aabb]","[abb, a, aaba, aab, abbaa, aabaa, abbaab, aabaab, abba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[, a, abaa]","[aba, ab, abaaa, abaab, abaaaa, abaaaab, ababab, ababa, abaaaabb, abab]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[abb, , aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,"[bb, b]","[aa, , a, aab, ba]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[aba, ab, ababb, ababba, ababbb, ababbaabb, ababbaa, ababbaab, abab]","[, a, ababbaaba, ababaa, ababa, ababaab]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaaabbabba, abba]","[aaa, , abbaa, abbab, abbb, abbaaaabbaa, abbaaaabbaba, abbaaaabbabbab, abbaaaabbabbaa, abbaaaabbabbb, abbaaaabbab, abbaaaab, abbaab, abbaaa, aa, abbaaaabba, abb, aba, abbaaaabbb, ab, a, b, abbaaaa, aaab, abbaaaaba, abbaaaabbabb, abbaaaabb, abbaaaabbabbaab, abbaaaabbabbaaa]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[ab, a, aaab]","[aaa, aa, , abb, aba, b, aaaba, aaabb, aaabba, aaabbb]"
(a|(b*bb))*,a*b*a*,"[abb, , aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[, ab, a, aaabababa, aaabaaaba, aaaba, aaab]","[aaabaaabba, aaa, aa, b, aaabababb, aaababab, aaabaaab, aaabb, aaabaaa, aaabab, aaabaa, aaabababbb, aaababa, aaabaaabb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[00, 0, 11, , 1, 1001, 10011, 0010, 00100]","[001, 100, 001001, 0011, 10010, 00100101, 0010010, 10]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[aaba, aabaa, aabab]","[aa, , a, aab, aabbb, aabb]"
(a|baa)*,((a)*|(b))(a)(a)*,"[aa, a, ba]","[bb, , aaba, b, aab, aabab]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[, aba, ab, a, abaaa, abaaabbaa, abaaabbbb, abaaabb, abaa, abaaabbb, abaaabba]","[abaaaba, abaaabaab, abaaab, abaaabaa, abaaabbaab, abab]"
(a|(b*bb))*,b*b,"[bb, b]","[aa, , a, aab, ba]"
(a|(b*bb))*,b*bb*,"[bb, b]","[aa, , a, aab, ba]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[aa, , a, b, baa, baab]","[bb, baaab, baaa, aaba, aab, aabab, ba]"
a(a|b)a(a|b)*,aa+ba,[aaaba],"[aaa, aa, , ab, a, b, aaabb, aaabaaa, aaababb, aaabab, aaabaa, aaab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,"[011, 01, 010]","[0, ]"
(a|baa)*,(a*(baa*)),"[aba, abaa]","[abb, , ab, a, abaab, abaaba, abaabab]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,"[aa, , aabb]","[ab, a, aaba, aab, aabaa, aabaab]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[011, 0, , 01, 0100, 010]","[010010, 0100101, 01001]"
(a|baa)*,a*b*aaa*,"[aaa, aa, aaabaaa, aaabaa]","[, ab, a, aaabaaabab, b, aaabaaaba, aaaba, aaabaaab, aaabb, aaabab, aaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01)0*(10))*|(0*1*0*)),"[00, , 01, 000100, 00011, 01100, 010, 000, 011, 0, 010010, 1, 011000, 00010, 0110, 0001, 0100, 0111]","[000100101, 010010010, 01101, 01001, 01001001, 01001000, 0100101, 0100100, 011001, 00010010, 0100100101, 01001001011, 0001001]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)*,"[, b, aab, aabba, aabaa, aabbab, aabb, aabaabbaa, aabbabaabb, aabaabba, aaba, aabbabb, aabbaba, aabaabb, aabbabaa, aabbabbb, aabbabba]","[aabbabaaba, aa, a, aabbabaab, aabaaba, aabaabbaab, aabaab, aabaabaa, aabaabbb, aabaabaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*)b)*|((a|b)(a*)ba*),"[, babaab, baba, babaa, aaba, bab, aab, aabaa, babaabbab, aabaab, aabaabaab]","[aa, a, babaabba, babb, b, aabaaba, babaabb, aabaabaa, aabb, ba]"
(a|baa)*,(a)*|(b)(a)(a)*,"[aa, , a, ba]","[bb, aaba, b, aab, aabab]"
(a|(b*bb))*,(b*b)|(a*),"[aa, bb, , a, b]","[aaba, aab, aabab, ba]"
(0*10*10*)*|0*,0*1(0*1+0*)*,"[011, 010011, 010010, 01, 01001]","[0, , 0100, 010]"
(a|(b*bb))*,a*(b+a)*(bb+bbb)*(b+a)*,"[, aba, a, ababbba, ababbbbba, ababba, ababbbbbb, ababbbba, ababbbbb]","[ab, abaaa, ababb, abaaab, ababbb, abaa, ababbbb, abab]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*),"[ab, abaa, abbb, ba]","[aaa, aa, bb, , abb, aba, a, b, aaab]"
(a|(b*bb))*,(a|b)*b*b|bb*(a|b)*,"[bb, b, aab, aabb, ba]","[aa, , a, aaba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*,"[00, 0, , 101, 1011, 0010]","[001, 1, 001101, 0011, 1010, 00110, 10]"
(a|(b*bb))*,(a+b|b)*,"[, aab, aabb]","[aa, a]"
(0*10*10*)*|0*,(0|1)*1,"[011, 01]","[0, , 010]"
(a|(b*bb))*,b*(ba+ab)*b*(a)*,"[aa, baaabb, bb, , a, baaaba, b, baa, baaabbba, baaabbbb, baaabbb, baaabba, baaab, baaa, ba]","[aaba, aab, aabab, baaabbab]"
b*a*,(b*a+)*,"[, aba, a]","[abb, ab]"
(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,"[ab, a]","[aa, , aab]"
(a|baa)*,a*|a*b*aa,"[, a, abaa]","[abb, aba, ab, abaaa, abaab, abaaaa, abaaaab, abab]"
(a*ba*b)*a*ba*,a*b(ab*b|a)*,"[aba, ab, abaa, abab]","[abb, , a, abbab, abba]"
0*10*(10*10*)*,((1?|11?)|111?)|0*,"[00, 0, 11, , 111, 1]","[110, 001, 1111, 00101, 1110, 0010, 10]"
(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,"[aaaaa, aaaa]","[aaa, aa, , a, b, aab, aaaaabb, aaaaaba, aaaaab, aaab, aaaaabaa, aaaaabbb, aaaaabab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"[00, 11, , 001010011, 00101001, 00100010, 0010001010011, 0010001010010, 0010, 00100, 001000101001, 001000100, 0, 001000101, 1, 001000, 0010001000, 0010001011, 0010001001]","[001010010, 00100011, 00100010100, 0010100100, 00101, 0010001, 0010100, 001, 001010010011, 001010, 001011, 0010001010, 00101001001, 10]"
(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"[baaaa, a, baaab, baaa, bab, b, baa, baaaaba, baaaabb]","[aaa, aa, , abb, ab, baaaabbb, baaaabab, baaaab, ba]"
(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"[abaabaabbaabb, ab, abaabaabbaab, abaabaabb, abaabb, abaabaab]","[abb, , aba, a, abaabaabbaa, abaabaabba, abaab, abaabaaba, abaaba, abaabaa, abaa]"
(a|baa)*,(b|a)*baaa*,"[abaaa, abaa]","[, aba, ab, a, abaaab, abaaabb, abab]"
(0*10*10*)*|0*,0*11*,"[011, 01]","[0, , 0100, 01001, 010]"
(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,"[baaaaa, baaaa, a, bbaaa, bbaaaa]","[aaa, aa, , abb, bbaaaabb, bbaaaab, bba, bb, ab, b, baa, baaaaabb, baaaaab, baab, bbaa, bbab, baaab, baaa, bbaab, ba]"
a(a|b)a(a|b)*,a(a|b)(a+b)*,"[aa, ab, abaab, aaaab]","[aaa, , a, aba, b, aaaabba, abaabb, aaaabb, abaabbb, abaa, aaaa]"
(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"[, b, baa, baab]","[aa, a, bab, aab, ba]"
(a|baa)*,(a*b*aa+),"[aaa, aa, aaabaaa, aaabaa]","[, ab, a, aaabaaabab, b, aaabaaaba, aaaba, aaabaaab, aaabb, aaabab, aaab]"
(a|b)(a|b)+aaa+,(a+b)*aaa|(b+a)*aaa,"[aaa, baaaa]","[aa, baaaaa, , a, bab, b, aab, baa, aaaaa, aaaaababb, aaaaaba, aaaaababba, aaaaab, aaaaababbb, aaab, aaaa, baab, baaab, baaa, babb, aaaaabab, ba, baaaab]"
(a|baa)*,(a*)|(a*baa*)|(baa*)*,"[aa, , a, aaba, baa, aabaa, ba]","[baabb, b, aab, aabaaba, aabaab, aabaabab, aabb, baab]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*,"[aa, , aabb]","[ab, a, aaba, aab, aabaa, aabaab]"
(a|baa)*,a*|(?:a*|(b[a]{2}))*,"[aa, , a, baa, baa?:a, baa?:]","[bab, b, aab, baa?:ab, baa?:a?, aabab, baab, baa?:a?b, baa?:a?a, baabb, baaa, aaba, baa?, ba, ?]"
(0*10*10*)*|0*,(0+1)*(1+1)*,"[, 001, 001111, 00111]","[00, 0, 001100, 0011, 00110, 001110, 0011001]"
(a*ba*b)*a*ba*,a|b*(b(bb)*)a*,"[bb, a, b, baa, ba]","[aaa, aa, , ab, aaab, baab]"
(a*ba*b)*a*ba*,b*(ab*a)*b*,"[aa, , b, aab, aabb]","[aaa, a, aaba, aabaa, aabaab, aaab]"
(a|(b*bb))*,b*|a*|b*,"[aa, bb, , a, b]","[aaba, aab, aabab, ba]"
(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*,"[, aba, ab, a, abaab, ababaa, ababa, abaa, ababaab, abab]","[abababa, abababab, ababab]"
b*a*,(a*)|(b+a+)*,"[aa, , a, baa, ba]","[baabb, aaba, b, aab, aabab, baab]"
b*a*,((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"[aa, bb, a, b, bb?:, ba]","[, aaba, aab, aabab, bb?a, bb?b, bb?, ?]"
a(a|b)a(a|b)*,(a(a|b)a(a+b)*)*,"[aaa, , aaaaaaabaaaa, aba, aaaaaaabaaab, aaaaaaabaab, aaaaaaabaaa, aaaaaab, abaaaaabaaab, aaaaaaaba, abaaaaabaaaa, aaaaaa, aaaaab, abaaaaabaab, aaaaaaabaaaab, abaaaaabaaa, abaaaaaba, aaaaaaab, abaaaa, abaaaab, abaaab, abaaaaab, abaaaaabaaaab]","[aa, abb, a, abaaaaabaaabb, ab, b, aab, abaaaaabaaaabbb, abaaa, aaaaaaabaaaabba, aaaaa, aaaaaaabaaaabb, aaaaaaa, abaaaaabaaaabb, aaaaaaabaaabb, abaa, aaaa, aaaaaaabaa, abaaaaa, abaaaaabaa]"
0*10*(10*10*)*,(0)*(111)*(1)*,"[011, 0, , 01]","[0100, 01001, 010]"
(a|baa)*,(a*)b*aa(a*),"[aaa, aa, aaabaaa, aaabaa]","[, ab, a, aaabaaabab, b, aaabaaaba, aaaba, aaabaaab, aaabb, aaabab, aaab]"
(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*,"[aa, bb, , a, b, aabbaa, aabb]","[aaba, aab, aabba, aabaa, aabbaab, aabbab, aabaab, ba]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*,"[00, 0, 11, , 1]","[001, 00101, 0010, 10]"
b*a*,aa*|a*b*,"[abb, , ab, a]","[aba, abaab, abaa]"
(a*ba*b)*a*ba*,(a|bb)*(b)+(a|bb)*,"[abb, aba, ab, abbab, abaabb, abaa, abba]","[, a, abaab, abaaba, abaabaa, abaabaab]"
0*10*(10*10*)*,1(11)*|0*,"[00, 0, , 111, 1]","[110, 11, 001, 00101, 0010, 10]"
(a|baa)*,(a|b)*baa+,"[abaaa, abaa]","[, aba, ab, a, abaaab, abaaabb, abab]"
(a|baa)*,(a*baa*),"[aba, abaa]","[abb, , ab, a, abaab, abaaba, abaabab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aa+,"[bbaaa, aaaaa, aaaa, bbaa]","[aaa, aa, , bba, bb, a, b, aab, bbaaabb, bbb, aaaaaba, aaaaab, aaab, bbaaab, bbab]"
(a|baa)*,(a)(b)(aa*),"[aba, abaa]","[aaa, aa, abb, , ab, a, b, abaab, aaab]"
(0*10*10*)*|0*,0*0*|110*1,"[00, 0, , 1101]","[110, 11, 001, 1, 11010, 00101, 0010, 11011, 10]"
(a*ba*b)*a*ba*,a*(b*|bbb*)a*,"[abb, , aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,(a|b)(bb)*,"[abb, a, b, bbb]","[aaa, aa, , bba, bb, aba, ab, baa, aaab, baab, ba]"
0*10*(10*10*)*,0*1(11)*0*1*,"[010011, 011, 01, 0100, 0111, 01001, 010]","[0, , 010010, 0100100, 0110, 01001001]"
(a|baa)*,(a)*b*(a)(a),"[aaa, aa, aaabaa]","[, ab, a, b, aaaba, aaabb, aaabaaaa, aaabaab, aaabaaa, aaabab, aaabaaaab, aaab]"
(a|(b*bb))*,(a)*bb*(a)*,"[abb, aba, ab, abaa]","[, a, abaab, abaaba, abaabab]"
(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*),"[0, , 01, 01011, 0101, 010]","[010100, 01010, 0101001]"
(a|baa)*,"(a*(ab{2,})*)*","[aa, , a, aabba, aabbb, aabb]","[aaba, b, aab, aabaa, aabaab]"
(a|(b*bb))*,(a|ab|ba)*,"[aa, , a, aab, aabba]","[aabbba, aabbbab, aabbb, aabb]"
(a*ba*b)*a*ba*,a*(b*|bb)a*(b|bb*)a*,"[abb, aba, ab, abaab, abaaba, abaabb, abaabaa, abaa]","[, a, abaabaabab, abaabaaba, abaabaab]"
(a|b)*baa(a|b)*b,(a*b*)*bba(a*b*)*b,"[abbaabb, abbaab]","[abb, , aba, ab, a, abbaa, abbaaba, abbb, abba]"
a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*,"[aaa, , aab, aaaabab, aaaaba, aaaab, aaaabaab, aaab, aaaabaaaab]","[aa, a, b, aaaabaaaabbb, aaaabaa, aaaabaaa, aaaabaaaa, aaaabaabb, aaaabaaaaba, aaaabaaaabb, aaaabaaaabba, aaaa]"
(a|(b*bb))*,(a|b)*bb(a|b)*,"[abb, abbb, abba]","[, aba, ab, a]"
(ab|ba)*,(ab+ba)*(ba+ab)*,"[, abba, abbabaaab]","[aaa, aa, abb, aba, ab, a, abbaba, abbab, abbabaaabb, abbabab, abbabaaaba, abbabaaa, abbabaa, aaab, abbb, abbabaaabbb]"
