Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,((bb)*|(aa)*)*,"[aa, bb, aaaa, aabb, bbbb, bbaa]","[aaa, bba, a, bab, b, baa, aab, bbb, abaaba, abbb]"
(ab|ba)*,(a|b)b,"[bb, ab]","[a, baaaba, b, abaa, abbb, aabb, abba, bbaa, bbbb, abab, bbab, babb, bbba, aaaaba]"
(ab|ba)*,((aa)*b)*,"[bbaaaab, b, aab, aaaab, aabaab, aabb]","[a, bbaaa, aaba, aabaa, abaaba, aabbaa, abbb, aaab, aaaa]"
b*a*,a+|(b*a)*,"[a, aaba, bbbaba, baa]","[bbbab, b, aabab, baab]"
001|1010|110,(0|1)*01(0|1)*,"[01, 11000100, 11000111]","[0, 1, 11000]"
(a|b)(a|b)+aaa+,(ab|aaa)*,"[ab, aaaab, abab]","[abb, aba, a, aaba, b, aaabaa, aaabbb, aaaa, aabb]"
0*10*(10*10*)*,(1(11)*)|0*,"[000, 0, 111, 1, 11111]","[01, 101, 00010010, 1101, 0111, 1100, 1111, 1110]"
(ab|ba)*,(aa+ab+bb+ba)*,"[aaabbbbbba, aaabbbba, aaaaabbbbaaaabbbba]","[a, b, aaabbbbabb, aaabbab, aaabbbab, aaabbaa, aaabbbaa, aaababb, aaaaabaaaba, aaabbbbaabb, aaab, aaabbbbaaba, aabb, aaabbbbbbaaaa, aaba, aaabbbbaba]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[abb, bb, bba, babaa, a, bbbba, baa, aaabb, abbbb, abba, ba]","[bab, b, baaba, bbb, bbaba, abaaaba, ababb, abbaba, aaabbba, abbb]"
b*a*,(a+|a*b*),"[a, b, aabbb]","[babb, bbba, aabaaaba]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,"[aabaabaaabab, aaaabaaaabab, aaba, aabbba, aabaab]","[abb, bb, aba, a, b, aab, aabaababb, aabaabbaa, aabaabbbb, aababb, aababa, aabbbab, aabaabb, aabaabaaaba, aaaabaaaababb, ba]"
0*10*(10*10*)*,0*(11)*0*1*,"[110, 0, 1, 1101, 1111, 00111, 11000111]","[110101, 00100010, 1101110, 11010, 1011, 1110, 111110, 11000100]"
(a*ba*b)*a*ba*,(a|ba+a)*,"[a, aabaaa, baabaa]","[baba, babb, b, aabaaab, baabbaaba, baabbbb]"
a+b,(ab)*,"[ab, abab]","[bb, abb, aba, a, b, aaaaba, aabb, ba]"
0*10*(10*10*)*,(0|(1(11))*)+,"[0, 111111, 001110]","[1, 00100010, 1101, 1100, 1111, 1011, 111011]"
(a|baa)*,(a)*((b)+(aaa)+)*,"[a, bbaaa, baaabaaa, baaabbbaaa, aabaaaaaa]","[bb, b, baaabbba, aabaaaaabaaba, baaaaabbb, baaabab, baaaaba, baaaabb]"
a+b,(ab)+,[abab],"[bb, aba, a, b, aaaaba, ababa, abbb, abaa, aabb, abba, ba]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,"[bbbba, abbbbababba, abbbbaaabba, abbbbabbbba, baabbbba, babbbba, bbbaabba, abbbbaabba, aaababbbba, abbaababba]","[bb, bbbaa, a, abbbbaaa, abbbbabab, bab, b, abbbbaab, baa, aaaba, abbaaba, abbbbabbbbaa]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[0, 111, 0000, 0111]","[110, 001, 100, 1, 101, 0101, 01110, 0100, 1110, 000010010, 00111]"
b*a*,(a+(a*))|((a*)+(b*)),"[a, b, aabbb]","[babb, bbba, aabaaaba]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[ab, bbbaaaa, aaabbb, baaaaaa]","[baaabb, aba, baaaba, a, b, abbba, aaabaaa, aaababb, baaaaaabb, baaaaaaba, baba, baabb, bbba, babb, baaba, baaaab]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[abbbabaab, abbba, abbaabbababa, abbaba, abbbabaabab, babaabbaba, baababab, abba, abbaabbaab, abbaabbbba, abab, ababbbaba, abbbaba, abbaabab, baabbaba, abbbababa, abbbbaba]","[baabababb, bab, baa, abbab, abbb, aabb, abbaabbabb, abbaabbabab, babb, abbbabaaba, abbaabaa, abbbababba, abbbababbb, abbbababaaa, abbaabbaabaa, bba, abbbabaa, abb, aba, a, b, bbb, ababb, abbbb, abbaaaa, baababaa, abbaabbbbabb, abbabab, abbbabb, abbaaab, abbaababbb, abaa, abbaababba, abbaabbaaa, aaaaba, abbbabaaaa, abbbabaaab]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[babaaa, bbbbaaa, baaa, bbaaa, abaaa, aaaaa, abbaaa, babbaaa]","[abb, ab, aba, a, bab, b, baa, aaab, bbaaab, aabb, baab, baba, bbaab, baaab, babb, aaba, bbbba, bbabb, bbaba, aaaaabaa, aaaaabbb]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[babbba, aabaaabaaa, bab, bbaaaba, bbabb, bbbba, bbab]","[bbabbab, bbbbabab, a, bbaaabab, b, babab, aabaaabaaabaaba, bababbb, babbbab, bbabab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aaa, baabb, bb, bbba, a, b, bbbb]","[ab, bbbba, bbbaba, aaabaaba, abbb, baabbba, bbaa, bbab]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aaa, a, b, bbb]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 0, 1111]","[011, 0000010, 100, 1, 101, 0011, 1101, 1100, 0010, 11110, 00011, 010]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[aaaaabbbaaa, aaaabaaa, aaaaabaaa, aaabbaaa, bbabaaaaabaaa, bbaaabaaa, bbabbaaa, bbbaaa, aaaabbaaa, aabaaa, bbaaabbbaaa, bbaabbaaa, aaabaaaaabaaa, bbaabaaa]","[a, bbaaabbb, b, aab, bbb, aaabb, aaaabb, aaaaab, bbaaab, bbaabb, bbabaaaaaba, bbaaba, bbabb, aaaaba, aaaaabbb, aaabaaaaaba]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[ab, baaa, bbba, a, b, aaabbb]","[bbbab, aba, baaaba, babb, bab, aaabaaaba, ababb, abbba]"
(ab|ba)*,(ab)*(ba)*|abbba,"[baba, abbba, abbaba, ababba, ababab, abababba]","[bba, a, bab, b, bbb, abaaa, abaab, abbbaaa, abbbabb, abbabaa, abbbaab, aabb, abababaa, babb, aaaaba, abbbaba, abbaab, abbbbb, abbaaa, abbbba, ababbb, ababaa, ababa, ababbaa]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[ab, b, baa, aaabaa, aaabbb]","[aaa, bb, a, baabaaba, bbbb]"
(a|(b*bb))*,(a|b)(a|bb)*,"[abb, baabb, a, bbbbb, bbba, b, bbb, aaabb, abbbb, abba]","[bbbab, bbaaaba, bbabb, abaaaba, ababb, abbab, aaabbb, abbb, bbbb, baabbb]"
(a|(b*bb))*,(bb*)*,"[bb, b]","[abb, a, bbaaaba]"
(a|(b*bb))*,b*|(a*b*),"[a, b, aabbb]","[babb, bbba, aabaaaba]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[b, aabaaa, aababb]","[aa, a, bbaaba, bbbb]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[aabaa, aabbb]","[baaabb, baabb, a, bbbbb, aabaaaaaba, b, bbbabb, bbbba, baaba, aabbbaaaba]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,"[babaab, babab, aabaaabab, babbbbab, babbab, bbab]","[babba, bb, babaa, a, bababa, b, aabaaaba, babbbba]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[ab, a, aaabaaabab, bbabaab, abbbb, abbab, abbaab, bbbb, abab, bbab, bbabab]","[bba, bab, bbababb, b, baa, bbb, aaabaaaba, abbba, abbaa, abbbbba, bbabaa, bbba, ababbaaba, abbabb, ababbbb]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[baaaba, babbba, bbba, bbbbba, b, bbb, baa, aabab]","[babbaa, baabba, a, bbbba, bbaaaba, bbabb, bbbabba, aababba, baaababba, bbbb, babbab]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaaa, bbba, a]","[baba, bbbab, baabb, baaab, babb, b, baaba, baaaaaba, baaaaabb, abbb, aaaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[0, 1, 101, 0000, 0110, 1001, 1111, 010010101, 01001010001010, 010010101101, 01001110]","[0100101010, 1010, 00111, 010000, 011, 001, 100, 010010100010, 010010101110, 010001, 010010101111, 1101, 1100, 000010010, 11110, 010011100]"
b*a*,a*|b*|(ba)*,"[aaa, baba, a, bababa, b, bbbb]","[babba, ab, baaa, babaa, babbb, bbbba, babab, aaabaaba, abbb, baab, bbaa, bbab]"
(a|baa)*,((b)(a)(a)*(a*))*,"[baba, baaaba]","[abb, bba, babb, a, bab, b, bbb, aaaba, baaababb]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[ab, bbba, a, baa, abbba, aaabaaa]","[bbbab, bab, b, aaabaaabaaba, ababbb, abbbab, baab, abab]"
(a|baa)*,(a|b)*baaa*,"[babbaa, aababaaaabaa, baabbbaa, bbaa, baabaa]","[bb, babb, a, b, baab, aababaaaaba, baabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[01001010111101, 000100111010001010]","[0, 1, 0001001110100010, 010010101111010]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,"[a, bbbba, bbbaba, aabaabbba, bbabba, bbaa]","[bbba, b, aabaabb, bbaabb, bbbb, bbab]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[b, ababb, abbab, ababbbaabbb, ababbbbabb, bbaaabaaabbaabb, ababbabb, ababbbb, abbb]","[a, abababb, bbaaabaaabaaaba, abbbaba, abbaba, ababbbaabb, ababbaa, ababbbba, ababbab, abab]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[bbaab, a, bbbbaab, baabaab]","[abb, bb, aba, b, baabaaaa, bbaaab, aabb, bbaabb, bbaaba, bbabb, bbbba, bbaba, aaaaba]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[baabbabbbbbba, baabba, bbba, bbbbb, a, baaaabbabbbaaab, bbbabba, baabbabbbab, bbbaabba, bbbbab]","[abb, bb, aba, b, aabb, baab, bbbab, bbbaa, baabbabbbabb, bbbba, bbbabb, baabbabbbaaaba, aaaaba, baabbaba, baaaabaa, bbbbbabb, baabab, baabbabbbbb]"
0(0|1)*0,0*0*|1*0*,"[0, 1, 11000]","[01, 0111, 1100010010]"
0*10*(10*10*)*,(0*10*10*10*)*,"[0111111111, 111, 0111, 1011, 0001001001001011]","[011, 11, 0, 01111111, 01, 1, 00010010010010, 10]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[bbba, a, b, aabaaa]","[bbbab, babbb, bab, aabaaabaaba]"
0(0|1)*0,0*,"[00, 0]","[111, 1, 0010010]"
(a|(b*bb))*,(bb|a)*b*,"[bba, a, b, bbb, aabb]","[baaaba, babb, bbba, bbaba, aabbba]"
(a|baa)*,a|(b|aa*),"[aaa, a, b]","[bba, ab, bab, baa, bbb, aaabaaba, abbb]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[ab, bbaaabab, bbabaab, aaababbb, abbb, bbbb, bbab, bbabab]","[abb, bba, baaaba, a, bbaaaba, b, bbb, aaaba, bbabbb, bbabaa, bbabba, babb, bbbbb, bbba, bbababa]"
0*10*(10*10*)*,0*1+0*1*0*,"[1, 101, 101110, 1110, 0010001000]","[001000100010010, 1011101, 0, 1110101, 101011, 10101]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[bbbbb, b, bbb, aab, aaaab, aabbb]","[aaa, a, bab, baa, aabbab, aabbaa, abbb, aaab, aaaa, bbbb, bbba, aaba, abaaba]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[aa, bb, ab, abbb, aaaa, aabb, bbbb, bbaa, abab, bbab]","[aaa, bba, abb, baaaba, babb, a, aba, b, aab, bbb]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[a, aabaaaaabaa, baaabbbaa, baaabaa, bbaa, baabaa, baabbaa]","[baabb, bb, baaab, b, baaba, baaabbba, aabaaaaababaaba, baaababbb]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[bbba, a, b, aabaaa]","[bbbab, babbb, bab, aabaaabaaba]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,"[b, bbb]","[abb, bbba, a, bab, baa, aaaba]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[bb, bbbab, bbbaaabbb, bbbaa, bbbbb, b, aabaabbb]","[bba, bbbaaabaa, bbbaaba, bbbbbba, a, bbabb, bbbba, bbbaba, bbbabab, aabaabaaaba, bbbabbba]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaabbbbabba, abbaaabbabba, abbaaaaabbabbaaaabbabba, abbaaabbabbbba, abbaaabbabbaaabbabba, abbaabbbba]","[bb, abbaaabbabab, abbaaabbabaa, abbaaba, abbaaabbabbaaaa, aabb, abbaaabab, abbaaabbabbaaab, abbaabbabb, abbaaabbabbaba, abbaabbbbaba, abbaaabbaab, abbaaabbaaa, a, b, abbaaabbabbabb, abbaaab, abaa, abbaaabbabbaabb, abbaaabbabbaaba, abab, abbaaabbabbbbaa, abbaaaaabaa, aaaaba, abbaaabbbba, ba]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[ab, a, aab, aaaabab, aabab, aabaab]","[bb, b, aaaaba, aababa, aabaa, aabbaa, aabbbb, abaa, abbb, ba]"
(a|(b*bb))*,a*b*a*,"[bbba, a, b, aabaaa]","[bbbab, babbb, bab, aabaaabaaba]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[bb, aba, a, bab, aab, aaaababaababba, aaaabaaaabaaba]","[abb, aaaabaaaabaabbaa, b, aabba, aabaa, aabbb, aabab, abaa, bbaa, abab, bbab, aaaababaababbbbb, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[0001000, 0, 1, 101, 01110, 1000111, 11101, 010]","[011101, 01, 010111, 0101, 000100010010, 1000100, 101110, 1110, 1010, 10101]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[abbbaba, abbaba, bbaaabaaa, bbaaababb]","[a, b, abbab, bbaaab, abbb]"
(a|baa)*,((a)*|(b))(a)(a)*,"[aaa, a, baa]","[bba, ab, bab, b, bbb, aaabaaba, abbb, baab]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[baabba, bb, a, b, aabaaaabbaaa, baabbba, baabbbbba]","[baabbbbbaab, aabaaaabaaaba, baabbaaaba, bbaab, baabbabb, baababb, baabbab, baabbbaba, baab, baabbbabb]"
(a|(b*bb))*,b*b,"[b, bbb]","[abb, bbba, a, bab, baa, aaaba]"
(a|(b*bb))*,b*bb*,"[b, bbb]","[abb, bbba, a, bab, baa, aaaba]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[aaa, baaaa, baaaba, a, b, babbabbaa]","[bba, ab, baaa, baaab, bbb, babbabbaaa, aaabaaba, abbb]"
a(a|b)a(a|b)*,aa+ba,"[aaba, aaaaba]","[abb, bb, aba, a, b, aab, aabba, aaaababbb, aabbb, aaaabaaaa, ba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,"[1, 00100, 00111]","[00, 0]"
(a|baa)*,(a*(baa*)),[aabaaa],"[bba, babbb, a, bab, b, bbb, aabaaabaaba]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,"[aa, bb, aaaa, aabb, bbbb, bbaa]","[aaa, bba, a, bab, b, baa, aab, bbb, abaaba, aaab, abbb, bbab]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[0, 1, 1110, 001000]","[101, 00100010010, 10111, 11101]"
(a|baa)*,a*b*aaa*,"[baa, abbaa, aabaa, aaaabaaaa, aabbbaa, abaa, bbaa]","[abb, bb, aba, a, b, aab, aaaabaaaabaaba, aabaab, aabaabbb, aababb, aabbba, aababa, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01)0*(10))*|(0*1*0*)),"[11, 0110000, 01100110, 01111, 0100010010010, 011001010, 0, 001, 1, 01110, 01010, 00001000, 001110, 010100110, 10]","[0110001, 0110011, 01100001, 0111101, 0000100010010, 00101, 0101001001010, 011010, 0010111, 0011101, 011101, 0100010000, 011011, 01011, 0101, 01010011011, 01010001, 01010011, 010100111, 0110010]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)*,"[bb, babbbb, ab, b, aaabaaabbbb, ababb, abbaabaaabba, abbb, abbbabbbbbba, babba, abbbabbbbab, abbbabbbbaa, babbaaa, abbbabbba, ba]","[abbbabab, babbba, a, bab, abababb, abbaabaaabaa, abbbabbbbababa, babbaaaba, aaabaaabaaaba, abbbabbbbbbababa, abab, abbbabbbbaababa, bbbaba, abbbaba, babbbbb, babbabb, ababbb, abbbab, abbbabbababa, babbab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*)b)*|((a|b)(a*)ba*),"[bb, bbabbab, ab, aaabaaabab, bbbaabbb, abbaabab, baabaaabbb, abbb, ababaab, bbbb, abab, bbab]","[abb, a, b, bbb, abbba, abbaaba, baabaaabbbb, bbabba, bbbbb, bbabb, bbbaabb, aaabaaababa, ababaa, ababa]"
(a|baa)*,(a)*|(b)(a)(a)*,"[aaa, a, baa]","[bba, ab, bab, b, bbb, aaabaaba, abbb, baab]"
(a|(b*bb))*,(b*b)|(a*),"[aaa, a, b, bbb]","[ab, bbba, bab, baa, aaabaaba, abbb]"
(0*10*10*)*|0*,0*1(0*1+0*)*,"[001000100, 110, 001000111, 1, 111, 101]","[, 0, 001000, 10]"
(a|(b*bb))*,a*(b+a)*(bb+bbb)*(b+a)*,"[bbbbaba, a, bbbabba, bbaba, aababa, bbbbbbba, bbbbbaba]","[b, baa, aabab, bbabaa, bbbbab, bbaabb, bbbbaa, bbbaa, bbbabb, bbbbbaa, bbbbbab, bbbbbbbaa, bbaaaaba]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*),"[baaaaa, babbbb, baaa, babb, abaa, abbb]","[bba, baaaa, a, babbb, b, bab, baa, bbb, abaaa, aaaaba, abbbb, aabb]"
(a|(b*bb))*,(a|b)*b*b|bb*(a|b)*,"[b, baa, bbb, abaab, aaabab, abbbab]","[, a, aaaba, abbbaba, abaa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*,"[0, 00010, 01010, 111101, 0100, 100101, 010]","[000101, 1, 0101, 1111010, 10010, 01111, 01001, 0110010]"
(a|(b*bb))*,(a+b|b)*,"[b, abaaabbb]","[a, abaaabbba]"
(0*10*10*)*|0*,(0|1)*1,"[1, 1001, 00101, 11101]","[0, 100, 111010, 0010]"
(a|(b*bb))*,b*(ba+ab)*b*(a)*,"[aaa, bbba, a, b, baabbaab, baabbbaa, baaaabaa, baabbbbba]","[ab, bab, aaabaaba, baaaabaab, baabbbab, abbb, baabbbaab, baabbbbbab, bbbab, baabbaba, baabbabb, baabab, baabbaabab]"
b*a*,(b*a+)*,"[a, aaba, bbbaba, baa]","[bbbab, b, aabab, baab]"
(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,"[aaa, a, aaba, bbabbaa]","[aa, b, aab, bbabbaaa]"
(a|baa)*,a*|a*b*aa,"[bbbaa, a, aabaa]","[baaabb, baabb, baba, babb, bbba, aabaaaaaba, b, baaba]"
(a*ba*b)*a*ba*,a*b(ab*b|a)*,"[b, aabaaa, aababb]","[aa, a, bbaaba, bbbb]"
0*10*(10*10*)*,((1?|11?)|111?)|0*,"[000, 0, 111, 1]","[01, 101, 00010010, 1101, 0111, 1100, 11100, 11111, 11110, 11101]"
(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,"[aaaaaabbbbaaa, bbaaa, aaaabbaaa, aaabbabbaaa, abbaaa]","[abb, bb, aba, a, b, aaaaaabaaa, aaaba, aaaaaababb, aaaabbb, aaaab, aaabbabb, aaabbaba, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"[01001010101110, 01010010101011, 0001000010000, 0001000010011, 0100101000100, 010010111010101, 0101011, 010111011, 010100100010, 010100101110, 01010011010101, 0, 01001010110, 1, 0100101, 010101, 101, 01001010111, 10011, 010010101, 111011, 01101011, 010100111]","[000100001, 010100101, 01, 01010010001001, 10101001, 0100101110, 01010010111001, 1110, 01001, 0101110, 01010101001, 011, 100, 01001010, 01001010101, 0101001110101, 01001010001001, 0100101010111010101, 010100110]"
(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"[bba, baaaaa, a, bab, bbabaaa, bbaaaba, b, bbaaaaa, bbb, baaaabbaa, baaaabaaa, baaabaa, babaa, bbbbbaa, bbbaaaa, bbbaabb, baaabbaaa, babbbaa, babbaaa, baaabbbaa]","[baaabb, bbaaaaab, baaaba, bbaaabab, abbb, aaaa, bbbb, bbab, baba, babb, bbbaaaab, bbbaabbb, baaaaaab, baaaab]"
(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"[bababbab, babababbabaaabbb, babb, bbabb, b, bbb, babab, babababbb, aabaaabaaabaabb, bababbb]","[bba, bbba, a, bababbba, bab, aabaaabaaabaa, babababbba, bababba, babababbabaaabbba, bababab]"
(a|baa)*,(b|a)*baaa*,"[babbaa, aababaaaabaa, baabbbaa, bbaa, baabaa]","[bb, babb, a, b, baab, aababaaaaba, baabbb]"
(0*10*10*)*|0*,0*11*,"[1, 00111]","[110, 0, 00100010, 1011]"
(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,"[babaaa, a, baabaaaaabaaa, baaabaaa, bbabaaaaabaaa, baaaabaaa, baaaabbbaaa, bbaaabaaa, bbabbaaa, bbbaaa, bbaaabbbaaa, baabbaaa, baaabbaaa, bbaabbaaa, bbaabaaa]","[baaabb, baaaba, bbaaabbb, bab, b, bbb, baabaaaaaba, abbb, bbaaab, aaaa, bbaabb, bbabaaaaaba, baabb, bbaaba, bbabb, baaaabbb, baaaab]"
a(a|b)a(a|b)*,a(a|b)(a+b)*,"[aaaaabab, aaab, abaaabab, abab]","[bb, a, b, ababb, abaaaba, aaabb, abbbb, aabaa, aaaaaba, ba]"
(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"[baaaa, bbbaa, b, baa, baab]","[abb, baaa, babb, a, bbbaba, baaba, aaaba]"
