Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[aabaaaaaaa, bbaaaabbaaaabbaaaaaa, bbaaaabbaaabbbaaaaaa, aaaaaabaaaabbaaaaaaa, aaaaaaaaabaaaaaa, bbabaaaaaa, bbbbaaaaaa, aaaaaabaaaaabaaaaaaa, aaaaaaaabaaaaaaa, aaaaaaababaaaaaa, aaabbaaaaaaa, bbaaaaaaabaaaaaa, bbaaaaaabbaaaaaa, aaabaaaaaa, bbaaaaababaaaaaa, bbaaaaabbbaaaaaa, bbaaaabbaaabaaaaaa, aaaaaabaaaabaaaaaa, aaaaaaaaa, bbaaaabbaaaaa, bbaaaabbaabbaaaaaa, bbaaaaaaaa, bbaaaaaaa, aaaaaaabbaaaaaaa, bbabbbaaaaaa, aaaaaaaaaa, aaaaaabaaaaaa, aaaaaabaaabaaaaaaa]","[aab, aaaba, aaabb, bbaaaaaaaaabaaaa, bbaaaabbaaabb, bbaaaabbaaaba, bbaaaaaabb, bbaaaaabbb, bbaaaabbaabb, bbaaaabbaaaaabaaaa, aaaaaabaaaaaabaaaa, aaaaaaabba, aaaaaabaaaabb, aaaaaabaaaaba, a, b, bbb, aaaaaaaaba, aaaaaaaab, bbaaaabbaaaab, bbaaaaaaab, bbaaaaabab, aaaaaaaaabaaaa, bbaaaaaab, bbaaaaaaabaaaa, bbabb, bbaba, aaaaaaaaaaabaaaa, aaaaaaabab, aaaaaabaaaba, aaaaaaaaab, aaaaaabaaaaab]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[a, bbabb, bbbba, aabbaaabbbb]","[bbabbab, babb, bbaaabaa, b, aabaaaba, bbabbaa, bbbbab, bbabbbba, bbabab, bbab]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,"[110, 0, 0011, 1111]","[111, 1, 100010, 1101, 1011, 00111]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),[baabaab],"[abb, baabba, bba, a, bab, b, bbb, aaaba, baababb, baababa, baaaa, baaab, baabaa, baabbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[11010, 01101, 00001, 00100, 00111, 100, 111, 1, 01011, 00010, 0100, 0111, 10110]","[000101, 000100, 000111, 000110, 001001, 001111, 00101, 00110, 01001, 01111, 110, 0, 101, 000000010, 0101, 0110, 10001, 11101, 0000101, 0000011, 0000110, 0000100, 0000111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[0001000, 1011101, 0, 1, 111001, 1000101, 101001, 1111101, 1100101, 010]","[01, 010111, 0101, 000100010010, 0110, 100010, 10111010, 0111, 11100, 110010, 10100, 11111010]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[a, bbbabbbbb, bbbaabbbbbaabb, bbabbbbbaabbbbbaabb, bbbbbabbbbb, bbabbbbbaabbbaabb, bbbbbb, bbbbaa, bbabbbbbbbabbbbb, bbbaa, bbabbbbbaabb, bbbaabbbbaa, bbbaabbbbbb, bbabbbbbabb, aabbabbbbabbbbb, bbabbbbbaaaabbbaaa, bbbbabbbbb]","[bbabbbbbaabbbabb, bbbbaabbb, bbabaa, bbabab, bbbab, babb, bbaab, bbaaa, bbbaabbbbaabbb, bbabbbbbbba, bbbaabbbbab, bbabbab, bbabbbbbaabbbaab, bbabbbbbabbbbbaabbb, b, bbabbaa, bbabbbbbaba, bbabbbbbaabbbaaabbb, bbabbbab, bbbbab, bbabbbaa, bbabbbbbaabbbbb, bbabbbbaa, bbbbb, bbabbbbab, bbbbba, bbbba, aabaaaba, bbbbbbaabbb, bbbaabbb, bbbaabbbbba, bbabbbbbaab, bbabbbbbaaaaba, bbbaabbbbbbb, bbabbbbbaabbaa, bbabbbbbaabbab, bbabbbbbaabbbaba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11]","[0, 1, 11111, 00000]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[baa, aaaabaabbbaab, bbbaab]","[ab, bbba, a, bab, b, aaaabaabbbabaaba, aabaababbb, baabab]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[babaab, baba, abbaba, abba, baabab, abab]","[bab, abbab, baabaaa, abbb, aabb, baabaab, baabb, babb, baaba, abbaab, abbaaa, baabbb, bba, baabba, abb, aba, a, b, bbb, abbba, ababb, abbbb, abbabab, abaa, baababa, baaa, aaaaba, babab, abbabb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[100011, 1011, 01101, 00001, 00100, 00111, 111, 1, 01011, 00010, 1101, 0100, 0111, 10000, 10011, 100101, 10101]","[000111, 000110, 001001, 100000, 00101, 01111, 110, 000000010, 0101, 1111, 100111, 10010, 10111, 0000011, 0000110, 0000111, 000101, 000100, 001111, 100010, 1000111, 1010, 00110, 01001, 0, 0110, 100001, 0000101, 0000100]"
(a|baa)*,"a?ba{2,}","[baa, abaaaa]","[bb, a, b, ababb, abaab, abbb, aabb, abba, aaaaba, abaabb, ababa, abaaaaba, ba]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[baabbbab, aabaaaabab, bbbaab, baabaab]","[babbb, bbba, a, b, babaaba, aabaaaaba, baabbbaba, baabaa]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[bbbabaaaaabaaa, bbbabbaaa, aaaaaabaaa, aaaaabaaa, aaabaaa, bbbaabbaaa, aaaaabbaaa, aaaaaabbbaaa, bbbaaabbbaaa, bbbbaaa, bbbaabaaa, aaaabbaaa, bbbaaabaaa, aaaabaaaaabaaa]","[a, b, aaaaaabbb, aaaaaab, aaaaabb, aaaaaba, aaaabb, aaab, aaaabaaaaaba, bbbabaaaaaba, bbbb, bbbaaabbb, bbbaaba, bbbaabb, bbbabb, bbbaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[111101, 11001, 100101, 0010001110, 010]","[001000111, 0, 01, 1, 1111010, 1100, 10010]"
(0|10*1)*,(0*10*1)*|0*,"[0, 1111, 11011, 00100111, 11000101]","[1, 1100010, 1101, 110111, 11111, 0010011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[11, 0, 1, 00010, 101000111, 0100, 0111010]","[011101, 110, 000101, 1010001110, 01001]"
(a|baa)*,(b(aa)+a*)*,"[baaaabaa, baabaa]","[abb, baabba, bb, a, b, aaaba, baaaababa, baababb, baab, baabbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[1, 1101, 0001, 1000, 1011, 1110, 11111, 0010, 010]","[000101, 000100, 000111, 000011, 000110, 111111, 00101, 1010, 00110, 00100, 00111, 011, 0, 0101, 1001, 1100, 00000010, 11100, 11011, 11110, 10001, 10111, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[11010, 101001, 1000, 01101, 00001, 00100, 00111, 111, 1, 01011, 00010, 0100, 0111, 10011, 10110, 10101]","[000111, 000110, 001001, 101010, 101011, 00101, 01111, 110, 1010011, 000000010, 0101, 101101, 10111, 11101, 0000011, 0000110, 0000111, 000101, 000100, 001111, 101000, 00110, 01001, 0, 0110, 1001, 10001, 0000101, 0000100]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[bbaabaab, abaabaab]","[abaababa, bbaabaa, abbb, bbaaab, aabb, abba, bbaaaa, bbab, babb, bbba, abaabaa, bbaabbb, a, baaaba, b, bbaabba, bbbb, abab, aaaaba, abaaaa, abaaab, abaabbb, abaabba, bbaababa, abaababb, bbaababb]"
0(0|1)*0,0(0|0)*0,[0000],"[011, 11, 0, 001, 1, 000010010, 00111, 010, 10]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[bbaaa, bbbaaa, aabbaaa, aaaaaaa, abbbaaa, abaaaaa]","[bba, a, b, bab, baa, bbb, aaaba, ababb, abbba, aabba, aaaaab, aaaaba, abaabb, abaaab, aaaaaaabaa, abaaaaabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,"[0, 010]","[11, 011, 01, 1, 0101, 0011, 000010, 10]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 100, 1, 1011, 1110, 11111, 010]","[0000010, 00101, 1000, 1010, 00011, 00110, 00100, 00111, 0, 0101, 0110, 1101, 0100, 0111, 1001, 1100, 1111, 10111, 11101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),"[111101, 11001, 100101, 0010001110, 010]","[001000111, 0, 01, 1, 1111010, 1100, 10010]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,"[babb, babbaabb, bbbbabbb, b, bbb, bababbbbb, aabaaabaaabbabbb, bbabbb]","[bababbab, bba, bababbbb, a, babababb, bab, bbbba, aabaaabaaabaaaba, bbbbab, babbaabbbab]"
0*(10*1)*0*,0*(10*1)*,"[11, 0, 1111, 00100111, 11101]","[1, 1100010, 1110, 11011, 11110, 0010011]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[11, 011, 110, 0, 101, 1000111, 0110, 1111, 101101, 00011, 01111, 10111]","[000111, 100011, 101111, 1110, 01101, 0100010, 111, 1, 01011, 1101, 0111, 10110, 10101, 10100]"
(a|baa)*,a*|a*baa+,"[a, aabaaaa]","[baba, bba, babb, b, bbb, aabaaaabaaba, baab, baabbb]"
(a|baa)*,(baaa*)*,"[baaaabaa, baabaa]","[abb, baabba, bb, a, b, aaaba, baaaababa, baababb, baab, baabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"[111101, 11001, 100101, 0010001110, 010]","[001000111, 0, 01, 1, 1111010, 1100, 10010]"
0*10*(10*10*)*,0*(11)*0*1(11)*0*(11)*0*|0*1(11)*0*(11)*0*(11)*0*|0*(11)*0*(11)*0*1(11)*0*|0*1(11)*0*1(11)*0*1(11)*0*,"[10101110, 1100010, 101111, 110111, 111101, 1011, 1110, 1010111, 1011101, 111, 1, 1011011, 00100010001000, 1101, 10101, 10110001111]","[101010111, 101011101, 101110, 110110, 0010001000100010010, 10110101, 10110111, 110001010, 0, 1011000100, 1010110, 101, 1011010, 10111110, 1010101, 1111, 111010, 101101, 11011, 10111]"
0*10*(10*10*)*,10*(10*10*)*,"[1, 10011, 1100111, 1110]","[011, 0, 00010, 110011, 100111, 11101]"
(a|b)(a|b)+aaa+,(ab){2}(ab)*aaaa*,"[ababaaaaa, abababaaa]","[bb, a, abababa, b, abababb, abaaa, abaab, ababaaba, abbb, aaaa, abba, aabb, ababaaab, ababaabb, ababaaaaabb, ababaaaaaba, ababba, ababbb, ababab, ba]"
(a*ba*b)*a*ba*,(a*)(bb)*(b),"[bbbbb, b, aabbb]","[babb, bbba, a, aabaaaba, bbbb, bbaa, bbab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*a)?,"[aaabaaba, baababba]","[aaabaabbaa, a, b, baababbbbb]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b,"[bb, ab, aaab, baab]","[aba, a, b, bbb, aaabaaa, baabbbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100),"[01, 100, 1, 1110, 11111]","[111111, 1000, 1011, 1010, 0, 0101, 0011, 0110, 1101, 0100, 0111, 1001, 1100, 11100, 11110, 11101, 000010]"
(0|1)(0|1)*,(0|1)(0|1),"[00, 11]","[0, 1, 11111, 00000]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011),"[000001, 000100, 000111, 001101, 1000, 1011, 01101, 00100, 00111, 010011, 111, 1, 010101, 01000, 01011, 0111, 10011, 11001, 10101, 001011, 000010]","[000110, 001001, 00000101, 00000100, 00101, 01111, 110, 010010, 010111, 01010, 1111, 10111, 0000110, 0000111, 0001001, 000101, 001111, 00000111, 00000011, 00000110, 1010, 00110, 010000, 0, 010001, 0100111, 0110, 1001, 10001, 0000101, 0000000010, 0000100, 0001111]"
(a|baa)*,a*((b)(aa))*,"[a, aabaabaa]","[baaabb, baabba, bb, aabaaaaaba, b, baababb, baababa, baabbb]"
0*10*(10*10*)*,(0*1(11)*0*),"[111, 1, 11111, 1110, 001000]","[0, 101, 00100010010, 1101, 1100, 1111, 11110, 10111, 11101]"
(a|b)*baa(a|b)*b,(b|a)*baab*(b|a)b,"[baaabaabaaab, baaabaabaabbaaab, baaabaabaabbababbaaab, baaabaabaabbbbab, baaabbaaab, baaabaabab, baaaabbbaaab, baaabaabaabbabbbaaab, aababaaaaabaaab, baaabaabaabbabbaaab]","[baaabaabaabbaa, baaabb, a, b, baaabaababaa, baaabaabaabbabbb, baaabaabaabbbba, baaabaabaabbababb, baaaabbb, baaabaabaabbabba, baaabaabaaa, aababaaaaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(10*1)*,"[11, 00010, 0000, 0110, 1111, 100111, 11101]","[000, 0, 011010010, 1, 1101, 1100, 0001, 10011, 11111, 1110, 00111, 00001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"[11, 0, 1, 00010, 101000111, 0100, 0111010]","[011101, 110, 000101, 1010001110, 01001]"
(a*ba*b)*a*ba*,a*(bb)*b,"[bbbbb, b, aabbb]","[bba, babb, bbba, a, aabaaaba, bbbb, bbaa, bbab]"
(0*10*10*)*|0*,0*|(0*(11)*)*|(10*1)*|(0*(11)*)*,"[11, 011, 110, 0, 101, 1000111, 0110, 101101, 00011, 01111, 10111, 11101]","[0001110, 11010, 100011, 101111, 1110, 0100010, 011010, 111, 1, 01011, 0111, 10110, 10101, 10100]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"[111001, 1001101, 10000111, 1111101, 011, 0, 1001, 1111, 101101, 100111, 101010101010, 11000, 11110, 10111, 11101, 0001111]","[10101000, 101010111, 01, 10101001, 1001111, 1100010, 101010110, 101111, 01011, 01110, 10110, 11100, 101010100, 1000011, 101000, 101001, 111101, 100110, 1110, 01101, 01100, 1, 011110, 10101010110, 10101010111, 1101, 0110, 0111, 100100, 11111, 100101, 11011, 111110, 111011, 000100010]"
(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"[bbaaa, aaaaa]","[a, bbaaabbb, aaba, bbabb, b, aaaba, aaaaba, aaaaaaaa, bbaabb, bbbb]"
