Regex,Attempt Regex,Positive Strings,Negative Strings
a(a|b)a(a|b)*,a(a|b)b(a+b)*,"[abbab, aabab, aabaaabab, abbaaabab]","[bb, a, b, ababb, aaaaa, aabba, abbbb, abbaba, abbaaaba, aabaaaba, aababb, aababa, abbabb, ba]"
001|1010|110,(1|0)(001|10101|110)*,"[0, 100110101, 1, 1001110001, 1001110110, 1001001, 0110, 0001110001, 1110, 0001110110, 000110101, 0001001]","[01, 000011, 1001011, 10011000, 00011111, 00011011, 00011110, 10000010, 10011111, 00000010, 1001010, 0001011, 11, 0001010, 100011, 10011010, 10011011, 10011110, 00011010, 00011001, 00011100, 00011000, 10011001, 10011100, 00011101, 10011101]"
001|1010|110,(0|1)*0101(0|1)*,"[010100, 010111, 01001110101, 0100110101, 110001000101]","[0, 1, 0100111, 110001000, 01001101, 010]"
a+b,(a*)ba,[aaba],"[baabb, baba, bba, babb, a, b, bbb, aabaaaaba]"
(a*ba*b)*a*ba*,(a)*b(a)*b,"[bb, aabaab]","[bbba, a, bbabb, b, bbb, aabaabaaaba, bbbb]"
0+1*,1,[1],"[011, 110, 0, 100, 111, 101, 00010]"
(0*10*10*)*|0*,0*10*11,"[111, 0010011]","[11, 0, 1, 00100100010, 11100, 11111, 11011, 11110, 11101]"
(0|1)(0|1)|(0|1)(0|1)(0|1),-1,[-1],"[00, 0, 11, -100, -111, 1, -000, -011, -]"
001|1010|110,[001]|[10101]|[110],"[0, 1]","[011, 110, 111, 0011, 100010, 1011, 000010, 010]"
001|1010|110,11010110,[11010110],"[1101011001, 1101011000, 1101011011, 1101011010, 1101000, 110110, 110111, 1110, 011, 0, 100, 1, 101, 00010, 1111, 11001, 110101110, 11000, 110101111, 1101001, 11010100, 11010101]"
0*10*(10*10*)*,0*(10*1),"[11, 001001]","[0, 111, 1, 00100100010, 1111, 1110, 11011]"
a+b,ba+,[baaa],"[abb, bba, baaaba, babb, a, bab, b, bbb, aaaba]"
(a|b)*baa(a|b)*b,a(a*)b,"[ab, aaab]","[abb, bb, a, b, aaabaaaba, ababb, abbb, abba, ba]"
a(a|b)a(a|b)*,abba,[abba],"[bb, a, b, abbba, abbbb, abbaaa, abbabb, abaa, aaaa, aabb, ba, abab]"
001|1010|110,(0|1)*0101(0|1),"[01010001010, 1100010001010, 01011101010, 010111101010, 01001101010, 0101001010, 010011101010, 0101011, 0101010, 01011001010, 0101101010]","[0101100, 0101111, 0101001, 0101110, 0101000, 110001000, 01001101, 0, 1, 010101, 0100111, 0101101, 010100, 0101010010, 0101011010]"
(a*ba*b)*a*ba*,(bb)+,[bbbb],"[abb, bba, bbba, a, bab, bbbba, b, baa, bbb, aaaba, bbaa, bbab]"
0*10*(10*10*)*,0*|1(1)0*,"[000, 110, 0]","[01, 100, 111, 1, 101, 00010010, 1101, 0111]"
b*a*,a(a*)b,"[ab, aaab]","[abb, bb, a, b, aaabaaaba, ababb, abbb, abba, ba]"
(ab|ba)*,(a+a(b+aa)*b)*a(b+aa)*a,"[aaabaababaabaaa, aaabaabbaababaaa, aaabaababaabbbaaa, aaababaaa, aaabaababbaaa, abaaa, aaaaabaababaaa, aaabbaababaaa, aaabaabbaabbbbaababaaa]","[aaabaababaababb, aaabaababaabbba, bb, aaabaababaababa, aaabaababb, ab, a, aaaaabaababaaaaaaba, aaabaababaaaabb, b, aaabaabbaabbbbaba, aaabaababaaabb, aaabaababaaaba, aaabb, aaabaabbaabbabb, aaab, aaabaabbaaaa, aaabaabbaaba, aaabaabbaaab, ba]"
b*a*,(b|a)*(baa)+(a|b)*b+,"[bbaab, baabbbab, aababaaaabab, baabaab]","[bb, a, b, baabbbaba, aababaaaaba, baabaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*1)|(1(1|0)*0),"[011101, 110, 000101, 1010001110, 01001]","[11, 0, 1, 00010, 101000111, 0100, 0111010]"
(a|baa)*,a*b(a*ba*b)*a,"[baabba, babba, bbba, bababa, bbaba, aabbba, baaaababa]","[baabb, baba, bba, babb, a, b, bbb, baaaaba, aabb, baab]"
0*10*(10*10*)*,0*,"[00, 0]","[111, 1, 0010010]"
a+b,(a*b)*a,"[a, aaba, aabbba, abba, abaaaaba]","[abb, b, aab, aabbb, abaaaabaa]"
001|1010|110,((0|01)(1|10)),"[0110, 010]","[11, 01101, 01001, 01100, 01111, 0, 1, 01000, 01011, 01110, 01010, 0011, 000010, 10]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1))+((0|1)(0|1)(0|1)),"[1111111, 0000000]","[0, 11111111, 1, 000000, 111111, 00000000]"
0*10*(10*10*)*,(0*10*10*10*10*)*,"[0111111111111, 00010010010010010111, 1111, 01111, 10111]","[011, 11, 0, 0111111111, 01, 1, 00010010010010010, 10]"
001|1010|110,(1|0)(001|1010|110)*,"[0, 1, 1001001, 0110, 1110, 00011010110, 00011010001, 10011010110, 0001001, 10011010001]","[0001011, 100110101111, 11, 0001010, 01, 000011, 100110101110, 1001011, 100011, 10011000, 10011011, 000110100, 100110100, 000110101110, 000110101111, 00011001, 0001101011011, 00011000, 00011011, 10000010, 10011001, 00000010, 1001010, 1001101011011]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*b,"[babbb, aabaaababb, bbabb, bbbabbb, babbbbb, bbaabb, bbbb]","[babbbb, bba, bbba, a, bab, bbbba, b, aabaaaba, bbaa, bbab]"
(a|baa)*,abb*,[abbb],"[bb, a, b, abbba, aaaaba, abaa, aabb, abab, ba]"
(a*ba*b)*a*ba*,a*b(a|(ba*b))b,"[aabab, bbaabb, bbbb]","[baabb, babba, babaa, babbb, bbbbb, a, bbaaba, b, bbb, babab, aabaaaaba]"
(a|b)*baa(a|b)*b,(a)*(baa)*((a)*(baa)*)*,"[a, aabaaa, baabaa]","[baba, babb, b, aabaaaba, baabbaaba, baabbbb]"
(a|b)*baa(a|b)*b,a+|b*a*,"[a, bbaaa, b]","[ab, bbaaabaaba, abbb]"
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*1),"[1111, 1101111011, 1100010010001111, 11011, 1101111, 00100111, 11101, 11011011]","[1101110, 110111, 1110, 0010011, 11110111, 0, 1, 1101101011, 110110111, 1101, 110001001000100010, 1101101, 11011111, 11011110]"
