Regex,Attempt Regex,Positive Strings,Negative Strings
0*10*(10*10*)*,(1(11)*)|0*,"[, 00, 11111, 1]","[2, A, a]"
(ab|ba)*,(aa+ab+bb+ba)*,"[, aaaabbbbaaaabbbba, aaabbbba]","[aaababbbba, aAabbbba, aaabbBbbba, aaAbbbba, aaaBbbba, Aaabbbba, aaabbbBa, aaabbbbA, aaabbBba]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[aa, bbba, babbbaabb]","[abaa, A, Ba, bA, 0, Bb, bB]"
b*a*,(a+|a*b*),"[, aabb]","[c, B, A, 0, a+, bab]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,"[aabaabab, aabba, aabaab]","[aaaababaab, aAaba, aaBa, Aaba, aAbaabaab, aba, aabaAab, aabaaBabaab]"
0*10*(10*10*)*,0*(11)*0*1*,"[0011110011, 110, 1]",[110110]
(a*ba*b)*a*ba*,(a|ba+a)*,"[, abaa]","[0, baaBaa, baaAa, babaa]"
a+b,(ab)*,"[, abab]","[ab*, aB, Ab]"
0*10*(10*10*)*,(0|(1(11))*)+,[1110],"[a, 1, A]"
(a|baa)*,(a)*((b)+(aaa)+)*,"[, aabaaabaaa, a]","[bAaa, A, baAa, baaA, Baaa]"
a+b,(ab)+,[ab],"[ab+, aB, Ab, ]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,"[, ababbaababba, bbbba, bbbb]","[bbb0bbbbbba, bbbbBabbbba, bbaBbbbbbb, bbbbAbbbb, bbbcbbbb]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[, 0111, 000, 011, 01]","[A, 1, a]"
b*a*,(a+(a*))|((a*)+(b*)),"[, bb]","[aa*, c, B, A, 0, aA, a+, bab]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[abb, aab, baaaa, baaaaa]","[baaa, 0, baaaAaaaaaa, baaAa, Baaaa, aaaa, baAaaaaa, b, Ab, aB, A]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[, abababbbababa, babaabbaabbaabab]","[aBba, abBa, abbA, aB, Ab, Abba, abbbabaabbabaab]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[bbaaa, abaaaa, ababbababbaaaa]","[Baaaa, aBaaa, aa, bAaaa, aaA, bbabaaa, ab*aaa, baaAa, Abaaa]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[bba, bab, bbaa]","[bbBb, b, Abb, bbA, Bbb, babab, bAb]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[babb, bbbbbaa, b, aa, baabbb]","[bb*, 0, Bbb, bAbbb, c, bAbb, B, A, bA, Bb, bB, bBb]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aab, a, bb]","[0, a0, c, B, aB, ac, A, , aAa, aaA]"
(0*10*10*)*|0*,0?0|111*,"[11, 00, 111, 1111]","[000, A, a, 1]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[aabaaa, aaaaa, bbaaaa]","[caaaa, aaAaaaaa, a0aaaaaa, 0aaaa, Baaaa, acaaa, aaaa, aBaaaa, Aaaaa, aaaAa, aaaaA]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[bbaa, aabb]","[c, B, A, 0, aba, bab]"
(ab|ba)*,(ab)*(ba)*|abbba,"[abbba, , ababbaba]","[aBbba, 0, Abbba, abbBa, abbbA, Ab, aB, a, A, Ba, bA, baabba, abBba]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[aabbaa, b]","[aBbb, B, Ab, bA, ab0b, aBb, baba, Abb]"
(a|(b*bb))*,(a|b)(a|bb)*,"[babb, abba, a]","[c, B, ab, A, 0, a0, aA, abB, aBb]"
(a|(b*bb))*,(bb*)*,"[, b]","[bb**, B, bB, b*]"
(a|(b*bb))*,b*|(a*b*),"[aabb, a]","[c, B, A, 0, b*]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[bababaa, aabaab, b]","[bAab, Ab, baAb, baBb, bA, bb, Bab, baB]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[baa, aabab]","[baaa, ba, Abaa, b00, bAA, bBB, Baa, bac]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,"[bab, babaaab, abbaab]","[bAab, baAb, Bbab, Abab, cbab, Bab, baB, ba0bab]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[abab, aabbbbab, a]","[aB, Bb, abB, Aab, abbbab]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[bbb, baa, aabbbbbabab]","[baBbb, babbbbbb, bb*, bbBab, babbB, babBb, Ab, B, bA, bBb, bAb]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[bba, baaa, a, ba, bbaaaa, baaaaa]","[0, baaaA, bAAA, b, A, Ba, bA, Baaa, aaa, baa]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[11, 00, 1010110, 010, 101]","[2, A, a]"
b*a*,a*|b*|(ba)*,"[baba, aa, bb]","[c, B, A, bA, 0, Ba]"
(a|baa)*,((b)(a)(a)*(a*))*,"[, baba]","[bA, Ba, baA]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[ba, abb, bbaa]","[b, A, 0, aA, Aa, aAa, aBa, ababa]"
(a|baa)*,(a|b)*baaa*,"[baa, babaaaa, abbaa]","[baaA, 0baa, cbaa, Bbaa, , Abaa, bAa, baaBaa, baA]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[, 1010110, 010101]","[010101a010, 101A010010, 10101]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,[bba],"[A, ba, 0bba, bBa, bbAbba, Bba, bAba]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[bab, bababb]","[abab, Ab, bB, Bb, bBBbb, Abb, Bbb, a*b?, bAb]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[baabaab, bbbbaab, a]","[bBbaab, 0, Bbaab, bbAab, b, A, bAbaab, bbaAb, bbaaB, bBaab]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[bbb, bbbbba, babbbaab, a]","[0, Bbba, bbAb, bAbba, bbBbb, bBba, b, A, bA, bbbBb, bbB]"
0(0|1)*0,0*0*|1*0*,"[1100, 1]","[2, a, A, 0*]"
0*10*(10*10*)*,(0*10*10*10*)*,"[, 111, 0101010, 111111]",[]
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[, aabaa, b]","[A, bB, Bb]"
0(0|1)*0,0*,"[00, ]",[0*]
(a|(b*bb))*,(bb|a)*b*,"[, aa, bbab]","[c, A, 0, Bb, bB]"
(a|baa)*,a|(b|aa*),"[aa, aaa, b]","[c, B, A, 0, aA]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[, ababbb, bbbbabab]","[Ab, bbabbbab, aB, a+b*ab, Bb, bB]"
0*10*(10*10*)*,0*1+0*1*0*,"[0011001100, 1]","[, 0*1, 101010, 11*, 10*, 1+]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,[],"[bbb*?, B, bbbbbb, b?, aAb, bBb, bbB, Aab]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[aaabbb, abaa, bb]","[ab*, 0, Ab, aB, A, a, Aa, bB, aA, Bb]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[baa, , aa, baaabaa, a]","[b, A, 0, Abaa, bAa, baA, Baa]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[, aabaa]","[B, A, baba, bbBbb]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,[],"[b*b, bb*, B, a, 0, , Bb, bB, bBb]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[aabaabbbbaabb, b]","[B, bbBb, Ab, bA, bbbabbab, bBb]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaabbaabbbaaabbabbaaabbabba, abbba]","[abaaabbabba, abbaaBbaaabbabba, abbaAabbabba, abbaaabbaBba, abbaaabbAbba, abBaabba, abbaaAbbabba, abbA, abbaAbbaaabbabba, Abba, abbaaaBbabba, abbaabbA, abbaabBa, abbaaabBabba, abbaaabbabbaabbaaabbabba, abbaaabbabbA, aBbaabba, abbaaabbabBa]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[aabab, ab]","[b, A, 0, aaB, aAb]"
(a|(b*bb))*,a*b*a*,"[, bb, aabaa]","[B, A, a*, bab, b*]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[aab, aaab, a, bb, ababba]","[aAba, 0, Aba, Bba, Ab, aB, b, A, aa, Bb, aAb, abA, aBa]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[0, 1001, 110011, 0110, 1]","[2, 01, a, A, 10, 01010, 10101]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[baaba, abaaa, abbabaab]","[ababAbaba, abaBaba, abacaba, ab, Aaba, aba0aba]"
(a|baa)*,((a)*|(b))(a)(a)*,"[baa, baaa, a]","[a*a, 0a, Ba, Aa, aA, aAa, ca]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[, aabbbaabbbbaabbaa]","[bBaabb, B, baAbb, A, baabbBbb, bAabb, baaBb, babaabba, a*baabb, b*]"
(a|(b*bb))*,b*b,"[bbb, bb, b]","[B, Bb]"
(a|(b*bb))*,b*bb*,[b],"[bb*, , Bb, bB, bBb]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[, baaaa, aa, b]","[c, B, A, 0, baaBaa, bAa, baBa, baA]"
a(a|b)a(a|b)*,aa+ba,"[aaba, aaaba]","[aAba, aabA, aaBa, Aaba, aba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,[010],"[, 1A]"
(a|baa)*,(a*(baa*)),"[ba, aabaaa, aba]","[Ba, bA, Aba, baA]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,"[, aabbaa]","[aa*, bb*, A, a, 0, Bb, aA, Aa, bB]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[, 1100, 001]",[11101110]
(a|baa)*,a*b*aaa*,"[aa, aabaaaa, bbaa]","[aaAaa, Baa, babaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01)0*(10))*|(0*1*0*)),"[0, 01100110, 01010, 100, 0011]","[1010, 2, a, A]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)*,"[bbbabb, aabaabbbbaa, b, ]","[0, bbbbbA, bbbaba, Bbb, babbabba, A, a, bA, Abbb, bBb, bbbBb, bbB]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*)b)*|((a|b)(a*)ba*),"[abaa, abbb, , baaba, aaba]","[0, aB, Ab, b, A, Bb, aAb, abA]"
(a|baa)*,(a)*|(b)(a)(a)*,"[ba, , baa, aa, baaa]","[b, A, 0, Ba, bA, baA]"
(a|(b*bb))*,(b*b)|(a*),"[bbb, , aa, b]","[c, B, A, 0, Bb]"
(0*10*10*)*|0*,0*1(0*1+0*)*,"[01010, 1101, 001]",[1A]
(a|(b*bb))*,a*(b+a)*(bb+bbb)*(b+a)*,"[, aabababbbbbb, a]","[bbbbbBbbbbba, A, Ba, Bbbbb, bA, a*, b+a*, bBbbb]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*),"[abbbab, ab, baaaba]","[baaB, baAb, ab0, abaA, abbB, abAa, abBb, abBa, abbA, , aba, abA]"
(a|(b*bb))*,(a|b)*b*b|bb*(a|b)*,"[baba, abab]","[B, a, 0, Bb, bBb, bAb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*,"[00, 010, 101001101, 101]","[A, 1, a, 10, 11A01]"
(a|(b*bb))*,(a+b|b)*,"[, abb]","[Ab, B, a, aBb, ab0]"
(0*10*10*)*|0*,(0|1)*1,"[011, 1]","[21, a1, A1]"
(a|(b*bb))*,b*(ba+ab)*b*(a)*,"[aa, baab, bbbaaabbaabbb]","[bAab, B, baAb, baaB, A, Baab, baabbbaab]"
b*a*,(b*a+)*,"[, aba]","[A, Ba]"
(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,"[aaaaa, bbaababb, a]","[aaaB, aBaa, A, aaBaaa, Ba, aa, aAa, aaA]"
(a|baa)*,a*|a*b*aa,"[, baa, aabbaa, a]","[b, A, 0, Aa, aA, Aaa, Baa, babaa]"
(a*ba*b)*a*ba*,a*b(ab*b|a)*,"[aab, abaab, b]","[Ab, B, baBb, bA, bb, baB, ba0ab, bAb]"
0*10*(10*10*)*,((1?|11?)|111?)|0*,"[00, 111]","[11?, 2, a, A, 1?, 1111]"
(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,"[aaaa, abbaaa, bbbbaaa]","[baaa, 0aaa, aaa, BBaaa, aaaaAAAaaa, aaaaA]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"[00, 11, 010, 10101100]","[10A01, 2, a, A]"
(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"[baa, b, a, babaababbaaa]","[baaA, 0, baaaaAa, c, B, A, bBa, bBb, bbB, bbA, baB, bAb, baaaAaa]"
(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"[aabbab, bbababb, b]","[B, bbBb, Ab, bbbAbb]"
(a|baa)*,(b|a)*baaa*,"[baaaa, babaa]","[baaA, cbaa, Bbaa, , Abaa, bAa, baa0baa, baA, Baa]"
(0*10*10*)*|0*,0*11*,"[00111, 1, 01]",[1A]
(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,"[bbaaa, babaaa, a]","[bBaaaa, baAaa, b, A, baaa, 0, bAaaa, baaAa, baaaA]"
a(a|b)a(a|b)*,a(a|b)(a+b)*,"[aaabab, ab]","[aaAb, aaaB, b, aB, ac, Aa, aA, a0ab]"
(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"[, baab, b]","[bbBb, bAa, baA]"
(a|baa)*,(a*b*aa+),"[baa, aa, aabbaaa]","[aAaa, a, a*aa, aA, Aaa, Baa, babaa]"
(a|b)(a|b)+aaa+,(a+b)*aaa|(b+a)*aaa,"[babaaaa, ababaaa]","[Baaaa, aBaaa, a, A, 0, aaA, aAa, bAaaa, Aaa, Abaaa]"
(a|baa)*,(a*)|(a*baa*)|(baa*)*,"[baba, aa, aabaaa, abaa, aba]","[b, A, bA, 0, Ba, Aba, baA]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*,[aabbaa],"[aa*, bb*, A, a, 0, bB, aA, Aa, Bb]"
(a|baa)*,a*|(?:a*|(b[a]{2}))*,"[aa, ?:baa, baa?:, a]","[b, A, 0, bAA, Baa, baa?:A]"
(0*10*10*)*|0*,(0+1)*(1+1)*,"[, 0101]","[0+1*11, 01*11, 1+1*, 0111*]"
(a*ba*b)*a*ba*,a|b*(b(bb)*)a*,"[baa, bb, a]","[c, A, 0, , bA, bBb, bbB, bbBbb, babba]"
(a*ba*b)*a*ba*,b*(ab*a)*b*,"[, bbaabb, aaaa]","[aa*, aabaab, B, aA, Aa, aBa, ab*a*, b*]"
(a|(b*bb))*,b*|a*|b*,"[aa, a]","[c, B, A, 0, b*]"
(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*,"[, baababaab]","[bababa, B, A, 0, aAa]"
b*a*,(a*)|(b+a+)*,"[baaba, aa]","[b, A, Ba, 0, bA]"
b*a*,((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"[?:b, b, a]","[c, B, A, bA, , 0]"
a(a|b)a(a|b)*,(a(a|b)a(a+b)*)*,"[, aaaaba, abaab]","[aaaa0a, aaaaBaaab, abaabaAaaab, aca, aaaaaAab]"
0*10*(10*10*)*,(0)*(111)*(1)*,"[0, 0011, 1]",[0*]
(a|baa)*,(a*)b*aa(a*),"[aa, aabbaaaa]","[aaAaa, Aaa, Baa, babaa]"
(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*,"[bbaa, abbaa, b]","[c, B, 0, Bb, aA, Aa, bB]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*,[00],"[11?*, 2, a, A, 11*, 1?*, 111?*, 1*]"
b*a*,aa*|a*b*,"[, aabb, b]","[aa*, c, B, A, 0, aA, bab]"
(a*ba*b)*a*ba*,(a|bb)*(b)+(a|bb)*,"[bbab, abbababb, b]","[bb0bb, , bBb, bbBbb, Bbb, bbAbb, bab]"
0*10*(10*10*)*,1(11)*|0*,"[, 00, 11111, 1]","[2, A, a]"
(a|baa)*,(a|b)*baa+,"[baaa, abbaa]","[0baa, Bbaa, cbaa, ba, Abaa, bAa, baA, Baa]"
(a|baa)*,(a*baa*),"[ba, baaa, aabaa]","[bA, Ba, Aba, baA]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aa+,"[bbaaa, abaa]","[aAaa, aBaa, a0aa, acaaa, aaAa, aaaA, 0aaa, Aaaa, aaa, Baaa, caaa]"
(a|baa)*,(a)(b)(aa*),"[abaaa, aba]","[abaA, abaa*, Aba, abA, aBa]"
(0*10*10*)*|0*,0*0*|110*1,"[, 1101, 111, 11001]","[A, 1, a]"
(a*ba*b)*a*ba*,a*(b*|bbb*)a*,"[, aabaa, b]","[c, A, 0, Bb, bB, bbB, bbb*]"
(a*ba*b)*a*ba*,(a|b)(bb)*,"[abbbb, b]","[c, B, A, 0, aBb, abB]"
0*10*(10*10*)*,0*1(11)*0*1*,"[10, 111110011, 0011]",[10110]
(a|baa)*,(a)*b*(a)(a),"[aaa, bbaa, aaaa]","[aA, Aa, Aaa, Baa]"
(a|(b*bb))*,(a)*bb*(a)*,"[aabbbaa, ab, b]","[B, Ab, bA, bB, baba]"
(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*),"[, 00, 010, 10011, 001]","[2, A, a, 1A]"
(a|baa)*,"(a*(ab{2,})*)*",[abba],"[A, aBB, a**, Abb]"
(a|(b*bb))*,(a|ab|ba)*,"[, aabba]","[b, 0, aBa, abAba]"
(a*ba*b)*a*ba*,a*(b*|bb)a*(b|bb*)a*,"[aabbbaabbbaa, b]","[Ab, bc, 0b, cb, bA, 0, bB, bBb, Bbb, babab]"
(a|b)*baa(a|b)*b,(a*b*)*bba(a*b*)*b,[babbabab],"[bBabbab, bbaBbabbab, b, bbaB, bbAbbab, bbabbAbbab]"
a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*,"[aaaaaa, abab, abaaba]","[aBaab, Ab, aB, aaAab, aAa, Aba, Aaa, abAab]"
(a|(b*bb))*,(a|b)*bb(a|b)*,"[bb, ababbab]","[bb0bb, b, bbBbb, bbAbb, bbcbb]"
(ab|ba)*,(ab+ba)*(ba+ab)*,"[abbabaab, , abbaabbbabaabbaab]","[aBbabaab, baAb, baaB, ba+ab*, baababbabaab, bAab, abbA, abBa, Abba, abba*, ab+ba*, Baab]"
(a*ba*b)*a*ba*,b*a(b|ab*a)*,"[abb, bbabaa, a]","[aaBa, aBaa, A, Ba, aaa0aa, aAa, aaA, baaaaaa]"
(0*10*10*)*|0*,((10*)1*)0*,"[1001100, 1]","[11010, 10*]"
a(a|b)a(a|b)*,a(a+b)*a(a+b)*,"[aa, aabaab, aababaabab]","[aaaBaab, Aa, aaabAabaab]"
(a*ba*b)*a*ba*,a*(baaa*)*,"[aa, baabaa]","[A, baaA, bAa, baA, baaa**, Baa, a*]"
(a*ba*b)*a*ba*,(a*b)+,[ab],"[B, Ab, ]"
(a|b)(a|b)+aaa+,aa|ab|ba|bbaaa+,"[bbaaa, ab, ba, aa, bbaaaa]","[bbaa, 0, Bbaaa, bbAaa, Ab, aB, a, A, Ba, bA, aA, Aa, bbaaA, bbaAa, bBaaa]"
(a|baa)*,a*b*aa+,"[baa, aa, aabbaaa]","[aAaa, a, a*aa, aA, Aaa, Baa, babaa]"
(a|(b*bb))*,((a|b)*(bb)(a|b)*)*,"[, babbab]","[bb0bb, a, bbBbb, bbAbb, bbcbb]"
(a*ba*b)*a*ba*,a(ba|bb)*,"[ababb, a]","[A, a0, aA, aBb, abB, aBa, abA, abaaba]"
(0*10*10*)*|0*,0*1(0*10*110*)*,"[011110, 001, 1111111]",[11111]
(ab|ba)*,(aa)*(bb)*,"[, aa, aaaabbbb]","[Aa, aA, bB, Bb]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*b,"[bb, ab]","[b, aB, aBb, acb, bAb, a0b]"
(0*10*10*)*|0*,0*1+(0*1+0*)*,"[10101, 001, 0110]","[1A1, ]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*|1,"[00, 101001101, 010, 1]","[2, a, A, 10, 11A01]"
(a|(b*bb))*,(a*|(bb)*)b*,"[aabb, a]","[bb*, c, A, 0, bB, Bb]"
(0*10*10*)*|0*,0*10*1*1*0,"[0100, 1000, 0010]",[101010]
(a*ba*b)*a*ba*,((a|bb)(a|b)(a|bb))+,"[aaa, aaabbbbb]","[Bbaa, aaAaabb, Aaa, aa0, a0aaaa, 0aa, bBaa, aabB, aaBbaaa, , aAa, bbabbbbcbbbbabb, aBa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"[101011, 101110, 001101, 0010100, 010011, 1100010]","[010, A, a, 0, 0110A010010, 101101A101101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"[0, 001, 01010, 101101, 001100100, 011, 010, 110, 11001011, 1]","[2, 01, A, a, 010101]"
(a|b)(a|b)+aaa+,a|ba|ba|b*aaaa*,"[aaa, bbaaaaa, a]","[0, Aaa, aaaA, b, A, bA, Ba, aAa, Baaa, aaA]"
(a*ba*b)*a*ba*,(a|ab+|b)+ab+,"[baabb, aab]","[aBab, 0ab, ab, Abab, aa, aAb, aacab, aaB]"
0*10*(10*10*)*,0*(1)*,"[0, 00, 11]",[0*]
(a*ba*b)*a*ba*,(b|(ab|ba)+),"[ba, abba, b]","[B, aB, Ab, a, Ba, 0, , bA]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"[1010101, 10011010011, 101010011001, 101, 10011001101011, 011001100101100, 0101001100, 010100110010, 0101010, 0010110110110100, 1001011001, 00110010100, 1101001001001011, 010, 101010101, 010101010]","[10101010101, 01010101010, 10101010, a, 101010, 0*, 1*, 01010101, 2, A, 010101]"
0*10*(10*10*)*,10*(10*)*,"[10, 100, 111]","[11A, , 0*]"
001|1010|110,(110|10|0*)*,[010110],"[A, 1, a]"
(a|(b*bb))*,(a+b)*(b+bb)*(a+b)*,"[bbbab, , ababbbbabab]","[Ab, aB, bbbabbbbab, bbBbbbb]"
(a|(b*bb))*,b*b(a|b)*|(a|b)*bb*,"[baaba, abab]","[a, A, 0, Bb, bB, bBb, bAb]"
0*10*(10*10*)*,((1+)+)*|0*,"[00, 1]","[2, a, A]"
(a|baa)*,([b]*aa),"[aa, bbaa]","[b*aa, aA, Aa, Baa]"
(a|(b*bb))*,b*(ab+ba+b)*b*a*,"[, abbababbbabbb, bbabbaabaa]","[abbabbabbaba, aBbab, B, A, Abbab, abbAb, abbaB, abBab, b*]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"[11, 00, 10, 00110, 010, 01]","[A, 1, a, 0, 11+0, 1+10]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)?a*b(a?),"[bb, baab]","[0b, Ab, cb, bA, bB, Bb, abb, baa]"
0*10*(10*10*)*,(0)*(1*)(0)*,"[, 001100, 1]",[1010]
1?(01)*0?,0?|0|1|(010)*(101)*|(01)*|(10)*,"[0101, 010, 101, 1010, 010010101101, 1]","[2, a, A, 00, 0?]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*)(010)*|(10)*(101)*,"[0, , 1010101101, 011010010]","[a, A, 1, 00101010, 10110101]"
(a|baa)*,a*|(b*aa)*a*,[aabaa],"[aAaa, b, A, 0, Aa, Baa, a*]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+))*|(0+(1*0*)0*)*,"[01011, 101101, 101, 01]","[a, 0A, 1, A, 10101]"
(a|(b*bb))*,(a|b)*b+bb+(a|b)*,"[babbb, bbbaa, ababbbab]","[bbb0bbb, bbbAbbb, bbbBbbb, bbbcbbb, bbbB, Bbbb, bbabb]"
(a|b)(a|b)+aaa+,a*(b(aa+))*,"[, aabaabaa, a]","[A, bAa, baA, baa+*, Baa, a*]"
(a|baa)*,b*aa,"[baa, aa, bbaa]","[aA, Aa, Baa]"
(a|(b*bb))*,a*bb*a*bb*a*,"[baba, aabbbaabbba, babb, bbaa]","[Bb, Abb, bbA, bbBbb, babab, bAb]"
