Regex,Attempt Regex,Positive Strings,Negative Strings
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*b)a)*((a|b)(a*b)),"[aababb, ab, ababbaaaab]","[aBaab, 0b, Bbaab, Abaab, aAbaab, cbaab, Ab, aB, cb, Bb, aAb, 0baab, abAab]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"[abaaaa, baaaaa]","[aaaaaA, a0aaaaa, bbAaaaaa, aaaaBaaaaa, aaaaacaaaaa, aaaaAaaaaa, aaaaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[000111, 00010, 1010010, 100011, 111000, 10011, 111, 010011, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 001101, 101111, 0100, 1000, 11111, 110010, 00001, 011001, 011010, 1010001, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1]","[a, 0, A]"
(a*ba*b)*a*ba*,(a|bb)*a*b,"[bbbbb, abbb, b]","[B, Ab, 0b, bb, bBb, Bbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[1010111, 000111, 00010, 1010010, 100011, 111000, 10011, 111, 1001111, 010011, 1011011, 0001, 111101, 00100, 011100, 000010, 1010100, 000100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 1001001, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 01000, 101010, 10, 101111, 001101, 0100, 1011110, 110010, 11111, 1000, 00001, 011001, 1010001, 011010, 000001, 100000, 110001, 111110, 001, 1001100, 0010, 001110, 01101, 01011, 101100, 1011000, 0111, 1011101, 1001010, 1110, 11001, 100101, 011111, 1]","[a, 0, A]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"[, aa, abba, abbabba]","[Aabb, abB, aBb, Abb]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"[bbaaa, abaaaaa, baaaa, aaabbabbaaa]","[aBaaa, Bbaaa, bAaaa, aaAaa, Abaaa, Baaaa, aaaa, aAaaa, 0aaa, Aaaa, aaa, Aaaaa, aaaAa, aaaaA, bBaaa]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[10111, 111100, 101, 001111]","[11011, a, A, 1, 11*, 0*, 0110]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[aaaaa, aabbaaaaaa]","[aaaaaaAaaaa, aBaaa, aaAaa, 0aaaa, Baaaa, aaaaaa, acaaa, aacaaaa, aAaaa, Aaaaa, a0aaa, aaaaA, aaaaaAaaaaa]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[, aabbaa]","[bb*, b, bbabba, a*bb, bbb**, Abb, bbBbb]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,[11011],[A]
(a|b)*baa(a|b)*b,(baa)(baa)*(b),"[baab, baabaabaab]","[baaBaab, baabaa*b, bAab, baabaAb, baAb, baaB, Baab, baabAab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[00010, 1101, 10110, 10011, 111, 01000, 10, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 01110, 0111, 010, 1110, 1011, 11100, 11001, 00111, 1]","[a, 0, A]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[111, , 00, 010, 1011, 1]","[2, a, A, 01, 11, 10, 01010]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[bbbaa, bbabbbbabbb, aabbbabbbbbaabbbaabb, abbbbaaabbbb]","[bbabbbBbbbabbbbbaa, bbbaAbbbaabb, bbabbbbAbbbbabbbbbaa, bbbBbb, A, Bb, bbbabbbBbbbaa, bbbAa, bbbabbbbBaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[10, 01]","[02, 0a, 0A, A0, a0, 20]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[, aabaaa]","[aA, aaBaa, Aaa, b*aa*, aaaaAaa]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[babaabab, ababbaba]","[Ab, aB, a, A, bA, 0, Ba, baabba, abbaab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[00010, 100110, 100011, 1101, 10110, 10011, 111, 101010, 01000, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1011, 1110, 11001, 11100, 100101, 00111, 1]","[a, 0, A]"
(a|baa)*,"a?ba{2,}","[baa, baaa]","[ba, Abaa, bAA, Baa, aabaa]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[baab, abaab, aabbbaaaababab]","[baAb, baaB, Bbaab, Abaab, baaAb, bAab, b, baabAb, Baab, baa, baabBb, baabbBb]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[babaaaaa, ababaaaa, aaaaaa]","[aaaAaaa, acaaaa, aaBaaa, Aaaaaa, caaaaa, a0aaaa, aaaAaa, aaa0aaaa, aaacaaaaa, aaaaAa, 0aaaaa, aa0aaa, aaaaaA, Baaaaa, aaaBaaa, aaAaaa, aBaaaa, aacaaa, aAaaaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[00, 11, 0100, 1101]","[0A0, 1A1, 1, a, A]"
(0|10*1)*,(0*10*1)*|0*,"[00, 0, 0101, 1111]","[1, a, A]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[0, 10101, 101, 11, 00, 01010, 010, 1]","[2, 01, a, A, , 10]"
(a|baa)*,(b(aa)+a*)*,"[, baaabaa]","[bAa, baaaA, Baa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[1101, 111, 100, 001, 0010, 01, 10, 0001, 010, 1000, 11111, 1011, 1110, 1]","[0, A, a]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[00010, 1101, 10011, 10110, 111, 01000, 10, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 10000, 11010, 100, 001, 0010, 01101, 01, 01011, 101001, 01110, 0111, 010, 1110, 1011, 11100, 11001, 00111, 1]","[a, 0, A]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[abaab, bbaabaab]","[aBaab, cbaab, ab, Bbaab, Abaab, abaAb, 0baab, abaaB, abAab]"
0(0|1)*0,0(0|0)*0,"[00, 0000]","[0a0, 010, 0A0, 00*0]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[bbbaaa, aabbaaaaa]","[aBaaa, aaBaaa, Bbaaa, Abaaa, aaaaaAaaa, aaa*aaa, aa0aaa, aaAaaa, aAaaa, aaaa, 0aaa, Aaaaa, aacaaa, bBaaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,"[0, 01010]",[]
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[100, 111, 001, 01, 10, 010, 1110, 1011, 11111, 1]","[0, a, A]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),"[010, 1011, 111, 0010]","[0A0, 1A1, a, A, 1, 0]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,"[bbbabb, aabbba, b]","[Ab, bbbBbbb, B, bbbAbb, bbAbbb, bbBbb]"
0*(10*1)*0*,0*(10*1)*,"[, 1111, 00101]","[11011, 0*11]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[10111, 101]","[0**, 1, A, a, 11*, 11**]"
(a|baa)*,a*|a*baa+,"[, aa, baaa, aabaa]","[b, A, ba, 0, Abaa, bAa, baA, Baa]"
(a|baa)*,(baaa*)*,"[, baabaa]","[baaA, bAa, baA, Baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"[, 11, 1101, 1011, 101, 0010]","[0A0, 1A1, a, A, 1]"
0*10*(10*10*)*,0*(11)*0*1(11)*0*(11)*0*|0*1(11)*0*(11)*0*(11)*0*|0*(11)*0*(11)*0*1(11)*0*|0*1(11)*0*1(11)*0*1(11)*0*,"[00110011110011111, 1111100111110011111, 1001111001100, 001010100, 11110110100, 00110011111011, 11110100111100, 001111101101111]","[0, 10110110110, 1101101101, a, A]"
0*10*(10*10*)*,10*(10*10*)*,"[10, 1001111, 1]",[1111]
(a|b)(a|b)+aaa+,(ab){2}(ab)*aaaa*,"[ababaaaaa, ababababaaaa, ababaaa]","[ababAbaaa, aBaBaaa, ababaBaaa, ababaaaA, ababAaa, ababaaA, ababaAa, AbAbaaa, abaaa]"
(a*ba*b)*a*ba*,(a*)(bb)*(b),"[aabbbbb, b]","[a*b, B, Ab, bbabbb, bBb, Bbb, bb*b]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*a)?,"[abaaaba, , bbaaba]","[abaabacba, aba0ba, aAba, abaaAba, Aba, Bba, abaaBa, abAaba, 0ba, abaBaba, cba, abA, abaAba, aBa]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b,"[bb, aaab]","[0b, aB, Ab, cb, Bb, aAb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100),"[10, 11111, 111, 100, 1110, 01, 1]","[a, A, 0]"
(0|1)(0|1)*,(0|1)(0|1),"[11, 00]","[02, 0a, 0A, a0, A0, 20]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011),"[000111, 00010, 100011, 111000, 10011, 111, 010011, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 10000, 11010, 100, 010101, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 001101, 101111, 0100, 1000, 11111, 110010, 00001, 011001, 011010, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1]","[a, 0, A]"
(a|baa)*,a*((b)(aa))*,"[, aabaabaa]","[A, bAa, baaabaa, baA, Baa, baa*, a*]"
0*10*(10*10*)*,(0*1(11)*0*),"[0011111, 010, 100]","[11*, 10110]"
(a|b)*baa(a|b)*b,(b|a)*baab*(b|a)b,"[baaab, bbaabbab, abbaabb]","[Abaaab, baabaAab, 0baaab, baacb, baaBab, baaaB, baaAb, bAaab, Bbaaab, baacbaaab, ab, Baaab, baabBb, baa0b]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(10*1)*,"[010, 1111, 0000]","[111, A, a, 0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"[0, 01010, 10101, 010, 101, 1]","[2, 01, a, A, 10]"
(a*ba*b)*a*ba*,a*(bb)*b,"[aabbbbb, b]","[a*b, Ab, B, bbabbb, bBb, Bbb, bb*b]"
(0*10*10*)*|0*,0*|(0*(11)*)*|(10*1)*|(0*(11)*)*,"[100111, 101]","[0**, a, A, 1, 0*, 11**]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"[10101010, 100111, 111100, 101, 001111]","[11011, A, a, 1, 11*, 0*, 0110]"
(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"[abaaa, baaaa]","[aBaaa, caaaa, aaAaa, 0aaaa, Baaaa, acaaa, aAaaa, Aaaaa, a0aaa, aaaAa, aaaaA]"
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"[, abbabbbabbabbbaa]","[bbbbbBbbbb, A, 0, Bb, bB, bbbabbbabbbbbba, bbbbBbbbbb]"
(a|(b*bb))*,(a*((bb)*|(bbb)*)*a*)a*,"[aabbbbb, bbbbb]","[bbbbbbBbbbb, A, 0, bbabb]"
(a|b)*(bab)(a|b)*,a+b(a+b)*bab(a+b)*,"[aababbab, abababbababab, abbab]","[aBbab, bbab, abbabAb, abAbbab, abbabaB, Abbab, abbAb, abbaB, bbabbab, abBab, abaBbab]"
(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,[bbbbbabbbbbb],"[A, bbbbbBbbbbbbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+)(0*1*)(0+)|(1+)(0*1*)(1+)|0|1)?,"[0, 010, 1001, 1]","[2, a, A, 01010, 10101]"
(a|(b*bb))*,(a*bb*ba*)*,"[, bbabb]","[b, bbbBbbb, bB, Bb, bbAbb, bbb*]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)|(1(0|1)*1))?,"[1011, 0010]","[0A0, 1A1, A, a, 0, 0011]"
(a|(b*bb))*,(a?bba?),[],"[aabb, bbaa, , Bb, bB, Abb, bba?, bbA]"
(a|baa)*,(b(aa+))*,"[, baa, baaabaa]","[bAa, baA, baa+*, Baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"[0, 1101, 101, 0010, 1]","[2, a, A, 00]"
(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaa,"[bbaaaaa, aabbaaa, aaaaaa]","[aBaaa, aaBaaa, caaaa, aaAaa, 0aaaa, Baaaa, acaaa, aAaaa, aaAaaa, Aaaaa, a0aaa, aaaAa, aaaaA]"
(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,"[baab, ababaaaabb]","[baaB, Bbaab, Abaab, baaAb, cbaab, bAab, baabaAb, baa0baab, baabab, Baab, baa]"
(b|(a*aa))*,(b*aa+|aa+b*|b*),"[bbaa, baaa, aaab, , bb, aabb]","[0, Baa, B, a, aA, Aa, aaB]"
(a|baa)*,"(a)*ba{2,}(a)*ba{2,}|a*","[baabaaa, , aa, aabaabaa]","[baaAbaa, 0, bAAaabaa, baaBaa, baaba, babaa, Abaabaa, Baabaa, b, A, baabAA]"
(1|01)*(0?),(0?)((1+)(0|01))*,"[0, 10101]","[1a, 00, 11, 1A10]"
(a|b)(a|b)+aaa+,[ab][ab]aaa,"[bbaaa, aaaaa]","[aBaaa, caaaa, aaAaa, 0aaaa, Baaaa, acaaa, aAaaa, Aaaaa, a0aaa, aaaAa, aaaaA]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01*)*(010)(1*0)*)|((10*)*(101)(0*1)*)|0+|1+)?,"[0, 11011, 0010, 1]","[2, 01, a, A, 010A010, 10, 101A101]"
a(a|b)a(a|b)*,(aaa+aba)(a+b)*,"[aaaabaabab, aaaaabaab, aaaaaba]","[aaaabA, aaaaBa, aaaabaAb, aaaabaaB, aaAaba, aaaAbaabaab, Aaaaba, aaaba, aAaaba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"[010010, 101101, 0100, 101]","[a, 1, A, 01010, 10101]"
(ab|ba)*,(ba)*(ab)*(ba)*(ab)*,"[, babaabbaabab, ababbaba]","[ab*, Ab, aB, ba*, bA, Ba, abbaabba]"
(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,"[aabaaab, babbaab, ababbaabab]","[Abaaab, baaaBaab, baAab, baaa0b, baaaB, baaAb, baBaab, bAaab, baaacb, Baaab, baaaAb, bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1(0|1)*1)|(0(0|1)*0))?,"[1011, 0010]","[0A0, 1A1, 1, A, a, 0011]"
(0|1)(0|1)*,(0|1)|(01*),"[011, 01, 1]","[2, A, a]"
(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"[aaaaa, baaaa, abaaaa, abbaaa]","[aBaaa, caaaa, 0aaaa, Baaaa, acaaa, aaaaAaaa, aaaa, Aaaaa, a0aaa]"
0(0|1)*0,(0+1+)(0|1)*(1+0+),"[001001010, 01100]","[011, 01a10, 010, 110, 012110, 011A10]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"[00010, 1101, 10110, 10011, 111, 10, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01110, 0111, 010, 1110, 1011, 11001, 11100, 00111, 1]","[a, 0, A]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"[00010, 1101, 10110, 10011, 111, 101010, 01000, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 101001, 01110, 0111, 010, 1011, 1110, 11001, 11100, 00111, 1]","[a, 0, A]"
(a|(b*bb))*,(a+(bb))*,"[, abbabb]","[abB, aBb, Abb]"
(a|(b*bb))*,a*(bb)*a*,"[aabbbbaa, ]","[bb*, bbabba, A, bB, Bb, a*]"
(a|b)*(bab)(a|b)*,(bab)(a|b)*,"[bab, babab]","[babc, b, babB, babA, bab0, Bab, baB, bAb]"
(a*ba*b)*a*ba*,(ba*a*)(ba*a*b)*,"[bbbbb, b]","[B, ba*, bA, bbAb, bbbabb, bBb, bbB, a*]"
(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"[bbbaaa, aaaabbaaa, aaaaaa]","[aBaaa, aaBaaa, caaaa, aaAaa, 0aaaa, Baaaa, acaaa, aAaaa, aaAaaa, Aaaaa, a0aaa, aaaAa, aaaaA]"
1*(01*01*01*01*)*,1*00001*,"[100001, 110000, 000011]",[]
0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"[1010111, 10011011, 110111, 001011010100, 101101001, 00110011100111100]","[11010110110, a, A, 0]"
(a*ba*b)*a*ba*,a*ba*|b,"[baa, aab]","[Ab, B, a, bA, 0]"
b*a*,[b]*|[a]*,"[bb, aa]","[c, B, A, 0]"
(b|(a*aa))*,(aa)*,"[, aaaa]","[aa*, aA, Aa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"[10101, 111001, 11, 00, 101101, 01010, 010010, 000110]","[2, 101A, A, a, 010A]"
(a|b)*baa(a|b)*b,a*(baa+)+b,"[aabaab, baabaab, abaab]","[bAab, baAb, baaB, b, Abaab, Baab]"
(a*ba*b)*a*ba*,ba*|a*b,"[baa, ba, aab]","[B, Ab, a, 0, bA]"
(a|b)(a|b)+aaa+,"ab{2,}a{3,}","[abbbaaa, abbaaaa]","[Abbaaa, abbAAA, abbaa, aBBaaa, abaaa]"
(0*10*10*)*|0*,(0*(10*1)*)|(0*),"[1111, 00101]","[11011, a, 1, A, 0*]"
(0|1)(0|1)*,(0|1),"[0, 1]","[2, a, A]"
0*10*(10*10*)*,((0*)1(0*)),"[010, 00100, 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0*1*)*1+|0+(0*1*)*0+,"[01010, 10101, 101]","[0A0, 1A1, 1, A, a, 0]"
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+)+aaa,"[abaaa, bbaaaaa, baaaa, aababbabaaa]","[aabaaa, abbBbaaaaa, abb0aaa, aaAaa, bbbAbbaaa, baaAabbaaa, aaa, aaaBaabbaaa, aaaaA, aaaAa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(00|01|10|11)|(000),"[11, 00, 10, 000, 01]","[a, A, 0]"
