Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)*baa(a|b)*b,(a|b)*(baa*)(a|b)*b,"[bab, abbabbb]","[baAb, baBabab, baBb, bAbab, b, Abab, Babab, baB, babAbab, bacbab, ba0bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(0(101)*0|1(010)*1|(1001)*|(0110)*)(0|1)*)*,[],"[0**, a, 12, 0A01, *]"
(a|b)(a|b)+aaa+,(a|b)+a+a+a+,"[bbaaa, aaaa, abaaa]","[aaaBaaa, aaaA, aaaAaaa, 0aaa, Aaaa, aaa, aacaaa]"
(a|b)*baa(a|b)*b,(a*(b+a+)+b+),"[aabaabab, babb, abab]","[b, Abab, ba, Bab, baB, bAb]"
(a|b)*baa(a|b)*b,((a|b)*|(baa+))b,"[abb, bab, b]","[bAab, baa+b, baAb, B, Ab, 0b, cb, Baab]"
(a*ba*b)*a*ba*,"(a*(b|bb{2,})*a*)+",[bab],"[c, bbbBbbb, A, bBB, b0]"
(0*10*10*)*|0*,0*(0|1)*,"[, 10]","[2, a, A]"
0*10*(10*10*)*,1*|((0|1)*1(0|1)*)*,[010],"[1A1, a, A, 0, 1*]"
(0|1)(0|1)*,(0|1)|(0|1)*(0|1)*,[],"[2, A, a]"
0(0|1)*0,0+(0*1*0*)*,[0101],"[0A, ]"
a(a|b)a(a|b)*,a(a|b)*a(a|b)*,"[aa, abbabb]","[aaAa, aaBa, a, aa0a, Aa, aaA, aAa, aaca]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1*0*)*1+)|(0*1*0*)*,[0101],"[10**1, 2, A, a, 11**1, 1*1, 1+1, 11+]"
(ab|ba)*,(a|b)*,"[ba, , ab]","[c, B, A, 0]"
(ab|ba)*,(ab|ba)*|(ab|bb)*,"[baab, abbb, abba, bbab]","[0, aB, Ab, a, A, Ba, bA, bB, Bb]"
(a|(b*bb))*,a*|(a|b)*bb+(a|b)*|(a|b)*b+b(a|b)*,"[, aa]","[a*bb, 0, bbAbb, Bbb, bbBbb, b, A, ba, b+bb, bbB, bba*]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaaa*,"[baaa, aabaaa]","[acaaa, aaaaAaaa, aBaaa, a, Aaaa, 0aaa, Baaa, caaa, a0aaa, aaaaA]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)((a*b)|(a*ba)))*)?,[ababb],"[aabcab, bbababAbabab, aba0aba, aababBaaba]"
(0*10*10*)*|0*,(0*|1*0*1*)+,[010],"[2, A, a]"
(a|(b*bb))*,((a|b)*bb(a|b)*)|a*,"[, aa, bb, ababbab]","[b, A, 0, bbBbb, bbAbb]"
0(0|1)*0,0+(0|1)*,"[0, 010]","[02, 0a, 0A, ]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1((0|1)*1)*|0((0|1)*0)*)*,"[, 10, 01]","[01a10, A, 10201]"
(a|b)*baa(a|b)*b,(a|b)*(baa)+(a|b)*,"[baa, abbaaab]","[baacbaa, baabAabaa, , baaBaabaa, baA, baa0baa]"
(a|(b*bb))*,(a*(b*b)*a*)*,[bab],"[A, Bb]"
(a|b)(a|b)+aaa+,(a|b)*a{3},"[baaaa, aaa, abaaa]","[0aaa, Aaaa, aa, caaa, Baaa, AAA]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)(a*))(ba))*(((a|b)(a*))(b|ba))*,"[, abbba]","[bbaAba, aBaaba, ba, abaBaaba, abacba, bbAbabab, Aba, aba0aba, ababBaab, ababAbaaba]"
(a|b)(a|b)+aaa+,((a+|b+)+)+aaa+,"[aaaa, abaaa]","[aaaBaaa, aaaAaaa, 0aaa, aaa, caaa]"
(a|(b*bb))*,(a|b(b*))*,"[, ab]","[c, A, bB, b0]"
(a|b)(a|b)+aaa+,(aa*|bb*)+aaa+,"[baaa, abaaa]","[acaaa, aaa0aaa, aaaAaaa, bAaaa, aaa, Baaa, bBaaa]"
(ab|ba)*,(aa|bb|ab|ba)*(aa|bb|ab|ba)*,[],"[aa*, 0, aB, Ab, A, a, Ba, bA, bB, aA, Bb, Aa]"
(a|(b*bb))*,(a|(bb*))*,"[, ab]","[c, B, A, 0, bB]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(1*0*)*0+,"[0, 01010, 10101, 101, 1]","[0A0, 1A1, 2, a, 01, A, 10]"
(a|baa)*,[ab]*(baa)*,"[, ba, ab]","[c, 0, bAa, baA, Baa]"
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*)*,[b],"[bbbAbbb, B, bbBb, bbbAbb, , ba*+, bbB, b+]"
(a|b)(a|b)+aaa+,(a|b)|(b|a)(a|b)*(a)(a)(a)(a*),"[abaaa, babaaa, b, a, aaaa]","[aBaaa, 0, aaaaAaaa, c, B, A, Aaaa, aa, Baaa, aaaaA]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*,"[b, a]","[aB, ac, a0, , bA]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,"[11, 0, 00]",[01A01]
0+1*,0*1*,"[0, 0011, 1]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[0, 100101, 010110, 1]","[0A0, 1A1, 2, a, 01, A, 10]"
(ab|ba)*,(ab|ba|aa|bb)*,"[abaababb, ]","[0, aB, Ab, A, a, Ba, bA, bB, Aa, aA, Bb]"
(a|baa)*,((b+a+a)*a*)*,[abaa],"[baaAaa, Baa, babaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[10, 0101, 000]","[002, 02, 2, a, A, 20]"
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,"[baaa, aaaa]","[aAaa, bAaaa, abBbaaaa, aaAa, aaaA, 0aaa, aaa, baAbaaa, bbaaBaaaaa, aaAabaaa, aacaaa]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,"[abbaaabbbaabaabbbaab, ]","[aabbbaababaabbbaab, aabBbaab, aabbbaaB, Baaabbbaab, abAabbbaab, 0aabbbaab, aB, Ab, aabbbBaab, bA, aabbbAab, aabbbaAb, aAbbbaab, aaBbbaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[0, 1010011, 1101, 001010, 11]","[010*, 0A0, 2, 00+*, A, a, 1A01, 10, 0+0*, 01*0*]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,"[, 10, 01]","[10a0, A, 0121]"
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,"[, abaababb]","[aBab, baAb, baaB, bbaAbb, bbAabb, abbA, abBa, bAab, Abba, a, Baab, aBba, aaBbaa, 0, baBa, babA, abaB, abAb, aabBaa, A, Abab, Baba, bAba]"
b*a*,((a+)|(b*a*))*,[bab],"[c, B, A, 0]"
(a|baa)*,(a|(b*a(a)*))*,"[, aba]","[b, Ba, 0, aA]"
(a|baa)*,((a)*(b+aa+))+|[a]*,"[, aa, baabaaa, abaa]","[baaAbaa, b, A, 0, bAa, baA, Baa, babaa]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[, 011, 1]","[a, A, 1A11, 0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,[ababb],"[aba0ab, aabcba, ababBaaba, bbabbAbabab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,"[baba, ababa, aa]","[0a, a0a, aaAa, a, Ba, Aa, aaA, ca, aca, aBa]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),"[baaa, bbaa, aaabbabbaa, ababaa]","[aBaa, aaBaaa, Bbaaa, abAaaa, 0aa, aaaA, bBaa, aaaaAaaa, bAaa, Abaa, aaa, abaAaa]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,[],"[c, B, 0, aaA, aAa, Aaa]"
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[bb, abb]","[bAab, 0b, b, aB, baAb, cb, Baab, baaAb]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),"[, baabaa]","[A, baaAa, Baa, babaa, baa0a]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,"[, aabb]","[baAb, baaB, 0a, a0, ab0, acaa, bAab, A, Ba, baabaB, baabAb, ca]"
a+b,[ab]*(ab)[ab]*,"[abaa, baabba, ab]","[ab0ab, ba, abAbab, abcab, Aab, abaBab]"
(a|(b*bb))*,(a|(b)*)*,[ba],"[c, B, A, 0]"
a+b,(a|b)*(b),"[abb, bab, b]","[0b, B, Ab, cb, Bb]"
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[, bb, aba]","[a, bbAbb, bbBbb]"
(a|b)(a|b)+aaa+,(a|b)*,"[, ab]","[c, B, A, 0]"
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[, bb]","[a*b, bbBb, Ab, B, a, 0, bAb]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[11, 00, 1001011, 010, 101, 0101100]","[2, 01, A, a, 10]"
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[babab, aabbaba, b]","[bAbb, bbBb, Ab, bbAb, b0, bbB, bab]"
0(0|1)*0,0*(0|1)*0*,"[, 101]","[2, A, a]"
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),[aaabbbba],"[abBabaab, baaB, baAb, aaBbaa, bbaAbb, 0, baaBba, bbAabb, abAbab, abbAba, baBaab, aabBaa, a, A, abbabAab, baAbba, abaBab]"
(a|(b*bb))*,(a*|(bb*))*,[ab],"[c, B, A, bB, b0]"
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,"[aaa, bbaaa, abaaa]","[aaaA, aaaAaaa, aaBaaa, 0aaa, aa, caaa]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"[, abaabbbabbaaaabbbbaaaabbaaabbbbaaabba]","[aAbbbbaaabba, aaBbbbaaabba, aabbbbaAabba, 0, aabbBbaaabba, aabbbbaaaBba, aabBbbaaabba, aabbbBaaabba, aabbbbAaabba, aabbbbaaaabbaabaabbbbaaabba, aabbbbaaaabbbbaaAbba, aabbbbaaabbA, Aabbbbaaabba, aabbbbaaabBa, aabbbbaaAabba]"
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"[abaab, b, a]","[ab*, c, A, 0, babaAbba, baaBba, Baab, abbAab]"
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"[, baaaabbb]","[aBab, aAbb, 0, abAb, abaB, aabB, aaBb, aB, Ab, A, a, Ba, Abab, bA, Aabb]"
(ab|ba)*,(ab)*((a|b)(a|b))*,"[, aabb]","[aB, Ab, 0a, ac, a0, Ba, aA, aaca]"
(a|(b*bb))*,(a*(b+a*b+)*a*)*,[bababb],"[bB, Bb, bBb, bbAbb, babab]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)*aaa*,"[baaa, abaa]","[aaaa0aaa, aaaaAaaa, aaBaaa, Aaaa, aaa, bbAaaa, aacaaa, aaaaA]"
(a|b)*baa(a|b)*b,(a|b|baa+)*b,"[abb, b]","[bAab, B, baAb, 0b, cb, Baab, baaAb]"
(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,[abaab],"[bBab, bAbb, baAab, aB, a, baBb, 0, baAabb, bAb, bBaab]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)+(a|b)*aaa,"[baaa, b, a, aaaa]","[aBaaa, aAaa, 0, bAaaa, aaaA, aaAa, c, B, A, aaa]"
a+b,[a]*[b]*,"[, aabb]","[B, A, bab]"
(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*,"[aaabb, a, , baaaa, abba]","[baAb, 0, abbA, c, aB, B, A, Ba, aAa, aaA, aaB, aBa]"
(ab|ba)*,(ab(a|b)*)*((a|b)(a|b))*,"[abb, aabb, aba]","[ab0a, abAb, abaA, abca, aB, ac, abaBa, abab0aa]"
(a|b)(a|b)+aaa+,[ab]|[ab]+a{3},"[baaa, abaaa, b, a]","[aAAA, c, aBaaa, B, A, 0, Aaaa, aaa]"
(a|(b*bb))*,((a|b)*b?)*,[a],"[c, B, A, 0]"
(a|b)(a|b)+aaa+,((a|b)+)aaa,"[baaaa, aaaa, abaaa]","[aaAa, aaaA, aAaa, Aaaa, 0aaa, aaa, Baaa, caaa]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)*(a*b*)b,"[babab, b]","[bAab, baAb, B, Bb, Baab, a**b]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"[0, 0010101, 01010, 100, 0101011, 1]","[2, a, A, 010101]"
(a|b)(a|b)+aaa+,((a|b)+(aaa+)),"[baaa, abaaa]","[aaaAaaa, 0aaa, Baaa, aaa, caaa]"
a+b,(a|a*)b,"[aab, b]","[0b, B, Ab, bb]"
(a|b)(a|b)+aaa+,(((a)|(b))+)+(aaa)+,"[aaaa, abaaa]","[aaAa, aaaAaaa, aAaaaaa, 0aaa, Baaa, caaa, aaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa(a|b)*,"[abaabaaaba, baaaaba, aaaaa]","[aaaaaBaaa, aaaaacaaa, Baaaa, aaaaaAaaaa, aaaa, caaaa, Aaaaa, 0aaaa, aaaaa0aaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa,"[babaaa, abaaaa, aaaa]","[aAaa, aBaaa, acaaa, aaAa, aaaA, aAaaa, Aaaa, 0aaa, Baaa, caaa, a0aaa]"
(a|(b*bb))*,(a*|(b*b)*)*,[ab],"[A, 0, cb, Bb]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?,"[, ababb]","[aabcba, aba0ab, bbababAbabab, ababBaaba, aBa]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)*(aaa)a*,"[bbaaa, aaa, abaaa, b, a]","[aaaAaaa, 0, aaaA, c, B, A, , Aaaa, Baaa]"
(0|1)(0|1)*,[01]*,"[, 01]","[2, a, A]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)*,"[aab, aba, ababbabbbb]","[abacbaab, abaBbaab, bbaAbaab, ababAbabab, aBa, ababBaab, 0baab, bbAbbaab]"
(a|b)(a|b)+aaa+,(a|b)*aaa(a)*,"[aaa, abaaa]","[aaaA, aaaAaaa, , Aaaa, 0aaa, Baaa, caaa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa*,"[baa, aaa]","[acaa, aaaA, aa, a0aa, aaaBaa, aaaAaa]"
a+b,[a]*[b],"[aab, b]","[a*b, B, Ab]"
(ab|ba)*,(ab|ba)*(aa|bb)*(ab|ba)*,"[, abbaaabbabba]","[0, aaabaaab, aB, Ab, A, Ba, bA, Aa, aA, bB, Bb]"
a+b,(a*b),"[aab, b]","[a*b, Ab, B]"
(a|b)*baa(a|b)*b,a*b*baa*b*(a*bb*)*,"[abababab, baaa, aabbba]","[baAb, a*ba, Ba, bA, Aba, Bba, babBb, baB]"
(ab|ba)*,((ab)*(ba)*)*(a|b)?,"[baabb, ab, a]","[c, Ab, aB, B, A, bA, Ba, 0, aa]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*,"[, bbab, ab]","[abBb, aB, 0b, a, cb, bbbAbb]"
1*(01*01*01*01*)*,(0|1)*,"[, 01]","[2, A, a]"
(a|b)*baa(a|b)*b,[ab]*[b][aa][ab]*[b],"[babbb, bab, abbaabb]","[babcbab, abb, babAbab, bab0bab, baB, bAbab, babBabab]"
(a|b)(a|b)+aaa+,"(a|b)(a|b)(a|b)*(a{3,})*","[bab, abab, aa]","[0a, a0, aa0, aaAAA, ac, Ba, aA, Aa, ca, aaB, aacaaa, aBa]"
(a|b)(a|b)+aaa+,"(a|b|aa|bb|ab|ba)*a{3,}","[aaa, baaa, aabaaa]","[bBbaaa, aBaaaa, aa, 0aaa, bAbaaa, caaa, aAaaaa]"
0*10*(10*10*)*,((0|1)*),"[, 10, 01]","[2, A, a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,[01],"[0a0, 2, 01A01]"
(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*,"[aabbbbaaabbaaabbbbaaabba, baab, abbaaabbbbaaabba]","[aAbbbbaaabba, aaBbbbaaabba, 0, aabbbbaAabba, aabbBbaaabba, aabBbbaaabba, aabbbbaaaBba, aabbbBaaabba, aabbbbAaabba, Ab, aB, A, Ba, bA, aabbbbaaabbA, Aabbbbaaabba, aabbbbaaabBa, aabbbbaabba, aabbbbaaAbba]"
a+b,(a*(b))*,"[, bb, b]","[B, Ab]"
a+b,(a)+(b)*,"[aa, abb]","[ab*, aB, A, , a+]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*,"[0, 11, ]","[01a01, 0102010, A]"
0*10*(10*10*)*,(0*10*)*,"[, 11, 010]",[0]
(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"[0, , 01010, 10101, 1]","[0A0, 1A1, 2, 01, a, A, 10]"
(a|b)(a|b)+aaa+,(a*b*)+a+a+a,[babaaa],"[aaAaaa, aBaaa, aa, Aaaa, aaA]"
(a|b)(a|b)+aaa+,(a|b)*aaa,"[baaaa, aaa, abaaa]","[Aaaa, 0aaa, aAa, caaa, Baaa, aaA, Aaa]"
(a|(b*bb))*,a*|((a|b)*bb(a*b*)),"[, bb, aa, abbbab, babbaa]","[b, A, 0, bbAbb, bbBbb]"
(0|1)(0|1)*,(0*1+)*(1*0+)*,"[, 101]","[1+*10, 0*1*]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*,[],"[2, A, a, 0*, 1*]"
(a|(b*bb))*,(a*(bb)*b*a*)*,"[bab, b]","[A, a**, bbBbb]"
(0*10*10*)*|0*,0*(0*1*)*0*,"[101, 1]",[A]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,"[, 10]","[1A1, 01a01, 2]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*,"[, ababb, abbbababba]","[0ab, abababAbababab, ababBabaaba, abbabb]"
(ab|ba)*,((aa|bb|ab|ba)?)*,[aaabbabb],"[aB, Ab, A, a, bA, 0, Ba, Aa, bB, aA, Bb]"
a+b,a*b,"[aab, ab, b]","[Ab, B]"
(a*ba*b)*a*ba*,a*b(ba*b+|a*)*,"[aababab, b]","[bbbbAbb, B, Ab, bb, bbbBb, bBb, bbb0]"
(a|b)*(bab)(a|b)*,(a|b)*|(a|bab)*(b|aba)*,"[ba, abaa]","[abAb, c, A, 0, Abab, Baba, baBa, a*, b*]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*,"[01010, 10101, 010, 101]","[2, a, 01, A, 10, 0*, 1*]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa+,"[baaa, aabaaa]","[aaacaaa, aBaaa, aaaAaaa, Aaaa, 0aaa, Baaa, caaa, aaa, a0aaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa*,"[baa, ababaa, babaa]","[aBaa, Aaa, Baa, aaaAaa, 0aa, acaa, aaaA, a, aaa0aa, caa]"
(a*ba*b)*a*ba*,((a|(bb))*b[a]*)*,"[, bab, aba]","[bBbb, 0b, B, cb, bAb]"
(ab|ba)*,(a|b)*(ab|ba|aa|ab)*,"[, abb]","[c, Ab, aB, bA, 0, Ba, aA, Aa]"
0(0|1)*0,0|(0|1)*|0,"[, 10, 01]","[2, a, A]"
(ab|ba)*,(ab|ba)*(aa|bb)?,"[ab, bb, abbaaa]","[0, aaaa, Ab, aB, a, A, Ba, bA, Bb, aA, Aa, bB]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))+(a*),"[babb, aababb]","[Ab, B, bA, bbAb, b0, bBb, bbB, bab]"
(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*,"[, aababbbaa]","[A, baba, bbAbb, bbBbb]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*(1+0+)*|1*(0+1+)*,"[00, 0, 110101, 1010, 1, 01]","[2, A, a, 01A0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*,"[, 10]","[2, a, A]"
b*a*,(a+|b*a*)+,[bab],"[c, B, A, 0]"
(ab|ba)*,(aa|ab|ba|bb)*,"[, aaabbabb]","[0, aB, Ab, a, A, Ba, bA, bB, Bb, aA, Aa]"
(a*ba*b)*a*ba*,(a|(ba*b))*b+a*,"[baa, ababba, b]","[bBbb, bAbb, 0b, bA, bbAbb, Bbb, bab]"
(a*ba*b)*a*ba*,a*b+(bb*|a*)*,"[bab, aabab]","[Ab, bc, , b0, bbB, bAb]"
(a|b)(a|b)+aaa+,(a*|b*)*(a)(a)(a)(a*),[abaaa],"[aaaA, aaaAaaa, , 0aaa, Aaaa, Baaa, caaa]"
(a|(b*bb))*,((b(b*))|a)*,"[ba, ]","[c, bA, 0, bB]"
a+b,(a|b)*a*b,"[abb, b]","[Ab, B, 0b, cb, Bb]"
