Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(a|b)|(b|a)(a|b)*(a)(a)(a)(a*),"[babaaa, baaabaaa, aaabaaa, aaaabaabaaa, baabaaabaaa, aaaabbabaabaaabaaa, baabaaa, baaabaabaaa, bbaaa, aabaaa, aabaaaa, abaaabaaa, babaaaa, aaabaaabaaa]","[baabaaaba, bab, bbaaaba, aaaabbabaabaaab, aab, aaabaaaba, aabaaaaba, aaab, baab, aaaabaabaaaba, baaab, babaaaaba, baaabaabaaaba, abaaabaaaba]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*,"[aa, bb]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,"[, 10]",[]
0+1*,0*1*,"[011, ]","[110, 01010]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[, 01010, 1101, 0110, 1001, 0100, 10101]","[011, 100, 0101, 11010, 1010, 01001]"
(ab|ba)*,(ab|ba|aa|bb)*,"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, bbbaabaaa, abbbaabaa, bbbbaabaa]"
(a|baa)*,((b+a+a)*a*)*,"[bbaabaa, , baaa, baabaa]","[baaab, bbaab, baababba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[00, 11]",[]
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,"[baaa, aaaabaaa, aabaaaa, bbabaabaaabaaa, aaaabaabaaa, baabaaabaaa, babaaaa, ababaabaaabaaa, aaabaaabaaa, baaabaabaaa]","[aaaabaabaaab, baabaaaba, babaaaab, baaab, bbabaabaaab, baaabaabaaab, aaabaaaba, aaaabaaab, ababaabaaab, aabaaaab]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,"[, aabbbaabaabbbaab, abbaba, baaabbbaabaabbbaab, aabbbaabaabbbaaab, abaabbbaabaabbbaabaabbbaab, aabbbaabaaabbbaab, aabbbbaabaabbbaab]","[baaabbbaabab, baaaba, abbb, aabbbaabaabbbab, aabbbaabaaa, baaabba, aabbbaabaaba, abaabbbaabab, babb, baaabbbaabb, abaabbbaabb, abaabbbab, aabbbaabaabbbaabb, aabbbaabaabbbaabab, abaabaa, aabbbbaabaabbb, aabbbaabaabbbaaa, abaabbab, aabbbaabaabba, baaabbbab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[, 01010, 1101, 0110, 1001, 0100, 10101]","[011, 100, 0101, 11010, 1010, 01001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,"[, 10]",[]
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, abbbaabaa, bbbaabaaa, bbbbaabaa]"
b*a*,((a+)|(b*a*))*,"[, ba]",[]
(a|baa)*,(a|(b*a(a)*))*,"[, bbaba, baa]","[baab, bbab]"
(a|baa)*,((a)*(b+aa+))+|[a]*,"[bbaabaa, , baaa, baabaa]","[baaaba, bbaab, babb, baababa]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[11, , 001, 010]","[00, 0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,"[, bbbbabb, ababaabaab, abaababab, bbbbaaaba, abbbabb, abbbaaaba, bbaababab, bbabaabaab, abab, bbab]","[bbaabababaa, bbabaabaabb, bbbbaaa, abaabababaa, abbbabbaa, bbbbabbaa, abbbaaa, ababaa, ababaabaabb, bbabaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,"[bbaba, aabaa, ababa, ba]","[bab, aabaab, abab, bbab]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),"[aaaabbabbaaaa, abaaa, bbaaabaabaaabbaaa, bbbabbaabbaaa, aaaaabaabaaabaaaa, aaaaaabaaaabaaa, aabaaaabaaaaabaaa, aaaaaabbabaaaaabbaaaa, bbaaa, aaaabbaaa, bbaabbaaa, abbabbaabaaaa, bbaaaabaaaabaaa, bbaabaaaabbbaaa, aaaaa, bbbaaaabaaaaabaaa, bbaabbaabaabaabbaaa, aaaabbaabaabaabaaaa, aaaabaaaabbaaaa, baaaa, bbbbaaa, bbaaaabbabaaaaabbbaaa, aabbaaa, bbaabbabbbaaa, aaaabaaaa, bbaabaaaa]","[bbbabbaab, aabaaaabaaaaaba, aaaabaaaabb, bbaabbaaab, bbaaab, aaaabaaaab, bbaabbaabaabaab, aaaaaabbabaaaaabb, bbaabaaaabb, aaaabbaaab, aaaaaabaaaaba, bbbaaaabaaaaaba, bbbbaaab, aaaaabaabaaab, aaaaab, bbaaaabbabaaaaabb, bbaaaabaaaaba, aaaabbabb, bbaaabaabaaab, aabbaaab, abaaab, bbaabbabb, aaaabbaabaabaab, bbaabaaaab, abbabbaab, baaaab]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,"[, ba]",[]
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[bb, bbaab, abaab, abbab]","[bba, abbaba, abaa, bbaa]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),"[bbaabaa, , baaa, baabaa]","[bbaab, baababba, baaabab]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, abbbaabaa, bbbaabaaa, bbbbaabaa]"
a+b,[ab]*(ab)[ab]*,"[baba, abb, aab]","[aa, a, ba]"
(a|(b*bb))*,(a|(b)*)*,"[, ba]",[]
a+b,(a|b)*(b),"[baab, bbab]","[baa, bbaba]"
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[bb, , aba, aab]","[aa, a]"
(a|b)(a|b)+aaa+,(a|b)*,"[, ba]",[]
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[bb, , aba, aab]","[aa, a]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[, 01010, 0110, 1101, 1001, 0100, 10101]","[011, 100, 0101, 11010, 1010, 01001]"
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[bba, babba, bbb, ababbbab]","[, ababbba, babbab]"
0(0|1)*0,0*(0|1)*0*,"[, 10]",[]
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, abbbaabaa, bbbaabaaa, bbbbaabaa]"
(a|(b*bb))*,(a*|(bb*))*,"[, ba]",[]
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,"[babaabaaabaaa, aabaaabaaa, aaabaabaaabaaa, abaaaa]","[aabaaaba, babaabaaab, aaabaabaaabaaaba, abaaaaba]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,[],[]
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"[, ba]",[]
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, bbbaabaaa, abbbaabaa, bbbbaabaa]"
(ab|ba)*,(ab)*((a|b)(a|b))*,"[, bbbbaabaab, bbbaabaa, abbbaabaaa]","[bbbaabaab, bbbaabaaa, abbbaabaa, bbbbaabaa]"
(a|(b*bb))*,(a*(b+a*b+)*a*)*,"[, babaa, bababba, babababbb, bababaaba]","[bababa, babab, babaaba, bababaa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)*aaa*,"[baaa, bbbabaabaa, aaaababaa, aaaabaaa, bbaababaa, abaa, bbaa, aababaabaa]","[aababaab, baaab, bbaab, bbaababaab, abaab, aaaabaaab, bbbabaab, aaaababaab]"
(a|b)*baa(a|b)*b,(a|b|baa+)*b,"[baab, bbab]","[bbaba, baa]"
(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,"[abb, , aabba, abaaaab, abaaabb]","[a, abaaa]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)+(a|b)*aaa,"[babaaa, baaabaaa, abaaa, aaabaaa, aaaabaabaaa, baabaaabaaa, aaaabbabaabaaabaaa, baabaaa, baaabaabaaa, bbaaa, aabaaa, aabaaabaaaa, aaabaaabaaa, babaaabaaaa]","[baabaaaba, bbaaabaa, bab, aaaabbabaabaaab, aab, aaabaaaba, aabaaabaaaabaa, aaab, baab, baaabaabaaabaa, babaaabaaaabaa, aaaabaabaaabaa, baaab, abaaabaa]"
a+b,[a]*[b]*,"[abb, ]","[bba, ababa]"
(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*,"[baaaa, , baaab, abbba, abbbb, babbbbb, abaabab, babbaba, abaaaaa, aabbbaabaab, aabbbaabaaa]","[abaababa, baaaaa, baaabb, baaaba, babbbbbb, babbbbba, aabbbaabaa, abbbaa, abbbbb, abbbba, abbbab, babbabab, babbabaa, abaaaaab, abaaaaaa, abaababb, baaaab]"
(ab|ba)*,(ab(a|b)*)*((a|b)(a|b))*,"[abb, , aba, babbba, aaaaaa, aaaaab, bbbbab, bbbbaa, bbab, baaa, bbbbba, aababb, aababa]","[baaaa, a, baaab, bbbba, bbabb, bbaba, bbbbbab, aaaaa, aabab, babbbaa]"
(a|b)(a|b)+aaa+,[ab]|[ab]+a{3},"[babaaa, baaabaaa, abaaa, aaabaaa, aaaabaabaaa, baabaaabaaa, aaaabbabaabaaabaaa, baabaaa, baaabaabaaa, bbaaa, aabaaa, aabaaabaaaa, aaabaaabaaa, babaaabaaaa]","[baabaaaba, bbaaabaa, bab, aaaabbabaabaaab, aab, aaabaaaba, aabaaabaaaabaa, aaab, baab, baaabaabaaabaa, babaaabaaaabaa, aaaabaabaaabaa, baaab, abaaabaa]"
(a|(b*bb))*,((a|b)*b?)*,"[, ba]",[]
(a|b)(a|b)+aaa+,((a|b)+)aaa,"[baaa, aaaabaaa, aabaaaa, bbabaabaaabaaa, aaaabaabaaa, baabaaabaaa, babaaaa, ababaabaaabaaa, aaabaaabaaa, baaabaabaaa]","[aaaabaabaaab, baabaaaba, babaaaab, baaab, bbabaabaaab, baaabaabaaab, aaabaaaba, aaaabaaab, ababaabaaab, aabaaaab]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)*(a*b*)b,"[baab, bbab]","[bbaba, baa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"[101010111, 00, 11, 101010100, , 101011, 1011, 0101000, 0101011, 011, 1010100, 100, 01011, 0100, 01010100, 10100, 010101011]","[01, 010101, 101010, 10]"
(a|b)(a|b)+aaa+,((a|b)+(aaa+)),"[baaa, aaaabaaa, aabaaaa, bbabaabaaabaaa, aaaabaabaaa, baabaaabaaa, babaaaa, ababaabaaabaaa, aaabaaabaaa, baaabaabaaa]","[aaaabaabaaab, baabaaaba, babaaaab, baaab, bbabaabaaab, baaabaabaaab, aaabaaaba, aaaabaaab, ababaabaaab, aabaaaab]"
a+b,(a|a*)b,[ab],"[bbb, abaa]"
(a|b)(a|b)+aaa+,(((a)|(b))+)+(aaa)+,"[baaa, aabaaabaaaa, bbabaabaaabaaa, aaaabaabaaa, baabaaabaaa, ababaabaaabaaa, aaabaaabaaa, baaabaabaaa, aaaa, babaaabaaaa]","[aaaabaabaaab, baabaaaba, baaab, bbabaabaaab, baaabaabaaab, aaabaaaba, aaaab, ababaabaaab, babaaabaaaab, aabaaabaaaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa(a|b)*,"[baaaa, bbaaa, abaaa, aaaababaaaa, aaaaa, aaaabaaab, bbaababaaaa, bbbabaabaaa, bbaabaaab, aababaabaaa]","[bbaabaa, aababaab, baaa, aaaabaa, aaaababaa, bbaababaa, bbbabaab, abaa, aaaa, bbaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa,"[baaa, aaaabaaa, aabaaaa, bbabaabaaabaaa, aaaabaabaaa, baabaaabaaa, babaaaa, ababaabaaabaaa, aaabaaabaaa, baaabaabaaa]","[baabaaaba, aaaabaabaaabaa, bbabaabaaab, aaabaaaba, ababaabaaab, babaaaabaa, aaaabaaabaa, aabaaaabaa, baaabaa, baaabaabaaabaa]"
(a|(b*bb))*,(a*|(b*b)*)*,"[, ba]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?,"[, bbbbaaabab, ababaabaab, abbbaaabab, abaababbab, abbbab, bbbbab, bbaababbab, bbabaabaab, abab, bbab]","[abbbabaa, bbbbaaa, bbabaabaabb, bbbbabaa, abbbaaa, abaababbabaa, ababaa, ababaabaabb, bbabaa, bbaababbabaa]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)*(aaa)a*,"[babaaa, bbaaa, abaaa, baaabbabaabaaabaaa, aaabaabaaabaaaa, aaabaaabaaa, aabaabaaa, baabaaa]","[bab, aaabaaaba, aabaaba, aaabaabaaabaaaab, abaaab, bbaaab, baaabbabaabaaab, baab, babaaab]"
(0|1)(0|1)*,[01]*,"[, 10]",[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)*,"[ababbabbbab, , ababbababbb, bbabbbb, ababbaabbbbb, abbb, abbbbbaab, bbbbbbaab, ababababbbab, ababbbb, bbababaababbbabab, bbabbaabbbbb, abababaaaba, bbaabbb, bbabbabbbab, bbabababbbab, bbabbababbb, bbabbbab, bbababbb, abababbb, ababbbab, bbbb, abababaababbbabab, bbababaaaba, abaabbb]","[bbaabbbb, bbababbbb, abababbba, abbbbbaa, bbbbbbaa, bbabababbbabb, ababbaabbbbba, ababababbbaba, ababbbba, bbabbabbbabb, bbabbbba, bbabbbabb, bbabbababbbb, bbababaaa, ababbabbbaba, abababaaa, abababaababbbababa, abbba, abbbb, ababbababbba, bbabbbaba, bbbbb, bbbba, bbababaababbbababb, ababbbabb, ababbbaba, bbabbaabbbbbb, abaabbba]"
(a|b)(a|b)+aaa+,(a|b)*aaa(a)*,"[babaabaaabaaa, aaabaabaaa, aabaaabaaa, aaabaaa, abaaaa]","[aabaaaba, aaabaaabaa, babaabaaab, aaabaabaaabaa, abaaaabaa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa*,"[bbabaabaa, baa, aaababaa, aaabaaa, baababaa, ababaabaa]","[baababaab, bbabaab, aaabaaab, ababaab, aaababaab, baab]"
a+b,[a]*[b],[ab],"[bbb, abaa]"
