Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,((bb)*|(aa)*)*,"[, aabbbb, bbaaaa]","[bbbab, aaba, aaaba, bbab]"
(ab|ba)*,(a|b)b,"[bb, ab]","[bba, abb, aba, aaba, bbb, ba]"
(ab|ba)*,((aa)*b)*,"[, aabaaaab, baab]","[baaba, aaaba, aababb, aabaaaaba]"
b*a*,a+|(b*a)*,"[, bbaba, baa]","[baab, bbab]"
001|1010|110,(0|1)*01(0|1)*,"[011, 001, 1010]","[00, 0, 10]"
(a|b)(a|b)+aaa+,(ab|aaa)*,"[, abaaa, aaaabaaa, aaaaaa]","[abb, aaaabaaba, aaaaabb, aaab]"
0*10*(10*10*)*,(1(11)*)|0*,"[00, , 111, 11111]","[110, 001, 01, 111010, 11110, 10]"
(ab|ba)*,(aa+ab+bb+ba)*,"[, aaabbbbbaaaabbbba, aaabbbba, aaabbbbaaaabbbba, aaabbbbaaaaabbbba]","[aaabbbbbaaaabbbb, aaabbbbaaaaa, aaabbbbaaaabba, aaabbbbaab, aaabbbbab, aaabbbbaaaabbba, aaabbbbaaabba, aaabbbbaaaaba]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[, bbabb, bbbabba, bbbabaa, abba, baabbbb]","[bbbab, bbaba, abbab, abbbaa, baabab]"
b*a*,(a+|a*b*),"[abb, ]","[bba, bab, abaa]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,"[aabaaa, aaaba, aabba, aabaabab, aabaababaab]","[aaa, ab, aabaabba, b, aabaaaba, aababb, aabaababaa, aabaababb, aabb]"
0*10*(10*10*)*,0*(11)*0*1*,"[, 111, 011011, 1100, 111101]","[01010, 110110, 11010, 1111010, 1110, 110010]"
(a*ba*b)*a*ba*,(a|ba+a)*,"[, baaa, baabaa]","[baaabb, baabb, baababba]"
a+b,(ab)*,"[, ab, abab]","[abaab, abba]"
0*10*(10*10*)*,(0|(1(11))*)+,"[, 111111, 1110]","[111101, 111011, 1111100]"
(a|baa)*,(a)*((b)+(aaa)+)*,"[, abaaabaaaaaabaaa, bbaaabaaa, baaabaaaaaa]","[bab, baaababb, baaabaab, abaaabaaaaaab, baaaaba, bbaaab, baaaaab, baab]"
a+b,(ab)+,[abab],"[aaa, b, ababb, abbb, abaa]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,"[, bbbbbabbaabb, bbbbaababba, baabbbba, bbbbabbaabbaabaabba, babbbba, abbbbaabba, ababbbba, bbbbababba]","[bbbbaba, bbbbabbaabbaabaa, aba, babbbbaa, baa, bbbbaababbaa, bbbbbabbaabbaa, abbbbaabbaa]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[000, 011, 11, ]","[110, 0101, 0110, 0001, 0010, 10]"
b*a*,(a+(a*))|((a*)+(b*)),"[abb, ]","[bba, ababa]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[abb, baaaaa, aab, bbaaaa]","[bb, aa, baaab, bab, abaa, abba, baaaaab, baab, baaaabb]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[baabbabaab, baabbaabba, , abbbaabab, abbbabaab, ababbba, abbababaabba, ababbbaabab, baababab, ababbaabbabaab, abbaababab, babaabab, ababbabaabba, abbbaabbabaab, babaabbabaab, ababbbabaab, abbbababaab, ababbaabab, abbaabbabaab, abbbbaabba, abbbababa, baabab, baabbaabab]","[baabababb, abbbaaa, ababbaabbabb, babaabbabb, baabbaababb, abbaabbabb, babaabaa, babaababb, babb, babaabbabaabb, ababbbabaabb, ababbbaaa, abbaabaa, babaabbabaaa, abbbabaabb, abbbababaaa, abbbababb, abbbaababb, ababbbaabaa, baababaa, abbbabb, abbaaab, abaa, ababbaaa, baaa, abbbaabbabaabb, ababbbabaaa, baabbaaa, abbbababaabb, aaa, bb, abbbaabbabb, baabbabaaa, abbaabbabaaa, ababbabb, ababbaabbabaaa, abbaababb, abbbbaabb, baabbabb, baabbaabaa, abbaabbabaabb, babaaa, abbbaabaa, ababbbaababb, baababb, abbbaabbabaaa, ababbaababb, ababbaabbabaabb, ababbbabb, ababbaabaa, abbabb, abbbabaaa, baabaa, baabbabaabb]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[babaaa, bbbaaa, abaaa, abbaaaa, babbaaa, abbbaaa]","[abbbaaab, babaab, bbb, abaab, aaaab, abbaabb, abbaaaba, abbbaab, babbaab, abaaab, abbbab, babbaaab, babbab, babaaab]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[babb, bbaba, bbb, ababaa, baab, bbaa]","[babaab, bbaabab, abababa, bbababb, baa, bbbabab, babbab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aa, , bbba, bbbb]","[abb, bba, aab, bbbaba, bbbbaa]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aa, bb]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 111]","[110, 001, 01, 00010, 1110, 10]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[baaaa, bbaaa, abaaa, bbaabaaabaaa, aaabaaaa, aaaaabaaa, bbbabaabaaabaaa, aaaaabaabaaa, aababaabaaabaaa, aaaabaaabaaa, bbaaabaabaaa, bbabaaaa]","[bbabaaaabaa, aaaabaaaba, bbaaabaa, bbbabaabaaab, aaabaaaabaa, bbaabaaaba, aaaaabaabaaabaa, aaaaabaaabaa, baaaabaa, aababaabaaab, abaaabaa, bbaaabaabaaabaa]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[abb, bb, aa, , baa]","[bab, aaba, ababa, abba, baab, bbab]"
(ab|ba)*,(ab)*(ba)*|abbba,"[, abbba, abababbaba, ababba, abbababa, ababab, ba]","[aa, bb, abababbbb, baa, abbaa, abbbb, abaa, babaa, babb, abababbaaa, abbbaa, abbabb, ababbb, ababaa, abbbab, ababbaa]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[abb, aba, aab, ba]","[bba, aa, a, bab, bbb]"
(a|(b*bb))*,(a|b)(a|bb)*,"[bbba, bbb, abbbb, abba]","[bba, bbbbaba, aba, bbbaba, abbbaba, abbaba]"
(a|(b*bb))*,(bb*)*,"[, b]","[ab, baa]"
(a|(b*bb))*,b*|(a*b*),"[abb, ]","[bba, bab, abaa]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[bab, abaa]","[bba, , a, bbb]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[bba, bab, bbb, abaa]","[baba, bbba, babb, abaaaba, bbaa, baab, bbbb, bbab]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,"[abababbbabbab, babbabaab, babbab]","[babbabb, babbabaa, abababbbabb]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[aa, , bbbbabab, bbabaab, abbab, abbbbbb, abab, bbab]","[bbbaa, bbbbabbb, bbabb, bbababb, ababb, abbba, aabbb, abbabb, bbabaa, ba]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[babbba, bbba, bbbbba, ababaa]","[babba, bbbabb, bbbbaa, ababaabb, bbab]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaa, a, bbaaa]","[bb, baabb, aa, baaaba, ab, bab, baaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[000, , 111, 010010010, 101010010, 101101101, 0101010110, 0101001, 010010101101]","[10101001, 1110, 01001000, 01001011, 110, 01001010110, 010100, 01000, 01011, 0011, 0001, 01010100, 10100, 10111, 010101110, 010101011]"
b*a*,a*|b*|(ba)*,"[aa, baba, , bababa, bbb]","[abb, bba, babb, bbba, babaa, baa, aab, bababba]"
(a|baa)*,((b)(a)(a)*(a*))*,"[baba, , baa]","[aa, babb, bbb, babab, baab]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[aa, abb, bba, abaa, ba]","[bb, bab, abbab, aabab, ababba, baab]"
(a|baa)*,(a|b)*baaa*,"[bbabaabaa, abaaa, baababaa, baabaa]","[bbabaab, abaaaba, baabaaba, baababaaba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[, 101010010, 0110, 101101, 0101001, 0100010]","[011, 010100, 10101001, 01000, 1011, 10110]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,"[, bbbbababa, bbabbbba, bbaa]","[bbbbaba, bbaab, bbabbbbab]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[, babb, abbababbbab, ababbabbbbbb, abbaabb, ababbaabb, ababbbbabbabb]","[ababbabbbbb, ababbbbabab, abbaa, babbaba, abbababbba, ababbaa, ababbaba, abbababaa]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[babaab, a, bbaab, bbbaab]","[ab, aaba, bbaaa, bbaaba, bbb, bbaabb, bbab, ba]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[a, bbbabbbab, bbbaabbaabbbab, bbbabbaabbbb, bbbbbaabbabbbab, babbbbaabba, bbbaabba, bbbbab, bbab, babba, bbaab, bbbabba, babbaabbbbaabbaaabba, bbbabbbbaabbbb, bbbbbabbabbbb, bbbaabbbab, baabbbbaabba, baabbbbabbbbaabbabbaabba]","[bbbaabbaabbbabab, bbbbbaabbaabbbbaa, bbaa, bbbbaba, baba, bbbbabb, baabbbbaabbaa, baaba, babbbabba, bbbbbaba, bbbbbabbabbbaba, aa, ab, babbbbaa, babbaaba, babbaabbbbaabbaaa, babbbbaaba, bbbabbbaba, bbbaaba, bbabb, bbbabbbabb, bbaba, bbbaba, babbbbaba, bbbabbbbbbaaba, bbbaabbbaba, babbbbaabbbbaa, bbbaabbbabb, bbbabbaabbbabb, babbaba]"
0(0|1)*0,0*0*|1*0*,"[, 100]","[011, 001, 1010]"
0*10*(10*10*)*,(0*10*10*10*)*,"[, 01110, 111111, 1111011, 1111101, 00111]","[011101, 00, 1111111, 11110, 111110]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[bb, , abaa]","[ababba, baab, bbab]"
0(0|1)*0,0*,"[0, ]",[0110]
(a|(b*bb))*,(bb|a)*b*,"[bba, , bbb]","[bbbaa, bab, bbaba]"
(a|baa)*,a|(b|aa*),"[aa, b]","[bb, aab, abba, ba]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[, bbbbabab, bbabaab, abaabbbab, abbbab, bbbbab]","[bbba, bbbbabbb, abbbabb, abaa, bbabaa, abba, bbababba]"
0*10*(10*10*)*,0*1+0*1*0*,"[11, 100, 010100, 1011]","[110101, 101011, 101001, 101101, 100101, 0101010]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[, bbb, aaaabbb, aaaab, aabbbbb]","[bba, ab, bbba, aabba, aaaaba, aaaabba, aabab, aaab, bbbbaa, ba]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[, aabbbb, abbb, abaa, bbaaab, bbaaaa, abab]","[bbbaa, aba, bbaaa, aabab, abba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[, bbaabaaabaa, baaabaabaaabaaabaa, abaaaabaa, baabaaabaa]","[bab, baaababa, baaabaabaaabaaa, abaaaa, bbaabaaab, baababb]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[bb, , abaa]","[babb, ababa, baab, bbab]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,[bb],"[aa, bba, bab]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[bbbaa, abbbab, bbbbbabb, bbbb, ba]","[baba, bbbaaba, bbbabba, bbbaba, bbbbbabaa, bbbbab, abba]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaabbabbaaaabbabba, abbbaabba, abbaabba, abbaaabbabbbaaabbabba, abbaaabbabbaaabbabba, abbaabbaaabbabbaaabbabbaaabbabba, abbaaabbbabbaaabbabba]","[aa, aba, abbaaabbaa, b, abbaaabbabbaaabbabbaab, abbaaabbbabbaaabb, abbbaabb, abbaaabbabbaaabbaa, abbab, abbaaabbabbaaabbaba, abbaaabbabbaab, abbaaaba, abbaaabbabbab, abbaaabbabbaaaa, abbaabbab, abbaaabbabbbaaabbabb, abbaaabbabbaaaba, abbaabab, abbaaabbabbaaabbabbab, abbaaabbaba]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[ab, aabab, aabaab]","[bb, abb, aba, aababb, aabba, aabaa]"
(a|(b*bb))*,a*b*a*,"[bb, , abaa]","[ababba, baab, bbab]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[baba, aababbabba, , bbaaba, ababbaaba, aabaabaaba, abaaba, abaababbaaaba, ababba, bbabba, ababbabbaaaba]","[abaababbaaa, ababbabbaaa, bbb, aabba, ababbabbb, ababbaabb, abbb, bbabbb, bbaabb, abaababbb, aababbb, aabaabb, abaabaabb, ababbaabaa, abaabb, ababbaabab, ababbb, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[00, 11, , 0110, 1001, 0100, 1011]","[110, 011, 100, 01010, 00101, 10110, 10101, 01001]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[abbaaba, babbaba, abbabaa, abab]","[babb, ab, abbaa, abbab]"
(a|baa)*,((a)*|(b))(a)(a)*,"[aa, ba]","[bb, aba, babb, aab]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[bbaabbb, baabbbaabbaa, , baabbbaabbb, abaabba, baabbba, baabbbaaa]","[baabbbaabaa, baabbbaabbab, bab, baabbaab, abaaba, bbaabbbaab, baabbbaaab, baabbab, baabbbabb]"
(a|(b*bb))*,b*b,[bb],"[bba, aba, ba]"
(a|(b*bb))*,b*bb*,[bb],"[bba, aba, ba]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[aa, baaaa, , babaaa, baab]","[baaaaa, aba, babaa, bbb, aab, baaba]"
a(a|b)a(a|b)*,aa+ba,"[aaba, aaaba]","[aaa, abb, b, aabba, aabaa, aabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,"[11, 010]","[0, ]"
(a|baa)*,(a*(baa*)),[abaa],"[bbb, ababa, baab]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,"[, aabbbb, bbaaaa]","[bbbaa, aabab, aaab, bbab]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[11, , 0100]","[01010, 1101, 1001, 1011]"
(a|baa)*,a*b*aaa*,"[aaa, baa, aabaaa, abaa, bbaa]","[bb, baaab, bab, aabaaba, aababb, abaab, aaabab, baab, abab]"
