Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)*baa(a|b)*b,a*b*(baa+)b+,"[baaab, bbaab, abaabb]","[bb, abaababa, baabba, baaa, bab]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)b*(b*|aa+b*|a+ab*)b*(b*|aa+b*|a+ab*)b*,"[aaa, bb, baabb, , baaa, aabaabaabb, baabaaa, baabaab]","[baabaaaba, ab, baabaabba, bab, aabab, aaabab, baaabab, aabaabab, baabbab, bbab, baabaaba, aabaabaababa, baabab]"
(0|10*1)*,(0*|101)+,"[, 101101, 1010]","[1011001, 101011, 10111]"
(0*10*10*)*|0*,(0*10*10*)11(0*10*10*),"[01111110, 1011111, 1111011, 1101111]","[11111101, 110, 11111111, 011100, 11110, 10]"
(a|baa)*,(b?aaa*)*,"[, baaa, aabaa, aabaabaa]","[abb, bb, baabb, baaaba, bab, aabaaba, aabba, aabab]"
(a*ba*b)*a*ba*,(a)*b((a)|(bb))*,"[bbba, abbbbb]","[bbbab, abbab, bbbbaa]"
(a*ba*b)*a*ba*,(a)*(b)(a|bb)*,"[bbba, abbbbb]","[bbbaba, abbaa, bbbbab]"
a(a|b)a(a|b)*,a(a|b)a(a*|b*),"[aaaaa, aaabb, abaa, abab]","[abb, aab, aaaba, abaab, ababba, aaabba, aaaabb, abaaab, aaaaab, ababa, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"[00, , 101011101, 101011010101, 0100100100010, 0100101010, 101011001, 101101101, 10110101, 101101101101, 0101001010, 01010100110, 01000, 01010010010, 0110, 100101, 10111]","[00101, 10110100, 01001011, 0101001011, 01000101, 0101001001, 1010110110, 011, 1010100, 1010111, 100, 01011, 10101101000, 01010111, 101110100, 0101010011, 0100100100, 10100, 1010101100, 1011011011]"
(0|10*1)*,0*|(10*1)*|0*,"[00, , 1111, 11101]","[001, 1101, 1110, 11110, 010]"
(a*ba*b)*a*ba*,a*(a|bb)*ba*(a|bb)*,"[babba, bbaba, bbbabbbb]","[bba, babbba, bbbababa, babbaba]"
(a|(b*bb))*,(bb|a)*,"[bba, , bbbb]","[bbaba, bbbaba]"
(a*ba*b)*a*ba*,[b]{1}([b]{2})*,[bbb],"[bbbaa, bbab]"
(b|(a*aa))*,(aa+)*b*,"[aaa, , b, aabb]","[bba, ab, aaaba, aababa, ba]"
(0*10*10*)*|0*,(0*10*10*)(0*10*10*),"[011110, 11011, 11101]","[110, 111111, 111101, 1110, 0111110]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*b)a)*((a|b)(a*b)),"[bbaabaab, ababbaaab, bbabbaaab, ababbaab, bbaababb, bbabbaab]","[bbaaba, bbaabba, bbabbbb, abaabba, ababbbb, ababbaaa, bbabbaaa]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"[baaaaa, bbababaabaaabaaa, aaaaabaaabaaa, aaaabaaa, aaaaaa, bbaaaabaabaaabaaaa, bbaaaa, aaaaaabaabaaabaaaa, bbaaabaaabaaa, aaababaabaaabaaa, bbbaaaa, aabaaaa, abaaaa, bbaabaaa]","[aab, bbb, bbababaabaaab, aaaaaabaa, aaaaabaaaba, baaaaabaa, abaaaabaa, aaaabaaabaa, bbaaaabaabaaabaaaabaa, bbaaaabaa, aaaaaabaabaaabaaaabaa, aaababaabaaab, bbaabaaabaa, bbaaabaaaba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[000111, 001101, 101010, 100000, 101111, 110001, 110100, 011010, 010011, 010110, 1010010, 011001, 011100, 110010, 111000, 001011, 001110, 000001, 000100, 100011, 100110, 101100, 110111, 111101, 010000, 1010001, 010101, 011111, 100101, 111011, 111110, 001000, 000010]","[10100010, 0111111, 10100011, 1101000, 1110111, 1110110, 111111, 0011100, 0011101, 011101, 010010, 00000010, 1101001, 0111110, 0111001, 1001100, 1101110, 110011, 111100, 1001101, 0100110, 1010000, 010001, 0100111, 100100, 1101111, 0000101, 0111000, 0000100, 0001000, 000110, 1001011, 101011, 110000, 1100010, 0100000, 0010110, 0010111, 011000, 0100001, 1100011, 1001010, 0001001, 000101, 110110, 1111011, 0101100, 0010000, 0010001, 1010100, 011110, 0101101, 1010101, 1111010, 0110100, 0000010, 000011, 0110101, 001100, 110101, 101110, 1011001, 1011000, 101101, 0000011, 0001110, 10100100, 011011, 1100100, 1100101, 0001111, 001001, 1000000, 1000001, 1111100, 1111101, 0101011, 0101010, 1010011, 010111, 100111, 001010, 10100101, 0110011, 001111, 1000110, 1110001, 100010, 1000111, 1110000, 111001, 0011011, 1011111, 0011010, 1011110, 010100, 100001, 111010, 0110010]"
(a*ba*b)*a*ba*,(a|bb)*a*b,"[bbb, bbab]","[bba, bbbaa, bab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[000111, 1001111, 001101, 100000, 110001, 110100, 011010, 010011, 010110, 1010111, 1011101, 1010010, 1011000, 011001, 011100, 110010, 111000, 1001010, 001011, 001110, 000001, 000100, 1001001, 1001100, 100011, 110111, 111101, 010000, 1010001, 1010100, 010101, 1011011, 1011110, 011111, 111011, 111110, 001000, 000010]","[10100010, 0111111, 10100011, 1001110, 1101000, 1110111, 1110110, 111111, 0011100, 0011101, 011101, 010010, 1010110, 1101001, 0111110, 10101110, 0111001, 10101111, 1101110, 110011, 111100, 1001101, 0100110, 1010000, 010001, 0100111, 10011001, 1101111, 0000101, 0111000, 0000100, 0001000, 10101000, 000110, 10101001, 1001011, 110000, 1100010, 10011000, 10110111, 0100000, 0010110, 0010111, 011000, 0100001, 10110000, 10011111, 1100011, 0001001, 000101, 1001000, 110110, 1111011, 10011110, 0101100, 0010000, 0010001, 011110, 0101101, 10110110, 10010011, 1010101, 1111010, 0110100, 000011, 0110101, 001100, 110101, 10010010, 10111101, 1011001, 0000011, 0001110, 10100100, 10110001, 011011, 1011010, 10111100, 1100100, 1100101, 0001111, 001001, 00000101, 1000000, 1000001, 1111100, 1111101, 0101011, 0101010, 1010011, 1011100, 010111, 10010101, 10111011, 10111010, 10010100, 001010, 10100101, 0110011, 001111, 1000110, 1110001, 100010, 1000111, 1110000, 111001, 0011011, 1011111, 0011010, 010100, 100001, 111010, 0000000, 0110010]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"[abb, , abbaa, abbabba]","[abbaba, abbaaba, abbbba]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"[aaaabbabbaaaa, abbabbaabaaaa, abaaa, bbaabaaaabbbaaa, aaaaa, bbaaabaabaaabbaaa, bbbabbaabbaaa, aaaaabaabaaabaaaa, bbaaaabaaabaabaaaaabbbaaa, aaaabaaaabbaaaa, baaaa, bbbbaaa, aabaaaabaaaaabaaabaaa, bbaaa, aabbaaa, aaaabbaaa, bbaabbabbbaaa, bbaaaabbaabbabaabbaaa, aaaabaaaa, bbbaaaabaaaaabaaabaaa, bbaabaaaa, bbaabbaaa, aaaaaabaaabaabaaaaabbaaaa, aaaaaabbaabbabaabaaaa]","[aabbaaaba, bbaaaba, bbbabbaab, abaaaba, aaaaabaabaaab, aaaaaabaaabaabaaaaabb, aaaaaba, bbbbaaaba, aaaabaaaaba, aaaabaaaabb, bbaabbaaaba, baaaaba, bbaaaabbaabbabaab, aaaaaabbaabbabaab, aabaaaabaaaaabaaaba, aaaabbabb, bbaabaaaabb, bbaabaaaaba, bbbaaaabaaaaabaaaba, bbaaabaabaaab, bbaabbabb, aaaabbaaaba, bbaaaabaaabaabaaaaabb, abbabbaab]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[00, 110, , 101, 1110111, 111100, 101101, 01111]","[11110110, 011110, 01110, 101110, 0110, 1101, 11001, 111010, 10110, 0010, 1010, 010]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[aaaaaabbaaaaaabaaaaaabaaa, bbaabaaaaaaabaaaabaaaaabaaaaaa, bbaabbaaaabaabbbaaaaaa, abbabbaabaaabbaaaabaaaaabaaaaaaa, bbaaaabbaaaaaa, bbaaaabaabaaaabbaaaaaa, aaaaaaaabbaaabaaaaaabaaaaaaa, aaaaaaabaaaaaabbaaaaaabaaaaaaa, aaaaaaaabbaaaaaaabaabaaaaaaa, aaaaaabbabaabaaaaaaa, bbaaaaabaaaaaabbaaaaaabbaaaaaa, bbbabbaabaaabbaaaabaaaaabbaaaaaa, aaaaaabaaaabaaaabaaaaaaa, aaaaaaaa, aaaaaabaabaaaabaaaaaaa, aaaabaaaaaaabbaaabbaaaaaaa, aaaabbaaaabaabbaaaaaaa, aaaaaabbaaaaaabaaaaaabbaaaaaaa, bbaaaabbaaaaaabaaaaaabbbaaaaaa, baaaaaaa, bbaaaabbabaabbaaaaaa, aaaabbaaaaaaaabbaaaaaa, bbaabaaaaaaabbaaabbbaaaaaa, bbaabbaaaaaabbabaaaaaabbaaaaaa, aaaaaabaaaaaaabbaaaaaabaaaaaaa, aaaaaabaaaaaaabaaaaaabaabaaaaaaa, abaaaaaa, aaaaaaaabbaaaaaabaaaaaaa, bbaaaaaa, aaaaaaaabaaaaaaaabaaaabaaaaaaa, bbaaaaaabaaaaaaaabaaaabbaaaaaa, aabaaaaaaa, aaaaaabbaaaaaa, bbbbaaaaaa, bbaaaabbaaaaaabaaaaaabaaa, aaaabaaaaaaaaabaaaaaabaaaabaaaaaaa, bbbaaaaaaa, bbaabaaaaaaaaabaaaaaabaaaabbaaaaaa, aaaaaabbaaaaaabbaaabaabaaaaaaa, bbaaaabaaaaaaabaaaaaabaabbaaaaaa, bbaaaabbaaaaaabbaaabaabbaaaaaa, bbaaaabaaaaaaabbaaaaaabaaaaaaa, bbaaaabaaaabaaaabbaaaaaa, aabbaaaaaa, bbaaaaaaabbaaaaaaabbaaaaaa, aaaabaaaaaaabaaaabaaaaabaaaaaa, aaaaaaaaabbaaaaaaabaaaaaaa, bbaaaaaabbaaaaaabaaaaaaa, bbaabbaaaaaaaabbaaaaaa, bbaaaaaabbaaabaaaaaabbaaaaaa, aaaabbaaaaaabbabaaaaaabaaaaaaa, bbaaaaaabbaaaaaaabaabbaaaaaa]","[aaaabbaaaaaabbabaaaaaab, bbaaaabbabaab, aaaaaaaabaaaaaaaabaaaab, aaaaaabaaaaaaabaaaaaabaab, aaaabaaaaaaabbaaabb, bbaaaaaabbaaaaaaabaab, aaaabaaaaaaaaabaaaaaabaaaab, aaaaaaaabbaaabaaaaaab, bbbbaaaaaaabaa, aaaaaabbaaaaaabbaaabaab, aaaabbaaaaaaaabbaaaa, aaaaaabbaaaaaaabaa, aaaaaabaaaabaaaab, bbaaaabaaaaaaabaaaaaabaab, bbaaaaaaabbaaaaaaab, bbbabbaabaaabbaaaabaaaaab, bbaaaabbaaaaaabaaaaaabaaabaa, bbaabaaaaaaabaaaabaaaaaba, bbaabaaaaaaabbaaabb, aabaaaaaaaabaa, bbbaaaaaaaabaa, bbaaaabaaaabaaaab, aaaaaaaabbaaaaaabaaaaa, aaaaaabaabaaaab, aaaaaaaaabbaaaaaaab, bbaaaaaaabaa, bbaabbaaaaaaaabbaaaa, aaaaaaabaaaaaabbaaaaaab, aaaaaaaaabaa, bbaaaabaabaaaab, aabbaaaaaaabaa, aaaaaabbaaaaaabaaaaaabb, aaaabaaaaaaabaaaabaaaaaba, bbaabbaaaaaabbabaaaaaab, bbaabaaaaaaaaabaaaaaabaaaab, bbaaaabaaaaaaabbaaaaaabaaaaaaaabaa, aaaabbaaaabaabb, baaaaaaaabaa, bbaaaaaabaaaaaaaabaaaab, aaaaaabbaaaaaabaaaaaabaaabaa, bbaaaaabaaaaaabbaaaaaab, aaaaaabbabaab, bbaaaabbaaaaaabbaaabaab, bbaaaabbaaaaaabaaaaaabb, abbabbaabaaabbaaaabaaaaab, abaaaaaaabaa, bbaaaaaabbaaabaaaaaab, aaaaaabaaaaaaabbaaaaaabaaaaaaaabaa, aaaaaaaabbaaaaaaabaab, bbaabbaaaabaabb, bbaaaaaabbaaaaaabaaaaa, bbaaaabbaaaaaaabaa]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[, bbb, abbabbb, bbaa]","[bbabbba, bbaaba, bbbaba, bbaba, ababa, bbabba]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,"[11, , 1111]","[1101, 11101]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),[baabaab],"[baabb, bb, a, baaa, bab, baabaabbba, baabaaa, baabab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[11010, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 10011, 10110, 11001, 11100, 11111, 10101]","[000011, 001001, 110101, 101010, 101011, 111111, 100000, 110100, 00101, 01111, 011010, 010110, 011101, 010111, 011100, 01010, 100111, 101101, 10010, 11000, 110010, 111000, 001110, 10111, 11101, 000101, 000100, 000000, 001111, 110011, 111001, 100110, 101100, 00011, 00110, 01001, 01100, 010000, 011011, 010001, 100001, 11011, 11110, 111110, 001000, 10001, 10100, 0000101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[00, , 111, 111001, 101001, 0100, 101101]","[011, 1011010, 01011, 0011, 1110, 11100, 10100, 01001]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[bbbbabbbbabb, , bbabbbbabbbbbaabbbaabbbb, bbbbbabbbbb, bbbaabbbbbaabbbbaabb, bbbbbabbbbabb, bbabbbbbabbbbabbb, bbbbaabbbbaabbbb, bbbbbbaabbbbaabbbbaabbbb, bbbaabbbbaabbbb, bbbabbbbbaabbbbaabbbb, abbabbbbbaabbbaabbbb, bbbbbbabbbbabbbbabb, bbbabbbbabb, bbbbbbabbbbbabbbbb, bbbaabbbaabbbb, bbbbabbbbb, bbabbbbbabbbbabb, bbbaabbbbaabbbaabbbb, bbbabbbbbaabbbaabbbb, bbabbbbbaabbbbaabbbb, bbabbbbabbbbbaabbbbaabbbb, bbbaabbbbaabbbaabbbbaabbbb, bbbaabbbbbbaabbbaabb, bbbabbbbbb, bbbbbbaabbbaabbbaabbbb, bbbbbaabbbaabbbb, bbbaabbbbaabbbaa, bbbbbaabbbbaabbbb, bbbbaabbbaabbbb]","[bbbbabba, bbbabbbbbaabba, bbbbbabbbbaa, bbbaabbbbaabbbaaabbb, bbbaabba, bbbaabbbaabbbbab, bbabbbbaba, bbbbaba, bbbbbbabba, bbbbbaaba, bbbaabbbbbbaaba, bbbaabbbab, bbbaabbbbbbaabba, bbbbbaba, bbbbabbbbbab, bbabbbbabbbbbaabbbab, bbbaabbbaaba, bbabbbbbabbba, bbbbabbba, bbabbbbabbbbbaaba, bbbaabbbbaabba, bbbbbabbbbbab, bbabba, bbbabba, bbaba, bbbaba, bbabbbbbabba, bbbaabbbbbbab, bbbbbaabba, bbbaabbbbaaba, bbbbbaabbbbab, bbbbbbabbbbaa, bbabbba, bbbbaabba, bbbbaabbbab, bbbbbbaabbbbab, bbbabbbbbaabbbab, bbbaabbbbbaabba, bbbabbbbbaabbbbab, bbaa, bbbbbbabbba, bbbabbbbaa, bbbbbbaabaa, bbabbbbbaabbbab, bbbbbbabbbbbabbbbbab, bbbbbabba, bbbbabbbbaa, bbbaabbbbbab, bbbaabbbbab, bbbbbabbba, bbbabbbbbbab, bbbaabbbbbaaba, bbbaabbbaabbbab, aba, bbabbbbbaabbbbab, bbbaabbbbaabbbaabbbbaabbbbb, bbabbbbbaba, bbabbbbbabbbbaa, bbbbbaabbbab, bbbabbba, bbbaabbbaabba, bbbbbbaabbbab, bbbaaba, bbabbbbabbbbbaabbbbab, bbabbbbaa, bbbbbbaba, bbabbbbabbba, bbabbbbbaabba, bbabbbbbaaba, bbbbaabbbbab, bbabbbbabba, bbbbaaba, bbbabbbbbaaba, bbabbbbabbbbbaabba, bbbbbbaabbab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11, 01, 10]","[011, 110, 001, 100, 111, 101, 00010, 010]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[baabb, , aabaaa, aabaa, aabaab, bbaa]","[bb, ab, bab, aababba, aabaaabab, aabaabab, baabbab]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[baba, , abbaba, ababbaba, abba, baabab, baab, babaabab, abab]","[aa, bb, babaaa, abbaa, abbabaa, baabaaa, abaa, baababb, abbb, ababbaab, baabb, babb, baaa, babaabb, abbabb, ababbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[101010, 11010, 100011, 100110, 101001, 101100, 101111, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 11001, 11100, 11111, 100101]","[0000010, 000011, 110101, 101110, 111111, 110100, 011101, 1011001, 1011000, 011100, 01010, 101101, 111000, 001110, 11101, 1001100, 101000, 110011, 1001101, 00110, 01001, 010000, 011011, 010001, 100100, 11110, 111110, 000010, 001001, 1001011, 101011, 100000, 00101, 01111, 011010, 010110, 1010011, 1010010, 010111, 100111, 11000, 110010, 1001010, 000101, 000100, 001111, 1000110, 100010, 1000111, 111001, 00011, 01100, 1010100, 1011111, 1011110, 1010101, 100001, 11011, 001000]"
(a|baa)*,"a?ba{2,}","[baa, abaaa]","[abb, bb, baaab, aaba, bab, abaab, baab, abab]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[baabb, bbaab, abaabab, baabaab]","[abaababa, baba, bb, baabba, babb, baabaa]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[baaaaa, babaaa, bbbbabaabaaabaaa, bbbabaaaa, aaaaaabaaa, aaaaabaaabaaa, bbaaaa, aaababaabaaabaaa, bbbaaa, bbbaabaaabaaa, aabaaa, bbbaaabaabaaa, aaaabaaaa, abaaaa, abbaaa, aaaaaabaabaaa]","[bbbaaabaabaaabaa, aaaaabaaaba, baaaaabaa, abaaaabaa, bbbaabaaaba, bbbbabaabaaab, abbaaabaa, bbbabaaaabaa, aabaaabaa, bbaaaabaa, aaababaabaaab, bbbaaabaa, aaaabaaaabaa, babaaabaa, aaaaaabaabaaabaa, aaaaaabaaabaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[000, 111, 01010, 1101, 11001, 0010]","[0101, 11010, 0001, 1100, 1110, 00101]"
(0|10*1)*,(0*10*1)*|0*,"[, 11110101, 110011, 1101111011011]","[1111010, 1100, 11011110110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[01010, 1101, 0110, 1001, 0100, 10101]","[011, 100, 0101, 11010, 1010, 01001]"
(a|baa)*,(b(aa)+a*)*,"[, baaa, baabaa]","[aa, bb, baabb, baaaba, babb, baabaaba, baabab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[1101, 0001, 1000, 1011, 1110, 11111, 0010, 010]","[000101, 11010, 111111, 00101, 1010, 00000, 00011, 00100, 011, 0101, 0011, 0100, 1001, 1100, 10000, 10110, 11100, 11011, 11110, 111110, 10001, 10111, 11101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[11010, 101001, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 10011, 10110, 11001, 11100, 11111, 10101]","[000011, 110101, 111111, 110100, 011101, 011100, 01010, 101101, 10010, 111000, 001110, 11101, 000001, 101000, 110011, 100110, 00110, 01001, 010000, 011011, 010001, 11110, 111110, 000010, 001001, 101010, 101011, 100000, 00101, 01111, 011010, 010110, 1010011, 1010010, 010111, 100111, 11000, 110010, 10111, 000101, 000100, 001111, 111001, 101100, 00011, 01100, 100001, 11011, 001000, 10001]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[bbaabaab, bbaab, abaabaab]","[aa, abb, bbb, abaaa, bbaabb, abab, bbab, bbaaa, abaababba, abaabaabb, bbaababba, bbaabaabb, abaabb, abaabaaa, ba, bbaabaaa]"
0(0|1)*0,0(0|0)*0,[000],"[01, 1, 0001, 00110]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[aabaaa, abaaa, aaaaa, abbaaa, bbaaaa]","[abb, aab, baa, bbaaabb, aaaaaab, abaab, aaaab, aaaaab, aaab, bbab, abab, bbaab, abaaab, abaaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,[010],"[0110, 01001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 100, 1011, 1110, 11111, 010]","[111111, 1000, 0010, 1010, 011, 110, 0101, 00010, 0011, 0100, 1001, 10110, 11100, 11110, 111110, 10111, 11101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),"[01010, 11001, 00100, 11101]","[0101, 001001, 1100, 111010]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,"[bbabbbbba, baabb, babb, bbabbaabbb, bbb, bbbbabbabbb, bbabbb, abababbb]","[bbabbbbbab, babbb, bbabbaba, bbbbabaa, bbaba, bbabbaa, baa, abababab, bbbb]"
0*(10*1)*0*,0*(10*1)*,"[, 1111, 11101]","[111100, 1101, 1110]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[, 1110111, 0110, 101101, 1101111]","[01110, 10111010, 11010, 10110, 111010, 011010]"
(a|baa)*,a*|a*baa+,"[, abaaa]","[bb, baaab, babb, abaaba]"
(a|baa)*,(baaa*)*,"[, baaa, baabaa]","[aa, bb, baabb, baaab, babb, baabab, baabaab]"
