Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(a|b)(a|b)+bbb+,"[babbb, bbbbb, bbbbbabbabaabbb, aabbbabbabbb, abbbb, aabbb, aabbbabbababbbbabbb, aabbbabbabaabbb, bbbbbabbabbb, bbbbbabbababbbbabbb]","[bbbbbabbabbbabb, abbbbabb, aabbbabb, babbbabb, aabbbabbabaa, aabbbabbabbbabb, bbbbbabbabaa, aabbbabbababbbbabbbabb, bbbbbabb, bbbbbabbababbbbabbbabb]"
a(a|b)a(a|b)*,(a(a|b)b)(a|b)*,"[abb, aabba]","[aa, aba, ab, aaab, ba]"
(a*ba*b)*a*ba*,[a]{1}([a]{2})*,[aaa],"[aabba, aaab]"
a(a|b)a(a|b)*,a(a|b)b(a|b)*,"[aaba, abbb]","[aa, aba, ab, aaab, ba]"
(ab|ba)*,a,[a],"[ab, aaba, b]"
(a|(b*bb))*,(a+b)b(a+b),"[abbab, abbaab, aabbab]","[aa, b, abbaa, abbaba, abbabb, ababa, abbb]"
001|1010|110,0,[0],"[000, 011, 1]"
001|1010|110,1,[1],"[11, 010, 10]"
a(a|b)a(a|b)*,a(a|b)b(a+b)*,"[aababaab, abbab, aabab]","[aaa, aba, aababbb, aababaa, abbabbb, abbb, abba, aabb, ba]"
001|1010|110,(1|0)(001|10101|110)*,"[010101110110, 0001110, 011000110101, 01010110101, 100110101001, 11010100110101, 01010100110101, 110101, 1001110, 11010110101, 011010101001, 1110, 010101, 000110101001, 111000110101, 0110, 0001, 1001, 110101110110, 111010101001]","[0001000, 0110000, 010101001100, 1101011110, 1001111, 1110111, 110100, 1000, 000110100, 110101001100, 011001, 01011, 00011011, 0000, 0100, 1111, 0101011110, 11101001, 0110111, 000101, 01101001, 011010100, 1001000, 111010100, 1110000, 111001, 10011011, 001, 100110100, 101, 010100, 1100, 0111, 11011, 100101, 110101100, 010101100, 01101011, 11101011, 0001111]"
001|1010|110,(0|1)*0101(0|1)*,"[01101000101, 10101, 0100110110101, 01101010, 01001011]","[010010, 1, 010011011, 011010, 01101000]"
a+b,(a*)ba,[aba],"[bb, babb, abaaa]"
(a*ba*b)*a*ba*,(a)*b(a)*b,"[abb, bab]","[abbaa, bbbb, ba]"
0+1*,1,[1],"[00, 11, 101]"
(0*10*10*)*|0*,0*10*11,"[0111, 1011]","[1111, 1110, 011010, 10]"
(0|1)(0|1)|(0|1)(0|1)(0|1),-1,[-1],"[-101, 0, 1, -00, -11]"
001|1010|110,[001]|[10101]|[110],"[0, 1]","[11, 01, 0010, 10]"
001|1010|110,11010110,[11010110],"[111, 1101010, 110101101, 1100, 110100, 110101100, 11011, 11010111, 010, 10]"
0*10*(10*10*)*,0*(10*1),"[011, 101]","[1111, 01100, 10]"
a+b,ba+,[baa],"[aa, bb, babb, baab]"
(a|b)*baa(a|b)*b,a(a*)b,"[ab, aab]","[aa, b, abaa, abbb]"
a(a|b)a(a|b)*,abba,[abba],"[aaa, b, abbaa, abbab, abbb, abab]"
001|1010|110,(0|1)*0101(0|1),"[0101101101010, 01011010101001010, 01011101001101010, 0101001011101010, 0101001101010, 010101101011010010111101101011101010, 0110101110101101010010001010, 010101101101010, 0110101110101101011101010, 01101010, 01010111010111010100100101001010, 010111010101001101010]","[010111010011, 0101110101010011, 01101010111, 0101011010110100101111011010111, 0101011011, 010110101010010, 01010011, 01011011, 01010010111, 01101011101011010111, 01010111010111010100100101001010111, 011010111010110101001000]"
(a*ba*b)*a*ba*,(bb)+,[bbbb],"[aa, bba, bbba, bab, bbbba]"
0*10*(10*10*)*,0*|1(1)0*,"[00, 11, ]","[001, 111, 101, 010]"
b*a*,a(a*)b,"[ab, aab]","[aa, abb, b, ababa]"
(ab|ba)*,(a+a(b+aa)*b)*a(b+aa)*a,"[aabbaabaa, aaababaaa, aabbaabbaabaa, abaaa, aaabaabaaabaa, aabaaabbaabbaabaa, aabbaababaaa, abbaabaaa, aababaaa, aabbaabaaabaaaabaa, aabaabbaabaa, aaabbaabaa, aabbbaabbaabaa, abaabaaa]","[aabbaabbab, aaabbaaa, aabbab, aababab, aabbaababab, aabbbaabb, aabbaabaaaa, aabaabbaaa, aabaaabbabb, abbaab, aaabaabaaabaaa, aababaaaa, aabbaababaaaa, abaabab, aabbaababaaab, aababaaab, aabaaabbaaaa, b, aaababab, aaabbab, aaababaaab, aaababaaaa, aabaabbab, abab, aabbaaa, abaabaaab, abaabaaaa, abaaaa, abaaab]"
b*a*,(b|a)*(baa)+(a|b)*b+,"[bbabaab, abaab, babaabbab, baabaab]","[abaaba, babaabbaba, baabaa, bbab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*1)|(1(1|0)*0),"[011, 100, 0101, 11010, 1010, 01001]","[01010, 1101, 0110, 1001, 0100, 10101]"
(a|baa)*,a*b(a*ba*b)*a,"[bbbaaabba, babbaabba, bbbabbaababa, baabbabbaabbaabba]","[babbaabb, bbbaaa, bbbabbaaba, baabbabbaabbaa]"
0*10*(10*10*)*,0*,"[0, ]","[11, 010]"
a+b,(a*b)*a,"[aababaabaaaba, babaaba]","[babaab, aababaabaaa]"
001|1010|110,((0|01)(1|10)),"[0110, 010]","[000, 1, 0101, 0111, 01101, 01001, 01100]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1))+((0|1)(0|1)(0|1)),"[00101, 00001, 00100, 01111, 01011, 01110, 01010, 10011, 10110, 11001, 11100, 10010, 11000, 10111, 11101, 0000111001000, 1111111001001, 11010, 00011, 00110, 01101, 00111, 01001, 01100, 0000011100100, 01000, 00010, 10000, 11111, 11011, 11110, 10101, 10001, 10100]","[000011, 00000111001000, 001100, 110101, 00000111001001, 001101, 101110, 111111, 110100, 101111, 010011, 011101, 010010, 011100, 101101, 111000, 001110, 101000, 111100, 110011, 100110, 101001, 111101, 010000, 111111100100, 011011, 010001, 100100, 111110, 100101, 000010, 000111, 000110, 001001, 101010, 110000, 101011, 100000, 110001, 000011100100, 011010, 010110, 011000, 010111, 011001, 100111, 110010, 001010, 001011, 000101, 000100, 001111, 100010, 110110, 111001, 101100, 100011, 110111, 011110, 010101, 010100, 011111, 111010, 100001, 111011, 001000]"
0*10*(10*10*)*,(0*10*10*10*10*)*,"[0111111110, , 1111, 111110111, 111111101, 111111011]","[0111111110111, 1111110, 1111111, 111110, 11111110]"
001|1010|110,(1|0)(001|1010|110)*,"[0110001, 100110101010, 01010001001, 1001001, 1110001, 11010, 0101011010101010, 1110, 0001110110, 000110101010, 1001110110, 01010, 0110, 1101011010101010, 0001, 1001, 11010001001, 0001001]","[0001000, 0110000, 1001111, 11010110100, 1110111, 1000, 011001, 01011, 00011011, 0000, 0100, 1111, 1101001, 0110111, 000101, 1001000, 1110000, 111001, 10011011, 0101001, 001, 101, 00011001, 10011001, 1100, 0111, 110101000, 01010000, 11011, 100101, 01101011, 11010000, 11101011, 010101000, 0001111, 01010110100]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*b,"[bbabaabbb, bbabb, bbbbaabb, babbbabb, bbbabbabbb, babbabbb]","[babbbabbb, bba, babba, bbbabbab, bbabaa, bbbbaa]"
(a|baa)*,abb*,[abb],"[aaa, b, abba, abab]"
(a*ba*b)*a*ba*,a*b(a|(ba*b))b,"[bbabb, bbbb, abab]","[baba, bba, babb, bbba, bbbbb, bbbba, abaaba]"
(a|b)*baa(a|b)*b,(a)*(baa)*((a)*(baa)*)*,"[, baaa, baabaa]","[baabba, baaab, baababb]"
(a|b)*baa(a|b)*b,a+|b*a*,"[, baa]","[babba, aab]"
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*1),"[11011011110110011, 110111111, 110101, 1111011011, 011011011011, 110011, 11101011, 111101111]","[111101110, 11010, 1100, 1101111010, 0110110100, 1110, 110111110, 1111011010, 110110111101100, 11011101]"
