Regex,Attempt Regex,Positive Strings,Negative Strings
(0*10*10*)*|0*,(0*10*10*)11(0*10*10*),"[01111110, 1111011, 1111101, 1101111]","[11111101, 110, 11111111, 011100, 111110, 11110]"
(a|baa)*,(b?aaa*)*,"[baaa, aabaa, aabaabaa]","[abb, bb, baabb, baaab, bab, aabba, aabab, aabaab]"
(a*ba*b)*a*ba*,(a)*b((a)|(bb))*,"[bbba, abbbbb]","[bbbab, abbab, bbbbaa]"
(a*ba*b)*a*ba*,(a)*(b)(a|bb)*,"[bbba, abbbbb]","[bbbab, abbab, bbbbaa]"
a(a|b)a(a|b)*,a(a|b)a(a*|b*),"[aaaaa, aaabb, abaa, abab]","[abb, aab, aaaba, abaab, ababba, aaabba, aaaabb, abaaab, aaaaab, ababa, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"[00, 11, 101011101, 1011010101, 0100100100010, 101011001, 101101101101, 1010110101, 010100101010, 01010100110, 01001010, 01000, 1001, 01010010, 10111, 1010101101101]","[10101000, 0101010011001, 10101100, 01010010111, 10110100, 0101001, 01001011, 101010110110, 0101011, 110, 1010111, 100, 001, 1010110100, 010001, 01011, 10111010, 10100, 01001001000, 1011011011]"
(0|10*1)*,0*|(10*1)*|0*,"[00, 1111, 11101]","[011, 110, 001, 111100, 1110]"
(a*ba*b)*a*ba*,a*(a|bb)*ba*(a|bb)*,"[babba, bbaba, bbbabbbb]","[bba, bbbabab, babbbaa, babbab]"
(a|(b*bb))*,(bb|a)*,"[bba, bbbb]","[bbbaba, bbaba]"
(a*ba*b)*a*ba*,[b]{1}([b]{2})*,[bbb],"[bbba, bbaba]"
(b|(a*aa))*,(aa+)*b*,"[aaa, b, aabb]","[bba, abb, aaaba, aabaa, ba]"
(0*10*10*)*|0*,(0*10*10*)(0*10*10*),"[011110, 11101, 10111]","[110, 0111111, 111101, 1110, 10]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*b)a)*((a|b)(a*b)),"[bbaabaab, ababbaaab, bbabbaaab, ababbaab, bbaababb, bbabbaab]","[bbaaba, ababbb, ababbaaa, bbabbb, bbabbaaa, abaabbba, bbaabbba]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"[baaaaa, bbababaabaaabaaa, aaaaaabaaa, aaaaabaaabaaa, bbaaaa, bbaaabaaabaaa, aaababaabaaabaaa, bbbaaaa, bbaaaabaabaaa, aaaabaaaa, aabaaaa, bbaabaaaa, abaaaa, aaaaaabaabaaa]","[aab, bbb, baaaaaba, bbababaabaaab, aaaaabaaaba, aaaabaaaaba, aaababaabaaab, bbaabaaaaba, bbaaaabaabaaaba, aaaaaabaaaba, bbaaabaaaba, aaaaaabaabaaaba, abaaaaba, bbaaaaba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[000111, 001101, 101010, 100000, 101111, 110001, 110100, 011010, 010011, 010110, 1010010, 011001, 011100, 110010, 111000, 001011, 001110, 000001, 000100, 100011, 100110, 101100, 110111, 111101, 010000, 1010001, 010101, 011111, 100101, 111011, 111110, 001000, 000010]","[10100010, 0111111, 10100011, 1101000, 1110111, 1110110, 111111, 0011100, 0011101, 011101, 010010, 1101001, 0111110, 0111001, 1001100, 1101110, 110011, 111100, 1001101, 0100110, 1010000, 010001, 0100111, 100100, 1101111, 0000101, 0111000, 0000100, 0001000, 000110, 1001011, 101011, 110000, 1100010, 0100000, 0010110, 0010111, 011000, 0100001, 1100011, 1001010, 0001001, 000101, 110110, 1111011, 0101100, 0010000, 0010001, 1010100, 011110, 0101101, 1010101, 1111010, 0110100, 0000010, 000011, 0110101, 001100, 110101, 101110, 1011001, 1011000, 101101, 0000011, 0001110, 10100100, 011011, 1100100, 1100101, 0001111, 001001, 1000000, 1000001, 1111100, 1111101, 0101011, 0101010, 1010011, 010111, 100111, 001010, 10100101, 0110011, 001111, 1000110, 1110001, 100010, 1000111, 1110000, 111001, 0011011, 1011111, 0011010, 1011110, 010100, 100001, 111010, 0110010, 0000001]"
(a*ba*b)*a*ba*,(a|bb)*a*b,"[bbb, bbab]","[bba, bbbaba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[000111, 1001111, 001101, 100000, 110001, 110100, 011010, 010011, 010110, 1010111, 1011101, 1010010, 1011000, 011001, 011100, 110010, 111000, 1001010, 001011, 001110, 000001, 000100, 1001001, 1001100, 100011, 110111, 111101, 010000, 1010001, 1010100, 010101, 1011011, 1011110, 011111, 111011, 111110, 001000, 000010]","[10100010, 0111111, 10100011, 1001110, 1101000, 1110111, 1110110, 111111, 0011100, 0011101, 011101, 010010, 1010110, 1101001, 0111110, 10101110, 0111001, 10101111, 1101110, 110011, 111100, 1001101, 0100110, 1010000, 010001, 0100111, 10011001, 1101111, 0000101, 0111000, 0000100, 0001000, 10101000, 000110, 10101001, 1001011, 110000, 1100010, 10011000, 10110111, 0100000, 0010110, 0010111, 011000, 0100001, 10110000, 10011111, 1100011, 0001001, 000101, 1001000, 110110, 1111011, 10011110, 0101100, 0010000, 0010001, 011110, 0101101, 10110110, 10010011, 1010101, 1111010, 0110100, 000011, 0110101, 001100, 110101, 10010010, 10111101, 1011001, 0000011, 0001110, 10100100, 10110001, 011011, 1011010, 10111100, 1100100, 1100101, 0001111, 001001, 00000101, 1000000, 1000001, 1111100, 1111101, 0101011, 0101010, 1010011, 1011100, 010111, 10010101, 10111011, 10111010, 10010100, 001010, 10100101, 0110011, 001111, 1000110, 1110001, 100010, 1000111, 1110000, 111001, 0011011, 1011111, 0011010, 010100, 100001, 111010, 0000000, 0110010]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"[abb, abbaa, abbabb]","[abbba, abbaab, abbabab]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"[aaaabbabbaaaa, abaaa, bbaaabaabaaabbaaa, bbbabbaabbaaa, aaaaabaabaaabaaaa, aabaaaabaaaaabaaa, bbaaa, aaaaaabbaabaaaabaaa, aaaabbaaa, bbaaaabaabaabbaaa, aaaaaabaabaabaaaa, bbaabbabaaaaabbbaaa, bbaabbaaa, abbabbaabaaaa, bbaabaaaabbbaaa, aaaaa, bbbaaaabaaaaabaaa, aaaabbabaaaaabbaaaa, aaaabaaaabbaaaa, baaaa, bbbbaaa, bbaaaabbaabaaaabaaa, aabbaaa, bbaabbabbbaaa, aaaabaaaa, bbaabaaaa]","[bbbaaaabaaaaaba, bbbabbaab, aabbaaabb, bbaaabb, aaaaabaabaaab, aaaaabb, bbbbaaabb, aabaaaabaaaaaba, aaaabaaaabb, bbaabbaaabb, bbaabbabaaaaabb, baaaabb, bbaaaabaabaab, aaaabbabaaaaabb, aaaabbabb, bbaabaaaabb, bbaaaabbaabaaaaba, bbaaabaabaaab, bbaabbabb, aaaaaabbaabaaaaba, abaaabb, aaaaaabaabaab, aaaabbaaabb, abbabbaab]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[00, 110, 101, 1110111, 111100, 101101, 01111]","[1011101, 001, 011110, 01110, 0110, 1101, 1111010, 10110, 111010, 11001, 1010, 010]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[aaaaaabbaaaaaabaaaaaabaaa, aaaaaabbabaabaaaaaa, abbabbaabaaabbaaaabaaaaabaaaaaa, bbaaaabbaaaaaa, aaaaaaabaaaaaabbaaaaaabaaaaaa, bbaaaaaabaaaaaaaabaaaabbaaaaa, bbaabbaaaaaabbabaaaaaabbaaaaa, aaaaaabaaaaaaabaaaaaabaabaaaaaa, bbaaaabbaaaaaabaaaaaabbbaaaaa, aabaaaaaaaaabaaaaaabaaaabaaaaaa, aaaaaaaa, bbaaaaaabbaaaaaaabaabbaaaaa, bbaaaabaaaaaaa, aaaabaaaaaaabaaaaaaa, bbaaaaabaaaaaabbaaaaaabbaaaaa, aaaabbaaaaaabbaaaaaa, baaaaaaa, bbbaaaaaaaaabaaaaaabaaaabbaaaaa, bbaabaaaaaaabaaaabaaaaabaaaaa, aaaabbaaaabaabbaaaaaa, aaaaaabbaaaaaabbaaabaabaaaaaa, aaaabaaaaaaabaaaabaaaaabaaaaa, bbaaaabaaaabaaaabbaaaaa, bbaaaaaabbaaabaaaaaabbaaaaa, aaaabaaaaaaabbaaabbaaaaaa, bbaabaaaaaaabaaaaaaa, bbaaaaaabbaaaaaabaaaaaa, aaaabbaaaaaabbabaaaaaabaaaaaa, bbaaaaaaabbaaaaaaabbaaaaa, aaaaaaaabaaaaaaaabaaaabaaaaaa, aaaaaaaabbaaaaaaabaabaaaaaa, aaaaaabaaaabaaaabaaaaaa, abaaaaaa, aaaaaabbaaaaaabaaaaaabbaaaaaa, bbaaaaaa, bbbabbaabaaabbaaaabaaaaabbaaaaa, bbaaaabaabaaaabbaaaaa, aaaaaabbaaaaaa, bbbbaaaaaaaabbaaaaa, aaaaaaaabbaaabaaaaaabaaaaaa, bbaabbaaaaaabbaaaaaa, aaaaaaaaabbaaaaaaabaaaaaa, bbaaaabbaaaaaabaaaaaabaaa, aaaaaabaabaaaabaaaaaa, bbaabbaaaabaabbbaaaaa, aaaaaaaabbaaaaaabaaaaaa, bbaabaaaaaaabbaaabbbaaaaa, aaaaaabaaaaaaa, bbaaaabaaaaaaabaaaaaabaabbaaaaa, bbaaaabbabaabbaaaaa, aabbaaaaaaaabbaaaaa, bbaaaabbaaaaaabbaaabaabbaaaaa]","[aaaaaabbaaaaaabaaaaaabaaab, aaaabbaaaaaabbabaaaaaab, bbaaaabbabaab, aaaaaaaabaaaaaaaabaaaab, aaaaaabaaaaaaabaaaaaabaab, aaaabaaaaaaabbaaabb, aaaaaabaaaaaaaab, bbaaaaaabbaaaaaaabaab, aaaaaaaabbaaabaaaaaab, aaaaaabbaaaaaabbaaabaab, aaaaaabaaaabaaaab, bbaaaabaaaaaaabaaaaaabaab, bbaaaaaaabbaaaaaaab, bbbabbaabaaabbaaaabaaaaab, bbaaaabbaaaaaaab, bbaaaaaaab, bbaabaaaaaaabaaaabaaaaaba, bbaabaaaaaaabbaaabb, bbaabaaaaaaabaaaaaaaab, bbaabbaaaaaabbaaaaaaab, bbaaaabaaaabaaaab, aaaaaaaabbaaaaaabaaaaa, abaaaaaaab, aaaaaabaabaaaab, aaaaaaaaabbaaaaaaab, aaaaaaabaaaaaabbaaaaaab, bbaaaabaabaaaab, aaaaaabbaaaaaaab, aaaaaabbaaaaaabaaaaaabb, aaaabaaaaaaabaaaabaaaaaba, bbaabbaaaaaabbabaaaaaab, aabbaaaaaaaabbaaaa, bbaaaabaaaaaaaab, aaaabbaaaabaabb, bbaaaaaabaaaaaaaabaaaab, baaaaaaaab, bbaaaaabaaaaaabbaaaaaab, aabaaaaaaaaabaaaaaabaaaab, bbaaaabbaaaaaabaaaaaabaaab, aaaaaabbabaab, bbaaaabbaaaaaabbaaabaab, bbaaaabbaaaaaabaaaaaabb, abbabbaabaaabbaaaabaaaaab, aaaabaaaaaaabaaaaaaaab, bbaaaaaabbaaabaaaaaab, aaaaaaaabbaaaaaaabaab, aaaabbaaaaaabbaaaaaaab, bbbaaaaaaaaabaaaaaabaaaab, bbbbaaaaaaaabbaaaa, aaaaaaaaab, bbaabbaaaabaabb, bbaaaaaabbaaaaaabaaaaa]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[bbb, abbabbb, bbaa]","[bbbab, bbaab, bbabbba, abaa, bbabba, bbabab]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,"[110, 1111]","[11010, 11101]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),[baabaab],"[baabb, bb, a, baaa, bab, baabaabb, baabaaab, baababa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[11010, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 10011, 10110, 11001, 11100, 11111, 10101]","[000011, 001001, 110101, 101010, 101011, 111111, 100000, 110100, 00101, 01111, 011010, 010110, 011101, 010111, 011100, 01010, 100111, 101101, 10010, 11000, 110010, 111000, 001110, 10111, 11101, 000101, 000100, 000000, 001111, 110011, 111001, 100110, 101100, 00011, 00110, 01001, 01100, 010000, 011011, 010001, 100001, 11011, 11110, 111110, 001000, 10001, 10100, 0000101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[00, 111, 111001, 101001, 0100, 101101]","[001, 1011010, 01010, 0111, 1110, 11100, 10100, 01001]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[bbbaabbbbaabbbaaa, bbabbbbabbbbbaabbbaabbbaabbbb, bbabbbbabbbbbaabbbbaabbbbaabbbb, bbabbbbbabbbbabbb, bbbbaabbbbaabbbb, bbbaabbbbaabbbb, bbbabbbbbaabbbbaabbbb, abbabbbbbaabbbaabbbb, bbbbbbabbbbabbbbb, bbbabbbbabbbbb, bbbbbbaabbbaabbbb, bbbaabbbaabbbb, bbbbabbbbb, bbbabbbbb, bbbaabbbbaabbbaabbbb, bbabbbbbabbbbabb, bbbabbbbbaabbbaabbbb, bbabbbbbaabbbbaabbbb, bbbbbbaabbbbaabbbb, bbbbbabbbbabbbbb, bbbaabbbbaabbbbbbaabb, bbbbbbabbbbb, bbbaabbbbbaabbbaabb, bbbbbabbbbbbabbbbb, bbbbabbbbabbbbb, bbabbbbbabbbbabbbbabbbbb, bbbbbaabbbaabbbb, bbbbbaabbbbaabbbb, bbbaabbbbaabb, bbbbaabbbaabbbb, bbabbbbbabbbbabbbbb]","[bbbabbbbbaabbb, bbbabbbbbaabba, bbbbabba, bbbbbabbbbaa, bbbaabbbbaabbbaaabbb, bbbaabba, bbbaabbbaabbbbab, bbabbbbaba, bbbbaba, bbbbbbabba, bbbbbaaba, bbbaabbbab, bbbbbaba, bbbbabbbbbaabbb, bbabbbbabbbbbaabbbab, bbbaabbbaaba, bbbbabbba, bbabbbbbabbba, bbbaabbbbaabba, bbabba, bbbbbbaabba, bbbabba, bbaba, bbbaba, bbabbbbbabba, bbbbbaabba, bbbaabbbbaaba, bbbbbbabbbbbaabbb, bbbbbaabbbbab, bbabbba, bbbbbbabbbbaa, bbbbaabba, bbbbaabbbab, bbbbbabbbbbbabbbbbaabbb, bbbabbbbbaabbbab, bbbbbbaabbbbab, bbbaabbbbbaabba, bbbabbbbbaabbbbab, bbaa, bbbbbbabbba, bbbabbbbaa, bbabbbbbaabbbab, bbbaabbbbaabbbaabbbbb, bbbaabbbbaabbbbb, bbbbbabba, bbbbabbbbaa, bbbaabbbbbab, bbbbbabbba, bbbaabbbbab, bbbaabbbbbaaba, bbbaabbbaabbbab, bbabbbbabbbbbaabab, aba, bbabbbbbaabbbbab, bbabbbbbaba, bbabbbbbabbbbaa, bbbbbaabbbab, bbbabbba, bbbaabbbaabba, bbbbbbaaba, bbbbbbaabbbab, bbabbbbabbbbbaabbbbab, bbabbbbaa, bbbaaba, bbabbbbbaabba, bbbbbbaba, bbabbbbabbba, bbabbbbbaaba, bbbbaabbbbab, bbabbbbabba, bbbbaaba, bbbabbbbbaaba, bbabbbbabbbbbaabba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11, 01, 10]","[011, 110, 001, 100, 111, 101, 00010, 010]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[aabaaa, aabaa, aabbaab, bbaa, baab]","[bb, aba, babb, aabaaaba, baaba, aabbaaba, aabab]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[babaab, abbaba, ababba, baabab]","[aaa, bb, babaaa, abbabaa, abbb, baababb, abaa, baabb, baaa, babb, abbaab, babaabb, abbabb, ababbb, ababbaa, baabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[101010, 11010, 100011, 100110, 101001, 101100, 101111, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 11001, 11100, 11111, 100101]","[0000010, 000011, 110101, 101110, 111111, 110100, 011101, 1011001, 1011000, 011100, 01010, 101101, 111000, 001110, 11101, 1001100, 101000, 110011, 1001101, 00110, 01001, 010000, 011011, 010001, 100100, 11110, 111110, 000010, 001001, 1001011, 101011, 100000, 00101, 01111, 011010, 010110, 1010011, 1010010, 010111, 100111, 11000, 110010, 1001010, 000101, 000100, 001111, 1000110, 100010, 1000111, 111001, 00011, 01100, 1010100, 1011111, 1011110, 1010101, 100001, 11011, 001000]"
(a|baa)*,"a?ba{2,}","[baa, abaaa]","[aaa, abb, bb, baaab, bab, abaabb, baab, abab]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[baabb, bbaab, abaabab, baabaab]","[abaababa, babba, baabba, bb, baabaa]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[baaaaa, babaaa, bbbbabaabaaabaaa, aaaaabaaabaaa, aaaabaaa, aaaaaa, bbbabaaa, bbaaaa, aaaaaabaabaaabaaaa, aaababaabaaabaaa, bbbaaa, bbbaabaaabaaa, aabaaa, abaaaa, abbaaa, bbbaaabaabaaabaaaa]","[bbaaaab, bbbaaabaabaaabaaaab, bbbabaaab, aaaaaab, aaaaabaaaba, bbbaabaaaba, abbaaab, bbbbabaabaaab, baaaaab, aaababaabaaab, bbbaaab, aaaabaaab, aabaaab, abaaaab, aaaaaabaabaaabaaaab, babaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[000, 111, 01010, 1101, 11001, 0010]","[0101, 11010, 0001, 1100, 1110, 00101]"
(0|10*1)*,(0*10*1)*|0*,"[011011011, 11110101, 1101111011]","[0110110, 1111010, 11011110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[1101, 0100, 1001, 10101, 011010]","[100, 11010, 1010, 01101, 01001]"
(a|baa)*,(b(aa)+a*)*,"[baaa, baabaa]","[aa, bb, baabb, baaab, babb, baabab, baabaab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[1101, 0001, 1000, 1011, 1110, 11111, 0010, 010]","[11010, 111111, 00101, 1010, 00011, 00100, 011, 0101, 00010, 0011, 0100, 1001, 1100, 10000, 10110, 11100, 11011, 11110, 111110, 10001, 10111, 11101, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[11010, 101001, 01101, 00001, 00100, 00111, 01000, 01011, 01110, 00010, 10000, 10011, 10110, 11001, 11100, 11111, 10101]","[000011, 110101, 111111, 110100, 011101, 011100, 01010, 101101, 10010, 111000, 001110, 11101, 000000, 101000, 110011, 100110, 00110, 01001, 010000, 011011, 010001, 11110, 111110, 0000101, 001001, 101010, 101011, 100000, 00101, 01111, 011010, 010110, 1010011, 1010010, 010111, 100111, 11000, 110010, 10111, 000101, 000100, 001111, 111001, 101100, 00011, 01100, 100001, 11011, 001000, 10001]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[bbaabaab, bbaab, abaabaab]","[aa, abb, bbaabab, bbb, bbaabaaaba, abaaa, abaabaaaba, bbaabb, abab, bbab, bbaaa, abaabaabb, bbaabaabb, abaabab, abaabb, ba]"
0(0|1)*0,0(0|0)*0,[000],"[011, 1, 0001, 0010]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[aabaaa, abaaa, aaaaa, abbaaa, bbaaaa]","[abb, aab, baa, bbaaabb, aaaaaab, abaab, aaaab, aaaaab, aaab, bbab, abab, bbaab, abaaab, abaaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,[010],"[01000, 0111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 100, 1011, 1110, 11111, 010]","[111111, 1000, 0010, 1010, 011, 110, 0101, 00010, 0011, 0100, 1001, 10110, 11100, 11110, 111110, 10111, 11101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),"[01010, 11001, 00100, 11101]","[001001, 0101, 1100, 111010]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,"[baabb, abababbabbb, babba, bbbbb, bbbbabbb, bbabbaabbb, bbabbb]","[bbbbaba, bbbbbbab, bbabbbbab, baa, bbaba, bbabbaa, abababab, babbabab, bbabbabaa]"
0*(10*1)*0*,0*(10*1)*,"[01111, 11101]","[111101, 1110, 01100]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[1110111, 0110, 101101, 1101111]","[1110101, 01110, 11010, 101110, 10110, 011010]"
(a|baa)*,a*|a*baa+,[abaaa],"[bb, babb, baaab, abaaba]"
(a|baa)*,(baaa*)*,"[baabaaa, baabaa]","[baabaaaba, bb, baabb, ab, bab, baababa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,"[01010, 11001, 00100, 11101]","[001001, 0101, 1100, 111010]"
