Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,((bb)*|(aa)*)*,"[aabbbb, bbaaaa]","[bbbaa, aabab, aaab, bbab]"
(ab|ba)*,(a|b)b,"[bb, ab]","[bba, abb, aba, aaba, bbb, ba]"
(ab|ba)*,((aa)*b)*,"[aabaaaabbaab, aabaaaab]","[aaaba, aababb, aabaaaabbaaba]"
b*a*,a+|(b*a)*,"[baa, bbaba]","[baab, bbab]"
001|1010|110,(0|1)*01(0|1)*,"[011, 001, 1010]","[00, 0, 10]"
(a|b)(a|b)+aaa+,(ab|aaa)*,"[abaaa, aaaabaaa, aaaaaa]","[abb, aaaabaaba, aaabb, aaaaab]"
0*10*(10*10*)*,(1(11)*)|0*,"[00, 111, 11111]","[110, 001, 101, 1110, 11110, 010]"
(ab|ba)*,(aa+ab+bb+ba)*,"[aaabbbbbaaaabbbba, aaabbbba, aaabbbbaaaabbbba, aaabbbbaaaaabbbba]","[aaabbbbbaaaabbbb, aaabbbbaaaaa, aaabbbbabb, aaabbbbaaaabba, aaabbbbaaaabbba, aaabbbbaaba, aaabbbbaaaaba, aaabbbbaaab]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[bbabb, bbbabba, bbbabaa, abba, baabbbb]","[bbbab, bbaba, abbab, abbbaa, baabab]"
b*a*,(a+|a*b*),[abb],"[bba, bab, abaa]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,"[aaaba, aabaaa, aabba, aabaababab, aabaabab, aabaabaab]","[aaa, ab, aabaabba, b, aabaaaba, aababb, aabaababb, aabaabaa, aabb, aabaababa]"
0*10*(10*10*)*,0*(11)*0*1*,"[111, 011011, 1100, 111101]","[01010, 110110, 11010, 1111010, 1110, 110010]"
(a*ba*b)*a*ba*,(a|ba+a)*,"[baaa, baabaa]","[baaabb, baabb, baababba]"
a+b,(ab)*,"[ab, abab]","[abb, abaaba]"
0*10*(10*10*)*,(0|(1(11))*)+,"[111111, 1110]","[11110, 111011, 1111101]"
(a|baa)*,(a)*((b)+(aaa)+)*,"[abaaabaaaaaabaaa, bbaaabaaa, baaabaaaaaa]","[bab, baaababb, baaabaab, abaaabaaaaaab, baaaaba, bbaaab, baab, baaaaab]"
a+b,(ab)+,[abab],"[aa, abb, b, ababbba, abaa]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,"[babaabbbb, bbbba, bbbbbabbaabb, bbbbaababba, babbbbaabba, bbbbabaabb, abbbbabbaabbaababb]","[babaa, bbbbabaa, abbbbabbaabbaaba, babbbbaabbab, bbbbbabbaabbab, bbbbaababbab, bbbbab]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[000, 011, 11]","[110, 0101, 0001, 1110, 0010, 10]"
b*a*,(a+(a*))|((a*)+(b*)),[abb],"[bba, bab, abaa]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[abb, baaaaa, aab, bbaaaa]","[bb, aa, baaab, bab, abaa, abba, baab, baaaaab, baaaabb]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[baabbaabba, baabbabaab, abbbaabab, abbbabaab, ababbbaabab, baababab, abbabaabba, ababbaabbabaab, ababbaababab, abab, babaabab, abbbaabbabaab, abbaabab, babaabbabaab, ababbababaabba, ababbbabaab, abbbababaab, abbbbaabba, abbaabbabaab, abbbababa, baabbaabab, baabab]","[baabababb, abaab, ababbaabbabb, abbbaaa, babaabbabb, baabbaababb, abbaabbabb, babaabaa, babaababb, babaabbabaabb, babb, ababbbabaabb, ababbbaaa, abbaabaa, babaabbabaaa, abbbabaabb, abbbababaaa, abbbababb, aa, abbbaababb, ababbbaabaa, baababaa, abbbabb, ababbaaa, baaa, abbbaabbabaabb, ababbbabaaa, baabbaaa, abbbababaabb, abbbaabbabb, bb, baabbabaaa, abbaabbabaaa, ababbabb, ababbaabbabaaa, abbaababb, abbbbaabb, baabbabb, abbaaa, baabbaabaa, abbaabbabaabb, babaaa, ababbbaababb, abbbaabaa, ababbaababb, abbbaabbabaaa, baababb, ababbaabbabaabb, ababbbabb, ababbaabaa, abbabb, abbbabaaa, baabaa, baabbabaabb]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[babaaa, babbaaaa, bbbaaa, abaaa, abbaaa, abbbaaa]","[abbbaaab, babaab, babbaabb, bbb, abaab, aaaab, babbaaaba, abbaaab, abbbaab, abbaab, abaaab, abbbab, babbab, babaaab]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[babb, bbaba, bbb, ababaa, bbaa, baab]","[babaab, bbaabab, abababa, bbababb, baa, bbbabab, babbab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aa, bbba, bbbb]","[aba, bbbba, bbbaba, aab, bbab]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aba, b]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 111]","[110, 01, 0000, 0011, 1110, 10]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[aaaaabaabaaabaaa, baaaa, bbaaa, bbaaabaabaaabaaa, abaaa, bbaabaaabaaa, aaaaa, aaabaaaa, bbbabaabaaabaaa, aababaabaaabaaa, aaaabaaabaaa, bbabaaaa]","[aaaaabaabaaabaaaba, aaaabaaaba, aaabaaaaba, bbbabaabaaab, bbaaaba, bbaabaaaba, abaaaba, bbaaabaabaaabaaaba, aaaaaba, aababaabaaab, baaaaba, bbabaaaaba]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[bb, aa, abb, baa]","[aaba, bab, ababa, abba, baab, bbab]"
(ab|ba)*,(ab)*(ba)*|abbba,"[abbba, abbababa, ababab, ababbaba, ba, abababba]","[aaa, bb, abababbaa, baa, abaab, abbaa, abbbb, abababbb, babb, babaa, abbbaa, abbabb, ababbb, ababaa, abbbab, ababbaa]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[abb, aba, aab, ba]","[aa, a, bbba, bab]"
(a|(b*bb))*,(a|b)(a|bb)*,"[bbba, bbb, abbbb, abba]","[bba, bbbab, abbab, abbbaa, bbbbaa, abab]"
(a|(b*bb))*,(bb*)*,[b],[baba]
(a|(b*bb))*,b*|(a*b*),[abb],"[bba, bab, abaa]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[bab, abaa]","[bba, , a, bbb]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[bba, bab, bbb, abaa]","[baba, bbba, babb, abaaaba, bbaa, baab, bbbb, bbab]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,"[babbabaab, ababbababbbabbab]","[ababbababbbabb, babbabaa]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[aa, bbbbabab, abbab, abbbbbb, ababaab, abab, bbab]","[bbba, bbabb, abababb, aabbba, ababb, abbba, bbbbabbba, abbabb, ababaa, ba]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[babbba, bbbbba, bbbaba, abaa]","[babba, abaabb, bbbababb, bbbbab, bbaa]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaa, a, bbaaa]","[bb, baabb, aa, baaaba, ab, bab, baaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[000, 111, 1010110010, 010010010, 0101011001, 101101101, 010010101, 010101010]","[101011001, 1110, 01001011, 110, 001, 01001010, 01000, 01011, 0001, 01010100, 010010000, 10100, 10111, 010101111, 010101100, 01010101]"
b*a*,a*|b*|(ba)*,"[aa, baba, bababa, bbb]","[bba, aba, babb, bbba, babaa, bababb, aab, baab]"
(a|baa)*,((b)(a)(a)*(a*))*,"[baba, babaa]","[bb, babbba, a, babaabb]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[abb, aa, bba, abaa, ba]","[bb, babb, abbab, aabab, ababa, baab]"
(a|baa)*,(a|b)*baaa*,"[bbabaabaa, abaa, baababaabaaa]","[baababaabaaab, bbabaab, abaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[010010, 101010010, 0110, 101101, 1101101, 0101001]","[011, 010100, 10101001, 0100, 10110, 11011]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,"[bbbbababa, bbabbbba, bbaa]","[bbbbaba, bbaab, bbabbbbab]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[abbababbbab, ababbabbbbbb, babb, abbaab, ababbaabb, ababbbbabbabb]","[ababbabbbbb, ababbbbabab, abbaa, babbababa, abbababbba, ababbaa, ababbaba, abbababaa]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[babaab, a, bbaab, bbbaab]","[ab, aaba, bbaaa, bbaaba, bbb, bbaabb, ba, bbab]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[a, bbbabbbab, bbbaabbaabbbab, bbbabbaabbbb, bbbbbaabbabbbab, bbbaabba, bbbbab, bbab, babba, bbaab, bbbabba, babbaaabba, bbbabbbbaabbbb, bbbbbabbabbbb, bbbaabbbab, baabbbbaabba, baabbbbabbbbaabbabbaabba, babbbbaabbaabba]","[babbbabb, bbaa, bbbbaba, baba, bbbbabb, bbbaabbaabbbaba, baaba, babbaaa, bbbaabbbabbb, bbbbbaabbaabbbbb, bbbbbaba, aa, bbbbbabbabbbaba, ab, babbaaba, baabbbbaabbabbb, babbbbaabbaa, baabbbbaa, bbbabbbaba, babbbbaaba, bbbaaba, bbabb, bbbabbbabb, bbaba, bbbaba, babbbbaba, bbbabbbbbbaaba, bbbaabbbabaa, babbaba, bbbabbaabbbabb, babbbbaabbbbb]"
0(0|1)*0,0*0*|1*0*,[100],"[011, 001, 1010]"
0*10*(10*10*)*,(0*10*10*10*)*,"[01110, 111111, 1111011, 1111101, 00111]","[011101, 00, 1111111, 11110, 111110]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[bb, abaa]","[ababba, baab, bbab]"
0(0|1)*0,0*,[0],[0110]
(a|(b*bb))*,(bb|a)*b*,"[bba, bbb]","[bbbaa, bab, bbaba]"
(a|baa)*,a|(b|aa*),"[aa, b]","[bb, aab, abba, ba]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[abbbabab, bbabaab, abaab, bbbbab]","[bbbaa, bbbbabb, bbababb, abbab, abbbabb, bbabaa, abaa]"
0*10*(10*10*)*,0*1+0*1*0*,"[11, 100, 010100, 1011]","[110101, 101001, 101101, 01010110, 100101]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[bbb, aaaabbb, aaaab, aabbbbb]","[bbbbaba, bba, ab, bbba, aaba, aabba, aaaaba, aaaabba, aaab, ba]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[aabbbb, abaa, abbb, bbaaab, bbaaaa, abab]","[aba, bbaaa, aaba, bbbaba, abba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[bbaabaaabaa, abaaaabaa, baaabaaabaa, baabaaabaa, baaabaabaaabaa]","[bab, baaabaaa, baaababa, bbaabaaab, abaaaa, baaabaabaaa, baababb]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[bb, abaa]","[babb, ababa, baab, bbab]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,[bb],"[aa, bba, bab]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[bbbaa, bbbbbab, abbbabb, bbbb, ba]","[baba, bbbaaba, bbbba, bbbabba, bbbabab, abbaa, bbbbbaba]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaabbabbaaaabbabba, abbbaabba, abbaabba, abbaaabbabbbaaabbabba, abbaaabbabbaaabbabba, abbaabbaaabbabbaaabbabbaaabbabba, abbaaabbbabbaaabbabba]","[aa, abbaabbaaabbaba, aba, abbaaabbaa, abbaaabbabbaaabbabbaab, abbbaabb, abbaaabbbabbaaabb, abbaaabbabbaaabbaa, abbab, abbaabbaaabbabbab, abbaaabbabbaaabbaba, abbaaabbabbaab, abbaaaba, abbaaabbabbab, abbaabbab, abbaaabbabbaaaa, abbaaabbabbbaaabbabb, abbaabbaaabbabbaab, abbaaabbabbaaaba, abbaabaa, abbaabbaaabab, abbaaabbabbaaabbabbab, abbaabbaaabbaa, abbaaabbaba]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[ab, aabab, aabaab]","[bb, abb, aba, aababb, aabba, aabaa]"
(a|(b*bb))*,a*b*a*,"[bb, abaa]","[babb, ababa, baab, bbab]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[baba, aababbabba, bbaaba, aabaabaaba, bbabbabbaaaba, abaaba, ababba, bbaababbaaaba, bbabba, bbabbaaba]","[bbabbaabab, bbabbaabaa, bbb, aabba, bbaababbaaa, bbabbabbaaa, abbb, bbabbb, bbaabb, bbabbabbb, bbabbaabb, aababbb, aabaabb, bbaabaabb, abaabb, bbaababbb, ababbb, ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[00, 11, 0110, 1001, 0100, 1011]","[011, 010110, 110, 100, 001, 10110, 1010, 01001]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[abbaaba, babbaba, abbabaa, abab]","[babb, ab, abbaa, abbab]"
(a|baa)*,((a)*|(b))(a)(a)*,"[aa, ba]","[bb, bab, aab, abba]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[baabbbaabbaa, bbaabbb, abaabba, baabbba, baabbbaabb, baabbbaaa]","[baabbbaaba, bab, baabbbaaaba, baabbbaabbaba, bbaabbbab, baabbaab, abaaba, baabbab, baabbbabb]"
(a|(b*bb))*,b*b,[bb],"[bba, aa, bab]"
(a|(b*bb))*,b*bb*,[bb],"[bba, aba, ba]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[aa, babaaa, baabaa]","[babaa, aba, aab, bbb, baabaaa]"
a(a|b)a(a|b)*,aa+ba,"[aaba, aaaba]","[aaa, abb, b, aabba, aabaa, aabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,"[11, 010]","[0, ]"
(a|baa)*,(a*(baa*)),[abaa],"[bbb, ababa, baab]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,"[aabbbb, bbaaaa]","[bbba, bbabb, aabaa, aaab]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[11, 0100]","[01010, 1101, 1001, 1011]"
(a|baa)*,a*b*aaa*,"[aaa, baa, aabaaa, abaa, bbaa]","[bb, baaab, bab, aabaaba, aababb, abaab, aaabab, baab, abab]"
