Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,((bb)*|(aa)*)*,"[aa, , bb, aaaa, aabb, bbbb, bbaa]","[aaa, bba, abb, , ab, aba, a, bab, b, baa, aab, bbb, abaa, abbb, abba, ba]"
(ab|ba)*,(a|b)b,"[bb, ab]","[aaa, , bab, aab, baa, abbb, aabb, abba, bbaa, bbab, baba, babb, bbba, aa, abb, bba, aba, a, b, bbb, abaa, aaaa, bbbb, abab, baaa, aaba, ba]"
(ab|ba)*,((aa)*b)*,"[bb, , b, aab, aaaab, aabaab, aabb]","[bba, aa, aaa, abb, , a, ab, aba, aabab, aabbab, abaa, abbb, aaab, abba, aaaa, aaba]"
b*a*,a+|(b*a)*,"[aa, baba, , bbba, a, baa, ba]","[bb, bab, b, aab, bbb, baab]"
001|1010|110,(0|1)*01(0|1)*,"[011, 01, 110001, 0100, 0111, 010]","[11, 0, 00, 000, , 1]"
(a|b)(a|b)+aaa+,(ab|aaa)*,"[, aaa, ab, aaaab, abab]","[aa, , abb, aba, a, b, aab, aaaba, aaabb, aaabaa, aaabbb, aaab, aaaa, aabb, aaba]"
0*10*(10*10*)*,(1(11)*)|0*,"[00, 000, 0, , 111, 1, 11111]","[11, , 01, 1110, 010, 011, 110, 100, 101, 0110, 1101, 0001, 0100, 0111, 1111, 1100, 10]"
(ab|ba)*,(aa+ab+bb+ba)*,"[, aaabbbbbba, aaabbbba, aaaaabbbba, aaabbbbaaaabbbba]","[aaa, aab, aaaba, aaabbbbabb, aaabb, aaabbbab, aaabbbaa, aaabbbb, aaababb, aaabbba, aaabba, aaabbb, aaabbbbbb, aaabbbbaaaa, aabb, aa, a, b, aaaaa, aaabbab, aaabbbbaab, aaabbaa, aaabbbbb, aaabaaa, aaabab, aaabbbbab, aaabaa, aaabbbbaa, aaab, aaabbbbaabb, aaaa, aaabbbbaaba, aaba, aaababa, aaabbbbaba]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[, aa, aaa, abb, bb, bba, a, baa, abbbb, abba, babaa, bbbba, ba]","[, ab, aba, bab, b, bbb, abbba, abaaa, ababb, abbaba, aaab, abaa, abbb, abab, baaba, bbaba, ababa]"
b*a*,(a+|a*b*),"[aa, bb, , a, b, bbb]","[baba, baaa, babb, bbba, aaba, bab, baa, ba]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,"[aaba, aabaaa, aabbba, aaaaba, aabaa, aabaaaa, aabaababab, aabaab, aabaabaaab, aabaabab, aabaabaab]","[aaa, , bb, aab, aabbb, aabaababb, aabb, aabaababa, aabaabbb, aabaabbbb, aababb, aababa, aa, abb, ab, aba, a, b, aabab, aabaaaaba, aabaabaaa, aaaa, aabaabaa, aabaabbaa, aabaabba, aabaabb, ba]"
0*10*(10*10*)*,0*(11)*0*1*,"[00, 11, , 110111, 110, 0, 1, 111, 1101, 1100, 1111, 11000, 11011]","[110101, 1101110, 1100010, 11010, 110100, 1000, 1011, 1110, 0010, 1010, 100, 101, 110010, 111110, 10]"
(a*ba*b)*a*ba*,(a|ba+a)*,"[aa, , baaa, a, baa, baabaa]","[baabba, bab, b, aab, baabbba, baab, baabbaa, baabbbb, baabb, baba, baaab, babb, ba, baabbb]"
a+b,(ab)*,"[, ab, abab]","[aa, aaa, bb, , abb, aba, a, b, aab, aaaa, aabb, aaba, ba]"
0*10*(10*10*)*,(0|(1(11))*)+,"[00, 0, , 111, 111111, 1110]","[11, 1000, 1011, 1010, 110, 001, 100, 1, 101, 1101, 1100, 1111, 11101, 10]"
(a|baa)*,(a)*((b)+(aaa)+)*,"[aa, , baaa, a, bbaaa, baaabaaa, baaabbbaaa, baaaaaa]","[baaaaa, baaabb, bb, baaaba, b, aab, baa, baaaaaba, baaaaabb, baaaaabaa, baaaaabbb, baaaaabba, baaabab, baaaaba, baaaaab, baaabbb, baaaabb, baaaa, baaab, ba, baaaab]"
a+b,(ab)+,"[, ab, abab]","[aa, aaa, bb, abb, , aba, a, b, aab, ababb, abbb, abaa, aaaa, aabb, abba, aaba, ba]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,"[babbbb, , abbbbabb, abbbbababb, abbbb, abbaababb, bbbb, baabbbb, abbbbaabb, abbbbabba, bbbaabb, abbbbabbb, abbbba, abbbbaaabb, aaababbbb, abbbbabbbb]","[aa, aaa, abb, bb, ab, aba, a, abbbbaaa, bab, b, abbbbaab, baa, abbba, abbaa, abbbbab, abbbbabbbbab, abbbbaa, abbb, abba, bbbaa, abbbbabab, abbbbaba, ba]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[00, 000, 011, 11, 0, , 01, 111, 0000, 0111]","[1110, 0010, 00110, 00001, 00100, 00111, 010, 110, 001, 100, 1, 101, 0101, 01110, 0011, 0100, 10]"
b*a*,(a+(a*))|((a*)+(b*)),"[aa, bb, , a, b, bbb]","[baba, baaa, babb, bbba, aaba, bab, baa, ba]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[abb, baaaa, baaaaa, ab, bbbaaaa, aaab, abbb, baaaaaa]","[aaa, bb, , bab, baa, abaaa, baaaaba, baab, baaaabb, baba, baabb, babb, baaba, baaaaaab, aa, baaabb, aba, baaaba, a, b, bbb, abbba, ababb, abaa, abab, baaa, baaab, ba, baaaab]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,"[baabba, , ab, baabbababa, abbbabaab, abbba, abbaba, baabbaab, baababab, abba, baab, abab, baba, abbaabbaba, baabbaba, baabbbba, ababba, abbbababa, abbbbaba, baabab, ba]","[baabababb, bab, baa, baabaaa, abbb, baabaab, abbbabaabb, abbbababaaa, abbbababb, aa, bba, bbb, baababaa, abbbabb, abaa, baabbbb, baaaa, baaa, baaab, baabbaaa, ababaa, aaa, bb, aab, abbaa, abbab, baababba, baababbb, baabbabab, aabb, baabbab, baabbaa, baabb, baaba, baabbabb, baabbaabaa, baabbb, abbbabaa, abb, aba, a, b, abbbb, baabbabba, baababb, aaaa, baababa, baabbabbb, aaba, abbbabaaa, baabaa]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[aaa, babaaa, bbbbaaa, baaa, bbaaa, abaaa, aaaaa, babbaaa, abbaaa, aaaa]","[, bb, bab, aab, baa, aaaba, aaabb, aaabbb, bbaaab, aabb, bbaa, baab, bbab, baba, bbaab, babb, aa, bba, abb, ab, aba, a, b, bbb, aaaaab, aaabaa, aaab, bbbb, baaab, aaba, bbabb, bbaba, ba]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[bb, bba, babaaa, bab, bbb, bbaa, bbbb, bbab, baba, babaa, babb, babbb, bbaaa, bbabb, bbaba, aabaaab]","[aa, bbabbab, , bababb, bbbbabab, a, b, bababa, bbaaabab, baa, bbabab, baaa, babab, bababba, ba, babaaab, bababaa, bababbb, babbbab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aa, aaa, bb, , a, bbba, b, baa, bbb, bbbb, ba]","[abb, bba, aba, ab, aaab, abaa, abbb, baabbba, abba, bbaa, bbab, bbbba, bbbaba]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aa, aaa, bb, a, b, bbb]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 11, 0, 111, 1111]","[, 01, 0010, 00000, 00011, 010, 000, 011, 110, 001, 100, 1, 101, 00010, 0000, 0011, 1101, 0001, 1100, 11110, 10]"
(a|baa)*,(a|b)(a|b)+(aaa)+,"[bbabaaa, bbaaaaa, aaaaaaa, aaaaabbbaaa, aaaabaaa, aaabaaa, aaaaabaaa, aaabbaaa, aaaaaa, bbaaaa, bbaaabaaa, bbabbaaa, bbbaaa, aaaabbaaa, aabaaa, bbaaabbbaaa, bbaabbaaa, bbaabaaa]","[aaa, , bb, bbaaaaab, aab, aaabb, aaaabb, bbaaab, bbaa, bbab, bbaab, bbaaba, aaaaaaab, aa, bba, a, bbaaabbb, bbaaaba, b, bbaaabb, bbb, aaaaabb, aaaab, aaaaaba, aaaaab, aaab, aaaa, bbaabb, bbabb, aaaaba, aaaaabbb]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[aa, aaa, abb, bb, , ab, a, b, baa, bbb, abbb, baaa, ba]","[aba, bab, aaaba, abaaa, ababb, abbba, abaa, abab, baba, bbbab, baaab, babb, ababa]"
(ab|ba)*,(ab)*(ba)*|abbba,"[baba, , ab, abbba, abbaba, ababba, ababab, abba, abab, ba]","[aaa, bb, bab, aab, baa, abaaa, abaab, abbaa, abbab, abbbaaa, abbbaab, abbb, aabb, babb, abbbaba, abbaab, abbbaa, abbaaa, ababbb, ababa, abbbab, aa, abb, bba, aba, a, b, bbb, abababb, ababb, abbbb, abbabab, abbbabb, abaa, aaaa, aaba, abbbbb, abbbba, ababaa, ababbab]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[abb, aba, ab, b, baa, aaab, abaa, abbb, ba]","[aa, aaa, bba, bb, , a, bbba, bbb, baab, bbaa, bbbb]"
(a|(b*bb))*,(a|b)(a|bb)*,"[aa, aaa, abb, a, bbbbb, bbba, b, baa, bbb, abbbb, abba, ba]","[, bb, bba, ab, aba, abbba, abaaa, ababb, abbaba, aaab, abaa, abbb, baab, bbaa, bbbb, abab, bbab, bbbba, bbaaa, bbabb, bbaba, bbbaba, ababa]"
(a|(b*bb))*,(bb*)*,"[bb, , b]","[bba, aa, aaa, abb, ab, aba, a]"
(a|(b*bb))*,b*|(a*b*),"[aa, bb, , a, b, bbb]","[baba, baaa, babb, bbba, aaba, bab, baa, ba]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[baaa, babb, b, bab, aab, baa, ba]","[aa, , bb, bba, bbba, a, bbb, bbaa, bbbb]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[baa, bbb, aabaa, aabbb]","[aa, baaaaa, baaabb, , bb, baaaba, a, b, baab, bbbb, baaaa, baabb, bbbab, baaa, baaab, bbba, bbbaa, bbbbb, bbbaaa, bbbabb, bbbba, baaba, bbbaba, ba]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,"[, babaab, bab, aabaaab, babab, babbbbab, babbab, bbab]","[aa, babbbb, bb, , bababb, a, b, baa, baba, babba, baaa, babb, babbb, babaa, ba]"
(a|(b*bb))*,a*(bb)*(a+b)*,"[aa, aaa, abb, bb, , ab, a, bbabaab, abbbb, abbab, bbbb, abab, bbab, bbabab, abbaab, abaaab, ababab]","[bba, bab, b, bbababb, ababbba, baa, bbb, aaaba, abaaa, ababb, abbaa, abaa, abbb, bbabaa, abba, bbba, abbbbb, ababba, abbabb, ababbb, ababa, ababbaa, ababbbb, ba]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,"[baba, baaa, babbba, bbba, bbbaa, bab, b, bbbbba, aab, bbb, ba]","[aa, bb, , babbaa, a, bbbaabba, bbbb, bbab, babba, babb, bbbba, bbaaa, bbabb, bbaba, baaababba, babbab]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaa, baaaaa, baaa, bbba, a, ba]","[aa, aaa, bb, , abb, baaabb, baaaba, ab, bab, b, baa, bbb, abbb, aaaa, baaaaab, baab, baba, baabb, baaab, babb, baaba]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[00, 11, , 010010101101, 01001110, 010, 000, 0, 010010, 010010101010, 111, 1, 01001010001, 101, 0000, 0110, 1001, 1111, 010010101]","[01, 0100101010, 0100101011, 0010, 00001, 00100, 01001001, 010011, 011, 110, 0100101, 01001010, 01001010101, 0100, 010010100, 10, 0100101000, 00110, 00111, 01001, 010000, 001, 100, 01001010111, 010010101110, 010001, 010010101111, 0100111, 01000, 0011, 1101, 1100, 11110, 10101]"
b*a*,a*|b*|(ba)*,"[aa, aaa, baba, bb, , a, bababa, b, bbb, bbbb, ba]","[abb, bba, , aba, ab, bab, baa, aaab, abaa, abbb, abba, baab, bbaa, bbab, babba, baaa, babaa, babb, babbb, bbbba, babab]"
(a|baa)*,((b)(a)(a)*(a*))*,"[baba, , baaa, baa, ba]","[aa, aaa, abb, bb, bba, ab, aba, a, bab, b, bbb, baaab, babb, babab]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[aa, aaa, abb, ab, aba, bbba, a, baa, abaaa, abaa, abbb, ba]","[bb, , bab, b, bbb, ababb, aaabaaab, baab, abab, ababba, ababaa, ababbb, ababa, abbbab]"
(a|baa)*,(a|b)*baaa*,"[baaaa, babbaa, baaa, aababaa, baabbbaa, bbaa, baabaa]","[aa, bb, , a, b, bab, baab, baabb, babb, baaba, ba, baaaab, baabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,"[, 010010101010, 01001010001, 00010, 01001110, 0100101011101]","[00, 01, 0100101010, 0100101000, 0100101011, 01001, 000, 010011, 0, 1, 0100101, 01001010, 01001010111, 010010101110, 0100111, 0100, 01001010111011, 010010100]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,"[aa, bba, , a, bbbba, bbbaba, baabbba, bbabba, bbaa]","[bb, , bbba, b, aab, baa, bbb, bbaabb, bbbb, ba, bbab]"
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[bb, abb, , b, ababb, abbab, ababbbbabb, ababbaabb, ababbbaab, ababbbbbb, aaab, ababbabb, abbb, abaaabb, ababbbb]","[aaa, ababaaa, abaaa, ababbbba, abba, ababbbbb, ababba, ababbb, ababa, bba, aa, aba, abbbabab, a, abababa, abababb, ababbba, ababbbbab, abbabab, abaa, abab, ababbbaa, ababaa, ababab, ababbaa, ababbab]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[bbaab, a, bbbbaab, baabaab]","[aaa, bb, , aab, baa, bbaaab, aabb, bbaaaa, bbaa, bbab, bbaaa, bbaaba, aa, abb, bba, ab, aba, b, bbb, aaaa, bbaabb, bbbb, aaba, bbabb, bbaba, ba]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[baabbabbbb, baabba, , a, baaaabba, bbbaabba, bbbbab, baabbabbbbbba, bbba, bbbbb, bbbabba, baabbabbbaaab, baabbabbbab, ba]","[aaa, bb, , aab, baa, aabb, baab, baabbab, baabb, bbbab, bbbaa, bbbbbba, baabbabbbaaa, baaba, baabbaba, baabbabb, baabbabbbbb, aa, abb, ab, aba, baabbabbba, b, aaaa, baabbabbb, baaaa, baaa, baabbabbbaba, aaba, baabbabbbabb, bbbba, baabab, baabbabbbaa, baabaa]"
0(0|1)*0,0*0*|1*0*,"[11, 0, 00, 000, , 1]","[011, 01, 0110, 110001, 0100, 0111, 010]"
0*10*(10*10*)*,(0*10*10*10*)*,"[01111011, , 0111111111, 111, 0111111, 011100, 01110, 0001001001, 0111, 1011]","[00, 11, 01, 0111001, 01100, 010, 000, 011, 0, 01111111, 1, 011110, 011111, 0110, 0100, 10]"
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[aa, bb, , baaa, a, b, baa, bbb, ba]","[baba, babba, bbbab, babaa, babb, babbb, bab, aabaaab]"
0(0|1)*0,0*,"[00, , 0]","[11, 110, 001, 100, 111, 1, 10]"
(a|(b*bb))*,(bb|a)*b*,"[aa, bb, , bba, a, b, bbb]","[baba, baaa, babb, bbba, bab, baa, bbaba, aabbba, ba]"
(a|baa)*,a|(b|aa*),"[aa, aaa, a, b]","[abb, bb, bba, , aba, ab, bab, baa, bbb, aaab, abaa, abbb, abba, ba]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,"[, bb, ab, aaab, bbbbab, bbabaaab, bbababab, ababbbab, bbbb, bbabab, bbab, bbaab, abbbab]","[abb, aa, aaa, bba, aba, a, bab, b, bbababb, bbabaaa, baa, bbb, bbabaa, bbabbb, bbabba, bbaa, baba, baaa, babb, bbbbb, bbba, bbabb, bbababa, ba]"
0*10*(10*10*)*,0*1+0*1*0*,"[11, 101000, 1000, 1011, 1010, 001, 100, 111, 1, 101, 10100, 10111, 10]","[00, 1010100, 1010111, 1011101, 0, , 1010110, 1110101, 101010, 101011, 10101, 100010001]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,"[, bbbbb, b, bbb, aab, aaaab, aabbb]","[aa, aaa, abb, bb, , a, ab, aba, bab, baa, aabba, aabbab, aabbaa, abaa, abbb, aaab, abba, aaaa, aabb, bbbb, bbba, aaba, ba]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[aa, , bb, ab, abbb, aaaa, aabb, bbbb, bbaa, abab, bbab]","[aaa, bba, , abb, a, aba, bab, b, baa, aab, bbb, baba, baaa, babb, ba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,"[aa, , a, baa, baaaaabaa, baaabbbaa, baaabaa, bbaa, baabaa, baabbaa]","[baaaaa, baaabb, bb, baaaba, b, aab, baaababb, baaababa, baaabab, baaabbb, baab, baaaa, baabb, baaa, baaab, baaba, baaababba, baaababaa, baaababbb, ba]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[aa, bb, , baaa, a, b, baa, bbb, ba]","[baba, babba, bbbab, babaa, babb, babbb, bab, aabaaab]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,"[bb, b, bbb]","[aa, aaa, abb, , ab, aba, a, bbba, bab, baa, ba]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[bb, , b, aab, baa, bbb, bbbb, bbbab, bbba, bbbaa, bbbbb, bbbaaa, bbbabb, bbbabbb, ba]","[aa, bba, , a, bbbabbba, bbbaaaba, bbaa, bbab, bbbbbba, bbaaa, bbabb, bbbba, bbbabba, baaba, bbaba, bbbabaa, bbbaba, bbbabab]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,"[abbaaabbbbabba, abbaaabbabbaaaabbabba, abbaaabbabba, abbaabba, abbaaaaabbabba, abbaaabbabbbba, abbaaabbabbaaabbabba, abba, abbaabbbba]","[, abbaaabaa, abbaaabab, abbaabbbb, aa, abbaaabbab, ab, abbaaabbaa, abbaaaa, abbaaab, abaa, abbaaabbabbaabb, abbaaabbb, abbaaabbabbaaba, abab, abbaaabba, abbaaabb, ba, aaa, bb, abbaaabbabab, abbaaabbbb, abbaaabbabaa, aab, abbaa, abbaaabbabbbb, abbaaabbabbaaabbabb, abbaabb, abbaaba, abbaaabbabbaab, abbaaaba, abbaaabbabbaaa, abbaaabbabbaaaa, aabb, abbaaabbabbaaab, abbaaaaa, abbaaabbabbaba, abbaab, abbaaa, abbaaabbaab, abbaaabbaaa, abb, aba, a, abbaaabbabbb, b, abbaaabbabbaa, abbaaabbabbab, abbaaabbabbabb, abbaabbab, aaaa, aaba, abbaabbb, abbaaabbabb, abbaaabbaba]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,"[, ab, a, aab, aaaab, aabab, aabaab]","[aa, aaa, , abb, bb, aba, b, aabba, aabaa, aabbb, aabbaa, aabbbb, abaa, abbb, aaaa, aabb, aaba, aababa, ba]"
(a|(b*bb))*,a*b*a*,"[aa, bb, , baaa, a, b, baa, bbb, ba]","[baba, babba, bbbab, babaa, babb, babbb, bab, aabaaab]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[bb, , aababbabba, ab, aba, a, bab, aab, aaaab, aabaaaaba, aaba, aabaabaaba, aababaaba]","[aaa, aababbabbbb, aabaabaabbaa, aabba, aabbb, aabaab, aabb, bbaa, aababbab, bbab, aababb, aababa, aababaa, aabaaaa, aababbabb, aa, abb, b, aabaa, aabab, aabaabaabb, abaa, aaaa, aabaabaa, aabaabaab, abab, aababbabbbbb, aabaaa, aabaabaabba, ba, aababbabbb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[00, 11, , 1011, 010, 000, 0, 111, 1, 101, 01000, 01110, 0100, 10001, 10111]","[01, 101110, 1000, 1110, 1010, 010110, 011, 100, 010001, 010100, 010111, 01011, 0101, 01010, 0001, 0111, 10101, 10100, 10]"
