Regex,Attempt Regex,Positive Strings,Negative Strings
a(a|b)a(a|b)*,a(a|b)a(a*|b*),"[aaa, aba, abaaa, ababb, aaaaa, aaabb, aaab, abaa, aaaa, abab]","[abaaaba, aaaaaba, aaaaabbb, abaaab, aaaaab, abaaabb, abaaabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*)|(0*)|(1+0+1+((1+0+1)|(01))*)|(0+1+0+((0+1+0)|(10))*),"[00100010001111110010101001, 00100010001110, 00100010001111110010101001101]","[001000100, 001000100011, 00100010101, 0010001010100101100110, 00100010001, 001000101010010110011, 00100010101001010, 0010001000, 001000101010, 0010001010101, 0010001010100100]"
(0|10*1)*,0*|(10*1)*|0*,"[00, 0]","[001, 00101, 0010, 001010, 001011]"
(a*ba*b)*a*ba*,a*(a|bb)*ba*(a|bb)*,[abaabb],"[abaaba, abaabaa, abaabbb, abaabaab]"
(a|(b*bb))*,(bb|a)*,[abb],"[aba, abaab, abaa]"
(a*ba*b)*a*ba*,[b]{1}([b]{2})*,[],"[aa, bb, a, aab, ba]"
(b|(a*aa))*,(aa+)*b*,"[aaa, aa, ab, aaabb, aaab]","[aaaba, aaabaab, aaabaa, aaabbb]"
(0*10*10*)*|0*,(0*10*10*)(0*10*10*),"[010101010, 01010101]","[010101010101, 01010101010, 0101010101]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*b)a)*((a|b)(a*b)),[],"[baba, babbb, babb, aaba, aabba, aabb]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,[],"[bbaaaaab, aaaaaaabb, aaaaaaab, bbaaaaabb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[0000010, 000001, 000001110, 00000111111100, 00000111110, 00000111111101001]","[0000010, 00000110101010100100, 000000, 00000001, 00000110101, 0000011010101010010111, 000001101010101, 0000011010101, 000001101, 0000000, 0000011]"
(a*ba*b)*a*ba*,(a|bb)*a*b,[],"[abb, aba, abaab, abaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[0000010, 000001, 000001110, 00000111110, 000001111111000]","[0000010, 000000, 00000001, 00000110101, 000001101010101, 0000011010101, 000001101, 0000000, 0000011, 0000011010101010001]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,[aabb],"[aaba, aabaa, aabbb, aabaab]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),[],"[bbaaaab, bbaaabb, aaaaaab, aaaaabb, aaaaaa, aaaaab, bbaaab, bbaaaa]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[0011110011100, 001111001110]","[001001, 001110011, 001110010, 0010, 00110, 00100, 00111, 001110011001]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,[],"[bbaaaaaaabb, aaaaaaaaabb, bbaaaaaaab, aaaaaaaaab]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[abbaabbb, abbaabb]","[aba, abbaabba, abaab, abbaaba, abaa]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,[011],"[0100, 01001, 010]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),[],"[aa, baabb, a, baaa, aab, baaba, baabab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[00001110, 00001, 0000111110, 000010]","[000000, 000011, 000011010101, 00001101, 0000110101, 00000, 000010, 00001101010101, 0000001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[001100101, 001110101, 0010, 00100]","[001001, 00100101, 0010010, 0010011010, 0010010010]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[abbabbbbabaaabbbaa, abbabbbbabaaabbbababbb]","[aba, abbabbbbbaaaba, abaab, abbaa, abbaba, abbabba, abbabbba, abaa, abbabbbbbaaabbbaabb, abbabbbbbaaabbbaabbbba, abbabbbbbaaabbbaaba, abbabbbbbaaabbbaabbbbb, abbabbbbbaaabbbaab, abbabbbbbaaabbbaabbba, abbabbbba, abbabbbbbaaabba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11]","[000, 111, 0000, 1111]"
(b|(a*aa))*,(b*(aaa*)b*)*,[aaabab],"[aaababab, aaaba, aaabbbb, aaabbba, aaababa, aaabab, aaabbb]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,[],"[aaa, aa, aba, abbaa, abbabaabbb, abbab, abbabb, abbabaaa, aaab, abbabaaba, abbabaabb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[0000111110000, 00001110, 00001, 000010]","[000000, 000011, 000011010101, 00001101, 0000110101, 00000, 000010, 00001101010100001, 0000001]"
(a|baa)*,"a?ba{2,}","[abaaa, abaa]","[aaa, aa, abaaab, aaab]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,[abaaabab],"[abaaaba, abaaabbba, abaaabbb, abaaabbbab]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,[],"[bbbaaaabb, bbbaaaab, aaaaaaabb, aaaaaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,[0001110101],"[0001010, 0001, 00011]"
(0|10*1)*,(0*10*1)*|0*,[],"[010100, 01011, 01010, 0101001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[001110011, 0010, 00111001]",[00101]
(a|baa)*,(b(aa)+a*)*,[],"[aa, baaabb, a, baaab, aab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[000100, 00010, 0001011010, 0001]","[000001, 00010, 000110110010, 0000, 00011011001, 00000, 00011, 0001101, 00011011001101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[00001110, 00001, 000010, 00001111101001, 00001111100]","[000000, 000011, 000011010101, 00001101, 0000110101, 00000, 000010, 00001101010100100, 0000001, 0000110101010010111]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,[],"[aaa, aa, bbaabab, baa, abaaa, aaab, bbaabb, baab, bbaaa, bbaaba, abaaba, abaabab, abaabb, ba]"
0(0|1)*0,0(0|0)*0,"[000, 00]","[000101, 00010, 0001]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[abaaa, aaaaa, abaaaa, aaaaaa]","[aaaaaab, aaaaaaba, aaaaaabb, abaaaab, abaaaabb, abaaaaba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,[],"[000, 00, 011, 01, 0001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 0010, 00100, 0010111]","[000, 001101, 0000, 0011, 0011010010, 001101001, 0010, 00001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0)|(1(1*0*)*1),[0001110101],"[0001010, 0001, 00011]"
(a*ba*b)*a*ba*,a*b(a*(ba*b)*(bb)a*)*,[],"[abaabaabaab, abaabaabbbab, abaabaabaa, abaabaaba]"
0*(10*1)*0*,0*(10*1)*,[],"[010100, 01011, 01010, 0101001]"
(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*,"[0011, 001100111]","[001001, 001110011, 001110010, 0010, 00100]"
(a|baa)*,a*|a*baa+,"[abaaa, abaa]","[abaaaba, abaaab, abaaabab]"
(a|baa)*,(baaa*)*,[],"[aa, baaabb, a, baaab, aab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0)?,[0001110101],"[0001010, 0001, 00011]"
0*10*(10*10*)*,0*(11)*0*1(11)*0*(11)*0*|0*1(11)*0*(11)*0*(11)*0*|0*(11)*0*(11)*0*1(11)*0*|0*1(11)*0*1(11)*0*1(11)*0*,"[010010010, 010010011100111001, 0100100100, 0100100111]","[01001001001, 010010010010, 0100100100111001, 0100100100101]"
0*10*(10*10*)*,10*(10*10*)*,[10101],"[00, 0, 001]"
(a|b)(a|b)+aaa+,(ab){2}(ab)*aaaa*,"[ababaaa, ababaaaa]","[aaa, aa, aab, ababaaaabb, abaa, ababaaaab]"
(a*ba*b)*a*ba*,(a*)(bb)*(b),[abbb],"[aba, abaab, abaa, abba]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a(a|b)a*b)*a)?,"[baba, aaba]","[bababb, aababa, babab, aabab]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b,"[bab, aab]","[babbb, babb, aaba, aabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100),"[01, 01110, 0100, 010]","[000, 00, 011, 011001101, 011001, 0001, 0110010, 010]"
(0|1)(0|1)*,(0|1)(0|1),"[00, 11]","[000, 111, 0000, 1111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011),"[0000010, 000001, 0000011111000, 000001110, 000001111100111100]","[0000010, 000000, 00000001, 00000110101, 00000110101010001001, 00000110101010001, 0000011010101, 000001101, 0000000, 0000011]"
(a|baa)*,a*((b)(aa))*,[],"[abaaa, abaab, abaaaa, abaabb, abaaaab]"
0*10*(10*10*)*,(0*1(11)*0*),"[0100, 0111, 010]","[010010, 0100101, 01001]"
(a|b)*baa(a|b)*b,(b|a)*baab*(b|a)b,"[abaaaababbbbaab, abaaaababbbbaabab]","[abaaaba, abaaababb, abaaabbaa, abaaaa, abaaabb, abaaabab, abaaabbabba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*0)*|(10*1)*,[],"[000, 001, 0001, 00101, 0010, 001010, 001011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1*0)*0*)|(1+(0*1)*1*),"[001110011, 0010, 00111001]",[00101]
(a*ba*b)*a*ba*,a*(bb)*b,[abbb],"[aba, abaab, abaa, abba]"
(0*10*10*)*|0*,0*|(0*(11)*)*|(10*1)*|(0*(11)*)*,"[0011, 001100111]","[001001, 001110011, 001110010, 0010, 00100]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*,"[001111000111010111101, 00111100011101011100, 00111100011101010, 0011110001110101110]","[00111000110101010010, 0011100011, 0011100010, 001001, 0011100011010101001, 0010, 00110, 00100, 00111, 00111000110100, 0011100011010101, 001110001100]"
(a|b)(a|b)+aaa+,((a|b)(a|b))aaa,"[bbaaa, aaaaa]","[bbaaabb, aaaaaaa, aaaaaa, aaaaab, bbaaab]"
(a|(b*bb))*,(a|bb)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"[abbbaabbbaa, abbbaabbb, abbbaabba, abbbaabb, abbbaabbbb, abbbaabbba, abba]","[aba, abaab, abbabaabbabaab, abaa, abbabaaba]"
(a|(b*bb))*,(a*((bb)*|(bbb)*)*a*)a*,"[abb, abbaa, abbb, abba]","[aba, abaab, abbaab, abaa]"
(a|b)*(bab)(a|b)*,a+b(a+b)*bab(a+b)*,[aabababaab],"[aabbabaabb, aaba, aabbaaa, aabbaab, aabbaa]"
(a|(b*bb))*,(a*(bb+bbb)*a*)*a*,"[abbbbb, abbbbba, abbbbbb]","[aba, abbba, abaab, abbbba, abaa, abba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+)(0*1*)(0+)|(1+)(0*1*)(1+)|0|1)?,"[001110011, 0010, 00111001, 00100]","[001001, 00100101, 0010010, 0010010010]"
(a|(b*bb))*,(a*bb*ba*)*,[aabbaabb],"[aaba, aabaa, aabbaab, aabaab, aabbaabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)|(1(0|1)*1))?,[0001110101],"[0001010, 0001, 00011]"
(a|(b*bb))*,(a?bba?),"[abb, abba]","[aaa, aa, aba, abbaa, abbab, aaab]"
(a|baa)*,(b(aa+))*,[],"[aa, baaabb, a, baaab, aab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,[000100111100101],"[0001001001111, 00010011, 000100100111, 0001001001110, 00010010010, 0001001]"
(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaa,"[aaaaaabaaa, bbaaaabaaa]","[aaaaaabaaaa, bbaaaabaaabb, aaaaaabaaab, aaaaaabaaaaa, bbaaaabaaab]"
(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,[abaaababbb],"[abaaaba, abaaababb, abaaabab]"
(b|(a*aa))*,(b*aa+|aa+b*|b*),"[aaa, aa, abaaa, aaabb, aaab, abaa, abab]","[aaaba, aaabaab, aaabbbaaab, aaabaa, aaabbb]"
(a|baa)*,"(a)*ba{2,}(a)*ba{2,}|a*","[abaaabaaa, abaaabaa]","[abaaabaaabab, abaaabaaaba, abaaabaaab]"
(1|01)*(0?),(0?)((1+)(0|01))*,[01010],"[000, 00, 010101, 0001, 0100, 0101011]"
(a|b)(a|b)+aaa+,[ab][ab]aaa,"[bbaaa, aaaaa]","[bbaaabb, aaaaaaa, aaaaaa, aaaaab, bbaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01*)*(010)(1*0)*)|((10*)*(101)(0*1)*)|0+|1+)?,"[00100111001110001010011, 0010010, 0010011100111000101001]","[0010010100, 001001011, 0010010100010100111, 00100101, 00100101001, 001001010]"
a(a|b)a(a|b)*,(aaa+aba)(a+b)*,[aaaaabaaab],"[aaaaabaaabb, aaaaabaaabba, aaaaabaaabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"[000100, 00010, 0001111001101]","[000100101, 00010010, 000100100110, 00010010010, 0001001]"
(ab|ba)*,(ba)*(ab)*(ba)*(ab)*,[ababaababba],"[aaa, aa, aba, abbaabbb, abbaabb, abbaaa, abbaaba, aaab, abbaabbab]"
(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,[abaaaabab],"[abaaaabbbab, abaaaabbb, abaaaaba, abaaaabbba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1(0|1)*1)|(0(0|1)*0))?,[0001110101],"[0001010, 0001, 00011]"
(0|1)(0|1)*,(0|1)|(01*),"[0, 01, 1]","[000, 00, 001, 0110, 0111]"
(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"[baaaaa, baaaa, aaaaa, aaaaaa]","[baaaaaba, aaaaaab, baaaaabb, aaaaaaba, aaaaaabb, baaaaab]"
0(0|1)*0,(0+1+)(0|1)*(1+0+),[],"[001010010, 001010011, 00101001, 0010100101]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"[00001110, 00001, 000010, 00001111100]","[000000, 000011, 000011010101, 00001101, 0000110101, 00000, 000010, 0000001, 000011010101001]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"[00001110, 00001, 000010, 00001111100, 00001111101010]","[000000, 000011, 000011010101, 00001101, 0000110101, 0000110101010010, 00000, 000010, 000011010101001101, 0000001]"
(a|(b*bb))*,(a+(bb))*,[aabb],"[aaba, aabaa, aabbb, aabaab]"
(a|(b*bb))*,a*(bb)*a*,"[abbaa, abba]","[aba, abaab, abbaab, abaa]"
(a|b)*(bab)(a|b)*,(bab)(a|b)*,"[baba, babb, bab]","[aa, a, ab, babbb, baa, babab]"
(a*ba*b)*a*ba*,(ba*a*)(ba*a*b)*,[],"[aa, a, bababb, bababa, aab]"
(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"[aaaaaabaaa, bbaaaabaaa]","[aaaaaabaaaa, bbaaaabaaabb, aaaaaabaaab, aaaaaabaaaaa, bbaaaabaaab]"
1*(01*01*01*01*)*,1*00001*,"[0000, 00001]","[000000, 000011, 00000, 0000001]"
0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"[010010010, 0100100111001001100100111, 0100100100, 0100100111001001]","[0100100100100100111001001, 01001001001, 0100100100100100111, 010010010010, 0100100100101]"
(a*ba*b)*a*ba*,a*ba*|b,"[aba, ab]","[ababab, ababa, abab]"
b*a*,[b]*|[a]*,"[aa, bb, a, b]","[aaba, aab, aabab]"
(b|(a*aa))*,(aa)*,[aa],"[aaba, aab, aabab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"[000100, 00011100, 00010, 0001110101110001101, 00011101011100011010101]","[000100100101000111100, 000100101, 0001001001010001111011, 0001001001010001111010, 000100100101000110, 00010010, 00010010010100010, 000100100101, 000100100100, 0001001001011, 0001001]"
(a|b)*baa(a|b)*b,a*(baa+)+b,[],"[abaaaba, abaaababa, abaaababab, abaaabb, abaaabab]"
(a*ba*b)*a*ba*,ba*|a*b,"[aaba, aab]","[aaba, aabaa, aabbab, aabaab, aabb]"
(a|b)(a|b)+aaa+,"ab{2,}a{3,}","[abbaaaa, abbaaa]","[aaa, aa, aba, aab, abbaaaab]"
(0*10*10*)*|0*,(0*(10*1)*)|(0*),[],"[010100, 01011, 01010, 0101001]"
(0|1)(0|1)*,(0|1),"[0, 1]","[000, 00, 11, 111]"
0*10*(10*10*)*,((0*)1(0*)),"[01, 010]","[010101, 0101, 01010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0*1*)*1+|0+(0*1*)*0+,[0001110101],"[0001010, 0001, 00011]"
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+)+aaa,[],"[aaaaaababb, aaaaaabab, baaaaaba, aaaaaab, aaaaaaba, baaaaabbaaab, baaaaab, baaaaabab, aaaaaabbaaabb, aaaaaabbaaab, aaaaaabbaaaa, baaaaabbaaabb, baaaaabbaaaa, baaaaababb]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(00|01|10|11)|(000),"[000, 00, 011, 01, 010]","[0000, 0001, 00000, 00011]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*b))?,"[aabaaab, bababab]","[aabaaabb, babababb, aabaaaba, babababbb, aabaaabaa]"
(a*ba*b)*a*ba*,(a)*b(a)*bb(a)*,"[ababb, ababba]","[ababaa, ababa, ababaab, ababbab]"
(a*ba*b)*a*ba*,(a*ba*ba*)*(ba|ab|b),[aaabababaabbb],"[aaabababab, aaabababaa]"
(a*ba*b)*a*ba*,a*(a*ba*(ba*b)*)a*,"[abababa, abababaa]","[abababaaba, abababaabab, abababaab]"
0(0|1)*0,0+((10)*|(01)*)0+,"[0001000, 000100, 000101100]","[0001000101, 000100010011, 00010001, 00010001001, 000100010, 000100011]"
(a*ba*b)*a*ba*,a*b((bb)*a*)*,[ababb],"[ababaa, ababa, ababaab]"
(a|(b*bb))*,(a*(b*bb))*,[aabbab],"[aaba, aabba, aabaa, aabaab, aabbbb]"
(a|(b*bb))*,(a)*(bb)*(a)*(bb)*,[],"[aba, abbaabba, abaab, abbaabbb, abbaaba, abaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0|1(1*0*)*1)?,[0001110101],"[0001010, 0001, 00011]"
(a*ba*b)*a*ba*,a*ba*(b(a*)b)*a*,"[abababa, abababaa]","[abababaaba, abababaabab, abababaab]"
(ab|ba)*,(ab)*(ba)*(ab)*(ba)*,[],"[aaa, aa, abbaaa, abbaaba, aaab, abbaabbab, abbaabbaa, abbaabbabb]"
(a|(b*bb))*,a*(bb)*(a)*,"[abbaa, abba]","[aba, abaab, abbaab, abaa]"
(a|baa)*,a*|(baa+),"[aa, a, baa]","[aaba, aab, aabab, aabaab]"
(a|(b*bb))*,(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"[abbaabba, abbaabbb, abbaabb, abbaabbaa]","[aba, abaab, abbaaba, abaa, abbaabbaab]"
(0*10*10*)*|0*,0*(10*1)+,[],"[010100, 01011, 01010, 0101001]"
(a|(b*bb))*,(abba)*,[abba],"[aaa, aa, aba, abbab, aaab]"
(b|(a*aa))*,b*aa*ab*|b*,"[aaa, aa, ab, aaabb, aaab]","[aaaba, aaabaab, aaabaa, aaabbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010),"[0000111110101, 00001110, 00001, 000010, 00001111100]","[000000, 000011, 000011010101, 00001101, 0000110101, 0000110101010010, 00000, 000010, 00001101010100111, 0000001]"
(0*10*10*)*|0*,(0*110*)+,[],"[0100, 01101, 01001, 010]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a(a|b)a*b)*(a?)?,[],"[bababb, aababa, aabaa, babab, aabab]"
(0|1)(0|1)*,(0|1)1*,"[0, 11, 01, 1]","[000, 00, 101, 10]"
0(0|1)*0,0+1*0*1*0*0+,"[000100100, 00010010]","[0001001001, 000100100101, 00010010010]"
(0*10*10*)*|0*,0*|(11)*,"[00, 0]","[001, 00101, 0010, 00110, 00111]"
