Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,(a+a(b+aa)*b)*a(b+aa)*a,[aaaababaaa],"[aaaababaaabaaa, aaaababaaab, aaaababaaabaab, aaaababaaaa, aaaababaaaba, aaaababaaaaab, aaaababaaaaa, aaaababaaabb, aaaababaaabaa, aaaababaaabab]"
b*a*,(b|a)*(baa)+(a|b)*b+,[abaaabab],"[abaaaba, abaaabbbb, abaaabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*1)|(1(1|0)*0),[00101],"[001110011, 0010, 00111001]"
(a|baa)*,a*b(a*ba*b)*a,[],"[abaaa, abaaab, abaa, abab]"
0*10*(10*10*)*,0*,[0],"[01, 0101, 010]"
a+b,(a*b)*a,[],"[aaa, aa, ab, aaabb, aaab]"
001|1010|110,((0|01)(1|10)),"[011, 01, 0110, 010]","[000, 00, 010101, 0101, 0001, 0100]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0|1)(0|1))+((0|1)(0|1)(0|1)),[],"[000000, 111111]"
0*10*(10*10*)*,(0*10*10*10*10*)*,[],[00101010101]
001|1010|110,(1|0)(001|1010|110)*,"[10011010, 00011010]","[100110101, 000001, 1001100, 0000, 100001, 10000, 1000, 00000, 000110101, 0001100]"
(a*ba*b)*a*ba*,a*b(a*ba*b)*b,[],"[aba, abaab, abaa, abbb, abba]"
(a|baa)*,abb*,"[abb, ab]","[aaa, aa, aba, aaab, abbb]"
(a*ba*b)*a*ba*,a*b(a|(ba*b))b,[abab],"[abaaa, ababb, ababba, abaaab, ababa, abaa, ababbab]"
(a|b)*baa(a|b)*b,(a)*(baa)*((a)*(baa)*)*,[abaa],"[abaab, abaaba, abaabab]"
(a|b)*baa(a|b)*b,a+|b*a*,"[aa, a, b]","[aaba, aab, aabab]"
0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*1),[],"[010100101001001, 01010010100100, 01010010100111, 0101001010010]"
