Regex,Attempt Regex,Positive Strings,Negative Strings
(a|(b*bb))*,(a|(bb*))*,"[a, b]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(1*0*)*0+,"[001110011, 0010, 00111001]",[00101]
(a|baa)*,[ab]*(baa)*,"[a, b]",[]
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*)*,"[abb, aba, ab]",[]
(a|b)(a|b)+aaa+,(a|b)|(b|a)(a|b)*(a)(a)(a)(a*),[],"[aaaaababb, aaaaaba, baaaababb, aaaaabab, aaaaab, baaaabab, baaaaba, baaaab]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*,"[aa, bb, a, b]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*,"[0, 1]",[]
0+1*,0*1*,"[011, 0, 01]","[0100, 01001, 010]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+),"[001110011, 0010, 00111001]",[00101]
(ab|ba)*,(ab|ba|aa|bb)*,"[aa, bb]",[]
(a|baa)*,((b+a+a)*a*)*,[abaa],"[abaab, abaaba, abaabab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),[0-1][0-1][0-1]*|[0101],"[00, 0, 11, 1]",[]
(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+|a|b)+aaa,[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
(ab|ba)*,(ab|ba)*(aa+bb+ba+ab)*,[aaabbbaaabaabbba],"[aaabbbaaaba, aaabbbaaabbbab, aaaba, aaabaab, aaabba, aaabaa, aaabbbaaabaa, aaabbbaaabab, aaabbbaaabb]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*,"[001110011, 0010, 00111001]",[00101]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*,"[0, 1]",[]
(ab|ba)*,(bb|aa|(aabb|abab|abba|baba|bbaa|baab)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, bb]",[]
b*a*,((a+)|(b*a*))*,"[a, b]",[]
(a|baa)*,(a|(b*a(a)*))*,[aba],[abab]
(a|baa)*,((a)*(b+aa+))+|[a]*,[abaa],"[abaab, abaaba, abaabab]"
0*10*(10*10*)*,(0*(10*1)*0*10*)*|(11),"[001, 0011, 0010]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))*)?,"[babaab, aabaaba, aabaabb, babaabb, babaaba, aabaab]","[aabababb, babaa, babababb, aabaa]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aa*,[],"[baabb, aaabb, aaab, baab]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a*a+a+),[],"[bbaaaab, bbaaaabb, aaaaaab, aaaaaabb]"
(a|b)(a|b)+aaa+,(a|b)*(a|b)*(aaa)*,"[a, b]",[]
(a|b)*baa(a|b)*b,(a|b|baa+)+b,"[babab, aabab]","[baba, aaba]"
(a|baa)*,(a*)+(a*|b+a+a)+(a*),[abaa],"[abaab, abaaba, abaabab]"
(ab|ba)*,(ab(ab)*|ba(ab)*)*((a|b)(a|b))*,"[aa, bb]",[]
a+b,[ab]*(ab)[ab]*,"[aaba, aab, aabb]","[aabbb, aabab]"
(a|(b*bb))*,(a|(b)*)*,"[a, b]",[]
a+b,(a|b)*(b),[abab],[aba]
(a*ba*b)*a*ba*,(a*(ba*ba*)*ba*)*,"[aaba, aab, aabb]",[]
(a|b)(a|b)+aaa+,(a|b)*,"[a, b]",[]
(a*ba*b)*a*ba*,a*b|(a*ba*(bb)*a*)*,"[aaba, aab, aabb]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+,"[001110011, 0010, 00111001]",[00101]
(a*ba*b)*a*ba*,a*b+(a|b(a)*b)*,"[abaababa, abaabab, abaababb]",[]
0(0|1)*0,0*(0|1)*0*,"[0, 1]",[]
(ab|ba)*,((aabb|abab|abba|bbaa|baba|baab)*(aa|ab|ba|bb)*)+((ab)?),"[aa, bb]",[]
(a|(b*bb))*,(a*|(bb*))*,"[a, b]",[]
(a|b)(a|b)+aaa+,(a|b)*a{2}aa*,[],"[aaaab, aaaabb]"
(ab|ba)*,(ab|ba|aabb|bbaa)*(aabb+bbaa+ab+ba)*,"[aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababbaaaababbabbbaaaabbbbbbbbabba, aabbabbbaa, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababbaaaababbabbbaaaabba, aabbabbbaba, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabb, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabba, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababa, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababbaaaababa, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababbaaaababbabbbaaaabbbbbbbbaba, aabbabbbabbaaaaaabbaaabbbbaaabbbbaaabbbaaaababbaaaababbabbbaaaabbba, aabbabba]","[aaa, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbaba, aabbabbabaababaaaaaabbab, aabbabbabaababaaaaaabbaa, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaaba, aabbabbabaababaaaaaabbaaabbbb, aabbabbabaababaaaaaabbaaabbbbaa, aabbabbabaababaaaaaabbaaa, aabbabbabaababaaaaaabbaaabbbbab, aabbabbabaababaaaaaabbaab, aabbabbabaababaaaaaabbaaabba, aabbabbabaababaaaaaabbabbabbabaaabbabaaaa, aabbabbabaababaaaaaabbaaabbb, aabbabbabaababaaaaaabbaaabb, aabbabbabaababaaaaaabbabbaa, aabbabbabaababaaaaaabbaba, aabbabbabaababaaaaaabbabbabbabaaaa, aabbabbabaababaaaaaabbaaaa, aabbabbabaababaaaaaabbaaab, aabbabbabaab, aabbabbabaababaaaaaabbaaabbbbaaa, aabbabbabaababaaaaaabbaaabbbbb, aabbabbabaababaaaaaabbaaabbbbaab, aabbabbabaababaaaaaabbaaabbbba, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbab, aabbabbabaababaaaaaabbabbaaa, aabbabbabaababaaaaaabbabbaab, aaaab, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaabbababbabab, aabbabbabaababaaaaaabbaaaba, aaaa, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaabbabab, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaabbababa, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaabbababb, aaba, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabaaaa, aabbabbabaababaaaaaabbabbabbabaaabbabaaaba, aabbabbabaababaaaaaabbaaabbba, aabbabbabaababaaaaaaba, aabbabbabaababaaaaaabbabbabbabaaaba, aabbabbabaababaaaaaabbabbabbabaaabbabaaabbabb]"
(ab|ba)*,((a|b)|((a|b)(a|b)(a|b)))*|(ab|ba)*,"[a, b]",[]
(ab|ba)*,(bb|aa|(abab|aabb)*)*((aa)|(bb)|(ab)|(ba))*,"[aa, bb]",[]
(ab|ba)*,(ab)*((a|b)(a|b))*,"[aa, bb]",[]
(a|(b*bb))*,(a*(b+a*b+)*a*)*,"[abaab, abaaba, abaabb, abaabbb, abaabba]",[]
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(a|b)*aaa*,[],"[bbaaabb, aaaaabb, aaaaab, bbaaab]"
(a|b)*baa(a|b)*b,(a|b|baa+)*b,[abab],[aba]
(ab|ba)*,(bb?|aa|(ab|ba)*)*((aa)?|(bb)|(ab)|(ba))*,"[aa, abb, ab, aaba, aab, abbb]",[]
(a|b)(a|b)+aaa+,(a|b)|(a|b)+(a|b)*aaa,[],"[aaaaababb, aaaaaba, baaaababb, aaaaabab, aaaaab, baaaabab, baaaaba, baaaab]"
a+b,[a]*[b]*,"[abb, ab, a]","[aba, abaab, abaa]"
(ab|ba)*,((ab)|(ba))*|(a|b)((a|b)(a|b))*,"[aabbbba, aaaabba]","[aaabbab, aabbbab, aaaa, aabb]"
(ab|ba)*,(ab(a|b)*)*((a|b)(a|b))*,"[aaaba, aabbb, aaab, aaaa, aabb]","[aaaabab, aabbbbb]"
(a|b)(a|b)+aaa+,[ab]|[ab]+a{3},[],"[aaaaababb, aaaaaba, baaaababb, aaaaabab, aaaaab, baaaabab, baaaaba, baaaab]"
(a|(b*bb))*,((a|b)*b?)*,"[a, b]",[]
(a|b)(a|b)+aaa+,((a|b)+)aaa,[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
(a|b)*baa(a|b)*b,(a*b*)*(baa)*(a*b*)b,[abab],[aba]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*,"[00, 0110100, 0110101, 01101, 01100, 011010, 010, 000, 011, 001, 011011, 01011, 0101, 01010, 0100, 01101011]",[]
(a|b)(a|b)+aaa+,((a|b)+(aaa+)),[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
a+b,(a|a*)b,[ab],"[abb, aba, abaab, abaa]"
(a|b)(a|b)+aaa+,(((a)|(b))+)+(aaa)+,[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)+aaa(a|b)*,"[bbaaa, aaaaa, aaaaaa, bbaaab]","[bbaaabbb, bbaaabb, aaaaaab, aaaaaabb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa,[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
(a|(b*bb))*,(a*|(b*b)*)*,"[a, b]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*(b|ba))+)?,"[babaab, aabaaba, aabaabb, babaabb, babaaba, aabaab]","[aabababb, babaa, babababb, aabaa]"
(a|b)(a|b)+aaa+,(a|b)|(a|b)*(aaa)a*,[],"[aaaabab, aaaabaa, aaaaba, aaaab, aaaabaabb, aaaabaab, aaaabb]"
(0|1)(0|1)*,[01]*,"[0, 1]",[]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)*,"[aabaababbaabab, babaababbaabbb, babaababa, aabaababa]","[babaa, bababa, aababbabaabbb, aababa, aabaa, bababbabaabbb, bababbabaabb, aababbabaaba]"
(a|b)(a|b)+aaa+,(a|b)*aaa(a)*,[],"[aaaab, aaaabb]"
(a|b)(a|b)+aaa+,(a|b)+(a|b)*aaa*,[],"[baaabb, baaab, aaaab, aaaabb]"
a+b,[a]*[b],[ab],"[abb, aba, abaab, abaa]"
(ab|ba)*,(ab|ba)*(aa|bb)*(ab|ba)*,"[aaaabaabba, aaaabaabbbbb, aaaabaabbbba, aaaabaabbb]","[aaaabaaa, aaaabaaaa, aaaabaabbab, aaaabaaaab]"
a+b,(a*b),[ab],"[abb, aba, abaab, abaa]"
(a|b)*baa(a|b)*b,a*b*baa*b*(a*bb*)*,"[abaabaabb, abaabaab]",[abaabaabbb]
(ab|ba)*,((ab)*(ba)*)*(a|b)?,"[abb, ab, a, abba]","[aaa, aa, abbab, aaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b+a*)*,"[babb, aaba, bab, aab]",[]
1*(01*01*01*01*)*,(0|1)*,"[0, 1]",[]
(a|b)*baa(a|b)*b,[ab]*[b][aa][ab]*[b],[abaabab],"[abaaba, abaabbb]"
(a|b)(a|b)+aaa+,"(a|b)(a|b)(a|b)*(a{3,})*","[aaa, aa, bb, bbb]",[]
(a|b)(a|b)+aaa+,"(a|b|aa|bb|ab|ba)*a{3,}",[],"[aaaab, aaaabb]"
0*10*(10*10*)*,((0|1)*),"[0, 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*,"[0, 1]",[]
(ab|ba)*,(ab|ba)*(aabb+bbaa+ab+ba)*,[aabbbbaaaabbaaabbbba],"[aaa, aaba, aabbbbaaaabbabbab, aabbba, aabbbbaaaabbaaa, aabbbbaaaabbab, aabba, aabbbbaaaabbaa, aaaab, aabbbbaaaabbaab, aabbbbaaaaba, aaaa]"
a+b,(a*(b))*,"[aab, aabb]",[]
a+b,(a)+(b)*,"[aa, a, aab, aabb]","[aaba, aabaa, aabbb, aabaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*,"[0, 1]",[]
0*10*(10*10*)*,(0*10*)*,"[001, 0011, 0010]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+,"[001110011, 0010, 00111001]",[00101]
(a|b)(a|b)+aaa+,(a*b*)+a+a+a,[],"[aaaab, aaaabb]"
(a|b)(a|b)+aaa+,(a|b)*aaa,[],"[aaaab, aaaabb]"
(a|(b*bb))*,a*|((a|b)*bb(a*b*)),"[abaabbaabab, abaabbaababb]",[abaabbaaba]
(0|1)(0|1)*,(0*1+)*(1*0+)*,"[0, 1]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*,"[0, 1]",[]
(a|(b*bb))*,(a*(bb)*b*a*)*,"[a, b]",[]
(0*10*10*)*|0*,0*(0*1*)*0*,"[0, 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*,"[0, 1]",[]
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)|((a|b)a*ba))*,"[babaab, aabaaba, aabaabb, babaabb, babaaba, aabaab]","[aabababb, babaa, babababb, aabaa]"
(ab|ba)*,((aa|bb|ab|ba)?)*,"[aa, bb]",[]
a+b,a*b,[ab],"[abb, aba, abaab, abaa]"
(a*ba*b)*a*ba*,a*b(ba*b+|a*)*,"[abababa, abababb, ababab, abababbb, abababba]",[]
(a|b)*(bab)(a|b)*,(a|b)*|(a|bab)*(b|aba)*,"[a, b]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*,"[001110011, 0010, 00111001]",[00101]
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa+,[],"[aaaaabb, aaaaab, baaaabb, baaaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)*aaa*,[],"[baaabb, baaab, aaaab, aaaabb]"
(a*ba*b)*a*ba*,((a|(bb))*b[a]*)*,"[aaba, aab, aabb]",[]
(ab|ba)*,(a|b)*(ab|ba|aa|ab)*,"[a, b]",[]
0(0|1)*0,0|(0|1)*|0,"[0, 1]",[]
(ab|ba)*,(ab|ba)*(aa|bb)?,"[aa, abbb, abba]","[aaa, aab, aaaab, aaaa]"
(a*ba*b)*a*ba*,(a*)b+((a*)|(b(a*)b))+(a*),"[abaababa, abaabab, abaababb]",[]
(a*ba*b)*a*ba*,a*(b(a*ba*b)*)*a*,"[abaababbb, abaababba, abaabab, abaababb]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),0*(1+0+)*|1*(0+1+)*,"[0, 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*,"[0, 1]",[]
b*a*,(a+|b*a*)+,"[a, b]",[]
(ab|ba)*,(aa|ab|ba|bb)*,"[aa, bb]",[]
(a*ba*b)*a*ba*,(a|(ba*b))*b+a*,"[abaabb, abaabba, abaabbab]",[abaab]
(a*ba*b)*a*ba*,a*b+(bb*|a*)*,"[abb, aba, ab]",[]
(a|b)(a|b)+aaa+,(a*|b*)*(a)(a)(a)(a*),[],"[aaaab, aaaabb]"
(a|(b*bb))*,((b(b*))|a)*,"[a, b]",[]
a+b,(a|b)*a*b,[abab],[aba]
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba*)*,"[baba, aaba, aabaa, babab]","[bababb, aabaab]"
(a|(b*bb))*,((bb*)*a*)*,"[a, b]",[]
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*(aaa)*,"[aaa, aa, bb, bbb]",[]
b*a*,a+b*a*|b*a*,"[abb, aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,(a|b(bb)*)*,"[a, b]",[]
(a*ba*b)*a*ba*,(a*ba*b*)*,"[aaba, aab, aabb]",[]
(ab|ba)*,(ab|ba)*(aa|bb)*,"[aaaabbba, aaaabbbb, aaaabb]","[aaaabaa, aaaaba, aaaabbb, aaaabaab]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0+0+0)|(1+0+0)|(0+1+0)|(0+0+1)|(1+1+0)|(0+1+1)|(1+0+1)|(1+1+1)|(1+1)|(0+0)|(1+0)|(0+1),"[000, 00, 011, 01, 00010, 0110, 0001, 0100, 0111, 00011, 01001, 010]","[0001000, 0001011, 000101, 000100]"
(a|(b*bb))*,(b(b*)|a)*,"[a, b]",[]
(a|(b*bb))*,(a*|(b*bb*)*)*,"[a, b]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*,"[0, 1]",[]
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)+(0*1*0*),"[0, 1]",[]
(a|baa)*,(a)*(b|aa|a*)*,"[a, b]",[]
a+b,(a|b)*,"[a, b]",[]
(ab|ba)*,((a|b)(a|b))*,"[aa, bb]",[]
a+b,[ab]*[a][b][ab]*,"[aaba, aab, aabb]","[aabbb, aabab]"
(a*ba*b)*a*ba*,(a|b|bb)+,"[aa, bb, a, b]",[]
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*,"[0, 1]",[]
a(a|b)a(a|b)*,a(a|b)+a(a|b)*,"[aaa, aba, aaaa, abab]","[ababb, aaaaba, aaaab, ababbb]"
(a|b)*(bab)(a|b)*,(bab)*(a|b)*(bab)*,"[a, b]",[]
(a|(b*bb))*,(((b*bb*)|a)?)*,"[a, b]",[]
(a|baa)*,(a)*((b|aa)*a*)*,"[a, b]",[]
a+b,a+b+,"[aab, aabb]","[aaba, aabaa, aabbb, aabaab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(a|b)*aaa*,[],"[bbaaabb, aaaaabb, aaaaab, bbaaab]"
(a|b)(a|b)+aaa+,"(a|b)*(a|b)*a{3,}",[],"[aaaab, aaaabb]"
(a*ba*b)*a*ba*,b*((a|b)*(a|b)*)*,"[a, b]",[]
(0|1)(0|1)*,(1|0)*|(0|1)*,"[0, 1]",[]
(a*ba*b)*a*ba*,(a|ab)*(a|ba)*(b|a)*,"[a, b]",[]
a+b,a*b+,"[abb, ab]","[aba, abaab, abaa]"
(a|baa)*,(a|b(aa*))*,[aba],"[ababab, ababa, abab]"
a+b,a*b*,"[abb, ab, a]","[aba, abaab, abaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*1*,"[0, 1]",[]
(ab|ba)*,((ab)|(ba))*|(a|b)(a|b)*,"[a, b]",[]
(a|(b*bb))*,(a|(b*bb*))*,"[a, b]",[]
(a|(b*bb))*,(ab|ba|b|a)*,"[a, b]",[]
0*10*(10*10*)*,((0|1))*,"[0, 1]",[]
(a|b)(a|b)+aaa+,(a|b)*(aaa),[],"[aaaab, aaaabb]"
(a|(b*bb))*,(bb)*(a|b)*(bb)*,"[a, b]",[]
(ab|ba)*,(a+b|b+a)*,[aabba],[aabbab]
a+b,(a|b)*(ab),[],"[aaba, aabbb, aabb]"
