Regex,Attempt Regex,Positive Strings,Negative Strings
(ab|ba)*,((aa)*b)*,"[aaabb, aaab]","[aaa, aaaba, aaabab, aaab]"
b*a*,a+|(b*a)*,[aba],[abab]
001|1010|110,(0|1)*01(0|1)*,"[001, 0011, 0010]","[00101, 00111]"
(a|b)(a|b)+aaa+,(ab|aaa)*,"[aaa, aab]","[aaaba, aaabb, aaab]"
0*10*(10*10*)*,(1(11)*)|0*,"[00, 0, 111]","[001, 00101, 0010, 00110]"
(ab|ba)*,(aa+ab+bb+ba)*,[aaaabbbba],"[aaaabaa, aaaaba, aaaabba, aaaabbba, aaaabaab, aaaabbbbab]"
(a*ba*b)*a*ba*,(ba|bb)*(a|bb)*,"[aabba, aabbb, aabb]","[aaba, aabaa, aabaab]"
b*a*,(a+|a*b*),"[abb, ab, a]","[aba, abaab, abaa]"
a(a|b)a(a|b)*,a+a+b+a+(a+b)*,[aaabaaabaab],"[aaabaaabaabb, aaabaaabaabbb, aaabaaabaabba]"
0*10*(10*10*)*,0*(11)*0*1*,"[011, 0, 0110011, 01, 011001, 0110, 0111, 01100]","[0100, 01001, 0110010, 010]"
(a*ba*b)*a*ba*,(a|ba+a)*,[abaa],"[abaab, abaaba, abaabab]"
a+b,(ab)*,[ab],"[aaa, aa, abb, aaab]"
0*10*(10*10*)*,(0|(1(11))*)+,[0111],"[0110, 0100, 01001, 010]"
(a|baa)*,(a)*((b)+(aaa)+)*,[],"[abaaaa, abaaaabab, abaaaab, abaaab, abaaabb, abaaaaba]"
a+b,(ab)+,[],"[aaa, aa, abb, aba, aaab]"
(a|(b*bb))*,((a|b)*(ab|b)b+(a|b)*b(ba|b))*,[aababababaabb],"[aabbabbab, aabbabbabb, aaba, aabbabbaa, aabbaba]"
(0*10*10*)*|0*,0*0?|(0|1)11*,"[000, 00, 011, 0, 11, 01]","[0001110, 000101, 00010, 0001]"
b*a*,(a+(a*))|((a*)+(b*)),"[abb, ab, a]","[aba, abaab, abaa]"
(a|b)(a|b)+aaa+,(a+b+)|(b+a+)(aaa)+,"[aabaaaaa, aab, aabaaaa, aabb]","[aaba, aabaa, aabab, aabbbaaaaab]"
(ab|ba)*,(ab)*(ba)*(ab+ba)*(ba)*(ab)*,[ababaabababaabaabbba],"[aaa, aa, aba, abbaababbaa, abbaababbababab, aaab, abbaababb, abbaababbabab, abbaababa, abbaababbabaa, abbaabaa, abbaababbababb, abbaaa]"
(a|b)(a|b)+aaa+,(ab)*(ba)*(b)*(aaa+),"[aaa, aaaa]","[aaaabbabb, aaaaba, aaaab, aaaabba, aaaabbab, aaaabbaa, aaaabb, aaaabbabbab, aaaabbabbb, aaaabbabba, aaaabbabbaa]"
(a*ba*b)*a*ba*,((a*)+b+(a*)+(bb*)+(a*)),"[abaab, abaaba, abaabb, abaabaa, abaabaab]","[abaabaabab, abaabaaba, abaabaab]"
(a*ba*b)*a*ba*,a*|(bb)*|(ba*b)*ba*|(bb)*|(ba*b)*,"[aa, a, babb, bab, b, ba]","[aaba, aab, aababa, aabab]"
(b|(a*aa))*,(a|b)(aa)*(a|b)*,"[aa, bb, a, b]",[]
(0*10*10*)*|0*,0?0|111*,"[00, 0, 11, 111]","[000, 001, 0000, 0010, 00110, 00001]"
(a|baa)*,(a|b)(a|b)+(aaa)+,[],"[bbaaaabb, bbaaaab, aaaaaab, aaaaaabb]"
(ab|ba)*,(a)*(b)*|(b)*(a)*,"[aa, bb, a, b, aab, baa, aabb, ba]","[aaba, aabaa, aabaab, aabbbaab]"
(ab|ba)*,(ab)*(ba)*|abbba,"[ababababba, ababababbba]","[aaa, aa, ababbababab, ababbababaa, ababa, aaab, abaa, ababbaa, ababbabb, ababbab]"
(a*ba*b)*a*ba*,(a|ab*b)*ba*,"[aaba, aab, aabb]","[aababab, aabbbaba, aabababa, aabbbabab, aabbbab, aabababab]"
(a|(b*bb))*,(a|b)(a|bb)*,"[babb, aabb]","[babaab, baba, babaa, aaba, aabaa, aabaab]"
(a|(b*bb))*,(bb*)*,[b],"[aa, a, aab]"
(a|(b*bb))*,b*|(a*b*),"[abb, ab, a]","[aba, abaab, abaa]"
(a*ba*b)*a*ba*,a*b(a*ab*b)*a*,"[aba, ab, abaa, abab]","[ababb, abaab, abaaba, abaabab, ababba, ababbab]"
(a*ba*b)*a*ba*,a*b(a|b){2},"[abaa, abbb]","[abaaa, abbba, abaab, abbbb, abbbaa, abaaaa, abaaaab, abbbaab]"
(a|b)*baa(a|b)*b,(a|b)*b(aa*)b,[],"[abaaba, abaabb, abaabbb]"
(a|(b*bb))*,a*(bb)*(a+b)*,[aabaabababb],"[aabaabba, aabaaba, aabaabb, aabaabbbbb, aabaabbba, aabaabbab]"
(a*ba*b)*a*ba*,a*b(bb)*(a+b(bb)*)*a*,[abaabbb],"[abaabbaab, abaabba, abaabbaa]"
(a|b)(a|b)+aaa+,a|b+a|b+a{3}a*,"[baaaa, a, baaa]","[aaa, aa, abb, ab, abaaaab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*,"[000, 00, 010011100101, 0100111001, 0100111001011]","[0001000, 000101, 000100, 00010011, 00010, 00010100110, 0001, 0001010011, 000101001110, 0001001]"
b*a*,a*|b*|(ba)*,"[aa, baba, a, babbb, babb]","[aababab, aaba, aab, aabababa, aabaa, aabab]"
(a|baa)*,((b)(a)(a)*(a*))*,[],"[aa, baabb, a, aab, baab]"
b*a*,((a*)(b*)(a+))|((a+)(b*)(a*)),"[aa, a, aaba, aab, aabaa, aabb, ba]","[aabaaba, aabaab, aabaabab, aabaabbab]"
(a|baa)*,(a|b)*baaa*,[],"[abaaab, abaaabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*,[00101001],[001010011]
((a|b)a*ba)*(((a|b)a*b)?),(((a|ba*b)*a)*)?,[ababa],[ababab]
(a*ba*b)*a*ba*,(a*b{1})?((a*b{2})*(b{1}a*b{1})*)*,"[aabaabbababb, aabaabbabab]","[aabaabba, aabaaba, aabaabaa, aabaabaab]"
(a|b)*baa(a|b)*b,a|ba*b*(baa)b,"[babaab, a]","[aaa, aa, ab, ababaaa, aaab, ababaabb]"
(a*ba*b)*a*ba*,(a|(ba*b)*b(a|(ba*b))),"[a, baaabbbaab]","[aaa, aa, ab, abaaabbbaabbab, abaaaba, aaab]"
0(0|1)*0,0*0*|1*0*,"[00, 0, 1]","[001, 00101, 0010]"
0*10*(10*10*)*,(0*10*10*10*)*,[],[001010101]
(a*ba*b)*a*ba*,a*(bb)*b*a*,"[abb, aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
0(0|1)*0,0*,[0],"[01, 0101, 010]"
(a|(b*bb))*,(bb|a)*b*,"[abb, ab, a]","[aba, abaab, abaa]"
(a|baa)*,a|(b|aa*),"[aa, a, b]","[aaba, aab, aabab, aabb]"
(a|(b*bb))*,(a+b)*(bb)*(a+b)*,[],"[aabbbaaba, aabbbaabb, aabba, aabbaab, aabbaa]"
0*10*(10*10*)*,0*1+0*1*0*,"[010011, 011, 010010, 01, 0100100, 0100, 01001, 010]","[010010010, 0100100101, 01001001]"
(a*ba*b)*a*ba*,((aa)*[b](bb)*)?,[aaabbb],"[aaa, aaba, aaaba, aabba, aaabab, aaab]"
(ab|ba)*,(ab)*|(aa|ab|bb)*,"[abbb, aabb]","[aaba, abbaa, aabaa, abbaab, aabaab, abba]"
(a|baa)*,((a)*(b+aa)+)+|[a]*,[],"[abaaa, abaab, abaaba, abaaaa, abaabab, abaaaab, abaaaabb]"
(a|(b*bb))*,(a)*b*(b+bb)*b*(a)*,"[abb, aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,b(b)*|(b)*b,"[bb, b]","[aa, a, aab, ba]"
(a*ba*b)*a*ba*,a*ba*(bb)*a*b*,"[aba, ab, ababb, ababba, ababbb, ababbaabb, ababbaa, ababbaab, abab]","[ababbaaba, ababaa, ababa, ababaab]"
(ab|ba)*,(ab+ba)(ab+ba)*(aa+bb+ab+ba)*,[],"[aaa, aa, abbaaaabbaa, abbaaaabbaba, abbaaaabbabbab, aba, abbaaaabbabbaa, abbaaaabbabbaab, abbaaaabbabbaaa, aaab, abbaaaaba]"
a(a|b)a(a|b)*,a|(a+b)|a(a+b)*,[aaabab],"[aaaba, aaabb, aaabba, aaabbb]"
(a|(b*bb))*,a*b*a*,"[abb, aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
((a|b)a*ba)*(((a|b)a*b)?),(a?)|(((a|b)a*b)|((a|b)a*ba)*),"[aaabababa, aaabababb, aaabaaaba, aaabaaabb]","[aaabaaabab, aaababababb, aaabaaababa, aaabaaababb, aaabababab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*,"[001110011, 0010, 00111001, 00100]","[001001, 00100101, 0010010, 0010010010]"
(a|b)*(bab)(a|b)*,(a|b)*aba(a|b)*,"[aaba, aabaa, aabab]","[aababb, aababbb, aabaabb, aabaab]"
(a|baa)*,((a)*|(b))(a)(a)*,"[aa, a, ba]","[aaba, aab, aabab]"
(a|(b*bb))*,(a)*b*(ba+ab+b)*b*(a)*,"[abaaabbaa, abaaabbbb, abaaabb, abaaabbb, abaaabba]","[abaaabbaabbb, abaaaba, abaaabaab, abaaabaa, abaaabbaab]"
(a|(b*bb))*,b*b,"[bb, b]","[aa, a, aab, ba]"
(a|(b*bb))*,b*bb*,"[bb, b]","[aa, a, aab, ba]"
(a*ba*b)*a*ba*,a*|b(ab*ab*)*,"[aa, baaabb, a]","[aaba, aab, aabaaa, aabaaab, aabab, aabaabb]"
a(a|b)a(a|b)*,aa+ba,[aaaba],"[aaabaaa, aaababb, aaabab, aaabaa]"
(0|1)(0|1)|(0|1)(0|1)(0|1),((0*1+0*1*)+)+,"[011, 01, 010]",[]
(a|baa)*,(a*(baa*)),"[aba, abaa]","[abaab, abaaba, abaabab]"
(ab|ba)*,((aa)*|(bb)*)(aa|bb)*,[aabb],"[aaba, aabaa, aabbb, aabaab]"
0*10*(10*10*)*,(0)*(111)*(1)*(0)*,"[011, 0, 01, 0100, 010]","[010010, 0100101, 01001]"
(a|baa)*,a*b*aaa*,"[aaabaaa, aaabaa]","[aaabaaabab, aaabaaaba, aaabaaab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01)0*(10))*|(0*1*0*)),"[000, 00, 000100, 00010, 0001, 01001001011000, 00011, 010010010110011]","[000100101, 00010011001010001, 00010011001001, 00010010, 00010011001000, 0001001100101, 0001001100100, 0001001100100101, 00010011001001011, 000100110010010, 0001001]"
(a*ba*b)*a*ba*,(a*ba*(bb)*a*)|(a*bba*(b)*a*)*,"[aabaabbbbabaabbb, aabaabbbbabaabba, aabaabba, aabaabbbbabaabb, aabaabbaa]","[aabaaba, aabaabbaababaaba, aabaabbaab, aabaabaa, aabaabaab]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)(a*)b)*|((a|b)(a*)ba*),"[babaabbab, aabaabaab]","[aabaabaabb, babaabbabb]"
(a|baa)*,(a)*|(b)(a)(a)*,"[aa, a, ba]","[aaba, aab, aabab]"
(a|(b*bb))*,(b*b)|(a*),"[aa, bb, a, b]","[aaba, aab, aabab]"
(0*10*10*)*|0*,0*1(0*1+0*)*,"[010011, 010010, 01001]",[]
(a|(b*bb))*,a*(b+a)*(bb+bbb)*(b+a)*,"[ababbba, ababbbbba, ababba, ababbbbbb, ababbbba, ababbbbb]","[abaaa, abaaab, abaa]"
(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*),"[abbba, ababa, abaa, abbb]","[aaa, aa, abbbbab, abaabab, aaab]"
(a|(b*bb))*,(a|b)*b*b|bb*(a|b)*,"[aababb, aababa, aabab]",[aaba]
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*,"[00110101, 0010]","[00101010, 00101, 001010, 0010101]"
(a|(b*bb))*,(a+b|b)*,"[aab, aabb]",[]
(0*10*10*)*|0*,(0|1)*1,[0101],[010]
(a|(b*bb))*,b*(ba+ab)*b*(a)*,"[aa, baaabb, bb, a, baaaba, b, baa, baaabbba, baaabbbb, baaabbb, baaabba, baaab, baaa, ba]","[aabaaababab, aaba, aab, aabab]"
b*a*,(b*a+)*,[aba],[abab]
(a*ba*b)*a*ba*,b*a(b*ab*a)*b*,[aabb],"[aa, aab]"
(a|baa)*,a*|a*b*aa,[abaa],"[abaaa, abaab, abaaaa, abaaaab]"
(a*ba*b)*a*ba*,a*b(ab*b|a)*,"[aba, ab, abaa, abab]","[ababb, abaab, abaaba, abaabab, ababba, ababbab]"
0*10*(10*10*)*,((1?|11?)|111?)|0*,"[00, 0, 11, 111, 1]","[001, 001111, 00101, 0010, 00110, 001110]"
(a|b)(a|b)+aaa+,(a|b{2})+a{3}a*,[],"[aaaaabb, aaaaaba, aaaaabaa, aaaaabbb, aaaaab, aaaaabab]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*,"[001000100, 0010001010011, 0010001010010, 0010001000, 001000101001100100111101, 001000101001100100111, 0010001001, 001000101001]","[001000100110010111, 001000100010010111, 0010001001100101110010011, 001000100010010111001001, 001000100010010111001110, 001000100110010111001001, 001000100110010111001110, 0010001000100101110010011, 0010001001100101110010, 0010001000100101110010, 00100010011001011100100, 00100010011001011100111, 00100010001001011100100, 00100010001001011100111]"
(a|b)(a|b)+aaa+,a|b(ab|aa|ba|bb)*(aaa)*,"[a, baaaabbbb, baaaababb]","[aaa, aa, abb, ab, abaaaabbb, abaaaabab]"
(a*ba*b)*a*ba*,(a)*b(a*b+a*b+)*,"[abaabaababaabb, abaabaababaab]","[abaabaaba, abaabaabbaabbbb]"
(a|baa)*,(b|a)*baaa*,[],"[abaaab, abaaabb]"
(0*10*10*)*|0*,0*11*,"[011, 01]","[0100, 01001, 010]"
(a|b)(a|b)+aaa+,a|b+(a|b)+aaa,[a],"[aaa, aa, abb, ab, abbaaaab, abaaaaabb, abaaaaab, abbaaaabb]"
a(a|b)a(a|b)*,a(a|b)(a+b)*,"[abaab, aaaab]","[aaaabba, abaabb, aaaabb, abaabbb]"
(a*ba*b)*a*ba*,(b(aa)*(bb)*)*,"[baa, baab]","[aa, baabb, a, aab]"
(a|baa)*,(a*b*aa+),"[aaabaaa, aaabaa]","[aaabaaabab, aaabaaaba, aaabaaab]"
(a|b)(a|b)+aaa+,(a+b)*aaa|(b+a)*aaa,[aaaaababbbbaaaa],"[aaabaaaabb, aaaaa, aaaaababb, aaaaaba, aaaaababba, aaabaaaab, aaaaabab, aaaaab, aaabaaaaa, aaaaababbb, aaab, aaaa]"
(a|baa)*,(a*)|(a*baa*)|(baa*)*,"[aaba, aabaa]","[aabaaba, aabaabaabb, aabaab, aabaabab, aabaabaab]"
(ab|ba)*,((aa)*|(bb)*)((aa)*|(bb)*)*,[aabb],"[aaba, aabaa, aabbb, aabaab]"
(a|baa)*,a*|(?:a*|(b[a]{2}))*,"[aa, a]","[aaba, aab, aabaa?:ab, aabaaa, aabaa?:a?, aabab, aabaabb, aabaab, aabaa?:a?b, aabaa?:a?a]"
(0*10*10*)*|0*,(0+1)*(1+1)*,"[001111, 00111]","[001100, 00110, 001110, 0011001]"
(a*ba*b)*a*ba*,a|b*(b(bb)*)a*,"[bb, a, b, baa, ba]","[aaa, aa, ab, abaab, aaab]"
(a*ba*b)*a*ba*,b*(ab*a)*b*,"[aaabb, aaabbb]","[aaa, aaba, aabaa, aabaab, aaab]"
(a|(b*bb))*,b*|a*|b*,"[aa, bb, a, b]","[aaba, aab, aabab]"
(a|baa)*,(a)*(b|aa)*(a)*(b|aa)*(a)*,"[aba, ab, a, abaab, ababaa, ababa, abaa, ababaab, abab]","[abaabbaabb, abaabbaabba, abaabbaabbab]"
b*a*,(a*)|(b+a+)*,"[aa, a]","[aaba, aab, aabab, aabaabb, aabaab]"
b*a*,((a+)+)|((?:)|(b+))+((?:)|((a*)+)),"[aa, a, bb?:, ba]","[aaba, aab, aabab, aabab?:b, aabab?:?, aabab?:a]"
a(a|b)a(a|b)*,(a(a|b)a(a+b)*)*,"[aaaaaaabaaaa, aaaaaaabaaab, aaaaaaabaab, aaaaaaabaaa, abaaaaabaaa, abaaaaabaaab, abaaaaabaaaa, abaaaaabaab, aaaaaaabaaaab, abaaaaabaaaab]","[abaaaaabaaaabbb, aaaaaaabaaaabbb, aaaaaaabaaaabbbbbb, aaaaaaabaaaabba, aaaaaaabaaaabb, abaaaaabaaaabb, abaaaaabaaaabbbbbb]"
0*10*(10*10*)*,(0)*(111)*(1)*,"[011, 0, 01]","[0100, 01001, 010]"
(a|baa)*,(a*)b*aa(a*),"[aaabaaa, aaabaa]","[aaabaaabab, aaabaaaba, aaabaaab]"
(a*ba*b)*a*ba*,((a)*|(b))(bb|aa)*,[aabbaabbab],"[aaba, aabbaaba, aabaa, aabbaab, aabaab]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*,"[00, 0, 11, 1]","[001, 00101, 0010]"
b*a*,aa*|a*b*,"[abb, ab, a]","[aba, abaab, abaa]"
(a*ba*b)*a*ba*,(a|bb)*(b)+(a|bb)*,"[abaabb, abaabba, abaabbab]","[abaaba, abaabaa, abaabaab]"
0*10*(10*10*)*,1(11)*|0*,"[00, 0, 111]","[001, 00101, 0010, 00110]"
(a|baa)*,(a|b)*baa+,[],"[abaaab, abaaabb]"
(a|baa)*,(a*baa*),"[aba, abaa]","[abaab, abaaba, abaabab]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aa+,"[bbaaa, aaaaa, aaaa, bbaa]","[bbaaabb, aaaaaba, aaaaab, bbaaab]"
(a|baa)*,(a)(b)(aa*),"[aba, abaa]","[aaa, aa, abaab, aaab]"
(0*10*10*)*|0*,0*0*|110*1,"[00, 0, 1101]","[001, 0011010, 00101, 0010, 0011011]"
(a*ba*b)*a*ba*,a*(b*|bbb*)a*,"[abb, aba, ab, a, abaa]","[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,(a|b)(bb)*,"[abb, bbb]","[aaa, aa, bba, aba, baa, aaab, baab, ba]"
0*10*(10*10*)*,0*1(11)*0*1*,"[010011, 011, 01, 0100, 0111, 01001, 010]","[010010, 0100100, 01001001, 01001110]"
(a|baa)*,(a)*b*(a)(a),[aaabaa],"[aaabaaaa, aaabaab, aaabaaa, aaabaaaab]"
(a|(b*bb))*,(a)*bb*(a)*,"[abb, aba, ab, abaa]","[abaab, abaaba, abaabab]"
(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*),"[0, 01, 01011, 0101, 010]","[010100, 01010, 0101001]"
(a|baa)*,"(a*(ab{2,})*)*","[aabba, aabbb, aabb]","[aaba, aabbabb, aabaa, aabaab]"
(a|(b*bb))*,(a|ab|ba)*,[aabba],"[aabbaba, aabbabab, aabbab]"
(a*ba*b)*a*ba*,a*(b*|bb)a*(b|bb*)a*,"[abb, aba, ab, abaab, abaaba, abaabb, abaabaa, abaa]","[abaabaabab, abaabaaba, abaabaab]"
(a|b)*baa(a|b)*b,(a*b*)*bba(a*b*)*b,[ababaabab],"[aba, abbaabbb, abbaaba]"
a(a|b)a(a|b)*,(aaa)*(aba)*(a+b)*,[aaaabaaaabab],"[aaaabaaaabbb, aaaabaaaaba, aaaabaaaabb, aaaabaaaabba, aaaabaaaabbbbbb]"
(a|(b*bb))*,(a|b)*bb(a|b)*,"[ababb, ababa, abab]",[aba]
(ab|ba)*,(ab+ba)*(ba+ab)*,[],"[aaa, aa, aba, abbabaaabbb, abbabaaabb, abbabaaaba, aaab]"
(a*ba*b)*a*ba*,b*a(b|ab*a)*,[aabb],"[aa, aab]"
(0*10*10*)*|0*,((10*)1*)0*,"[1, 101, 1011, 1010, 10100, 10]","[00, 0, 001, 101001]"
a(a|b)a(a|b)*,a(a+b)*a(a+b)*,[aaaabaab],"[aaaabaa, aaaababb, aaaababbb, aaaababba]"
(a*ba*b)*a*ba*,a*(baaa*)*,[abaa],"[abaab, abaaba, abaabab]"
(a*ba*b)*a*ba*,(a*b)+,[abab],[aba]
(a|b)(a|b)+aaa+,aa|ab|ba|bbaaa+,"[aa, aba, ab, abbaaaa, abbaaa]","[aaa, abb, abbabaaaab, abbb, aaaa, aababaaaab]"
(a|baa)*,a*b*aa+,"[aaabaaa, aaabaa]","[aaabaaabab, aaabaaaba, aaabaaab]"
(a|(b*bb))*,((a|b)*(bb)(a|b)*)*,"[aababb, aababa, aabab]","[aaba, aabbab, aabbbb]"
(a*ba*b)*a*ba*,a(ba|bb)*,"[abb, aba]","[aaa, aa, aaab, abbb, abab]"
(0*10*10*)*|0*,0*1(0*10*110*)*,[],"[01001010, 0100101001, 010010100, 0100101101]"
(ab|ba)*,(aa)*(bb)*,[],"[aaba, aabba, aabaa, aabbb, aabaab]"
(a*ba*b)*a*ba*,(a|b)+(a|b)*b,"[babab, aabab]","[baba, aaba]"
(0*10*10*)*|0*,0*1+(0*1+0*)*,"[010011, 010010, 01001]",[]
(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*|1,"[0010, 00110011, 0011001]","[00101, 001010, 0010101]"
(a|(b*bb))*,(a*|(bb)*)b*,"[abb, ab, a]","[aba, abaab, abaa]"
(0*10*10*)*|0*,0*10*1*1*0,[010010],"[0100101, 0100100, 010010001, 01001000]"
(a*ba*b)*a*ba*,((a|bb)(a|b)(a|bb))+,"[aaaabbbb, abaabbbb]","[aaaba, ababb, aaabb, aaabaab, aaabaa, aaabbb, aaab, abaa, aaaa, abab, ababaa, ababbb, ababa, ababaab]"
