Regex,Attempt Regex,Positive Strings,Negative Strings
(a|b)(a|b)+aaa+,(a|b)+(a|b)+(ab*)+a+a+a,"[bbaaaaaa, bbabaaa, bbaaaaa, bbbbaaaa, aaaaaabaaa, aaaabaaa, aaaaaaa, aaaaabaaa, aaabaaa, aaaaabbaaa, aaaaaabbbaaa, bbaaabaaa, bbaaaabbbaaa, aaaabbaaa, bbaaaabaaa, bbaaabbaaa, aaaaaaaa, bbaabbaaa, aabbaaaa, bbaabaaa]","[aaa, , bb, bbaaaab, aab, aaaaaabbb, aaaaaab, aaaaaaba, aaaabb, bbaaab, aabb, bbaa, bbaaaabbb, bbab, bbaab, bbaaa, bbaaaaba, aa, bba, bbaaaabb, a, bbaaaba, b, bbaaabb, bbb, aaaaa, aaaaaaaab, aaaab, aaaaabb, aaaaaba, aaaaab, aaab, aaaa, bbaabb, bbaaaaaab, bbbb, aaaaaabb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010),"[01, 000111, 001101, 101010, 101111, 1000, 0010, 00001, 00100, 010, 111, 01011, 0001, 0100, 10011, 10110, 11001, 001011, 10, 000001, 000100, 101001, 1011, 01101, 00111, 1010001, 001, 100, 1, 00010, 0111, 10101, 000010]","[00, , 0000010, 000011, 00000001, 00000, 011101, 110, 0000, 101101, 0000011, 11, 000000, 101000, 00000011, 00110, 000, 0, 010001, 0011, 10100, 0000101, 0000100, 0001111, 000110, 001001, 00000101, 00000100, 101011, 00101, 011, 1010011, 0101, 1111, 10111, 0000110, 0000111, 0001001, 000101, 001111, 00000111, 00000110, 1010, 00011, 101, 0110, 1001, 1010101, 100001, 0000000, 0000001]"
(a*ba*b)*a*ba*,(a|bb)*a*b,"[, b, aab, bbb, bbab]","[aa, bb, baba, bba, , baaa, babb, a, bab, baa, bbbb, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100),"[01, 000111, 001101, 101010, 1000, 0010, 00001, 00100, 010, 111, 01011, 0001, 0100, 10011, 001011, 10, 000001, 000100, 11010, 100011, 1011, 01101, 00111, 001, 100, 1, 00010, 0111, 10000, 100101, 000010]","[00, , 0000010, 000011, 00000000, 00000, 011101, 110, 1011001, 0000, 00000010, 10010, 0000011, 11, 000000, 00000011, 1001101, 00110, 000, 0, 010001, 0011, 0000101, 0000100, 0001111, 000110, 001001, 00000101, 00000100, 00101, 011, 0101, 0000110, 0000111, 0001001, 000101, 001111, 00000111, 111001, 00000110, 1010, 00011, 101, 0110, 1001, 100001, 10001, 0000000, 0000001]"
(a|(b*bb))*,(a+(bb))*a*(a+(bb))*,"[aa, aaa, abb, , a, abbabb, abba]","[aba, b, abaaa, ababb, abbba, abbbb, abbab, ababa, aaab, abaa, abbb, abab]"
(a|b)(a|b)+aaa+,((aa|bb|ab|ba)+aaa),"[, bbabaaa, bbaaaaa, aaaaabbaaaa, aaaaa, aaaaaaa, aaabaaa, aaaaabaaa, aaaabaabaaa, aaabbaaaa, bbaabbabaaa, bbaaabaaa, bbabbbaaa, bbbbaaa, aaaaaabaaaa, bbaaa, bbaaabbbaaa, aabaaaa, bbaaaabbaaa]","[, bb, bbaaaab, bbaaabaa, aab, aaaba, aaaabaa, aaabb, aaaaaab, aaaaaaaba, aaabba, bbaaab, bbaaaaaba, bbaaaa, bbaa, bbab, bbaab, aaaaabaa, aa, a, bbaabbab, b, bbaaaba, bbb, bbaabba, bbaaabb, aaaab, aaaaabb, aaaaaba, aaaaaa, aaaaab, aaab, bbabbb, aaaa, bbaabb, bbabb, bbaba, aaaaba, aaaabaab]"
(0*10*10*)*|0*,(11)*|0*(11)*|(11)*0*|0*|(10*1)*,"[00, 11, , 01111, 000, 011, 110, 0, 101, 1100, 1111, 101101, 11000, 10001, 10111, 11101]","[01, 101110, 110001, 1000, 010, 111, 0101, 01011, 01110, 01010, 0001, 0100, 10110, 10, 11010, 1011, 1110, 1010, 01101, 01100, 100, 1, 011111, 01000, 1101, 0110, 0111, 11111, 11011, 10101, 10100]"
(a|b)(a|b)+aaa+,((a|b)(a|b))+(aaa)+,"[, bbaaaaaa, bbaaaaa, aaaaaaa, aaaaaabaaaabaaa, aaabbaaaa, bbaaaaaaabaaa, aaaaaabaaaa, bbaaaabbaaabbbaaa, aabaaaa, aaaaaaaa, aaaaaabaaaaabaaaa, bbaaaaaabbaaa, bbaaaaababaaa, bbabaaa, bbaaaabbaaabaaa, aaaaaaaaa, aaabaaa, aaaaaaaabaaaa, bbaaaaaaaa, aaaaaabaaaabbaaaa, bbaaaaaaa, bbaaaaabbbaaa, bbaaaabbaabbaaa, bbabbbaaa, bbbbaaa, aaaaaaababaaa, aaaaaabaaabaaaa, aaaaaaaaabaaa, aaaaaaaaaa, aaaaaaabbaaaa, bbaaaabbaaa, bbaaaabbaaaabbaaa]","[, bbaaaab, aaaaaaabb, aaaaaaba, aaaaaaaba, bbaaaaaabb, bbaaaabbaa, bbaaaabbaabb, bbaaaabba, aaaaaaab, aa, bbaaaabb, bbb, aaaaaabaaa, aaaaaabaa, bbaaaaaaab, bbaaaabbaaab, bbaaaabbaaaa, bbabb, bbaba, aaaaaaabab, bbaaaabbaab, aaaaaaaaaabaaa, bb, bbaaaaab, bbaaaaaaaabbaa, aab, aaaba, aaaaaab, aaabb, bbaaaabbaaabb, bbaaaabbaaaba, bbaaaaaaabaa, bbaaaaabbb, bbaaaaaba, bbaaaaabb, aaaaaaaaabaa, aaaaaabaaab, aaaaaabaaaaa, aaaaaaabba, aaaaaabaaaabb, aaaaaabaaaaba, a, b, aaaaaaaab, aaaaaaaaba, aaaaaabaaaab, bbaaaaabab, bbaaaaaab, aaaaaabaaaba, aaaaaaaaab]"
(a|(b*bb))*,(a)*(b*bbb*)*(a)*(b*bbb*)*,"[aa, bb, bba, , a, bbaaa, bbabb, bbabbbb, bbb, bbabbb, bbaa, bbbb]","[bbabbab, bab, b, aab, baa, bbabbaa, bbaaab, bbabaa, bbbbab, bbabba, bbabbbba, bbabab, bbab, baba, baaa, babb, bbaba, ba]"
(0*10*10*)*|0*,(0*(11)*0*0*)*,"[00, 11, 110, 0, , 1111]","[, 001, 100, 111, 1, 101, 11010, 1110, 1000, 1011, 1010, 10]"
(a|b)*baa(a|b)*b,(baa)(baa)*(b),"[baab, baabaab]","[aaa, bb, , bab, baa, baabb, baaba, baabbb, aa, abb, baabba, bba, ab, aba, a, b, bbb, baababb, baababa, baaaa, baaa, baaab, baabab, ba, baabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000),"[01, 1011, 0010, 01101, 00001, 00100, 00111, 010, 001, 100, 111, 1, 01011, 00010, 1101, 0001, 0100, 0111, 10]","[00, , 0000010, 000111, 000011, 000110, 001001, 00101, 00000, 01111, 011, 110, 0101, 0000, 11101, 0000011, 0000110, 0000111, 11, 000101, 000001, 000100, 000000, 001111, 00011, 00110, 01001, 000, 0, 101, 0011, 0110, 10001, 000010, 0000101, 0000000, 0000100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1|1+(0|1)+1|0+(0|1)0+,"[00, , 111001, 101001, 1011, 010, 000, 0, 1, 111, 101, 01000, 0100, 1111, 11001, 11111, 10101, 10001, 10111, 11101]","[01, 101010, 101110, 1000, 010110, 011, 110, 010111, 01011, 0101, 01010, 0001, 11100, 10, 11, 1110, 1010, 100, 010001, 010100, 0110, 0111, 1100, 111010, 111110, 10100]"
(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*(bb)*,"[bb, , bbabbbb, bbabbbbbaabbbbbaa, bbbbbb, bbabbbbb, bbabbbbbaabbbaa, bbabbbbbb, bbbaa, bbbbabb, bbabbbbbaa, bbabbbbbaaaa, bbbaabbbbaa, bbabbbbbabb, bbbaabbbbbaa, bbbbbabb, bbabbbbbaabbbb, aa, bbabbbbbaabbbaaa, a, bbabbb, bbbbaa, bbbb, bbabbbbbaabbbaabbbaa, bbabb, bbabbbbabb, bbbabb, bbabbbbbbb, bbabbbbbaabb, bbbaabbbbbb, bbabbbbbaaa]","[bab, baa, bbbaabbbba, bbabbbbbaabbbaaaba, bbabaa, bbabbbba, bbabab, baba, babb, bbaab, bbaaa, bbabbbbbaabab, bbabbbbbaabaa, bbabbbbbbba, bba, bbabbbbbaabbbaab, bbb, bbabbbab, bbabba, bbabbbaa, bbabbbbbaabbbbb, baaa, bbaba, bbabbbbbabba, bbbaabbbbbbab, bbbaabbbbba, bbbaabbbbaaba, bbabbbbbaabbaa, bbabbbbbaabbab, bbabbbbbaabbbaba, ba, bbabbbbbaabbbabb, bbabbba, aab, bbaa, bbab, bbabbbbba, bbabbbbbab, bbbab, bbba, bbabbbbbaabbbab, bbabbbbbaaaab, bbbaabbbbab, bbabbbbbaabbba, bbabbab, b, bbabbaa, bbabbbbbaba, bbbbab, bbabbbbaa, bbbaaba, bbbbb, bbabbbbab, bbbbba, bbbba, bbabbbbbaabba, bbbbbbaba, bbabbbbbaaba, bbabbbbbaabbb, bbabbbbbaab, bbbbaaba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)(0|1),"[00, 11]","[000, 0, , 111, 1, 0000, 1111, 11111, 00000]"
(b|(a*aa))*,(b*(aaa*)b*)*,"[aa, aaa, , aab, baa, aabaa, aabaabb, aabaab, aaaa, aabaabbb, bbbaab, aabaabaab]","[bb, ab, a, bab, b, bbb, aabaababba, aabaababaa, aabaababbb, aabaabbba, aabaabab, aabaababb, aabaababa, aaaaba, baabab, ba]"
(ab|ba)*,(ab)*(ba)*|(ba)*(ab)*,"[baba, , ab, abbaba, abba, baab, baabab, abab, ba]","[aaa, bb, bab, aab, baa, abbaa, abbab, abbb, aabb, baabb, babb, baaba, abbaab, abbaaa, baabbb, aa, bba, abb, baabba, aba, a, babaaa, b, bbb, ababb, abbba, abbbb, abbabab, abaa, baababb, aaaa, baaaa, baaa, baaab, aaba, abbabb, baabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011),"[01, 1000, 0010, 00001, 00100, 010, 111, 01011, 0001, 0100, 10011, 10, 100011, 1011, 01101, 00111, 001, 100, 1, 00010, 1101, 0111, 10000, 100101, 10101]","[00, , 0000010, 000111, 000011, 000110, 001001, 100000, 00101, 00000, 01111, 011, 110, 0101, 0000, 1111, 100111, 10010, 10111, 0000011, 0000110, 0000111, 11, 000101, 000001, 000100, 000000, 001111, 100010, 1000111, 1010, 00011, 00110, 01001, 000, 0, 101, 0011, 0110, 1001, 100001, 10001, 000010, 0000101, 0000000, 0000100]"
(a|baa)*,"a?ba{2,}","[baa, abaaa, abaaaa, abaa]","[aa, aaa, abb, bb, , ab, aba, a, b, aab, ababb, abaab, abbb, aaaa, aabb, abba, abab, aaba, abaaba, abaabb, abaaaab, ababa, ba]"
(a|b)*baa(a|b)*b,a*b*baaa*bb*(a*bb*)*,"[baabb, aabaaaab, bbbaab, baabab, baab, baabbb, baabaab]","[aa, bb, , a, b, bab, baa, bbb, baabbba, baababa, baaaa, baba, babba, baaa, babaa, babb, babbb, baaba, ba, baabaa]"
(a|b)(a|b)+aaa+,[ab][ab][ab][ab]*aaa,"[bbbabbaaa, aaaaaabaaa, aaaabaaa, aaaaaaa, aaaaabaaa, aaabaaa, bbbaabbaaa, aaaaabbaaa, aaaaaabbbaaa, bbbaaaaa, bbbabaaa, bbbaaabbbaaa, bbbbaaa, bbbaaaa, bbbaabaaa, aaaabbaaa, bbbaaabaaa, aaaaaaaa]","[aaa, , bb, aaaaaabbb, aaaaaab, aaaaaaba, aaaabb, bbbaaabb, bbbaaaba, bbbab, bbba, bbbaa, bbbaaaaab, bbbaaab, aa, a, b, bbb, aaaaa, aaaaaaaab, aaaab, aaaaabb, aaaaaba, aaaaab, aaab, aaaa, bbbaab, bbbb, bbbaaabbb, bbbaaba, bbbaabb, bbbabb, aaaaaabb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(1|0)*1|0(1|0)*0,"[00, 000, 11, 111, 0000, 1101, 1001, 1111, 11001, 0010, 001110, 010]","[, 01, 11010, 00001, 00111, 110, 0, 001, 100, 1, 0011, 1100, 11110, 10]"
(0|10*1)*,(0*10*1)*|0*,"[00, 11, , 0, 1001, 1111, 11011, 11101, 11000101]","[11010, 110111, 1110, 110, 001, 100, 111, 1, 1101, 1100, 11111, 11000, 10]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+|1+|0+(1+0+)+|1+(0+1+)+,"[00, 11, 1011, 010, 000, 0, 1, 101, 01110, 01010, 0100, 10001, 10111]","[, 01, 101110, 1000, 1010, 01001, 011, 110, 100, 0101, 0001, 0111, 10]"
(a|baa)*,(b(aa)+a*)*,"[baaaa, , baaa, baa, baabaa]","[aa, aaa, abb, baabba, bb, ab, aba, a, b, baababb, baababa, baab, baabb, baaba, baabab, ba, baaaab, baabbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010),"[01, 1000, 1011, 1110, 0010, 010, 001, 100, 111, 1, 1101, 0001, 11111, 10]","[00, , 000111, 000011, 000110, 111111, 00101, 00000, 00001, 00100, 011, 110, 0101, 0000, 1111, 11100, 10111, 11101, 11, 000101, 000100, 000000, 1010, 00011, 00110, 00111, 000, 0, 101, 00010, 0011, 1001, 1100, 11011, 11110, 10001, 000010]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001),"[01, 101001, 1000, 1011, 0010, 01101, 00001, 00100, 00111, 010, 001, 100, 111, 1, 01011, 00010, 1101, 0001, 0100, 0111, 10011, 10110, 10101, 10]","[00, , 0000010, 000111, 000011, 000110, 001001, 101010, 101011, 00101, 00000, 01111, 011, 110, 1010011, 0101, 0000, 101101, 10111, 11101, 0000011, 0000110, 0000111, 11, 000101, 000001, 000100, 000000, 001111, 101000, 1010, 00011, 00110, 01001, 000, 0, 101, 0011, 0110, 1001, 10001, 10100, 000010, 0000101, 0000000, 0000100]"
(a|b)*baa(a|b)*b,(b|a)(baa)+b,"[bbaabaab, bbaab, abaab, abaabaab]","[, bab, baa, abaaa, abbb, abba, baba, babb, bbaaa, abaaba, abaabab, abaabb, abaabaa, aa, bba, bbaabbb, ab, bbaabba, bbb, abaa, bbbb, abab, baaa, abaababb, ba, aaa, abaababa, bb, bbaabaa, bbaabab, aab, bbaaab, aabb, bbaaaa, bbaa, bbab, bbba, bbaaba, abb, aba, a, b, aaaa, bbaabb, aaba, abaaaa, abaaab, abaabbb, abaabba, bbaababa, bbaababb]"
0(0|1)*0,0(0|0)*0,"[00, 000, 0000]","[11, , 01, 0010, 00110, 00001, 00100, 00111, 010, 011, 0, 001, 1, 0011, 10]"
(a|b)(a|b)+aaa+,(aa|ab|bb|ab)(a*|b*)aaaa*,"[bbaaa, bbbaaa, aabbaaa, abaaa, aaaaa, aaaaaaa, abaaaa, aaaaaa, abbbaaa, abaaaaa]","[aaa, bb, , bab, aab, baa, aaaba, abaab, abbb, aabb, aaaaaaab, aaaaabaa, abaabb, abaaabbb, aa, bba, abb, a, ab, aba, b, bbb, ababb, aaaab, aaaaaba, aaaaab, aaab, abaa, aaaa, abab, aaaaba, abaaab, abaaabb, abaaaaab, ba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*0,"[, 0, 010]","[, 00, 11, 01, 0010, 000, 011, 001, 1, 0000, 0011, 0100, 10]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011),"[001, 01, 100, 111, 1, 1011, 1110, 11111, 010, 10]","[00, , 00101, 1000, 0010, 00000, 00100, 011, 110, 0101, 0000, 0001, 0100, 1111, 10111, 11101, 11, 1010, 00011, 00110, 00111, 000, 0, 101, 00010, 0011, 0110, 1101, 0111, 1001, 1100]"
